,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
60,,,4.0,12.5,0.0,-12.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,38.0,1.0,20181026143549.0,11077.0
61,,,4.0,12.5,0.0,-12.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,29.0,1.0,20181026143557.0,11077.0
62,,,4.0,12.5,0.0,-12.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,21.0,0.0,20181026143605.0,11077.0
63,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,^,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,106,0,1,0.0,21.0,0.0,20181026143619.0,11086^21077
64,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,106,0,1,0.0,21.0,0.0,20181026143620.0,21077.0
65,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,106,0,1,0.0,21.0,1.0,20181026143626.0,21077.0
66,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,106,0,1,0.0,17.0,0.0,20181026143630.0,21077.0
67,,,4.0,10.5,0.0,-10.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,108,0,1,0.0,17.0,0.0,20181026143630.0,21077.0
68,,,4.0,10.5,0.0,-10.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,108,0,1,0.0,17.0,0.0,20181026143631.0,21077.0
69,,,4.0,10.5,0.0,-10.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,108,0,1,0.0,17.0,1.0,20181026143633.0,11077.0
70,,,4.0,10.5,0.0,-10.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,108,0,1,0.0,19.0,1.0,20181026143637.0,11077.0
71,,,4.0,10.5,0.0,-10.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,108,0,1,0.0,11.0,1.0,20181026143646.0,11077.0
72,,,4.0,10.5,0.0,-10.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,108,0,1,0.0,0.0,0.0,20181026143647.0,11077.0
73,,,4.0,10.5,0.0,-10.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,8.0,7.0,76.0,88.9,118,108,0,1,0.0,0.0,0.0,20181026143647.0,1084.0
