,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
10,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,57.1,80.0,68.0,68.0,1.0,1,7.0,20.0,0,,21077.0,0.0,0.0
11,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,57.1,80.0,68.0,68.0,1.0,1,7.0,20.0,0,,21077.0,0.0,0.0
12,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,57.1,80.0,68.0,68.0,1.0,1,7.0,20.0,0,,21077.0,0.0,0.0
13,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,20.0,0,,21077.0,0.0,0.0
14,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,20.0,0,,21077.0,0.0,0.0
15,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,20.0,0,,21077.0,0.0,0.0
16,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,20.0,0,,21077.0,0.0,0.0
17,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,20.0,0,,21077.0,0.0,0.0
18,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,1.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,5.0,0,,21077.0,0.0,0.0
19,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,5.0,0,,11086.0,0.0,0.0
20,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,1.0,1,7.0,5.0,0,,21077.0,0.0,0.0
21,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,1.0,1,7.0,5.0,0,,21077.0,0.0,0.0
22,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,1.0,1,7.0,5.0,0,,21077.0,0.0,0.0
23,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,1.0,1,7.0,5.0,0,,21077.0,0.0,0.0
24,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,1.0,1,7.0,5.0,0,,21077.0,0.0,0.0
25,,,第4节,-1.5,0.83,1.5,0.83,167.5,0.83,167.5,0.83,167.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,1.0,1,7.0,5.0,0,,21077.0,0.0,0.0
26,,,第4节,-1.5,0.83,1.5,0.83,167.5,0.83,167.5,0.83,167.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,5.0,0,,21077.0,0.0,0.0
27,,,第4节,-1.5,0.83,1.5,0.83,167.5,0.83,167.5,0.83,167.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,5.0,0,,21077.0,0.0,0.0
28,,,第4节,-1.5,0.83,1.5,0.83,167.5,0.83,167.5,0.83,167.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,5.0,0,,21077.0,0.0,0.0
29,,,第4节,-1.5,0.83,1.5,0.83,167.5,0.83,167.5,0.83,167.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,5.0,0,,21077.0,0.0,0.0
30,,,第4节,-1.5,0.83,1.5,0.83,167.5,0.83,167.5,0.83,167.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,5.0,0,,21077.0,0.0,0.0
31,,,第4节,-1.5,0.91,1.5,0.77,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,68.0,0.0,1,7.0,5.0,0,,21077.0,0.0,0.0
32,,,第4节,-1.5,0.91,1.5,0.77,169.5,0.83,169.5,0.83,169.5,1:2,,6.0,9.0,22.0,18.0,4.0,4.0,2.0,2.0,2.0,0.0,57.1,80.0,68.0,69.0,0.0,1,7.0,5.0,0,,21078.0,0.0,0.0
33,,,第4节,-1.5,0.91,1.5,0.77,169.5,0.83,169.5,0.83,169.5,1:2,,6.0,9.0,22.0,18.0,4.0,5.0,2.0,2.0,2.0,0.0,57.1,83.3,68.0,69.0,0.0,1,7.0,5.0,0,,21079.0,0.0,0.0
34,,,第4节,-1.5,0.91,1.5,0.77,169.5,0.83,169.5,0.83,169.5,2:2,,6.0,9.0,22.0,18.0,4.0,5.0,2.0,2.0,2.0,0.0,57.1,83.3,69.0,68.0,0.0,1,7.0,5.0,0,,21078.0,0.0,0.0
35,,,第4节,-1.5,0.83,1.5,0.83,169.5,0.83,169.5,0.83,169.5,2:2,,6.0,9.0,22.0,18.0,4.0,5.0,2.0,2.0,2.0,0.0,57.1,83.3,69.0,68.0,0.0,1,7.0,5.0,0,,21078.0,0.0,0.0
36,,,第4节,-1.5,0.8,1.5,0.87,169.5,0.83,169.5,0.83,169.5,2:2,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,0.0,57.1,85.7,69.0,70.0,0.0,1,7.0,5.0,0,,21079.0,0.0,0.0
37,,,第4节,-1.5,0.8,1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,0.0,57.1,85.7,70.0,68.0,0.0,1,7.0,5.0,0,,11077.0,0.0,0.0
38,,,第4节,-1.5,0.8,1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,0.0,57.1,85.7,70.0,68.0,0.0,1,6.0,52.0,0,,11077.0,0.0,0.0
39,,,第4节,-1.5,0.8,1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,0.0,1,6.0,52.0,0,,21086.0,0.0,0.0
40,,,第4节,-1.5,0.8,1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,1.0,1,6.0,52.0,0,,11077.0,0.0,0.0
41,,,第4节,-1.5,0.8,1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,1.0,1,6.0,52.0,0,,11077.0,0.0,0.0
42,,,第4节,-1.5,0.8,1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,1.0,1,6.0,52.0,0,,11077.0,0.0,0.0
43,,,第4节,-1.5,0.8,1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,1.0,1,6.0,52.0,0,,11077.0,0.0,0.0
44,,,第4节,-1.5,0.8,1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,1.0,1,6.0,52.0,0,,11077.0,0.0,0.0
45,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,1.0,1,6.0,52.0,0,,11077.0,0.0,0.0
46,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,0.0,1,6.0,52.0,0,,11077.0,0.0,0.0
47,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,0.0,1,6.0,52.0,0,,11077.0,0.0,0.0
48,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,0.0,1,6.0,52.0,0,,11077.0,0.0,0.0
49,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,0.0,1,6.0,52.0,0,,11077.0,0.0,0.0
50,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,0.0,1,6.0,52.0,0,,11077.0,0.0,0.0
51,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,1.0,57.1,85.7,70.0,68.0,0.0,1,6.0,49.0,0,,11077.0,0.0,0.0
52,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,0.0,1,6.0,49.0,0,,21086.0,0.0,0.0
53,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,1.0,1,6.0,49.0,0,,11077.0,0.0,0.0
54,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,1.0,1,6.0,49.0,0,,11077.0,0.0,0.0
55,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,1.0,1,6.0,49.0,0,,11077.0,0.0,0.0
56,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,1.0,1,6.0,49.0,0,,11077.0,0.0,0.0
57,,,第4节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,1.0,1,6.0,49.0,0,,11077.0,0.0,0.0
58,,,第4节,-1.5,0.83,1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,1.0,1,6.0,49.0,0,,11077.0,0.0,0.0
59,,,第4节,-1.5,0.83,1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,0.0,1,6.0,49.0,0,,11077.0,0.0,0.0
60,,,第4节,-1.5,0.83,1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,0.0,1,6.0,49.0,0,,11077.0,0.0,0.0
61,,,第4节,-1.5,0.83,1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,0.0,1,6.0,49.0,0,,11077.0,0.0,0.0
62,,,第4节,-1.5,0.83,1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,0.0,1,6.0,49.0,0,,11077.0,0.0,0.0
63,,,第4节,-1.5,0.83,1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,0.0,1,6.0,49.0,0,,11077.0,0.0,0.0
64,,,第4节,-1.5,0.91,1.5,0.77,170.5,0.83,170.5,0.83,170.5,1:2,,6.0,9.0,22.0,18.0,4.0,6.0,2.0,2.0,2.0,2.0,57.1,85.7,70.0,68.0,0.0,1,6.0,49.0,0,,11078.0,0.0,0.0
65,,,第4节,-1.5,0.91,1.5,0.77,170.5,0.83,170.5,0.83,170.5,1:2,,6.0,9.0,22.0,18.0,5.0,6.0,2.0,2.0,2.0,2.0,62.5,85.7,69.0,68.0,0.0,1,6.0,49.0,0,,11079.0,0.0,0.0
66,,,第4节,-1.5,0.91,1.5,0.77,170.5,0.83,170.5,0.83,170.5,2:2,,6.0,9.0,22.0,18.0,5.0,6.0,2.0,2.0,2.0,2.0,62.5,85.7,70.0,69.0,0.0,1,6.0,49.0,0,,11078.0,0.0,0.0
67,,,第4节,-1.5,0.83,1.5,0.83,170.5,0.83,170.5,0.83,170.5,2:2,,6.0,9.0,22.0,18.0,5.0,6.0,2.0,2.0,2.0,2.0,62.5,85.7,70.0,69.0,0.0,1,6.0,49.0,0,,11078.0,0.0,0.0
68,,,第4节,-1.5,0.87,1.5,0.8,170.5,1.0,170.5,0.71,170.5,2:2,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,69.0,0.0,1,6.0,49.0,0,,11079.0,0.0,0.0
69,,,第4节,-1.5,0.87,1.5,0.8,170.5,1.0,170.5,0.71,170.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,49.0,0,,21077.0,0.0,0.0
70,,,第4节,-1.5,0.87,1.5,0.8,170.5,1.0,170.5,0.71,170.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,48.0,0,,21077.0,0.0,0.0
71,,,第4节,-1.5,0.8,-1.5,0.87,170.5,1.0,170.5,0.71,-1.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,48.0,0,,21077.0,0.0,0.0
72,,,第4节,1.5,0.8,-1.5,0.87,170.5,1.0,169.5,0.83,1.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,48.0,0,,21077.0,0.0,0.0
73,,,第4节,1.5,0.8,-1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,48.0,0,,21077.0,0.0,0.0
74,,,第4节,1.5,0.8,-1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,34.0,0,,21077.0,0.0,0.0
75,,,第4节,1.5,0.8,-1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,34.0,0,,11077.0,0.0,0.0
76,,,第4节,1.5,0.8,-1.5,0.87,169.5,0.83,169.5,0.83,169.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,18.0,0,,11077.0,0.0,0.0
77,,,第4节,1.5,0.87,1.5,0.8,169.5,0.83,169.5,0.83,1.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,18.0,0,,21077.0,0.0,0.0
78,,,第4节,-1.5,0.87,1.5,0.8,169.5,0.83,168.5,0.83,-1.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,18.0,0,,21077.0,0.0,0.0
79,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,18.0,0,,21077.0,0.0,0.0
80,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,2.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,13.0,0,,21077.0,0.0,0.0
81,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,13.0,0,,11086.0,0.0,0.0
82,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,1.0,1,6.0,13.0,0,,21077.0,0.0,0.0
83,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,1.0,1,6.0,13.0,0,,21077.0,0.0,0.0
84,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,1.0,1,6.0,13.0,0,,21077.0,0.0,0.0
85,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,1.0,1,6.0,13.0,0,,21077.0,0.0,0.0
86,,,第4节,-1.5,0.87,1.5,0.8,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,1.0,1,6.0,13.0,0,,21077.0,0.0,0.0
87,,,第4节,-1.5,0.91,1.5,0.77,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,1.0,1,6.0,13.0,0,,21077.0,0.0,0.0
88,,,第4节,-1.5,0.91,1.5,0.77,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,13.0,0,,21077.0,0.0,0.0
89,,,第4节,-1.5,0.91,1.5,0.77,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,13.0,0,,21077.0,0.0,0.0
90,,,第4节,-1.5,0.91,1.5,0.77,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,13.0,0,,21077.0,0.0,0.0
91,,,第4节,-1.5,0.91,1.5,0.77,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,13.0,0,,21077.0,0.0,0.0
92,,,第4节,-1.5,0.91,1.5,0.77,168.5,0.83,168.5,0.83,168.5,,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,13.0,0,,21077.0,0.0,0.0
93,,,第4节,-1.5,0.83,1.5,0.83,169.5,0.83,169.5,0.83,169.5,1:2,,6.0,9.0,22.0,18.0,6.0,6.0,2.0,2.0,3.0,2.0,66.7,85.7,70.0,70.0,0.0,1,6.0,13.0,0,,21078.0,0.0,0.0
94,,,第4节,-1.5,0.83,1.5,0.83,169.5,0.83,169.5,0.83,169.5,1:2,,6.0,9.0,22.0,18.0,6.0,7.0,2.0,2.0,3.0,2.0,66.7,87.5,70.0,71.0,0.0,1,6.0,13.0,0,,21079.0,0.0,0.0
95,,,第4节,-1.5,0.83,1.5,0.83,169.5,0.83,169.5,0.83,169.5,2:2,,6.0,9.0,22.0,18.0,6.0,7.0,2.0,2.0,3.0,2.0,66.7,87.5,71.0,70.0,0.0,1,6.0,13.0,0,,21078.0,0.0,0.0
96,,,第4节,-1.5,0.8,1.5,0.87,170.5,0.83,170.5,0.83,170.5,2:2,,6.0,9.0,22.0,18.0,6.0,7.0,2.0,2.0,3.0,2.0,66.7,87.5,71.0,70.0,0.0,1,6.0,13.0,0,,21078.0,0.0,0.0
97,,,第4节,-1.5,0.8,1.5,0.87,170.5,0.83,170.5,0.83,170.5,2:2,,6.0,9.0,22.0,18.0,6.0,8.0,2.0,2.0,3.0,2.0,66.7,88.9,71.0,72.0,0.0,1,6.0,13.0,0,,21079.0,0.0,0.0
98,,,第4节,-1.5,0.8,1.5,0.87,170.5,0.83,170.5,0.83,170.5,,,6.0,9.0,22.0,18.0,6.0,8.0,2.0,2.0,3.0,2.0,66.7,88.9,72.0,70.0,0.0,1,6.0,13.0,0,,11077.0,0.0,0.0
99,,,第4节,-1.5,0.77,1.5,0.91,170.5,0.83,170.5,0.83,170.5,,,6.0,9.0,22.0,18.0,6.0,8.0,2.0,2.0,3.0,2.0,66.7,88.9,72.0,70.0,0.0,1,5.0,52.0,0,,11077.0,0.0,0.0
100,,,第4节,-1.5,0.77,1.5,0.91,168.5,1.0,168.5,0.71,168.5,,,6.0,9.0,22.0,18.0,6.0,8.0,2.0,2.0,3.0,2.0,66.7,88.9,72.0,70.0,0.0,1,5.0,52.0,0,,11077.0,0.0,0.0
101,,,第4节,-1.5,0.77,1.5,0.91,168.5,1.0,168.5,0.71,168.5,,,6.0,9.0,22.0,18.0,6.0,8.0,2.0,2.0,3.0,2.0,66.7,88.9,72.0,70.0,0.0,1,5.0,52.0,0,,21077.0,0.0,0.0
