,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
23,4.0,22.5,0.0,-22.5,0.0,2.0,,1.0,4.0,8,3,19.0,16,13,7.0,10,6,2,1,4.0,3,2,70.0,58.8,75.0,72.0,72,49,0,1,1.0,45.0,1.0,20180917063321.0,21077.0
24,4.0,22.5,0.0,-22.5,0.0,2.0,,1.0,4.0,8,3,19.0,16,13,7.0,10,6,2,1,4.0,3,2,70.0,58.8,75.0,72.0,72,49,0,1,1.0,44.0,0.0,20180917063322.0,21077.0
25,4.0,22.5,0.0,-22.5,0.0,2.0,2:2^,1.0,4.0,8,3,19.0,16,13,8.0,10,6,2,1,5.0,3,2,66.7,58.8,75.0,50.0,72,50,0,1,1.0,43.0,1.0,20180917063359.0,21080^11077
26,4.0,22.5,0.0,-22.5,0.0,2.0,,1.0,4.0,8,3,19.0,16,13,8.0,10,6,2,1,5.0,3,2,66.7,58.8,75.0,50.0,72,50,0,1,1.0,43.0,1.0,20180917063400.0,11077.0
27,4.0,22.5,0.0,-22.5,0.0,2.0,,1.0,4.0,8,3,19.0,16,13,8.0,10,6,2,1,5.0,3,2,66.7,58.8,75.0,50.0,72,50,0,1,1.0,35.0,1.0,20180917063409.0,11077.0
28,4.0,22.5,0.0,-22.5,0.0,2.0,,1.0,4.0,8,3,19.0,16,13,8.0,10,6,2,1,5.0,3,2,66.7,58.8,75.0,50.0,72,50,0,1,1.0,34.0,1.0,20180917063410.0,11077.0
29,4.0,23.5,0.0,-23.5,0.0,2.0,,1.0,4.0,8,3,20.0,16,13,8.0,10,6,2,1,5.0,3,2,66.7,58.8,75.0,74.0,74,50,0,1,1.0,25.0,1.0,20180917063419.0,21077.0
30,4.0,23.5,0.0,-23.5,0.0,2.0,^,1.0,4.0,8,3,20.0,16,13,8.0,10,6,2,1,6.0,3,2,66.7,58.8,75.0,74.0,74,50,0,1,1.0,19.0,0.0,20180917063433.0,11086^21077
31,4.0,22.5,0.0,-22.5,0.0,2.0,1:2,1.0,4.0,8,3,20.0,16,13,8.0,10,6,2,1,6.0,3,2,66.7,58.8,75.0,74.0,74,50,0,1,1.0,19.0,0.0,20180917063434.0,21078.0
32,4.0,23.5,0.0,-23.5,0.0,2.0,1:2^2:2,1.0,4.0,8,3,20.0,16,13,8.0,10,6,2,1,6.0,3,2,61.5,58.8,75.0,74.0,74,50,0,1,1.0,19.0,0.0,20180917063457.0,21080^21078
33,4.0,23.5,0.0,-23.5,0.0,2.0,2:2^,1.0,4.0,8,3,20.0,16,13,9.0,10,6,2,1,6.0,3,2,64.3,58.8,75.0,51.0,74,51,0,1,1.0,19.0,0.0,20180917063515.0,21079^11077
34,4.0,22.5,0.0,-22.5,0.0,2.0,2:2^,1.0,4.0,8,3,20.0,16,13,9.0,10,6,2,1,6.0,3,2,64.3,58.8,75.0,51.0,74,51,0,1,1.0,2.0,0.0,20180917063546.0,21079^11077
35,4.0,22.5,0.0,-22.5,0.0,2.0,2:2^,1.0,4.0,8,3,20.0,16,13,9.0,10,6,2,1,6.0,3,2,64.3,58.8,75.0,51.0,74,51,0,1,1.0,1.0,1.0,20180917063551.0,21079^11077
36,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,9.0,10,6,2,1,6.0,3,2,64.3,58.8,75.0,51.0,74,51,0,1,0.0,57.0,0.0,20180917063556.0,21077.0
37,4.0,22.5,0.0,-22.5,0.0,1.0,^,1.0,4.0,8,3,20.0,16,13,9.0,10,6,2,1,7.0,3,2,64.3,58.8,75.0,51.0,74,51,0,1,0.0,57.0,0.0,20180917063606.0,11086^21077
38,4.0,22.5,0.0,-22.5,0.0,1.0,1:2,1.0,4.0,8,3,20.0,16,13,9.0,10,6,2,1,7.0,3,2,64.3,58.8,75.0,51.0,74,51,0,1,0.0,57.0,0.0,20180917063608.0,21078.0
39,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,10.0,10,6,2,1,7.0,3,2,62.5,58.8,75.0,52.0,74,52,0,1,0.0,57.0,1.0,20180917063650.0,11077.0
40,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,10.0,10,6,2,1,7.0,3,2,62.5,58.8,75.0,52.0,74,52,0,1,0.0,56.0,1.0,20180917063650.0,11077.0
41,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,10.0,10,6,2,1,7.0,3,2,62.5,58.8,75.0,52.0,74,52,0,1,0.0,40.0,1.0,20180917063707.0,11077.0
42,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,10.0,10,6,2,1,7.0,3,2,62.5,58.8,75.0,52.0,74,52,0,1,0.0,37.0,0.0,20180917063709.0,11077.0
43,4.0,21.5,0.0,-21.5,0.0,1.0,^,1.0,4.0,8,3,20.0,16,13,10.0,10,6,2,1,8.0,3,2,62.5,58.8,75.0,52.0,74,52,0,1,0.0,38.0,0.0,20180917063729.0,11086^21077
44,4.0,21.5,0.0,-21.5,0.0,1.0,1:2,1.0,4.0,8,3,20.0,16,13,10.0,10,6,2,1,8.0,3,2,62.5,58.8,75.0,52.0,74,52,0,1,0.0,38.0,0.0,20180917063734.0,21078.0
45,4.0,20.5,0.0,-20.5,0.0,1.0,2:2^,1.0,4.0,8,3,20.0,16,13,12.0,10,6,2,1,8.0,3,2,66.7,58.8,75.0,54.0,74,54,0,1,0.0,38.0,1.0,20180917063757.0,21079^11077
46,4.0,20.5,0.0,-20.5,0.0,1.0,2:2^,1.0,4.0,8,3,20.0,16,13,12.0,10,6,2,1,8.0,3,2,66.7,58.8,75.0,54.0,74,54,0,1,0.0,37.0,1.0,20180917063757.0,21079^11077
47,4.0,19.5,0.0,-19.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,12.0,10,6,2,1,8.0,3,2,66.7,58.8,75.0,54.0,74,54,0,1,0.0,38.0,1.0,20180917063757.0,21077.0
48,4.0,19.5,0.0,-19.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,12.0,10,6,2,1,8.0,3,2,66.7,58.8,75.0,54.0,74,54,0,1,0.0,29.0,1.0,20180917063806.0,21077.0
49,4.0,20.5,0.0,-20.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,12.0,10,6,2,1,8.0,3,2,66.7,58.8,75.0,54.0,74,54,0,1,0.0,25.0,1.0,20180917063810.0,11077.0
50,4.0,20.5,0.0,-20.5,0.0,1.0,^,1.0,4.0,8,3,20.0,16,13,12.0,10,6,2,1,3.0,3,2,66.7,58.8,75.0,54.0,74,54,0,1,0.0,21.0,0.0,20180917063824.0,21086^11077
51,4.0,20.5,0.0,-20.5,0.0,1.0,^,1.0,4.0,8,3,20.0,16,13,12.0,10,6,2,1,3.0,3,2,66.7,58.8,75.0,54.0,74,54,0,1,0.0,21.0,0.0,20180917063825.0,21086^11077
52,4.0,20.5,0.0,-20.5,0.0,1.0,1:2,1.0,4.0,8,3,20.0,16,13,12.0,10,6,2,1,3.0,3,2,66.7,58.8,75.0,54.0,74,54,0,1,0.0,21.0,0.0,20180917063828.0,11078.0
53,4.0,20.5,0.0,-20.5,0.0,1.0,2:2^,1.0,4.0,8,3,20.0,16,13,11.0,10,6,2,1,3.0,3,2,57.9,58.8,75.0,75.0,75,54,0,1,0.0,21.0,1.0,20180917063845.0,11080^21077
54,4.0,20.5,0.0,-20.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,11.0,10,6,2,1,3.0,3,2,57.9,58.8,75.0,75.0,75,54,0,1,0.0,20.0,1.0,20180917063846.0,21077.0
55,4.0,21.5,0.0,-21.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,11.0,10,6,2,1,3.0,3,2,57.9,58.8,75.0,75.0,75,54,0,1,0.0,15.0,1.0,20180917063852.0,11077.0
56,4.0,21.5,0.0,-21.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,11.0,10,6,2,1,3.0,3,2,57.9,58.8,75.0,75.0,75,54,0,1,0.0,15.0,0.0,20180917063853.0,11077.0
57,4.0,21.5,0.0,-21.5,0.0,1.0,^,1.0,4.0,8,3,20.0,16,13,11.0,10,6,2,1,4.0,3,2,57.9,58.8,75.0,75.0,75,54,0,1,0.0,15.0,0.0,20180917063902.0,21086^11077
58,4.0,22.5,0.0,-22.5,0.0,1.0,2:2^,1.0,4.0,8,3,20.0,16,13,13.0,10,6,2,1,4.0,3,2,61.9,58.8,75.0,77.0,77,54,0,1,0.0,15.0,1.0,20180917063933.0,11079^21077
59,4.0,22.5,0.0,-22.5,0.0,1.0,2:2^,1.0,4.0,8,3,20.0,16,13,13.0,10,6,2,1,4.0,3,2,61.9,58.8,75.0,77.0,77,54,0,1,0.0,13.0,1.0,20180917063934.0,11079^21077
60,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,13.0,10,6,2,1,4.0,3,2,61.9,58.8,75.0,77.0,77,54,0,1,0.0,0.0,0.0,20180917063948.0,21077.0
61,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,13.0,10,6,2,1,4.0,3,2,61.9,58.8,75.0,77.0,77,54,0,1,0.0,0.0,0.0,20180917063951.0,21077.0
62,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,13.0,10,6,2,1,4.0,3,2,61.9,58.8,75.0,77.0,77,54,0,1,0.0,0.0,0.0,20180917064004.0,21077.0
63,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,13.0,10,6,2,1,4.0,3,2,61.9,58.8,75.0,77.0,77,54,0,1,0.0,0.0,0.0,20180917064004.0,1084.0
64,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,13.0,10,6,2,1,4.0,3,2,61.9,58.8,75.0,77.0,77,54,0,1,0.0,0.0,0.0,20180917064004.0,1084.0
65,4.0,22.5,0.0,-22.5,0.0,1.0,,1.0,4.0,8,3,20.0,16,13,13.0,10,6,2,1,4.0,3,2,61.9,58.8,75.0,77.0,77,54,0,1,0.0,0.0,0.0,20180917064004.0,1084.0
