,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
678,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,140.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,0.0,1,8.0,GD,0.0,0,,11077.0,0.77,0.91
679,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,140.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,0.0,1,8.0,GD,0.0,0,,11077.0,0.77,0.91
680,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,140.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,8.0,GD,0.0,0,,11077.0,0.77,0.91
681,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,140.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,8.0,GD,0.0,0,,11077.0,0.77,0.91
682,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,140.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,8.0,GD,0.0,0,,11077.0,0.77,0.91
683,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,140.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,8.0,GD,0.0,0,,11077.0,0.77,0.91
684,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,140.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,8.0,GD,0.0,0,,11077.0,0.77,0.91
685,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,140.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,47.0,0,,11077.0,0.77,0.91
686,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,140.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,47.0,0,,21086.0,0.77,0.91
687,44.0,5.0,第3节,第3节,11.5,0.83,-12.5,0.83,140.5,0.83,140.5,0.83,-12.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,47.0,0,,11077.0,0.77,0.91
688,44.0,5.0,第3节,第3节,12.5,0.83,-12.5,0.83,140.5,0.83,140.5,0.83,12.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,48.0,0,,11077.0,0.77,0.91
689,44.0,5.0,第3节,第3节,12.5,0.83,-12.5,0.83,140.5,0.83,140.5,0.83,12.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,48.0,0,,11077.0,0.77,0.91
690,44.0,5.0,第3节,第3节,12.5,0.83,-12.5,0.83,140.5,0.83,140.5,0.83,12.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,47.0,0,,11077.0,0.77,0.91
691,44.0,5.0,第3节,第3节,12.5,0.83,-11.5,0.83,140.5,0.83,140.5,0.83,-11.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,47.0,0,,21077.0,0.77,0.91
692,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,140.5,0.83,139.5,0.83,11.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,47.0,0,,21077.0,0.77,0.91
693,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,47.0,0,,21077.0,0.77,0.91
694,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,47.0,0,,21077.0,0.77,0.91
695,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,31.0,0,,21077.0,0.77,0.91
696,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,31.0,0,,21077.0,0.77,0.91
697,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,1.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,28.0,0,,21077.0,0.77,0.91
698,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,28.0,0,,11086.0,0.77,0.91
699,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,1.0,1,7.0,GD,29.0,0,,21077.0,0.77,0.91
700,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,29.0,0,,21077.0,0.77,0.91
701,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,29.0,0,,21077.0,0.77,0.91
702,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,29.0,0,,21077.0,0.77,0.91
703,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,29.0,0,,21077.0,0.77,0.91
704,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,29.0,0,,21077.0,0.77,0.91
705,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,28.0,0,,21077.0,0.77,0.91
706,44.0,5.0,第3节,第3节,11.5,0.8,-12.5,0.87,139.5,0.83,139.5,0.83,-12.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,28.0,0,,21077.0,0.77,0.91
707,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,139.5,0.83,138.5,0.83,12.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,28.0,0,,21077.0,0.77,0.91
708,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,138.5,0.83,138.5,0.83,138.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,28.0,0,,21077.0,0.77,0.91
709,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,138.5,0.83,138.5,0.83,138.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,13.0,0,,21077.0,0.77,0.91
710,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,138.5,0.83,138.5,0.83,138.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,13.0,0,,21077.0,0.77,0.91
711,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,138.5,0.83,138.5,0.83,138.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,13.0,0,,11077.0,0.77,0.91
712,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,138.5,0.83,138.5,0.83,138.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,2.0,0,,21077.0,0.77,0.91
713,44.0,5.0,第3节,第3节,12.5,0.8,-11.5,0.87,138.5,0.83,138.5,0.83,-11.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,2.0,0,,21077.0,0.77,0.91
714,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,138.5,0.83,137.5,0.83,11.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,2.0,0,,21077.0,0.77,0.91
715,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,137.5,0.83,137.5,0.83,137.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,2.0,0,,21077.0,0.77,0.91
716,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,137.5,0.83,137.5,0.83,137.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,2.0,0,,21077.0,0.77,0.91
717,44.0,5.0,第3节,第3节,11.5,0.8,-12.5,0.87,137.5,0.83,137.5,0.83,-12.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,2.0,0,,11077.0,0.77,0.91
718,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,137.5,0.83,136.5,0.83,12.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,2.0,0,,11077.0,0.77,0.91
719,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,2.0,0,,11077.0,0.77,0.91
720,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,7.0,GD,2.0,0,,11077.0,0.77,0.91
721,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,44.0,32.0,44.0,0.0,1,6.0,GD,55.0,0,,11077.0,0.77,0.91
722,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,46.0,32.0,44.0,0.0,1,6.0,GD,55.0,0,,11077.0,0.77,0.91
723,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,11.0,7.0,3.0,2.0,63.6,46.0,32.0,44.0,0.0,1,6.0,GD,53.0,0,,11077.0,0.77,0.91
724,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,44.0,0.0,1,6.0,GD,53.0,0,,11074.0,0.77,0.91
725,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,53.0,0,,21077.0,0.77,0.91
726,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,53.0,0,,21077.0,0.77,0.91
727,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,139.5,0.83,139.5,0.83,139.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,53.0,0,,21077.0,0.77,0.91
728,44.0,5.0,第3节,第3节,12.5,0.77,-14.5,0.91,139.5,0.83,139.5,0.83,-14.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,53.0,0,,11077.0,0.77,0.91
729,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,139.5,0.83,137.5,0.83,14.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,53.0,0,,11077.0,0.77,0.91
730,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,137.5,0.83,137.5,0.83,137.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,53.0,0,,11077.0,0.77,0.91
731,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,137.5,0.83,137.5,0.83,137.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,26.0,0,,11077.0,0.77,0.91
732,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,137.5,0.83,137.5,0.83,137.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,26.0,0,,11077.0,0.77,0.91
733,44.0,5.0,第3节,第3节,14.5,0.77,-13.5,0.91,137.5,0.83,137.5,0.83,-13.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,26.0,0,,11077.0,0.77,0.91
734,44.0,5.0,第3节,第3节,13.5,0.77,-13.5,0.91,137.5,0.83,136.5,0.83,13.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,26.0,0,,11077.0,0.77,0.91
735,44.0,5.0,第3节,第3节,13.5,0.77,-13.5,0.91,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,26.0,0,,11077.0,0.77,0.91
736,44.0,5.0,第3节,第3节,13.5,0.77,-13.5,0.91,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,26.0,0,,11077.0,0.77,0.91
737,44.0,5.0,第3节,第3节,13.5,0.77,-13.5,0.91,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,10.0,0,,11077.0,0.77,0.91
738,44.0,5.0,第3节,第3节,13.5,0.77,-13.5,0.91,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,10.0,0,,21077.0,0.77,0.91
739,44.0,5.0,第3节,第3节,13.5,0.77,-14.5,0.91,136.5,0.83,136.5,0.83,-14.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,10.0,0,,11077.0,0.77,0.91
740,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,136.5,0.83,135.5,0.83,14.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,10.0,0,,11077.0,0.77,0.91
741,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,135.5,0.83,135.5,0.83,135.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,10.0,0,,11077.0,0.77,0.91
742,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,135.5,0.83,135.5,0.83,135.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,4.0,0,,11077.0,0.77,0.91
743,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,135.5,0.83,135.5,0.83,135.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,4.0,0,,11077.0,0.77,0.91
744,44.0,5.0,第3节,第3节,14.5,0.91,-12.5,0.77,135.5,0.83,135.5,0.83,-12.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,4.0,0,,21077.0,0.77,0.91
745,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,135.5,0.83,134.5,0.83,12.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,4.0,0,,21077.0,0.77,0.91
746,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,134.5,0.83,134.5,0.83,134.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,4.0,0,,21077.0,0.77,0.91
747,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,134.5,0.83,134.5,0.83,134.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,6.0,GD,4.0,0,,21077.0,0.77,0.91
748,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,134.5,0.83,134.5,0.83,134.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,43.0,0,,21077.0,0.77,0.91
749,44.0,5.0,第3节,第3节,12.5,0.77,-14.5,0.91,134.5,0.83,134.5,0.83,-14.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,43.0,0,,11077.0,0.77,0.91
750,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,134.5,0.83,133.5,0.83,14.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,43.0,0,,11077.0,0.77,0.91
751,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,43.0,0,,11077.0,0.77,0.91
752,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,43.0,0,,11077.0,0.77,0.91
753,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,35.0,0,,11077.0,0.77,0.91
754,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,35.0,0,,11077.0,0.77,0.91
755,44.0,5.0,第3节,第3节,14.5,0.77,-14.5,0.91,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,22.0,0,,11077.0,0.77,0.91
756,44.0,5.0,第3节,第3节,14.5,0.91,-12.5,0.77,133.5,0.83,133.5,0.83,-12.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,22.0,0,,21077.0,0.77,0.91
757,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,133.5,0.83,132.5,0.83,12.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,22.0,0,,21077.0,0.77,0.91
758,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,132.5,0.83,132.5,0.83,132.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,22.0,0,,21077.0,0.77,0.91
759,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,132.5,0.83,132.5,0.83,132.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,22.0,0,,21077.0,0.77,0.91
760,44.0,5.0,第3节,第3节,12.5,0.91,-12.5,0.77,132.5,0.83,132.5,0.83,132.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,22.0,0,,21074.0,0.77,0.91
761,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,134.5,0.83,134.5,0.83,134.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,22.0,0,,11077.0,0.77,0.91
762,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,134.5,0.83,134.5,0.83,134.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,32.0,46.0,0.0,1,5.0,GD,22.0,0,,11077.0,0.77,0.91
763,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,134.5,0.83,134.5,0.83,134.5,3.0,0.0,,0.0,5.0,12.0,7.0,3.0,2.0,63.6,46.0,34.0,46.0,0.0,1,5.0,GD,11.0,0,,11077.0,0.77,0.91
764,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,134.5,0.83,134.5,0.83,134.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,34.0,46.0,0.0,1,5.0,GD,11.0,0,,11075.0,0.77,0.91
765,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,134.5,0.83,134.5,0.83,134.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,34.0,49.0,0.0,1,5.0,GD,11.0,0,,21077.0,0.77,0.91
766,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,134.5,0.83,134.5,0.83,134.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,34.0,49.0,0.0,1,4.0,GD,46.0,0,,21077.0,0.77,0.91
767,44.0,5.0,第3节,第3节,12.5,0.91,-13.5,0.77,134.5,0.83,134.5,0.83,-13.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,34.0,49.0,0.0,1,4.0,GD,46.0,0,,21077.0,0.77,0.91
768,44.0,5.0,第3节,第3节,13.5,0.91,-13.5,0.77,134.5,0.83,136.5,0.83,13.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,34.0,49.0,0.0,1,4.0,GD,46.0,0,,21077.0,0.77,0.91
769,44.0,5.0,第3节,第3节,13.5,0.91,-13.5,0.77,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,34.0,49.0,0.0,1,4.0,GD,46.0,0,,21077.0,0.77,0.91
770,44.0,5.0,第3节,第3节,13.5,0.91,-13.5,0.77,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,34.0,49.0,0.0,1,4.0,GD,46.0,0,,21077.0,0.77,0.91
771,44.0,5.0,第3节,第3节,13.5,0.91,-13.5,0.77,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,34.0,49.0,0.0,1,4.0,GD,46.0,0,,21075.0,0.77,0.91
772,44.0,5.0,第3节,第3节,13.5,0.91,-13.5,0.77,136.5,0.83,136.5,0.83,136.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,37.0,49.0,0.0,1,4.0,GD,46.0,0,,11077.0,0.77,0.91
773,44.0,5.0,第3节,第3节,13.5,0.77,-12.5,0.91,136.5,0.83,136.5,0.83,-12.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,37.0,49.0,0.0,1,4.0,GD,46.0,0,,11077.0,0.77,0.91
774,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,136.5,0.83,138.5,0.83,12.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,37.0,49.0,0.0,1,4.0,GD,46.0,0,,11077.0,0.77,0.91
775,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,138.5,0.83,138.5,0.83,138.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,37.0,49.0,0.0,1,4.0,GD,46.0,0,,11077.0,0.77,0.91
776,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,138.5,0.83,138.5,0.83,138.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,37.0,49.0,0.0,1,4.0,GD,46.0,0,,11077.0,0.77,0.91
777,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,138.5,0.83,138.5,0.83,138.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,37.0,49.0,0.0,1,4.0,GD,25.0,0,,11077.0,0.77,0.91
778,44.0,5.0,第3节,第3节,12.5,0.77,-12.5,0.91,138.5,0.83,138.5,0.83,138.5,3.0,0.0,,0.0,6.0,12.0,7.0,3.0,2.0,63.6,49.0,37.0,49.0,0.0,1,4.0,GD,25.0,0,,11077.0,0.77,0.91
