,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
407,,,第2节,第2节,126.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,126.5,2.0,1.3,2:2,,2.0,4.0,0.0,5.0,1.0,0.0,14.0,24.0,14.0,0.0,1,7.0,GD,3.0,0,,21077.0,0.0,0.0,
408,,,第2节,第2节,126.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,126.5,2.0,0.56,2:2,,2.0,4.0,0.0,5.0,1.0,0.0,14.0,24.0,14.0,0.0,1,7.0,GD,3.0,0,,11077.0,0.0,0.0,
409,,,第2节,第2节,2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,2.5,2.0,0.83,2:2,,2.0,4.0,0.0,5.0,1.0,0.0,14.0,24.0,14.0,0.0,1,7.0,GD,3.0,0,,11077.0,0.0,0.0,
410,,,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-2.5,2.0,0.83,2:2,,2.0,4.0,0.0,5.0,1.0,0.0,14.0,24.0,14.0,0.0,1,7.0,GD,3.0,0,,11077.0,0.0,0.0,
411,,,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-2.5,2.0,1.2,2:2,,2.0,4.0,0.0,5.0,1.0,0.0,14.0,24.0,14.0,0.0,1,7.0,GD,3.0,0,,11077.0,0.0,0.0,
412,,,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,1.5,2.0,0.63,2:2,,2.0,4.0,0.0,5.0,1.0,0.0,14.0,24.0,14.0,0.0,1,7.0,GD,3.0,0,,11077.0,0.0,0.0,
413,,,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-1.5,2.0,0.63,2:2,,2.0,4.0,0.0,5.0,1.0,0.0,14.0,24.0,14.0,0.0,1,7.0,GD,3.0,0,,11077.0,0.0,0.0,
414,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.63,2:2,,2.0,4.0,0.0,5.0,1.0,0.0,14.0,24.0,14.0,0.0,1,7.0,GD,3.0,0,,11077.0,0.0,0.0,
415,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.63,2:2,,2.0,4.0,0.0,5.0,1.0,0.0,14.0,24.0,14.0,0.0,1,6.0,GD,59.0,0,,11077.0,0.0,0.0,
416,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.63,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,14.0,0.0,1,6.0,GD,59.0,0,,11074.0,0.0,0.0,"0.88,0.51"
417,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.63,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
418,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,1.0,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
419,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.71,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,21086.0,0.0,0.0,
420,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.8,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,11077.0,0.0,0.0,
421,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.87,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,11077.0,0.0,0.0,
422,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.87,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,11077.0,0.0,0.0,
423,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.8,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,11077.0,0.0,0.0,
424,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.77,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,11077.0,0.0,0.0,
425,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.91,2:2,,2.0,5.0,0.0,5.0,1.0,0.0,16.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,11077.0,0.0,0.0,
426,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.91,1:1,,2.0,5.0,0.0,5.0,1.0,0.0,17.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,11078.0,0.0,0.0,
427,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.91,1:1,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,16.0,0.0,1,6.0,GD,59.0,0,,11079.0,0.0,0.0,"0.79,0.50"
428,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.91,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
429,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
430,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,1.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
431,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,1.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
432,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,1.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
433,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,1.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
434,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,1.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
435,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,1.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
436,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
437,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
438,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
439,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
440,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,59.0,0,,21077.0,0.0,0.0,
441,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,58.0,0,,21077.0,0.0,0.0,
442,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,58.0,0,,21095.0,0.0,0.0,"0.13,0.46"
443,,,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-1.5,2.0,0.91,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,58.0,0,,11077.0,0.0,0.0,
444,,,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,1.5,2.0,0.77,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,58.0,0,,11077.0,0.0,0.0,
445,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.77,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,58.0,0,,11077.0,0.0,0.0,
446,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.91,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,58.0,0,,11077.0,0.0,0.0,
447,,,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-1.5,2.0,0.91,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,44.0,0,,11077.0,0.0,0.0,
448,,,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,1.5,2.0,0.77,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,44.0,0,,11077.0,0.0,0.0,
449,,,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,1.5,2.0,0.77,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,38.0,0,,11077.0,0.0,0.0,
450,,,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,1.5,2.0,0.77,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,38.0,0,,11094.0,0.0,0.0,"0.84,0.10"
451,,,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,1.5,2.0,0.77,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,31.0,0,,21077.0,0.0,0.0,
452,,,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,1.5,2.0,0.77,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,31.0,0,,21077.0,0.0,0.0,
453,,,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-1.5,2.0,0.91,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,31.0,0,,21077.0,0.0,0.0,
454,,,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-1.5,2.0,0.87,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,31.0,0,,21077.0,0.0,0.0,
455,,,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-1.5,2.0,0.8,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,25.0,0,,11077.0,0.0,0.0,
456,,,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-1.5,2.0,1.0,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,25.0,0,,11077.0,0.0,0.0,
457,,,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,1.5,2.0,0.71,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,25.0,0,,11077.0,0.0,0.0,
458,,,第2节,第2节,127.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,127.5,2.0,0.71,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,25.0,0,,11077.0,0.0,0.0,
459,,,第2节,第2节,127.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,127.5,2.0,0.83,,,2.0,5.0,1.0,5.0,1.0,100.0,17.0,24.0,17.0,0.0,1,6.0,GD,25.0,0,,11077.0,0.0,0.0,
460,,,第2节,第2节,127.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,127.5,2.0,0.83,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,17.0,0.0,1,6.0,GD,25.0,0,,11074.0,0.0,0.0,"0.86,0.45"
461,,,第2节,第2节,127.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,127.5,2.0,0.83,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,17.0,0.0,1,6.0,GD,25.0,0,,21077.0,0.0,0.0,
462,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,17.0,0.0,1,6.0,GD,25.0,0,,21077.0,0.0,0.0,
463,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.71,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,17.0,0.0,1,6.0,GD,25.0,0,,21077.0,0.0,0.0,
464,,,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,1.0,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,19.0,0.0,1,6.0,GD,12.0,0,,21077.0,0.0,0.0,
465,,,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-2.5,2.0,0.87,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,19.0,0.0,1,6.0,GD,12.0,0,,21077.0,0.0,0.0,
466,,,第2节,第2节,2.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,2.5,2.0,0.8,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,19.0,0.0,1,6.0,GD,12.0,0,,21077.0,0.0,0.0,
467,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.8,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,19.0,0.0,1,6.0,GD,12.0,0,,21077.0,0.0,0.0,
468,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.8,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,19.0,0.0,1,5.0,GD,59.0,0,,21077.0,0.0,0.0,
469,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.63,,,2.0,6.0,1.0,5.0,1.0,100.0,19.0,24.0,19.0,0.0,1,5.0,GD,59.0,0,,21077.0,0.0,0.0,
470,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,1.2,,,2.0,6.0,1.0,5.0,1.0,100.0,21.0,24.0,19.0,0.0,1,5.0,GD,59.0,0,,11077.0,0.0,0.0,
471,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,1.2,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,19.0,0.0,1,5.0,GD,59.0,0,,11074.0,0.0,0.0,"0.94,0.50"
472,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,1.2,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,59.0,0,,21077.0,0.0,0.0,
473,,,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,1.2,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,54.0,0,,21077.0,0.0,0.0,
474,,,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-3.5,2.0,0.83,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,54.0,0,,21077.0,0.0,0.0,
475,,,第2节,第2节,3.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,3.5,2.0,0.83,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,54.0,0,,21077.0,0.0,0.0,
476,,,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.83,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,54.0,0,,21077.0,0.0,0.0,
477,,,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.0,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,54.0,0,,21077.0,0.0,0.0,
478,,,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.0,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,53.0,0,,21077.0,0.0,0.0,
479,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.0,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,53.0,0,,21081.0,0.0,0.0,
480,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.0,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,29.0,0,,21081.0,0.0,0.0,
481,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.0,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,29.0,0,,21094.0,0.0,0.0,"0.26,0.16"
482,44.0,5.0,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.0,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,29.0,0,,11077.0,0.0,0.0,
483,44.0,5.0,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,0.0,,,2.0,7.0,1.0,5.0,1.0,100.0,21.0,24.0,21.0,0.0,1,5.0,GD,29.0,0,,11077.0,0.0,0.0,
484,44.0,5.0,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,1.5,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,21.0,0.0,1,5.0,GD,29.0,0,,11074.0,0.0,0.0,"0.89,0.51"
485,44.0,5.0,第2节,第2节,128.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,128.5,2.0,1.5,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,29.0,0,,21077.0,0.0,0.0,
486,44.0,5.0,第2节,第2节,-4.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-4.5,2.0,0.8,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,29.0,0,,21077.0,0.0,0.0,
487,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,4.5,2.0,0.87,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,29.0,0,,21077.0,0.0,0.0,
488,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.87,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,29.0,0,,21077.0,0.0,0.0,
489,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.87,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,21077.0,0.0,0.0,
490,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.0,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,21077.0,0.0,0.0,
491,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,1.75,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,21086.0,0.0,0.0,
492,44.0,5.0,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-5.5,2.0,0.83,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,11077.0,0.0,0.0,
493,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,5.5,2.0,0.83,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,11077.0,0.0,0.0,
494,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,5.5,2.0,0.0,,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,11077.0,0.0,0.0,
495,44.0,5.0,第2节,第2节,131.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,131.5,2.0,0.0,1:1,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,11078.0,0.0,0.0,
496,44.0,5.0,第2节,第2节,131.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,131.5,2.0,0.0,1:1,,2.0,8.0,1.0,5.0,1.0,100.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,11078.0,0.0,0.0,
497,44.0,5.0,第2节,第2节,131.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,131.5,2.0,0.0,1:1,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,11080.0,0.0,0.0,"0.79,0.50"
498,44.0,5.0,第2节,第2节,-4.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-4.5,2.0,0.8,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,21077.0,0.0,0.0,
499,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,4.5,2.0,0.87,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,21077.0,0.0,0.0,
500,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.87,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,21077.0,0.0,0.0,
501,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,0.0,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,19.0,0,,21077.0,0.0,0.0,
502,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,1.75,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,17.0,0,,21077.0,0.0,0.0,
503,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,1.75,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,17.0,0,,21094.0,0.0,0.0,"0.09,0.87"
504,44.0,5.0,第2节,第2节,130.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,130.5,2.0,1.75,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.0,0.0,
505,44.0,5.0,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-5.5,2.0,0.83,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.0,0.0,
506,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,5.5,2.0,0.83,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.0,0.0,
507,44.0,5.0,第2节,第2节,129.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,129.5,2.0,0.83,,,2.0,8.0,1.0,5.0,1.0,50.0,23.0,24.0,23.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.0,0.0,
