,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,PG,PI,S1_a,S2,S2_a,S3,S3_a,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
223,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,45.0,1.0,20180721013725.0,11077.0
224,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,45.0,1.0,20180721013725.0,11077.0
225,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013727.0,11077.0
226,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013727.0,11077.0
227,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013729.0,11077.0
228,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013729.0,21086.0
229,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013736.0,21086.0
230,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013736.0,21086.0
231,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013743.0,21086.0
232,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,1:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013743.0,11078.0
233,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,1:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013754.0,11078.0
234,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,61.5,1:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,0.0,20180721013754.0,11078.0
235,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,1:2^2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,44.4,50.0,95.0,95,34.0,1.0,1,0.0,43.0,1.0,20180721013808.0,11080^11078
236,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,62.5,1:2^2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,44.4,50.0,95.0,95,34.0,1.0,1,0.0,43.0,1.0,20180721013808.0,11080^11078
237,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,1.0,20180721013810.0,11080.0
238,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,1.0,20180721013810.0,11080.0
239,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,1.0,20180721013811.0,11080.0
240,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,43.0,1.0,20180721013811.0,11077.0
241,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,38.0,1.0,20180721013813.0,11077.0
242,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,38.0,1.0,20180721013813.0,11077.0
243,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,30.0,1.0,20180721013821.0,11077.0
244,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,30.0,1.0,20180721013821.0,11077.0
245,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,0.0,20180721013823.0,11077.0
246,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,0.0,20180721013823.0,11077.0
247,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,0.0,20180721013824.0,11077.0
248,44.0,5.0,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,0.0,20180721013824.0,11077.0
249,44.0,5.0,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,0.0,20180721013837.0,11077.0
250,44.0,5.0,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,0.0,20180721013837.0,11081.0
251,44.0,5.0,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,0.0,20180721013838.0,11081.0
252,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,^,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,0.0,20180721013838.0,11077^21081
253,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,^,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,1.0,20180721013954.0,11077^21081
254,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,27.0,1.0,20180721013954.0,11077.0
255,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,19.0,1.0,20180721014003.0,11077.0
256,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,19.0,1.0,20180721014003.0,11077.0
257,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,12.0,1.0,20180721014010.0,11077.0
258,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,12.0,1.0,20180721014010.0,11077.0
259,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,95,34.0,1.0,1,0.0,4.0,1.0,20180721014018.0,11077.0
260,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,95.0,97,34.0,1.0,1,0.0,4.0,1.0,20180721014018.0,11077.0
261,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,2.0,1.0,20180721014019.0,11077.0
262,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,63.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,2.0,1.0,20180721014019.0,11077.0
263,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,1.0,20180721014022.0,11074.0
264,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,1.0,20180721014022.0,21077.0
265,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,0.0,20180721014023.0,21077.0
266,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,0.0,20180721014023.0,21077.0
267,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,0.0,20180721014024.0,21077.0
268,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,0.0,20180721014024.0,21077.0
269,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,2.0,0.0,20180721014026.0,21077.0
270,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,2.0,0.0,20180721014026.0,21077.0
271,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,2.0,1.0,20180721014029.0,21077.0
272,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,2.0,1.0,20180721014029.0,21077.0
273,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,0.0,20180721014031.0,21077.0
274,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,0.0,20180721014031.0,21077.0
275,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,1.0,20180721014033.0,21077.0
276,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,1.0,20180721014033.0,21077.0
277,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,0.0,20180721014034.0,21077.0
278,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,0.0,20180721014034.0,21077.0
279,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,36.0,31,4.0,2,5,9.0,4,40.0,50.0,97.0,97,34.0,1.0,1,0.0,0.0,0.0,20180721014037.0,21077.0
