,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,NA,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
34,,,,第1节,2.5,0.8,-2.5,0.87,127.5,0.83,127.5,0.83,127.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,45.0,0,,11077.0,1.25,0.0
35,,,,第1节,2.5,0.8,-2.5,0.87,127.5,0.83,127.5,0.83,127.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,41.0,0,,11077.0,1.1,0.66
36,,,,第1节,2.5,0.8,-2.5,0.87,127.5,0.83,127.5,0.83,127.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,41.0,0,,11086.0,1.1,0.66
37,,,,第1节,2.5,0.8,-2.5,0.87,127.5,0.83,127.5,0.83,127.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,42.0,0,,21077.0,1.1,0.66
38,,,,第1节,2.5,0.87,-1.5,0.8,127.5,0.83,127.5,0.83,-1.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,42.0,0,,21077.0,1.1,0.66
39,,,,第1节,1.5,0.83,-1.5,0.83,127.5,0.83,128.5,0.83,1.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,42.0,0,,21077.0,1.0,0.71
40,,,,第1节,1.5,0.83,-1.5,0.83,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,42.0,0,,21077.0,1.0,0.71
41,,,,第1节,1.5,0.83,-1.5,0.83,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,1:1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1,8.0,GD,42.0,0,,21078.0,1.0,0.71
42,,,,第1节,1.5,0.83,-1.5,0.83,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,1:1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,2.0,3.0,0.0,1,8.0,GD,42.0,0,,21079.0,1.0,0.71
43,,,,第1节,1.5,0.83,-1.5,0.83,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,2.0,3.0,0.0,1,8.0,GD,41.0,0,,11077.0,1.0,0.71
44,,,,第1节,1.5,0.83,-1.5,0.83,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,41.0,0,,11077.0,1.0,0.71
45,,,,第1节,1.5,0.83,-1.5,0.83,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,29.0,0,,21077.0,0.91,0.77
46,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,29.0,0,,11086.0,0.91,0.77
47,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,1.0,1,8.0,GD,29.0,0,,21077.0,0.91,0.77
48,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,1.0,1,8.0,GD,29.0,0,,21077.0,0.91,0.77
49,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,1.0,1,8.0,GD,29.0,0,,21077.0,0.91,0.77
50,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,1.0,1,8.0,GD,29.0,0,,21077.0,0.91,0.77
51,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,1.0,1,8.0,GD,29.0,0,,21077.0,0.91,0.77
52,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,1.0,1,8.0,GD,20.0,0,,21077.0,0.91,0.77
53,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21077.0,0.91,0.77
54,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21077.0,0.91,0.77
55,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21077.0,0.91,0.77
56,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21077.0,0.91,0.77
57,,,,第1节,1.5,0.8,-1.5,0.87,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21077.0,0.91,0.77
58,,,,第1节,1.5,0.77,-1.5,0.91,127.5,0.83,127.5,0.83,127.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21077.0,0.91,0.77
59,,,,第1节,1.5,0.77,-1.5,0.8,127.5,0.83,127.5,0.83,127.5,1.0,贝莱斯萨斯菲尔德LDD 女子,1:2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21078.0,0.87,0.8
60,,,,第1节,1.5,0.87,1.5,0.8,127.5,0.83,127.5,0.83,1.5,1.0,贝莱斯萨斯菲尔德LDD 女子,1:2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21078.0,0.87,0.8
61,,,,第1节,-1.5,0.87,1.5,0.8,127.5,0.83,128.5,0.83,-1.5,1.0,贝莱斯萨斯菲尔德LDD 女子,1:2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21078.0,0.87,0.8
62,,,,第1节,-1.5,0.87,1.5,0.8,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,1:2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21078.0,0.87,0.8
63,,,,第1节,-1.5,0.87,1.5,0.8,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,1:2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,20.0,0,,21080.0,0.8,0.87
64,,,,第1节,-1.5,0.87,1.5,0.8,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,2:2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,3.0,0.0,0.0,1,8.0,GD,19.0,0,,21078.0,0.8,0.87
65,,,,第1节,-1.5,0.87,1.5,0.8,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,2:2,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,3.0,4.0,0.0,1,8.0,GD,19.0,0,,21079.0,0.8,0.87
66,,,,第1节,-1.5,0.87,1.5,0.8,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,8.0,GD,19.0,0,,11077.0,0.8,0.87
67,,,,第1节,-1.5,0.91,1.5,0.77,128.5,0.83,128.5,0.83,128.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,8.0,GD,7.0,0,,21077.0,0.83,0.83
68,,,,第1节,-1.5,0.91,1.5,0.77,127.5,0.83,127.5,0.83,127.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,8.0,GD,7.0,0,,21077.0,0.83,0.83
69,,,,第1节,-1.5,0.91,1.5,0.77,127.5,0.83,127.5,0.83,127.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,8.0,GD,5.0,0,,21077.0,0.8,0.87
70,,,,第1节,-1.5,0.91,1.5,0.77,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,8.0,GD,5.0,0,,21077.0,0.8,0.87
71,,,,第1节,-1.5,0.91,1.5,0.77,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,7.0,GD,52.0,0,,11077.0,0.83,0.83
72,,,,第1节,-1.5,0.91,1.5,0.77,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,7.0,GD,52.0,0,,11077.0,0.83,0.83
73,,,,第1节,-1.5,0.91,1.5,0.77,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,7.0,GD,49.0,0,,11077.0,0.83,0.83
74,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,7.0,GD,49.0,0,,21077.0,0.8,0.87
75,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,7.0,GD,47.0,0,,21077.0,0.8,0.87
76,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,1.0,1,7.0,GD,47.0,0,,21077.0,0.8,0.87
77,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,1.0,1,7.0,GD,47.0,0,,21077.0,0.8,0.87
78,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,1.0,1,7.0,GD,47.0,0,,21077.0,0.8,0.87
79,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,1.0,1,7.0,GD,47.0,0,,21077.0,0.8,0.87
80,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,1.0,1,7.0,GD,47.0,0,,21077.0,0.8,0.87
81,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,1.0,1,7.0,GD,46.0,0,,21077.0,0.8,0.87
82,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,贝莱斯萨斯菲尔德LDD 女子,,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,66.7,4.0,0.0,0.0,1,7.0,GD,46.0,0,,21077.0,0.8,0.87
