,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,HO,MD,OD,PG,PI,RO,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
286,,,,-12.5,0.8,12.5,0.87,143.5,0.83,143.5,0.83,12.5,,,0.0,,0.0,,0.0,6.0,0.0,5.0,3.0,0.0,12.0,12.0,19.0,0.0,0.0,1,1.0,1~GD,56.0,1.0,20180721115806.0,21086.0,,0.0,0.0
287,,,,-12.5,0.8,12.5,0.87,142.5,0.87,143.5,0.8,142.5,,,0.0,,0.0,,0.0,6.0,0.0,5.0,3.0,0.0,12.0,12.0,19.0,0.0,0.0,1,1.0,1~GD,56.0,1.0,20180721115806.0,11077.0,,0.0,0.0
288,,,,-12.5,0.8,12.5,0.87,142.5,0.87,142.5,0.8,142.5,,,0.0,,0.0,,0.0,6.0,0.0,5.0,3.0,0.0,12.0,12.0,19.0,0.0,0.0,1,1.0,1~GD,48.0,1.0,20180721115814.0,11077.0,,0.0,0.0
289,,,,-12.5,0.8,12.5,0.87,142.5,0.83,142.5,0.83,142.5,,,0.0,,0.0,,0.0,6.0,0.0,5.0,3.0,0.0,12.0,12.0,19.0,0.0,0.0,1,1.0,1~GD,48.0,1.0,20180721115814.0,11077.0,,0.0,0.0
290,,,,-12.5,0.8,12.5,0.87,142.5,0.83,142.5,0.83,142.5,,,0.0,,0.0,,0.0,6.0,0.0,5.0,3.0,0.0,12.0,12.0,19.0,0.0,0.0,1,1.0,1~GD,41.0,1.0,20180721115821.0,11077.0,,0.0,0.0
291,,,,-12.5,0.8,12.5,0.87,144.5,0.83,142.5,0.83,144.5,,,0.0,,0.0,,0.0,6.0,0.0,5.0,3.0,0.0,12.0,12.0,19.0,0.0,0.0,1,1.0,1~GD,41.0,1.0,20180721115821.0,11077.0,,0.0,0.0
292,,,,-12.5,0.8,12.5,0.87,144.5,0.83,144.5,0.83,144.5,,,0.0,,0.0,,0.0,6.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,37.0,1.0,20180721115825.0,11077.0,,0.0,0.0
293,,,,-11.5,0.87,11.5,0.87,144.5,0.83,144.5,0.83,-11.5,,,0.0,,0.0,,0.0,6.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,37.0,1.0,20180721115825.0,11077.0,,0.0,0.0
294,,,,-11.5,0.87,11.5,0.8,144.5,0.8,144.5,0.87,11.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,29.0,1.0,20180721115833.0,11074.0,,0.0,0.0
295,,,,-11.5,0.87,11.5,0.8,144.5,0.8,144.5,0.87,11.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,29.0,1.0,20180721115833.0,11074.0,,0.0,0.0
296,,,,-11.5,0.87,11.5,0.8,143.5,0.87,144.5,0.8,143.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,27.0,1.0,20180721115835.0,11074.0,,0.0,0.0
297,,,,-11.5,0.83,11.5,0.83,143.5,0.83,143.5,0.83,143.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,27.0,1.0,20180721115835.0,21077.0,,0.0,0.0
298,,,,-11.5,0.83,11.5,0.83,143.5,0.83,143.5,0.83,143.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,19.0,1.0,20180721115843.0,21077.0,,0.0,0.0
299,,,,-11.5,0.83,11.5,0.83,143.5,0.8,143.5,0.83,143.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,19.0,1.0,20180721115843.0,21077.0,,0.0,0.0
300,,,,-11.5,0.83,11.5,0.83,143.5,0.8,143.5,0.87,143.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,15.0,1.0,20180721115847.0,21077.0,,0.0,0.0
301,,,,-10.5,0.8,10.5,0.83,143.5,0.8,143.5,0.87,-10.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,15.0,1.0,20180721115847.0,21077.0,,0.0,0.0
302,,,,-10.5,0.8,10.5,0.87,143.5,0.83,143.5,0.87,10.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,15.0,1.0,20180721115847.0,11077.0,,0.0,0.0
303,,,,-10.5,0.8,10.5,0.87,142.5,0.83,143.5,0.83,142.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,15.0,1.0,20180721115847.0,11077.0,,0.0,0.0
304,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,142.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,7.0,1.0,20180721115855.0,11077.0,,0.0,0.0
305,,,,-10.5,0.8,10.5,0.87,144.5,0.87,142.5,0.83,144.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,14.0,14.0,19.0,0.0,0.0,1,1.0,1~GD,7.0,1.0,20180721115855.0,11077.0,,0.0,0.0
306,,,,-10.5,0.8,10.5,0.87,144.5,0.87,144.5,0.8,144.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,16.0,16.0,19.0,0.0,0.0,1,1.0,1~GD,5.0,1.0,20180721115856.0,11077.0,,0.0,0.0
307,,,,-9.5,0.83,9.5,0.87,144.5,0.87,144.5,0.8,-9.5,,,0.0,,0.0,,0.0,7.0,0.0,5.0,3.0,0.0,16.0,16.0,19.0,0.0,0.0,1,1.0,1~GD,5.0,1.0,20180721115856.0,11077.0,,0.0,0.0
308,,,,-9.5,0.83,9.5,0.83,144.5,0.83,144.5,0.83,9.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,19.0,0.0,0.0,1,0.0,1~GD,57.0,1.0,20180721115904.0,11074.0,,0.0,0.0
309,,,,-9.5,0.83,9.5,0.83,144.5,0.83,144.5,0.83,9.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,19.0,0.0,0.0,1,0.0,1~GD,57.0,1.0,20180721115904.0,11074.0,,0.0,0.0
310,,,,-9.5,0.83,9.5,0.83,144.5,0.83,144.5,0.83,9.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,19.0,0.0,0.0,1,0.0,1~GD,57.0,1.0,20180721115905.0,11074.0,,0.0,0.0
311,,,,-9.5,0.83,9.5,0.83,143.5,0.83,144.5,0.83,143.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,19.0,0.0,0.0,1,0.0,1~GD,57.0,1.0,20180721115905.0,21077.0,,0.0,0.0
312,,,,-9.5,0.83,9.5,0.83,143.5,0.83,143.5,0.83,143.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,19.0,0.0,0.0,1,0.0,1~GD,49.0,1.0,20180721115913.0,21077.0,,0.0,0.0
313,,,,-9.5,0.83,9.5,0.83,146.5,0.8,143.5,0.83,146.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,19.0,0.0,0.0,1,0.0,1~GD,49.0,1.0,20180721115913.0,21077.0,,0.0,0.0
314,,,,-9.5,0.83,9.5,0.83,146.5,0.8,146.5,0.87,146.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,48.0,1.0,20180721115913.0,21077.0,,0.0,0.0
315,,,,-11.5,0.87,11.5,0.83,146.5,0.8,146.5,0.87,-11.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,48.0,1.0,20180721115913.0,21077.0,,0.0,0.0
316,,,,-11.5,0.87,11.5,0.8,146.5,0.83,146.5,0.87,11.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,48.0,1.0,20180721115913.0,21074.0,,0.0,0.0
317,,,,-11.5,0.87,11.5,0.8,145.5,0.83,146.5,0.83,145.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,48.0,1.0,20180721115913.0,21074.0,,0.0,0.0
318,,,,-11.5,0.87,11.5,0.8,145.5,0.83,145.5,0.83,145.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,44.0,1.0,20180721115917.0,21074.0,,0.0,0.0
319,,,,-10.5,0.8,10.5,0.8,145.5,0.83,145.5,0.83,-10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,44.0,1.0,20180721115917.0,11077.0,,0.0,0.0
320,,,,-10.5,0.8,10.5,0.87,145.5,0.83,145.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,44.0,1.0,20180721115917.0,11077.0,,0.0,0.0
321,,,,-10.5,0.8,10.5,0.87,145.5,0.83,145.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,40.0,1.0,20180721115921.0,11077.0,,0.0,0.0
322,,,,-11.5,0.87,11.5,0.87,145.5,0.83,145.5,0.83,-11.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,40.0,1.0,20180721115921.0,21077.0,,0.0,0.0
323,,,,-11.5,0.87,11.5,0.8,145.5,0.83,145.5,0.83,11.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,40.0,1.0,20180721115921.0,21077.0,,0.0,0.0
324,,,,-11.5,0.87,11.5,0.8,145.5,0.83,145.5,0.83,11.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,35.0,1.0,20180721115926.0,21077.0,,0.0,0.0
325,,,,-10.5,0.8,10.5,0.8,145.5,0.83,145.5,0.83,-10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,35.0,1.0,20180721115926.0,21077.0,,0.0,0.0
326,,,,-10.5,0.8,10.5,0.87,145.5,0.83,145.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,35.0,1.0,20180721115926.0,11077.0,,0.0,0.0
327,,,,-10.5,0.8,10.5,0.87,144.5,0.83,145.5,0.83,144.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,35.0,1.0,20180721115926.0,11077.0,,0.0,0.0
328,,,,-10.5,0.8,10.5,0.87,144.5,0.83,144.5,0.83,144.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,30.0,1.0,20180721115929.0,11077.0,,0.0,0.0
329,,,,-10.5,0.8,10.5,0.87,144.5,0.83,144.5,0.83,144.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,30.0,1.0,20180721115929.0,11077.0,,0.0,0.0
330,,,,-10.5,0.8,10.5,0.87,144.5,0.83,144.5,0.83,144.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,22.0,1.0,20180721115937.0,11077.0,,0.0,0.0
331,,,,-10.5,0.8,10.5,0.87,144.5,0.83,144.5,0.83,144.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,22.0,1.0,20180721115937.0,11077.0,,0.0,0.0
332,,,,-10.5,0.8,10.5,0.87,143.5,0.83,144.5,0.83,143.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,14.0,1.0,20180721115946.0,11077.0,,0.0,0.0
333,,,,-10.5,0.83,10.5,0.83,143.5,0.83,143.5,0.83,143.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,14.0,1.0,20180721115946.0,11077.0,,0.0,0.0
334,,,,-10.5,0.83,10.5,0.83,143.5,0.83,143.5,0.83,143.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,13.0,1.0,20180721115946.0,11077.0,,0.0,0.0
335,,,,-11.5,0.87,11.5,0.83,143.5,0.83,143.5,0.83,-11.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,13.0,1.0,20180721115946.0,21077.0,,0.0,0.0
336,,,,-11.5,0.87,11.5,0.8,143.5,0.87,143.5,0.83,11.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,13.0,1.0,20180721115946.0,21077.0,,0.0,0.0
337,,,,-11.5,0.87,11.5,0.8,142.5,0.87,143.5,0.8,142.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,13.0,1.0,20180721115946.0,21077.0,,0.0,0.0
338,,,,-11.5,0.87,11.5,0.8,142.5,0.87,142.5,0.8,142.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,5.0,1.0,20180721115954.0,21077.0,,0.0,0.0
339,,,,-11.5,0.87,11.5,0.8,142.5,0.83,142.5,0.83,142.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,5.0,1.0,20180721115954.0,21077.0,,0.0,0.0
340,,,,-11.5,0.87,11.5,0.8,142.5,0.83,142.5,0.83,142.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721115959.0,21077.0,,0.0,0.0
341,,,,-10.5,0.8,10.5,0.8,142.5,0.83,142.5,0.83,-10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721115959.0,21077.0,,0.0,0.0
342,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721120000.0,21077.0,,0.0,0.0
343,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721120000.0,11086.0,,0.0,0.0
344,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,2.0,0.0,20180721120002.0,11086.0,,0.0,0.0
345,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,2.0,0.0,20180721120002.0,11086.0,,0.0,0.0
346,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,3.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,2.0,0.0,20180721120009.0,11086.0,,0.0,0.0
347,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,4.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,2.0,0.0,20180721120009.0,11086.0,,0.0,0.0
348,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,4.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,2.0,1.0,20180721120021.0,11086.0,,0.0,0.0
349,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,4.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,2.0,1.0,20180721120021.0,21077.0,,0.0,0.0
350,,,,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,4.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721120024.0,21077.0,,0.0,0.0
351,第2节,,第2节,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,,0.0,,0.0,,0.0,8.0,0.0,5.0,4.0,0.0,16.0,16.0,21.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721120024.0,21077.0,,0.0,0.0
352,第2节,,第2节,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,4.0,0.0,16.0,16.0,21.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721120029.0,21077.0,,0.0,0.0
353,第2节,,第2节,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,21.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721120029.0,1082.0,,0.0,0.0
354,第2节,,第2节,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,21.0,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180721120218.0,1082.0,,0.0,0.0
355,第2节,,第2节,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,2.0,0.0,^,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,21.0,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180721120218.0,01088^21077,,0.0,0.0
356,第2节,,第2节,-10.5,0.8,10.5,0.87,142.5,0.83,142.5,0.83,10.5,,2.0,0.0,^,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,21.0,0.0,0.0,1,9.0,1~GD,58.0,1.0,20180721120220.0,01088^21077,,0.0,0.0
357,第2节,,第2节,-10.5,0.8,10.5,0.87,141.5,0.87,142.5,0.83,141.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,21.0,0.0,0.0,1,9.0,1~GD,58.0,1.0,20180721120220.0,11077.0,,0.0,0.0
358,第2节,,第2节,-10.5,0.8,10.5,0.87,141.5,0.87,141.5,0.8,141.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,21.0,0.0,0.0,1,9.0,1~GD,50.0,1.0,20180721120228.0,11077.0,,0.0,0.0
359,第2节,,第2节,-10.5,0.8,10.5,0.87,141.5,0.83,141.5,0.8,141.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,21.0,0.0,0.0,1,9.0,1~GD,50.0,1.0,20180721120228.0,11077.0,,0.0,0.0
360,第2节,,第2节,-10.5,0.8,10.5,0.87,141.5,0.83,141.5,0.83,141.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,21.0,0.0,0.0,1,9.0,1~GD,47.0,1.0,20180721120230.0,11077.0,,0.0,0.0
361,第2节,,第2节,-10.5,0.8,10.5,0.87,141.5,0.83,141.5,0.83,141.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,21.0,0.0,0.0,1,9.0,1~GD,47.0,1.0,20180721120230.0,21077.0,,0.0,0.0
362,第2节,,第2节,-10.5,0.8,10.5,0.87,143.5,0.83,141.5,0.83,143.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180721120235.0,21077.0,,0.0,0.0
363,第2节,,第2节,-12.5,0.8,10.5,0.87,143.5,0.83,143.5,0.83,143.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180721120235.0,21077.0,,0.0,0.0
364,第2节,,第2节,-12.5,0.83,12.5,0.87,143.5,0.83,143.5,0.83,-12.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180721120235.0,21074.0,,0.0,0.0
365,第2节,,第2节,-12.5,0.83,12.5,0.83,143.5,0.83,143.5,0.83,12.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180721120235.0,21074.0,,0.0,0.0
366,第2节,,第2节,-12.5,0.83,12.5,0.83,143.5,0.83,143.5,0.83,12.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,38.0,1.0,20180721120239.0,21074.0,,0.0,0.0
367,第2节,,第2节,-12.5,0.83,12.5,0.83,142.5,0.87,143.5,0.83,142.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,38.0,1.0,20180721120239.0,11077.0,,0.0,0.0
368,第2节,,第2节,-12.5,0.83,12.5,0.83,142.5,0.87,142.5,0.8,142.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,30.0,1.0,20180721120248.0,11077.0,,0.0,0.0
369,第2节,,第2节,-12.5,0.83,12.5,0.83,142.5,0.83,142.5,0.83,142.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,30.0,1.0,20180721120248.0,11077.0,,0.0,0.0
370,第2节,,第2节,-12.5,0.83,12.5,0.83,142.5,0.83,142.5,0.83,142.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,22.0,1.0,20180721120256.0,11077.0,,0.0,0.0
371,第2节,,第2节,-12.5,0.83,12.5,0.83,142.5,0.8,142.5,0.87,142.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,22.0,1.0,20180721120256.0,11077.0,,0.0,0.0
372,第2节,,第2节,-12.5,0.83,12.5,0.83,142.5,0.8,142.5,0.87,142.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,18.0,1.0,20180721120300.0,11077.0,,0.0,0.0
373,第2节,,第2节,-12.5,0.83,12.5,0.83,144.5,0.83,142.5,0.87,144.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,16.0,16.0,23.0,0.0,0.0,1,9.0,1~GD,18.0,1.0,20180721120300.0,11077.0,,0.0,0.0
374,第2节,,第2节,-12.5,0.83,12.5,0.83,144.5,0.83,144.5,0.83,144.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,18.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,16.0,1.0,20180721120302.0,11077.0,,0.0,0.0
375,第2节,,第2节,-10.5,0.83,10.5,0.83,144.5,0.83,144.5,0.83,-10.5,,2.0,0.0,,0.0,,0.0,8.0,0.0,5.0,0.0,0.0,18.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,16.0,1.0,20180721120302.0,11077.0,,0.0,0.0
376,第2节,,第2节,-10.5,0.83,10.5,0.83,144.5,0.87,144.5,0.83,10.5,,2.0,0.0,,0.0,,0.0,9.0,0.0,5.0,0.0,0.0,18.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,16.0,1.0,20180721120302.0,11074.0,,0.0,0.0
377,第2节,,第2节,-10.5,0.83,10.5,0.83,143.5,0.87,144.5,0.8,143.5,,2.0,0.0,,0.0,,0.0,9.0,0.0,5.0,0.0,0.0,18.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,16.0,1.0,20180721120302.0,11074.0,,0.0,0.0
378,第2节,,第2节,-10.5,0.83,10.5,0.83,143.5,0.87,143.5,0.8,143.5,,2.0,0.0,,0.0,,0.0,9.0,0.0,5.0,0.0,0.0,18.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,9.0,1.0,20180721120309.0,11074.0,,0.0,0.0
379,第2节,,第2节,-10.5,0.8,10.5,0.87,143.5,0.83,143.5,0.83,143.5,,2.0,0.0,,0.0,,0.0,9.0,0.0,5.0,0.0,0.0,18.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,9.0,1.0,20180721120309.0,21077.0,,0.0,0.0
380,第2节,,第2节,-10.5,0.8,10.5,0.87,143.5,0.83,143.5,0.83,143.5,,2.0,0.0,,0.0,,0.0,9.0,0.0,5.0,0.0,0.0,18.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,1.0,1.0,20180721120317.0,21077.0,,0.0,0.0
381,第2节,,第2节,-10.5,0.83,10.5,0.83,143.5,0.8,143.5,0.87,143.5,,2.0,0.0,,0.0,,0.0,9.0,0.0,5.0,0.0,0.0,18.0,18.0,23.0,0.0,0.0,1,9.0,1~GD,1.0,1.0,20180721120317.0,21077.0,,0.0,0.0
382,第2节,,第2节,-10.5,0.83,10.5,0.83,143.5,0.8,143.5,0.87,143.5,,2.0,0.0,,0.0,,0.0,9.0,0.0,5.0,0.0,0.0,18.0,18.0,23.0,0.0,0.0,1,8.0,1~GD,57.0,0.0,20180721120320.0,21077.0,,0.0,0.0
