,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1,S2,S3,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS
252,,,第2节,第2节,36.5,0.8,-36.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21077.0,
253,,,第2节,第2节,36.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,-34.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21077.0,
254,,,第2节,第2节,34.5,0.83,-34.5,0.83,170.5,0.83,168.5,0.83,34.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21077.0,
255,,,第2节,第2节,34.5,0.83,-34.5,0.83,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21077.0,
256,,,第2节,第2节,34.5,0.83,-34.5,0.8,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21077.0,
257,,,第2节,第2节,34.5,0.87,-33.5,0.8,168.5,0.83,168.5,0.83,-33.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21077.0,
258,,,第2节,第2节,33.5,0.87,-33.5,0.8,168.5,0.83,167.5,0.83,33.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11077.0,
259,,,第2节,第2节,33.5,0.87,-33.5,0.8,167.5,0.83,167.5,0.83,167.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11077.0,
260,,,第2节,第2节,33.5,0.87,-33.5,0.83,167.5,0.83,167.5,0.83,167.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11077.0,
261,,,第2节,第2节,33.5,0.83,-34.5,0.83,167.5,0.83,167.5,0.83,-34.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11077.0,
262,,,第2节,第2节,34.5,0.83,-34.5,0.83,167.5,0.83,167.5,0.83,34.5,2.0,9241317.0,,,,,,,,,22.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11075.0,
263,,,第2节,第2节,34.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,22.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11075.0,
264,,,第2节,第2节,34.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,22.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11075.0,
265,,,第2节,第2节,34.5,0.83,-36.5,0.83,170.5,0.83,170.5,0.83,-36.5,2.0,9241317.0,,,,,,,,,22.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11075.0,
266,,,第2节,第2节,36.5,0.8,-36.5,0.87,170.5,0.83,170.5,0.83,36.5,2.0,9241317.0,,,,,,,,,22.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21077.0,
267,,,第2节,第2节,36.5,0.8,-36.5,0.87,170.5,0.83,170.5,0.83,36.5,2.0,9241317.0,,,,,,,,,22.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21074.0,
268,,,第2节,第2节,36.5,0.8,-36.5,0.87,170.5,0.83,170.5,0.83,36.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11077.0,
269,,,第2节,第2节,36.5,0.8,-36.5,0.87,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11077.0,
270,,,第2节,第2节,36.5,0.8,-36.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11077.0,
271,,,第2节,第2节,36.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,-34.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,11077.0,
272,,,第2节,第2节,34.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,34.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11077.0,
273,,,第2节,第2节,34.5,0.83,-34.5,0.83,169.5,0.83,169.5,0.83,169.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11077.0,
274,,,第2节,第2节,34.5,0.83,-34.5,0.83,169.5,0.83,170.5,0.83,169.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11077.0,
275,,,第2节,第2节,34.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11077.0,
276,,,第2节,第2节,34.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,21086.0,
277,,,第2节,第2节,34.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11077.0,
278,,,第2节,第2节,34.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,1:2,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11078.0,
279,,,第2节,第2节,34.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,1:2,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11078.0,
280,,,第2节,第2节,34.5,0.83,-35.5,0.83,171.5,0.83,171.5,0.83,-35.5,2.0,9241317.0,1:2,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11078.0,
281,,,第2节,第2节,35.5,0.83,-35.5,0.83,171.5,0.83,171.5,0.83,35.5,2.0,9241317.0,1:2,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11080.0,
282,,,第2节,第2节,35.5,0.83,-35.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,2:2,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11078.0,
283,,,第2节,第2节,35.5,0.83,-35.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,2:2,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11078.0,
284,,,第2节,第2节,35.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,-34.5,2.0,9241317.0,2:2,,,,,,,,24.0,30.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11078.0,
285,,,第2节,第2节,34.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,34.5,2.0,9241317.0,2:2,,,,,,,,24.0,31.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11079.0,
286,,,第2节,第2节,34.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,2:2,,,,,,,,24.0,31.0,0.0,1,6.0,GD,49.0,0.0,20180702185558.0,11079.0,
287,,,第2节,第2节,34.5,0.87,-34.5,0.8,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,24.0,31.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,21077.0,
288,,,第2节,第2节,34.5,0.87,-34.5,0.8,172.5,0.83,172.5,0.83,172.5,2.0,9241317.0,,,,,,,,,24.0,31.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,21074.0,
289,,,第2节,第2节,34.5,0.87,-34.5,0.83,172.5,0.83,172.5,0.83,172.5,2.0,9241317.0,,,,,,,,,24.0,31.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,21074.0,
290,,,第2节,第2节,34.5,0.83,-33.5,0.83,172.5,0.83,172.5,0.83,-33.5,2.0,9241317.0,,,,,,,,,24.0,31.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,21074.0,
291,,,第2节,第2节,33.5,0.83,-33.5,0.83,172.5,0.83,172.5,0.83,33.5,2.0,9241317.0,,,,,,,,,26.0,31.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,11077.0,
292,,,第2节,第2节,33.5,0.83,-33.5,0.83,173.5,0.83,173.5,0.83,173.5,2.0,9241317.0,,,,,,,,,26.0,31.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,11074.0,
293,,,第2节,第2节,33.5,0.83,-33.5,0.8,173.5,0.83,173.5,0.83,173.5,2.0,9241317.0,,,,,,,,,26.0,31.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,11074.0,
294,,,第2节,第2节,33.5,0.87,-34.5,0.8,173.5,0.83,173.5,0.83,-34.5,2.0,9241317.0,,,,,,,,,26.0,31.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,11074.0,
295,,,第2节,第2节,34.5,0.87,-34.5,0.8,173.5,0.83,173.5,0.83,34.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,11074.0,
296,,,第2节,第2节,34.5,0.83,-34.5,0.83,173.5,0.83,173.5,0.83,34.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,21077.0,
297,,,第2节,第2节,34.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,6.0,GD,49.0,1.0,20180702185815.0,11077.0,
298,,,第2节,第2节,34.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,5.0,GD,50.0,0.0,20180702185815.0,11077.0,
299,,,第2节,第2节,34.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,5.0,GD,50.0,0.0,20180702185815.0,11077.0,
300,,,第2节,第2节,34.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,11077.0,
301,,,第2节,第2节,34.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,11077.0,
302,,,第2节,第2节,34.5,0.83,-34.5,0.8,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,11077.0,
303,,,第2节,第2节,34.5,0.87,-33.5,0.8,170.5,0.83,170.5,0.83,-33.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,11077.0,
304,,,第2节,第2节,33.5,0.87,-33.5,0.8,170.5,0.83,170.5,0.83,33.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,21077.0,
305,,,第2节,第2节,33.5,0.87,-33.5,0.8,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,11077.0,
306,,,第2节,第2节,33.5,0.87,-33.5,0.8,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,26.0,33.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,11075.0,
307,,,第2节,第2节,33.5,0.87,-33.5,0.8,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,21077.0,
308,,,第2节,第2节,33.5,0.87,-33.5,0.8,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,21077.0,
309,,,第2节,第2节,33.5,0.87,-33.5,0.8,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,21077.0,
310,,,第2节,第2节,33.5,0.87,-35.5,0.8,171.5,0.83,171.5,0.83,-35.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,50.0,1.0,20180702185943.0,21077.0,
311,,,第2节,第2节,35.5,0.87,-35.5,0.8,171.5,0.83,171.5,0.83,35.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,0.0,20180702185943.0,21077.0,
312,44.0,5.0,第2节,第2节,35.5,0.87,-35.5,0.8,171.5,0.83,171.5,0.83,35.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,0.0,20180702185943.0,21081.0,
313,44.0,5.0,第2节,第2节,35.5,0.87,-35.5,0.8,171.5,0.83,171.5,0.83,35.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,21081.0,
314,44.0,5.0,第2节,第2节,35.5,0.87,-35.5,0.8,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
315,44.0,5.0,第2节,第2节,35.5,0.87,-35.5,0.87,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
316,44.0,5.0,第2节,第2节,35.5,0.8,-36.5,0.87,170.5,0.83,170.5,0.83,-36.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
317,44.0,5.0,第2节,第2节,36.5,0.8,-36.5,0.87,170.5,0.83,171.5,0.83,36.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11074.0,
318,44.0,5.0,第2节,第2节,36.5,0.8,-36.5,0.87,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11074.0,
319,44.0,5.0,第2节,第2节,36.5,0.8,-36.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11074.0,
320,44.0,5.0,第2节,第2节,36.5,0.83,-37.5,0.83,171.5,0.83,171.5,0.83,-37.5,2.0,9241317.0,,,,,,,,,26.0,36.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11074.0,
321,44.0,5.0,第2节,第2节,37.5,0.83,-37.5,0.83,171.5,0.83,171.5,0.83,37.5,2.0,9241317.0,,,,,,,,,26.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11074.0,
322,44.0,5.0,第2节,第2节,37.5,0.8,-37.5,0.87,171.5,0.83,171.5,0.83,37.5,2.0,9241317.0,,,,,,,,,26.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,21077.0,
323,44.0,5.0,第2节,第2节,37.5,0.8,-37.5,0.87,171.5,0.83,171.5,0.83,37.5,2.0,9241317.0,,,,,,,,,26.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,21075.0,
324,44.0,5.0,第2节,第2节,37.5,0.8,-37.5,0.87,171.5,0.83,171.5,0.83,37.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
325,44.0,5.0,第2节,第2节,37.5,0.8,-37.5,0.87,173.5,0.83,173.5,0.83,173.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
326,44.0,5.0,第2节,第2节,37.5,0.8,-37.5,0.8,173.5,0.83,173.5,0.83,173.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
327,44.0,5.0,第2节,第2节,37.5,0.87,-34.5,0.8,173.5,0.83,173.5,0.83,-34.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
328,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.83,173.5,0.83,173.5,0.83,34.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,21077.0,
329,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.83,172.5,0.83,172.5,0.83,172.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
330,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.83,172.5,0.83,171.5,0.83,172.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,21077.0,
331,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.83,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,21077.0,
332,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.8,171.5,0.83,171.5,0.83,171.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,21077.0,
333,44.0,5.0,第2节,第2节,34.5,0.87,-33.5,0.8,171.5,0.83,171.5,0.83,-33.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,21077.0,
334,44.0,5.0,第2节,第2节,33.5,0.87,-33.5,0.8,171.5,0.83,170.5,0.83,33.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
335,44.0,5.0,第2节,第2节,33.5,0.87,-33.5,0.8,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
336,44.0,5.0,第2节,第2节,33.5,0.87,-33.5,0.83,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
337,44.0,5.0,第2节,第2节,33.5,0.83,-34.5,0.83,170.5,0.83,170.5,0.83,-34.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
338,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.83,170.5,0.83,169.5,0.83,34.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
339,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.83,169.5,0.83,169.5,0.83,169.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,5.0,GD,10.0,1.0,20180702190153.0,11077.0,
340,44.0,5.0,第2节,第2节,34.5,0.8,-34.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,3.0,GD,37.0,0.0,20180702190153.0,11077.0,
341,44.0,5.0,第2节,第2节,34.5,0.8,-34.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,3.0,GD,37.0,0.0,20180702190153.0,11086.0,
342,44.0,5.0,第2节,第2节,34.5,0.83,-33.5,0.83,169.5,0.83,169.5,0.83,-33.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,3.0,GD,37.0,0.0,20180702190153.0,21077.0,
343,44.0,5.0,第2节,第2节,33.5,0.83,-33.5,0.83,169.5,0.83,169.5,0.83,33.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,3.0,GD,37.0,1.0,20180702190403.0,21077.0,
344,44.0,5.0,第2节,第2节,33.5,0.83,-33.5,0.83,167.5,0.83,167.5,0.83,167.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,3.0,GD,37.0,1.0,20180702190403.0,11077.0,
345,44.0,5.0,第2节,第2节,33.5,0.87,-33.5,0.8,167.5,0.83,167.5,0.83,167.5,2.0,9241317.0,,,,,,,,,29.0,38.0,0.0,1,3.0,GD,37.0,1.0,20180702190403.0,11074.0,
346,44.0,5.0,第2节,第2节,33.5,0.87,-33.5,0.8,167.5,0.83,167.5,0.83,167.5,2.0,9241317.0,,,,,,,,,29.0,40.0,0.0,1,3.0,GD,37.0,1.0,20180702190403.0,21077.0,
347,44.0,5.0,第2节,第2节,33.5,0.87,-33.5,0.8,169.5,0.83,169.5,0.83,169.5,2.0,9241317.0,,,,,,,,,29.0,40.0,0.0,1,3.0,GD,37.0,1.0,20180702190403.0,21077.0,
348,44.0,5.0,第2节,第2节,33.5,0.87,-33.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,9241317.0,,,,,,,,,29.0,40.0,0.0,1,3.0,GD,37.0,1.0,20180702190403.0,21077.0,
349,44.0,5.0,第2节,第2节,33.5,0.8,-35.5,0.87,169.5,0.83,169.5,0.83,-35.5,2.0,9241317.0,,,,,,,,,29.0,40.0,0.0,1,3.0,GD,37.0,1.0,20180702190403.0,21077.0,
350,44.0,5.0,第2节,第2节,35.5,0.8,-35.5,0.87,169.5,0.83,169.5,0.83,35.5,2.0,9241317.0,,,,,,,,,29.0,40.0,1.0,1,3.0,GD,37.0,1.0,20180702190403.0,21077.0,
351,44.0,5.0,第2节,第2节,35.5,0.8,-35.5,0.87,169.5,0.83,169.5,0.83,35.5,2.0,9241317.0,,,,,,,,,29.0,40.0,1.0,1,3.0,GD,37.0,1.0,20180702190403.0,21077.0,
352,44.0,5.0,第2节,第2节,35.5,0.8,-35.5,0.87,169.5,0.83,169.5,0.83,35.5,2.0,9241317.0,,,,,,,,,29.0,40.0,1.0,1,3.0,GD,37.0,1.0,20180702190403.0,21077.0,
353,44.0,5.0,第2节,第2节,35.5,0.8,-35.5,0.87,169.5,0.83,169.5,0.83,35.5,2.0,9241317.0,,,,,,,,,29.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21077.0,
354,44.0,5.0,第2节,第2节,35.5,0.8,-35.5,0.87,166.5,0.83,166.5,0.83,166.5,2.0,9241317.0,,,,,,,,,29.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21077.0,
355,44.0,5.0,第2节,第2节,35.5,0.8,-35.5,0.83,166.5,0.83,166.5,0.83,166.5,2.0,9241317.0,,,,,,,,,29.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21077.0,
356,44.0,5.0,第2节,第2节,35.5,0.83,-34.5,0.83,166.5,0.83,166.5,0.83,-34.5,2.0,9241317.0,,,,,,,,,29.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21077.0,
357,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.83,166.5,0.83,166.5,0.83,34.5,2.0,9241317.0,,,,,,,,,31.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21074.0,
358,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.83,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,31.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21074.0,
359,44.0,5.0,第2节,第2节,34.5,0.83,-34.5,0.87,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,31.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21074.0,
360,44.0,5.0,第2节,第2节,34.5,0.8,-33.5,0.87,168.5,0.83,168.5,0.83,-33.5,2.0,9241317.0,,,,,,,,,31.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21074.0,
361,44.0,5.0,第2节,第2节,33.5,0.8,-33.5,0.87,168.5,0.83,168.5,0.83,33.5,2.0,9241317.0,,,,,,,,,31.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21074.0,
362,44.0,5.0,第2节,第2节,33.5,0.8,-32.5,0.87,168.5,0.83,168.5,0.83,-32.5,2.0,9241317.0,,,,,,,,,31.0,40.0,1.0,1,2.0,GD,35.0,0.0,20180702190403.0,21074.0,
363,44.0,5.0,第2节,第2节,32.5,0.8,-32.5,0.87,168.5,0.83,168.5,0.83,32.5,2.0,9241317.0,,,,,,,,,31.0,40.0,1.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
364,44.0,5.0,第2节,第2节,32.5,0.8,-32.5,0.87,168.5,0.83,168.5,0.83,32.5,2.0,9241317.0,,,,,,,,,31.0,40.0,0.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
365,44.0,5.0,第2节,第2节,32.5,0.8,-32.5,0.87,168.5,0.83,168.5,0.83,32.5,2.0,9241317.0,,,,,,,,,31.0,40.0,0.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
366,44.0,5.0,第2节,第2节,32.5,0.8,-32.5,0.87,168.5,0.83,168.5,0.83,32.5,2.0,9241317.0,,,,,,,,,31.0,40.0,0.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
367,44.0,5.0,第2节,第2节,32.5,0.8,-32.5,0.87,166.5,0.83,166.5,0.83,166.5,2.0,9241317.0,,,,,,,,,31.0,40.0,0.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
368,44.0,5.0,第2节,第2节,32.5,0.8,-32.5,0.8,166.5,0.83,166.5,0.83,166.5,2.0,9241317.0,,,,,,,,,31.0,40.0,0.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
369,44.0,5.0,第2节,第2节,32.5,0.87,-23.5,0.8,166.5,0.83,166.5,0.83,-23.5,2.0,9241317.0,,,,,,,,,31.0,40.0,0.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
370,44.0,5.0,第2节,第2节,23.5,0.87,-23.5,0.8,166.5,0.83,165.5,0.83,23.5,2.0,9241317.0,,,,,,,,,31.0,40.0,0.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
371,44.0,5.0,第2节,第2节,23.5,0.87,-23.5,0.8,165.5,0.83,165.5,0.83,165.5,2.0,9241317.0,,,,,,,,,31.0,40.0,0.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
372,44.0,5.0,第2节,第2节,23.5,0.87,-23.5,0.8,165.5,0.83,165.5,0.83,165.5,2.0,9241317.0,,,,,,,,,31.0,40.0,1.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
373,44.0,5.0,第2节,第2节,23.5,0.87,-23.5,0.8,165.5,0.83,165.5,0.83,165.5,2.0,9241317.0,,,,,,,,,31.0,40.0,1.0,1,2.0,GD,35.0,1.0,20180702190532.0,21074.0,
