,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
46,,,4.0,-6.5,0.0,6.5,0.0,3.0,,13.0,15,12,28.0,26,27,23.0,8,20,1.0,1,2,10.0,8,3,76.7,88.9,76.9,109,116,0,1,0.0,52.0,1.0,20181113021706.0,11077.0
47,,,4.0,-6.5,0.0,6.5,0.0,3.0,,13.0,15,12,28.0,26,27,23.0,8,20,1.0,1,2,10.0,8,3,76.7,88.9,76.9,109,116,0,1,0.0,42.0,1.0,20181113021715.0,11077.0
48,,,4.0,-6.5,0.0,6.5,0.0,3.0,,13.0,15,12,28.0,26,27,23.0,8,20,1.0,1,2,10.0,8,3,76.7,88.9,76.9,109,116,0,1,0.0,33.0,1.0,20181113021724.0,11094.0
49,,,4.0,-7.5,0.0,7.5,0.0,2.0,,13.0,15,12,28.0,26,27,23.0,8,20,1.0,1,2,10.0,8,3,76.7,88.9,76.9,109,116,0,1,0.0,33.0,1.0,20181113021726.0,21077.0
50,,,4.0,-7.5,0.0,7.5,0.0,2.0,,13.0,15,12,28.0,26,27,23.0,8,20,1.0,1,2,10.0,8,3,76.7,88.9,76.9,109,116,0,1,0.0,31.0,1.0,20181113021727.0,21077.0
51,,,4.0,-7.5,0.0,7.5,0.0,1.0,^,13.0,15,12,28.0,26,27,23.0,8,20,1.0,1,2,11.0,8,3,76.7,88.9,76.9,109,116,0,1,0.0,27.0,0.0,20181113021730.0,11086^21077
52,,,4.0,-8.5,0.0,8.5,0.0,1.0,1:2,13.0,15,12,28.0,26,27,23.0,8,20,1.0,1,2,11.0,8,3,76.7,88.9,76.9,109,116,0,1,0.0,27.0,0.0,20181113021731.0,21078.0
53,,,4.0,-8.5,0.0,8.5,0.0,1.0,1:2,13.0,15,12,28.0,26,27,23.0,8,20,1.0,1,2,11.0,8,3,76.7,88.9,76.9,109,116,0,1,0.0,22.0,0.0,20181113021735.0,21078.0
54,,,4.0,-7.5,0.0,7.5,0.0,3.0,1:2^2:2,13.0,15,12,28.0,26,27,23.0,8,20,1.0,1,2,11.0,8,3,74.2,88.9,76.9,109,116,0,1,0.0,32.0,0.0,20181113021753.0,21080^21078
55,,,4.0,-7.5,0.0,7.5,0.0,2.0,2:2^,13.0,15,12,28.0,26,27,24.0,8,20,1.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,32.0,0.0,20181113021806.0,21079^11077
56,,,4.0,-7.5,0.0,7.5,0.0,2.0,,13.0,15,12,28.0,26,27,24.0,8,20,1.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,32.0,0.0,20181113021808.0,11077.0
57,44.0,5.0,4.0,-7.5,0.0,7.5,0.0,2.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,32.0,0.0,20181113021815.0,11081.0
58,,,4.0,-7.5,0.0,7.5,0.0,2.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,32.0,0.0,20181113021932.0,11077.0
59,,,4.0,-7.5,0.0,7.5,0.0,2.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,32.0,1.0,20181113021947.0,11077.0
60,,,4.0,-8.5,0.0,8.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,29.0,1.0,20181113021950.0,21077.0
61,,,4.0,-8.5,0.0,8.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,19.0,1.0,20181113021959.0,21077.0
62,,,4.0,-8.5,0.0,8.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,10.0,1.0,20181113022008.0,21077.0
63,,,4.0,-8.5,0.0,8.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,7.0,0.0,20181113022012.0,21077.0
64,,,4.0,-7.5,0.0,7.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,7.0,0.0,20181113022015.0,11077.0
65,,,4.0,-7.5,0.0,7.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,7.0,1.0,20181113022021.0,11077.0
66,,,4.0,-7.5,0.0,7.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,0.0,0.0,20181113022029.0,11077.0
67,,,4.0,-7.5,0.0,7.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,0.0,0.0,20181113022029.0,1084.0
68,,,4.0,-7.5,0.0,7.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,0.0,0.0,20181113022030.0,1084.0
69,,,4.0,-7.5,0.0,7.5,0.0,1.0,,13.0,15,12,28.0,26,27,24.0,8,20,0.0,1,2,11.0,8,3,75.0,88.9,76.9,109,117,0,1,0.0,0.0,0.0,20181113022030.0,1084.0
