,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
402,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,161.5,0.83,162.5,0.83,1.5,2.0,8804222.0,,29.0,31.0,0.0,1,6.0,GD,17.0,0,,21077.0,,0.8,0.87
403,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,29.0,31.0,0.0,1,6.0,GD,17.0,0,,21077.0,,0.8,0.87
404,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,29.0,31.0,0.0,1,6.0,GD,14.0,0,,21077.0,,0.91,0.77
405,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,29.0,31.0,0.0,1,5.0,GD,14.0,0,,21077.0,,0.91,0.77
406,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,29.0,31.0,0.0,1,5.0,GD,59.0,0,,21077.0,,0.91,0.77
407,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,29.0,31.0,0.0,1,5.0,GD,59.0,0,,11086.0,,0.91,0.77
408,44.0,5.0,第2节,第2节,1.5,0.77,-1.5,0.91,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,29.0,31.0,0.0,1,5.0,GD,59.0,0,,21077.0,,0.91,0.77
409,44.0,5.0,第2节,第2节,1.5,0.77,-1.5,0.77,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,1:2,29.0,31.0,0.0,1,5.0,GD,59.0,0,,21078.0,,0.87,0.8
410,44.0,5.0,第2节,第2节,1.5,0.91,1.5,0.77,161.5,0.83,161.5,0.83,1.5,2.0,8804222.0,1:2,29.0,31.0,0.0,1,5.0,GD,59.0,0,,21078.0,,0.87,0.8
411,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,161.5,0.83,162.5,0.83,-1.5,2.0,8804222.0,1:2,29.0,31.0,0.0,1,5.0,GD,59.0,0,,21078.0,,0.87,0.8
412,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,1:2,29.0,31.0,0.0,1,5.0,GD,59.0,0,,21078.0,,0.87,0.8
413,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,1:2,29.0,31.0,0.0,1,5.0,GD,59.0,0,,21079.0,,0.83,0.83
414,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,2:2,30.0,31.0,0.0,1,5.0,GD,59.0,0,,21078.0,,0.83,0.83
415,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,2:2,30.0,31.0,0.0,1,5.0,GD,59.0,0,,21078.0,,0.83,0.83
416,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,2:2,30.0,31.0,0.0,1,5.0,GD,59.0,0,,21079.0,,0.8,0.87
417,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,31.0,31.0,0.0,1,5.0,GD,59.0,0,,11077.0,,0.8,0.87
418,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,164.5,0.83,164.5,0.83,164.5,2.0,8804222.0,,31.0,31.0,0.0,1,5.0,GD,59.0,0,,11077.0,,0.8,0.87
419,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,164.5,0.83,164.5,0.83,164.5,2.0,8804222.0,,31.0,31.0,0.0,1,5.0,GD,42.0,0,,21077.0,,0.77,0.91
420,44.0,5.0,第2节,第2节,-1.5,0.83,1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,31.0,31.0,0.0,1,5.0,GD,42.0,0,,21077.0,,0.77,0.91
421,44.0,5.0,第2节,第2节,-1.5,0.83,1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,31.0,31.0,0.0,1,5.0,GD,28.0,0,,11077.0,,0.71,1.0
422,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,31.0,31.0,0.0,1,5.0,GD,28.0,0,,11077.0,,0.71,1.0
423,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,31.0,31.0,0.0,1,5.0,GD,16.0,0,,11077.0,,0.77,0.91
424,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,31.0,31.0,0.0,1,5.0,GD,16.0,0,,11077.0,,0.77,0.91
425,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,31.0,31.0,0.0,1,5.0,GD,16.0,0,,11075.0,,0.77,0.91
426,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,31.0,34.0,0.0,1,5.0,GD,3.0,0,,21077.0,,0.77,0.91
427,44.0,5.0,第2节,第2节,-1.5,0.83,-1.5,0.83,160.5,0.83,160.5,0.83,-1.5,2.0,8804222.0,,31.0,34.0,0.0,1,5.0,GD,3.0,0,,21077.0,,0.77,0.91
428,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,160.5,0.83,163.5,0.83,1.5,2.0,8804222.0,,31.0,34.0,0.0,1,5.0,GD,3.0,0,,21077.0,,0.77,0.91
429,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,31.0,34.0,0.0,1,5.0,GD,3.0,0,,21077.0,,0.77,0.91
430,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,58.0,0,,21077.0,,1.0,0.71
431,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,58.0,0,,21077.0,,1.0,0.71
432,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,50.0,0,,21077.0,,1.0,0.71
433,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,50.0,0,,21077.0,,1.0,0.71
434,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,40.0,0,,21077.0,,1.0,0.71
435,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,40.0,0,,21086.0,,1.0,0.71
436,44.0,5.0,第2节,第2节,1.5,0.83,-2.5,0.83,162.5,0.83,162.5,0.83,-2.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,40.0,0,,11077.0,,1.0,0.71
437,44.0,5.0,第2节,第2节,2.5,0.83,-2.5,0.83,162.5,0.83,161.5,0.83,2.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,40.0,0,,11077.0,,1.0,0.71
438,44.0,5.0,第2节,第2节,2.5,0.83,-2.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,40.0,0,,11077.0,,1.0,0.71
439,44.0,5.0,第2节,第2节,2.5,0.83,-2.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,40.0,0,,11081.0,,1.2,0.63
440,44.0,5.0,第2节,第2节,2.5,0.83,-2.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,24.0,0,,11077.0,,1.2,0.63
441,44.0,5.0,第2节,第2节,2.5,0.87,-1.5,0.8,161.5,0.83,161.5,0.83,-1.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,24.0,0,,21077.0,,1.2,0.63
442,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,161.5,0.83,160.5,0.83,1.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,24.0,0,,21077.0,,1.2,0.63
443,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,24.0,0,,21077.0,,1.2,0.63
444,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,160.5,0.83,159.5,0.83,160.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,24.0,0,,21077.0,,1.1,0.66
445,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,24.0,0,,21077.0,,1.1,0.66
446,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,5.0,0,,21077.0,,1.1,0.66
447,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,5.0,0,,21077.0,,1.1,0.66
448,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,2.0,0,,21077.0,,1.1,0.66
449,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,158.5,0.83,158.5,0.83,158.5,2.0,8804222.0,,31.0,34.0,0.0,1,4.0,GD,2.0,0,,21077.0,,1.1,0.66
450,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,158.5,0.83,158.5,0.83,158.5,2.0,8804222.0,,31.0,34.0,0.0,1,3.0,GD,47.0,0,,11077.0,,1.1,0.66
451,44.0,5.0,第2节,第2节,1.5,0.83,-2.5,0.83,158.5,0.83,158.5,0.83,-2.5,2.0,8804222.0,,31.0,34.0,0.0,1,3.0,GD,47.0,0,,11077.0,,1.1,0.66
452,44.0,5.0,第2节,第2节,2.5,0.83,-2.5,0.83,158.5,0.83,157.5,0.83,2.5,2.0,8804222.0,,31.0,34.0,0.0,1,3.0,GD,47.0,0,,11077.0,,1.1,0.66
453,44.0,5.0,第2节,第2节,2.5,0.83,-2.5,0.83,157.5,0.83,157.5,0.83,157.5,2.0,8804222.0,,31.0,34.0,0.0,1,3.0,GD,47.0,0,,11077.0,,1.1,0.66
454,44.0,5.0,第2节,第2节,2.5,0.83,-2.5,0.83,157.5,0.83,157.5,0.83,157.5,2.0,8804222.0,,31.0,34.0,0.0,1,3.0,GD,33.0,0,,11077.0,,1.2,0.63
455,44.0,5.0,第2节,第2节,2.5,0.87,-1.5,0.8,157.5,0.83,157.5,0.83,-1.5,2.0,8804222.0,,31.0,34.0,0.0,1,3.0,GD,33.0,0,,21077.0,,1.2,0.63
456,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,157.5,0.83,156.5,0.83,1.5,2.0,8804222.0,,31.0,34.0,0.0,1,3.0,GD,33.0,0,,21077.0,,1.2,0.63
457,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,156.5,0.83,156.5,0.83,156.5,2.0,8804222.0,,31.0,34.0,0.0,1,3.0,GD,33.0,0,,21077.0,,1.2,0.63
458,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,156.5,0.83,156.5,0.83,156.5,2.0,8804222.0,,31.0,34.0,0.0,1,3.0,GD,33.0,0,,21075.0,,1.1,0.66
459,44.0,5.0,第2节,第2节,1.5,0.87,-1.5,0.8,156.5,0.83,156.5,0.83,156.5,2.0,8804222.0,,34.0,34.0,0.0,1,3.0,GD,12.0,0,,11077.0,,1.1,0.66
460,44.0,5.0,第2节,第2节,1.5,0.91,1.5,0.77,156.5,0.83,156.5,0.83,1.5,2.0,8804222.0,,34.0,34.0,0.0,1,3.0,GD,12.0,0,,11077.0,,1.1,0.66
461,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,156.5,0.83,158.5,0.83,-1.5,2.0,8804222.0,,34.0,34.0,0.0,1,3.0,GD,12.0,0,,11077.0,,1.1,0.66
462,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,158.5,0.83,158.5,0.83,158.5,2.0,8804222.0,,34.0,34.0,0.0,1,3.0,GD,12.0,0,,11077.0,,1.1,0.66
463,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,158.5,0.83,158.5,0.83,158.5,2.0,8804222.0,,34.0,34.0,0.0,1,3.0,GD,10.0,0,,11077.0,,0.8,0.87
464,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,158.5,0.83,158.5,0.83,158.5,2.0,8804222.0,,34.0,34.0,0.0,1,2.0,GD,10.0,0,,11077.0,,0.8,0.87
465,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,158.5,0.83,158.5,0.83,158.5,2.0,8804222.0,,34.0,34.0,0.0,1,2.0,GD,57.0,0,,11077.0,,0.8,0.87
466,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,158.5,0.83,158.5,0.83,158.5,2.0,8804222.0,,34.0,34.0,0.0,1,2.0,GD,57.0,0,,21086.0,,0.8,0.87
467,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.71,157.5,0.83,157.5,0.83,157.5,2.0,8804222.0,,34.0,34.0,0.0,1,2.0,GD,57.0,0,,11077.0,,0.8,0.87
468,44.0,5.0,第2节,第2节,-1.5,1.0,1.5,0.8,157.5,0.83,157.5,0.83,157.5,2.0,8804222.0,,34.0,34.0,0.0,1,2.0,GD,57.0,0,,21077.0,,0.83,0.83
469,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,157.5,0.83,157.5,0.83,157.5,2.0,8804222.0,,34.0,34.0,0.0,1,2.0,GD,49.0,0,,21077.0,,0.77,0.91
470,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,157.5,0.83,157.5,0.83,157.5,2.0,8804222.0,,34.0,34.0,0.0,1,2.0,GD,49.0,0,,21075.0,,0.77,0.91
471,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,157.5,0.83,157.5,0.83,157.5,2.0,8804222.0,,37.0,34.0,0.0,1,2.0,GD,49.0,0,,11077.0,,0.77,0.91
472,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,157.5,0.83,157.5,0.83,157.5,2.0,8804222.0,,37.0,34.0,0.0,1,2.0,GD,33.0,0,,11077.0,,0.77,0.91
473,44.0,5.0,第2节,第2节,-1.5,0.8,2.5,0.87,157.5,0.83,157.5,0.83,2.5,2.0,8804222.0,,37.0,34.0,0.0,1,2.0,GD,33.0,0,,11077.0,,0.77,0.91
474,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,157.5,0.83,159.5,0.83,-2.5,2.0,8804222.0,,37.0,34.0,0.0,1,2.0,GD,33.0,0,,11077.0,,0.77,0.91
475,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,37.0,34.0,0.0,1,2.0,GD,33.0,0,,11077.0,,0.77,0.91
476,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,37.0,34.0,0.0,1,2.0,GD,30.0,0,,11077.0,,0.56,1.3
477,44.0,5.0,第2节,第2节,-2.5,0.8,1.5,0.87,159.5,0.83,159.5,0.83,1.5,2.0,8804222.0,,37.0,34.0,0.0,1,2.0,GD,30.0,0,,11077.0,,0.56,1.3
478,44.0,5.0,第2节,第2节,-1.5,0.8,1.5,0.87,159.5,0.83,159.5,0.83,-1.5,2.0,8804222.0,,37.0,34.0,0.0,1,2.0,GD,14.0,0,,11077.0,,0.56,1.3
479,44.0,5.0,第2节,第2节,-1.5,0.8,1.5,0.87,159.5,0.83,159.5,0.83,-1.5,2.0,8804222.0,,37.0,34.0,0.0,1,2.0,GD,14.0,0,,11074.0,,0.56,1.3
480,44.0,5.0,第2节,第2节,-1.5,0.8,1.5,0.87,159.5,0.83,159.5,0.83,-1.5,2.0,8804222.0,,37.0,36.0,0.0,1,2.0,GD,14.0,0,,21077.0,,0.56,1.3
481,44.0,5.0,第2节,第2节,-1.5,0.8,1.5,0.87,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,37.0,36.0,0.0,1,2.0,GD,14.0,0,,21077.0,,0.56,1.3
482,44.0,5.0,第2节,第2节,-1.5,0.8,1.5,0.87,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,37.0,36.0,0.0,1,2.0,GD,12.0,0,,21077.0,,0.66,1.1
483,44.0,5.0,第2节,第2节,-1.5,0.8,1.5,0.87,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,37.0,36.0,0.0,1,2.0,GD,12.0,0,,21077.0,,0.66,1.1
484,44.0,5.0,第2节,第2节,-1.5,0.8,1.5,0.87,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,37.0,36.0,0.0,1,2.0,GD,10.0,0,,21077.0,,0.66,1.1
485,44.0,5.0,第2节,第2节,-1.5,0.8,1.5,0.87,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,37.0,36.0,0.0,1,2.0,GD,10.0,0,,11086.0,,0.66,1.1
486,44.0,5.0,第2节,第2节,-1.5,0.87,2.5,0.8,160.5,0.83,160.5,0.83,2.5,2.0,8804222.0,,37.0,36.0,0.0,1,2.0,GD,10.0,0,,21077.0,,0.66,1.1
487,44.0,5.0,第2节,第2节,-2.5,0.87,2.5,0.8,160.5,0.83,160.5,0.83,-2.5,2.0,8804222.0,,37.0,36.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.63,1.2
488,44.0,5.0,第2节,第2节,-2.5,0.87,2.5,0.8,158.5,0.83,158.5,0.83,158.5,2.0,8804222.0,,37.0,36.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.63,1.2
489,44.0,5.0,第2节,第2节,-2.5,0.87,2.5,0.8,158.5,0.83,158.5,0.83,158.5,2.0,8804222.0,,37.0,36.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.63,1.2
490,44.0,5.0,第2节,第2节,-2.5,0.87,3.5,0.8,158.5,0.83,158.5,0.83,3.5,2.0,8804222.0,,37.0,36.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.63,1.2
491,44.0,5.0,第2节,第2节,-3.5,0.87,3.5,0.8,158.5,0.83,160.5,0.83,-3.5,2.0,8804222.0,,37.0,36.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.63,1.2
492,44.0,5.0,第2节,第2节,-3.5,0.87,3.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,37.0,36.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.63,1.2
493,44.0,5.0,第2节,第2节,-3.5,0.87,3.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,37.0,36.0,0.0,1,1.0,GD,53.0,0,,21074.0,,0.0,0.0
494,44.0,5.0,第2节,第2节,-3.5,0.87,3.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,37.0,36.0,0.0,1,1.0,GD,44.0,0,,11077.0,,0.0,0.0
495,44.0,5.0,第2节,第2节,-3.5,0.87,3.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,36.0,0.0,1,1.0,GD,44.0,0,,11077.0,,0.0,0.0
496,44.0,5.0,第2节,第2节,-3.5,0.87,3.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,36.0,0.0,1,1.0,GD,42.0,0,,11077.0,,0.0,0.0
497,44.0,5.0,第2节,第2节,-3.5,0.87,3.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,36.0,0.0,1,1.0,GD,42.0,0,,11077.0,,0.0,0.0
498,44.0,5.0,第2节,第2节,-3.5,0.87,3.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,36.0,0.0,1,1.0,GD,32.0,0,,11077.0,,0.0,0.0
499,44.0,5.0,第2节,第2节,-3.5,0.87,3.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,36.0,0.0,1,1.0,GD,32.0,0,,21086.0,,0.0,0.0
500,44.0,5.0,第2节,第2节,-3.5,0.8,2.5,0.87,160.5,0.83,160.5,0.83,2.5,2.0,8804222.0,,39.0,36.0,0.0,1,1.0,GD,32.0,0,,11077.0,,0.0,0.0
501,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,160.5,0.83,159.5,0.83,-2.5,2.0,8804222.0,,39.0,36.0,0.0,1,1.0,GD,32.0,0,,11077.0,,0.0,0.0
502,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,39.0,36.0,0.0,1,1.0,GD,32.0,0,,11077.0,,0.0,0.0
503,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,39.0,36.0,0.0,1,1.0,GD,32.0,0,,11075.0,,0.56,1.3
504,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,39.0,39.0,0.0,1,1.0,GD,32.0,0,,21077.0,,0.56,1.3
505,44.0,5.0,第2节,第2节,-2.5,0.87,1.5,0.8,159.5,0.83,159.5,0.83,1.5,2.0,8804222.0,,39.0,39.0,0.0,1,1.0,GD,32.0,0,,21077.0,,0.56,1.3
506,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,159.5,0.83,162.5,0.83,-1.5,2.0,8804222.0,,39.0,39.0,0.0,1,1.0,GD,32.0,0,,21077.0,,0.56,1.3
507,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,39.0,39.0,0.0,1,1.0,GD,32.0,0,,21077.0,,0.56,1.3
508,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,39.0,39.0,0.0,1,1.0,GD,18.0,0,,21077.0,,0.77,0.91
509,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,39.0,39.0,0.0,1,1.0,GD,18.0,0,,21077.0,,0.77,0.91
510,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,39.0,39.0,0.0,1,1.0,GD,15.0,0,,21077.0,,0.77,0.91
511,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,39.0,0.0,1,1.0,GD,15.0,0,,21077.0,,0.77,0.91
512,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,39.0,0.0,1,0.0,GD,56.0,0,,21077.0,,0.77,0.91
513,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,39.0,0.0,1,0.0,GD,56.0,0,,21077.0,,0.77,0.91
514,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,39.0,0.0,1,0.0,GD,54.0,0,,21077.0,,0.77,0.91
515,44.0,5.0,第2节,第2节,-1.5,1.0,1.5,0.71,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,39.0,39.0,0.0,1,0.0,GD,54.0,0,,11077.0,,0.83,0.83
516,44.0,5.0,第2节,第2节,-1.5,0.8,-2.5,0.87,160.5,0.83,160.5,0.83,-2.5,2.0,8804222.0,,39.0,39.0,0.0,1,0.0,GD,54.0,0,,11077.0,,0.83,0.83
517,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,160.5,0.83,163.5,0.83,2.5,2.0,8804222.0,,39.0,39.0,0.0,1,0.0,GD,54.0,0,,11077.0,,0.83,0.83
518,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,39.0,0.0,1,0.0,GD,54.0,0,,11077.0,,0.83,0.83
519,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,39.0,0.0,1,0.0,GD,42.0,0,,11077.0,,1.2,0.63
520,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,39.0,0.0,1,0.0,GD,42.0,0,,11075.0,,1.2,0.63
521,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,42.0,0.0,1,0.0,GD,42.0,0,,21077.0,,1.2,0.63
522,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,42.0,0.0,1,0.0,GD,40.0,0,,21077.0,,1.2,0.63
523,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,42.0,0.0,1,0.0,GD,40.0,0,,21081.0,,1.2,0.63
524,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,42.0,0.0,1,0.0,GD,42.0,0,,21081.0,,1.2,0.63
525,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,42.0,0.0,1,0.0,GD,42.0,0,,21077.0,,1.2,0.63
526,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,42.0,0.0,1,0.0,GD,33.0,0,,21077.0,,1.2,0.63
527,44.0,5.0,第2节,第2节,2.5,0.8,-2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,39.0,42.0,0.0,1,0.0,GD,33.0,0,,11086.0,,1.2,0.63
528,44.0,5.0,第2节,第2节,2.5,0.91,-1.5,0.77,163.5,0.83,163.5,0.83,-1.5,2.0,8804222.0,,39.0,42.0,0.0,1,0.0,GD,33.0,0,,21077.0,,1.2,0.63
529,44.0,5.0,第2节,第2节,1.5,0.91,-1.5,0.77,163.5,0.83,162.5,0.83,1.5,2.0,8804222.0,,39.0,42.0,0.0,1,0.0,GD,33.0,0,,21077.0,,1.2,0.63
