,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
245,,,第3节,第3节,7.5,0.87,-7.5,0.87,132.5,0.87,132.5,0.8,7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
246,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,0.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
247,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,0.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
248,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,0.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
249,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,0.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
250,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,0.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
251,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,0.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
252,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
253,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
254,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
255,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
256,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
257,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,1.0,20180721015127.0,1077.0,0.0,0.0
258,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.83,132.5,0.83,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,1.0,20180721015127.0,1089.0,0.0,0.0
259,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.83,132.5,0.83,-7.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,9.0,52.0,1.0,20180721015135.0,1089.0,0.0,0.0
260,,,第3节,第3节,7.5,0.87,-7.5,0.8,131.5,0.87,132.5,0.8,131.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,9.0,52.0,1.0,20180721015135.0,1089.0,0.0,0.0
261,,,第3节,第3节,7.5,0.87,-7.5,0.8,131.5,0.87,131.5,0.8,131.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,9.0,44.0,1.0,20180721015143.0,1089.0,0.0,0.0
262,,,第3节,第3节,7.5,0.83,-7.5,0.83,133.5,0.83,131.5,0.83,133.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,9.0,44.0,1.0,20180721015143.0,1089.0,0.0,0.0
263,,,第3节,第3节,7.5,0.83,-7.5,0.83,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,38.0,1.0,20180721015149.0,1089.0,0.0,0.0
264,,,第3节,第3节,9.5,0.83,-9.5,0.83,133.5,0.83,133.5,0.83,9.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,38.0,1.0,20180721015149.0,1089.0,0.0,0.0
265,,,第3节,第3节,9.5,0.83,-9.5,0.83,133.5,0.83,133.5,0.83,-9.5,3.0,0.0,^,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,38.0,1.0,20180721015149.0,11074^21077,0.0,0.0
266,,,第3节,第3节,9.5,0.83,-9.5,0.83,133.5,0.8,133.5,0.87,-9.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,30.0,1.0,20180721015157.0,21077.0,0.0,0.0
267,,,第3节,第3节,9.5,0.83,-9.5,0.83,132.5,0.83,133.5,0.83,132.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,30.0,1.0,20180721015157.0,21077.0,0.0,0.0
268,,,第3节,第3节,9.5,0.83,-9.5,0.83,132.5,0.83,132.5,0.83,132.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,22.0,1.0,20180721015206.0,21077.0,0.0,0.0
269,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.87,132.5,0.83,131.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,22.0,1.0,20180721015206.0,21077.0,0.0,0.0
270,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.87,131.5,0.8,131.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,13.0,0.0,20180721015212.0,21077.0,0.0,0.0
271,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.87,131.5,0.8,131.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,13.0,0.0,20180721015212.0,21077.0,0.0,0.0
272,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.87,131.5,0.8,131.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,13.0,0.0,20180721015216.0,21077.0,0.0,0.0
273,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.87,131.5,0.8,131.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,13.0,0.0,20180721015216.0,11077.0,0.0,0.0
274,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.87,131.5,0.8,131.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,13.0,1.0,20180721015227.0,11077.0,0.0,0.0
275,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,13.0,1.0,20180721015227.0,11077.0,0.0,0.0
276,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.83,131.5,0.83,131.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,5.0,1.0,20180721015235.0,11077.0,0.0,0.0
277,,,第3节,第3节,9.5,0.83,-9.5,0.83,133.5,0.8,131.5,0.87,133.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,36.0,36,29.0,1.0,1,9.0,5.0,1.0,20180721015235.0,11077.0,0.0,0.0
278,,,第3节,第3节,9.5,0.83,-9.5,0.83,133.5,0.8,133.5,0.87,133.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,29.0,1.0,1,8.0,58.0,1.0,20180721015241.0,11077.0,0.0,0.0
279,,,第3节,第3节,11.5,0.8,-11.5,0.83,133.5,0.8,133.5,0.87,11.5,3.0,0.0,,0.0,2,13.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,29.0,1.0,1,8.0,58.0,1.0,20180721015241.0,11077.0,0.0,0.0
280,,,第3节,第3节,11.5,0.8,-11.5,0.87,133.5,0.8,133.5,0.87,-11.5,3.0,0.0,^,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,29.0,1.0,1,8.0,58.0,1.0,20180721015241.0,11074^21077,0.0,0.0
281,,,第3节,第3节,11.5,0.8,-11.5,0.87,132.5,0.83,133.5,0.83,132.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,29.0,1.0,1,8.0,58.0,1.0,20180721015241.0,21077.0,0.0,0.0
282,,,第3节,第3节,11.5,0.8,-11.5,0.87,132.5,0.83,132.5,0.83,132.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,29.0,1.0,1,8.0,50.0,1.0,20180721015249.0,21077.0,0.0,0.0
283,,,第3节,第3节,10.5,0.91,-10.5,0.87,132.5,0.83,132.5,0.83,10.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,29.0,1.0,1,8.0,50.0,1.0,20180721015249.0,21077.0,0.0,0.0
284,,,第3节,第3节,10.5,0.91,-10.5,0.77,132.5,0.87,132.5,0.83,-10.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,29.0,1.0,1,8.0,50.0,1.0,20180721015249.0,21077.0,0.0,0.0
285,,,第3节,第3节,10.5,0.91,-10.5,0.77,134.5,0.87,132.5,0.8,134.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,29.0,1.0,1,8.0,50.0,1.0,20180721015249.0,21077.0,0.0,0.0
286,,,第3节,第3节,10.5,0.91,-10.5,0.77,134.5,0.87,134.5,0.8,134.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,45.0,1.0,20180721015254.0,21077.0,0.0,0.0
287,,,第3节,第3节,9.5,0.83,-9.5,0.77,134.5,0.87,134.5,0.8,9.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,45.0,1.0,20180721015254.0,21077.0,0.0,0.0
288,,,第3节,第3节,9.5,0.83,-9.5,0.83,134.5,0.87,134.5,0.8,-9.5,3.0,0.0,^,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,45.0,1.0,20180721015254.0,21074^11077,0.0,0.0
289,,,第3节,第3节,9.5,0.83,-9.5,0.83,134.5,0.83,134.5,0.83,-9.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,37.0,1.0,20180721015302.0,11077.0,0.0,0.0
290,,,第3节,第3节,9.5,0.83,-9.5,0.83,133.5,0.83,134.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,37.0,1.0,20180721015302.0,11077.0,0.0,0.0
291,,,第3节,第3节,9.5,0.83,-9.5,0.83,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,0.0,20180721015310.0,11077.0,0.0,0.0
292,,,第3节,第3节,9.5,0.83,-9.5,0.83,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,0.0,20180721015310.0,11077.0,0.0,0.0
293,,,第3节,第3节,9.5,0.83,-9.5,0.83,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,0.0,20180721015313.0,11077.0,0.0,0.0
294,,,第3节,第3节,9.5,0.8,-9.5,0.87,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,0.0,20180721015313.0,21077.0,0.0,0.0
295,,,第3节,第3节,9.5,0.8,-9.5,0.87,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,0.0,20180721015316.0,21077.0,0.0,0.0
296,,,第3节,第3节,9.5,0.8,-9.5,0.87,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,0.0,20180721015316.0,21077.0,0.0,0.0
297,,,第3节,第3节,9.5,0.8,-9.5,0.87,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,0.0,20180721015318.0,21077.0,0.0,0.0
298,,,第3节,第3节,9.5,0.8,-9.5,0.87,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,0.0,20180721015318.0,21077.0,0.0,0.0
299,,,第3节,第3节,9.5,0.8,-9.5,0.87,133.5,0.83,133.5,0.83,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,1.0,20180721015337.0,21077.0,0.0,0.0
300,,,第3节,第3节,9.5,0.8,-9.5,0.87,133.5,0.8,133.5,0.87,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,28.0,1.0,20180721015337.0,21077.0,0.0,0.0
301,,,第3节,第3节,9.5,0.8,-9.5,0.87,133.5,0.8,133.5,0.87,133.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,20.0,1.0,20180721015345.0,21077.0,0.0,0.0
302,,,第3节,第3节,9.5,0.77,-9.5,0.91,132.5,0.87,133.5,0.8,132.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,20.0,1.0,20180721015345.0,21077.0,0.0,0.0
303,,,第3节,第3节,9.5,0.77,-9.5,0.91,132.5,0.87,132.5,0.8,132.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,15.0,0.0,20180721015348.0,21077.0,0.0,0.0
304,,,第3节,第3节,8.5,0.91,-8.5,0.91,132.5,0.87,132.5,0.8,8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,15.0,0.0,20180721015348.0,21077.0,0.0,0.0
305,,,第3节,第3节,8.5,0.91,-8.5,0.77,132.5,0.87,132.5,0.8,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,15.0,0.0,20180721015352.0,21077.0,0.0,0.0
306,,,第3节,第3节,8.5,0.91,-8.5,0.77,132.5,0.87,132.5,0.8,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,15.0,0.0,20180721015352.0,21077.0,0.0,0.0
307,,,第3节,第3节,8.5,0.91,-8.5,0.77,132.5,0.87,132.5,0.8,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,0.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,15.0,0.0,20180721015357.0,21077.0,0.0,0.0
308,,,第3节,第3节,8.5,0.91,-8.5,0.77,132.5,0.87,132.5,0.8,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,15.0,0.0,20180721015357.0,11086.0,0.0,0.0
309,,,第3节,第3节,8.5,0.91,-8.5,0.77,132.5,0.87,132.5,0.8,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,15.0,1.0,20180721015407.0,11086.0,0.0,0.0
310,,,第3节,第3节,8.5,0.91,-8.5,0.77,132.5,0.83,132.5,0.8,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,15.0,1.0,20180721015407.0,11086.0,0.0,0.0
311,,,第3节,第3节,8.5,0.91,-8.5,0.77,132.5,0.83,132.5,0.83,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,8.0,1.0,20180721015414.0,11086.0,0.0,0.0
312,,,第3节,第3节,8.5,0.87,-8.5,0.8,132.5,0.8,132.5,0.87,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,8.0,1.0,20180721015414.0,21094.0,0.0,0.0
313,,,第3节,第3节,8.5,0.87,-8.5,0.8,132.5,0.8,132.5,0.87,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,5.0,1.0,20180721015417.0,21094.0,0.0,0.0
314,,,第3节,第3节,9.5,0.83,-9.5,0.8,132.5,0.8,132.5,0.87,9.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,5.0,1.0,20180721015417.0,21094.0,0.0,0.0
315,,,第3节,第3节,9.5,0.83,-9.5,0.83,132.5,0.83,132.5,0.87,-9.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,8.0,5.0,1.0,20180721015417.0,11077.0,0.0,0.0
316,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.83,132.5,0.83,131.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,57.0,1.0,20180721015425.0,11077.0,0.0,0.0
317,,,第3节,第3节,9.5,0.83,-9.5,0.83,131.5,0.91,131.5,0.83,131.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,57.0,1.0,20180721015425.0,11077.0,0.0,0.0
318,,,第3节,第3节,9.5,0.83,-9.5,0.83,130.5,0.91,131.5,0.77,130.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,57.0,1.0,20180721015425.0,11077.0,0.0,0.0
319,,,第3节,第3节,9.5,0.83,-9.5,0.83,130.5,0.91,130.5,0.77,130.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,49.0,1.0,20180721015433.0,11077.0,0.0,0.0
320,,,第3节,第3节,9.5,0.83,-9.5,0.83,130.5,0.87,130.5,0.8,130.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,49.0,1.0,20180721015433.0,11077.0,0.0,0.0
321,,,第3节,第3节,9.5,0.83,-9.5,0.83,130.5,0.87,130.5,0.8,130.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,46.0,1.0,20180721015436.0,11077.0,0.0,0.0
322,,,第3节,第3节,9.5,0.83,-9.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,46.0,1.0,20180721015436.0,11095.0,0.0,0.0
323,,,第3节,第3节,9.5,0.83,-9.5,0.83,130.5,0.83,130.5,0.83,130.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,44.0,1.0,20180721015438.0,11095.0,0.0,0.0
324,,,第3节,第3节,8.5,0.87,-8.5,0.83,130.5,0.83,130.5,0.83,8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,44.0,1.0,20180721015438.0,11095.0,0.0,0.0
325,,,第3节,第3节,8.5,0.87,-8.5,0.8,130.5,0.8,130.5,0.87,-8.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,36.0,1.0,20180721015446.0,21077.0,0.0,0.0
326,,,第3节,第3节,8.5,0.87,-8.5,0.8,129.5,0.83,130.5,0.83,129.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,36.0,1.0,20180721015446.0,21094.0,0.0,0.0
327,,,第3节,第3节,8.5,0.87,-8.5,0.8,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,30.0,1.0,20180721015452.0,21094.0,0.0,0.0
328,,,第3节,第3节,9.5,0.83,-9.5,0.8,129.5,0.83,129.5,0.83,9.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,30.0,1.0,20180721015452.0,11077.0,0.0,0.0
329,,,第3节,第3节,9.5,0.83,-9.5,0.83,129.5,0.8,129.5,0.87,-9.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,22.0,1.0,20180721015500.0,11077.0,0.0,0.0
330,,,第3节,第3节,9.5,0.83,-9.5,0.83,128.5,0.83,129.5,0.83,128.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,22.0,1.0,20180721015500.0,11077.0,0.0,0.0
331,,,第3节,第3节,9.5,0.83,-9.5,0.83,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,14.0,1.0,20180721015508.0,11077.0,0.0,0.0
332,,,第3节,第3节,9.5,0.83,-9.5,0.83,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,14.0,1.0,20180721015508.0,11094.0,0.0,0.0
333,,,第3节,第3节,9.5,0.83,-9.5,0.83,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,12.0,1.0,20180721015510.0,11094.0,0.0,0.0
334,,,第3节,第3节,9.5,0.83,-9.5,0.83,128.5,0.8,128.5,0.87,128.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,12.0,1.0,20180721015510.0,11077.0,0.0,0.0
335,,,第3节,第3节,9.5,0.83,-9.5,0.83,128.5,0.8,128.5,0.87,128.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,7.0,1.0,20180721015516.0,11077.0,0.0,0.0
336,,,第3节,第3节,9.5,0.83,-9.5,0.83,127.5,0.87,128.5,0.8,127.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,7.0,1.0,20180721015516.0,11095.0,0.0,0.0
337,,,第3节,第3节,9.5,0.83,-9.5,0.83,127.5,0.87,127.5,0.8,127.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,3.0,1.0,20180721015519.0,11095.0,0.0,0.0
338,,,第3节,第3节,9.5,0.83,-9.5,0.83,127.5,0.87,127.5,0.8,127.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,3.0,1.0,20180721015519.0,11077.0,0.0,0.0
339,,,第3节,第3节,9.5,0.83,-9.5,0.83,127.5,0.87,127.5,0.8,127.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,3.0,1.0,20180721015520.0,11077.0,0.0,0.0
340,,,第3节,第3节,9.5,0.83,-9.5,0.83,127.5,0.87,127.5,0.8,127.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,3.0,1.0,20180721015520.0,11095.0,0.0,0.0
341,,,第3节,第3节,9.5,0.83,-9.5,0.83,127.5,0.87,127.5,0.8,127.5,3.0,0.0,,0.0,2,14.0,6,4.0,1,,5,1.0,2,80.0,100.0,38.0,38,31.0,1.0,1,7.0,1.0,1.0,20180721015522.0,11095.0,0.0,0.0
