,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,LA,LM,MD,OD,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
10,,,,,-25.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-25.5,139.5,,,0.8333333333333334,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,47.0,1.0,20180911171207.0,11077.0,15.0,0.006666666666666667,
11,,,,,25.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,25.5,139.5,,,0.8333333333333334,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,47.0,1.0,20180911171207.0,11077.0,15.0,0.006666666666666667,
12,,,,,-25.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-25.5,139.5,,,0.8333333333333334,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,47.0,1.0,20180911171207.0,11077.0,15.0,0.006666666666666667,
13,,,,,25.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,25.5,139.5,,,0.8333333333333334,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,47.0,1.0,20180911171207.0,11077.0,15.0,0.006666666666666667,
14,,,,,-25.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-25.5,139.5,,,0.8333333333333334,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,47.0,1.0,20180911171207.0,11077.0,15.0,0.006666666666666667,
15,,,,,25.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,25.5,139.5,,,0.8333333333333334,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,47.0,1.0,20180911171207.0,11077.0,15.0,0.006666666666666667,
16,,,,,-25.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-25.5,139.5,,,0.8333333333333334,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,47.0,1.0,20180911171207.0,11077.0,15.0,0.006666666666666667,
17,,,,,25.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,25.5,139.5,,,0.8333333333333334,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,47.0,1.0,20180911171207.0,11077.0,15.0,0.006666666666666667,
18,,,,,-25.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-25.5,139.5,,,0.8333333333333334,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,38.0,1.0,20180911171216.0,11077.0,15.0,0.006666666666666667,
19,,,,,138.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,138.5,138.5,,,0.8,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,38.0,1.0,20180911171216.0,11077.0,15.0,0.006666666666666667,
20,,,,,138.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,138.5,138.5,,,0.8695652173913043,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,38.0,1.0,20180911171216.0,11077.0,15.0,0.006666666666666667,
21,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,138.5,,,0.8695652173913043,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,38.0,1.0,20180911171216.0,11077.0,15.0,0.006666666666666667,
22,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,138.5,,,0.8695652173913043,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,38.0,1.0,20180911171216.0,11077.0,15.0,0.006666666666666667,
23,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,138.5,,,0.8695652173913043,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,38.0,1.0,20180911171216.0,11077.0,15.0,0.006666666666666667,
24,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,138.5,,,0.8695652173913043,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,38.0,1.0,20180911171216.0,11077.0,15.0,0.006666666666666667,
25,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,138.5,,,0.8695652173913043,,,,1,5,,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,35,54,0.0,1,4.0,38.0,1.0,20180911171216.0,11077.0,15.0,0.006666666666666667,
26,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,138.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
27,,,,,141.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,141.5,141.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
28,,,,,141.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,141.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
29,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
30,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
31,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
32,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
33,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
34,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
35,,,,,24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,24.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
36,,,,,-24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-24.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
37,,,,,24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,24.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
38,,,,,-24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-24.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
39,,,,,24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,24.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
40,,,,,-24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-24.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
41,,,,,24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,24.5,141.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,37.0,1.0,20180911171217.0,11074.0,15.0,0.006666666666666667,
42,,,,,-24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-24.5,141.5,,,0.9090909090909091,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,34.0,1.0,20180911171220.0,21077.0,15.0,0.006666666666666667,
43,,,,,24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,24.5,141.5,,,0.7692307692307693,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,34.0,1.0,20180911171220.0,21077.0,15.0,0.006666666666666667,
44,,,,,-24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-24.5,141.5,,,0.7692307692307693,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,34.0,1.0,20180911171220.0,21077.0,15.0,0.006666666666666667,
45,,,,,24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,24.5,141.5,,,0.7692307692307693,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,34.0,1.0,20180911171220.0,21077.0,15.0,0.006666666666666667,
46,,,,,-24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-24.5,141.5,,,0.7692307692307693,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,34.0,1.0,20180911171220.0,21077.0,15.0,0.006666666666666667,
47,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,141.5,,,0.7692307692307693,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,34.0,1.0,20180911171220.0,21077.0,15.0,0.006666666666666667,
48,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,141.5,,,0.7692307692307693,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,34.0,1.0,20180911171220.0,21077.0,15.0,0.006666666666666667,
49,,,,,24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,24.5,141.5,,,0.7692307692307693,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,34.0,1.0,20180911171220.0,21077.0,15.0,0.006666666666666667,
50,,,,,-24.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-24.5,141.5,,,0.7692307692307693,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,25.0,1.0,20180911171228.0,21077.0,15.0,0.006666666666666667,
51,,,,,140.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,140.5,140.5,,,0.8333333333333334,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,25.0,1.0,20180911171228.0,21077.0,15.0,0.006666666666666667,
52,,,,,140.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,140.5,140.5,,,0.8333333333333334,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,25.0,1.0,20180911171228.0,21077.0,15.0,0.006666666666666667,
53,,,,,140.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,140.5,140.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,25.0,1.0,20180911171228.0,21077.0,15.0,0.006666666666666667,
54,,,,,140.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,140.5,140.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,25.0,1.0,20180911171228.0,21077.0,15.0,0.006666666666666667,
55,,,,,140.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,140.5,140.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,25.0,1.0,20180911171228.0,21077.0,15.0,0.006666666666666667,
56,,,,,140.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,140.5,140.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,25.0,1.0,20180911171228.0,21077.0,15.0,0.006666666666666667,
57,,,,,140.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,140.5,140.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,25.0,1.0,20180911171228.0,21077.0,15.0,0.006666666666666667,
58,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
59,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.7692307692307693,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
60,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.9090909090909091,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
61,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
62,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
63,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
64,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
65,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
66,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
67,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,17.0,1.0,20180911171236.0,21077.0,15.0,0.006666666666666667,
68,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171238.0,21077.0,15.0,0.006666666666666667,
69,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171238.0,21077.0,15.0,0.006666666666666667,
70,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171238.0,21086.0,15.0,0.006666666666666667,
71,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171247.0,21086.0,15.0,0.006666666666666667,
72,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171247.0,21086.0,15.0,0.006666666666666667,
73,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.8695652173913043,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171252.0,21086.0,15.0,0.006666666666666667,
74,,,,,139.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,139.5,139.5,,,0.01,,,,1,5,15.0,14,18,,4,3,,4,4,,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171252.0,21086.0,15.0,0.006666666666666667,
75,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,139.5,,,14.0,,,,1,5,15.0,14,18,,4,3,,4,4,2.0,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171252.0,21086.0,15.0,0.006666666666666667,
76,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,139.5,,,14.0,,,,1,5,15.0,14,18,,4,3,,4,4,2.0,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171252.0,21086.0,15.0,0.006666666666666667,
77,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,139.5,,,14.0,,,,1,5,15.0,14,18,,4,3,,4,4,2.0,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171252.0,21086.0,15.0,0.006666666666666667,
78,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,139.5,,,14.0,,,,1,5,15.0,14,18,,4,3,,4,4,2.0,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171252.0,21086.0,15.0,0.006666666666666667,
79,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,139.5,,,14.0,,,,1,5,15.0,14,18,,4,3,,4,4,2.0,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171252.0,21086.0,15.0,0.006666666666666667,
80,,,,,-23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,-23.5,139.5,,,14.0,,,,1,5,15.0,14,18,,4,3,,4,4,2.0,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171252.0,11077.0,15.0,0.006666666666666667,
81,,,,,23.5,-26.5,0.8333333333333334,26.5,0.8333333333333334,140.5,0.8,140.5,0.8695652173913043,23.5,139.5,,,14.0,,,,1,5,15.0,14,18,,4,3,,4,4,2.0,0,1,,80.0,75.0,37.0,37,54,0.0,1,4.0,16.0,0.0,20180911171252.0,11077.0,15.0,0.006666666666666667,
