,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,XY
313,44.0,5.0,第4节,第4节,59.5,0.87,-59.5,0.8,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,24.0,15.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,38.0,93.0,1.0,1,2.0,38.0,0,,21077.0,
314,44.0,5.0,第4节,第4节,59.5,0.87,-59.5,0.8,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,24.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,38.0,40.0,1.0,1,2.0,38.0,0,,21074.0,"0.18,0.56"
315,44.0,5.0,第4节,第4节,59.5,0.87,-59.5,0.8,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,24.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,93.0,1.0,1,2.0,38.0,0,,11077.0,
316,44.0,5.0,第4节,第4节,59.5,0.77,-58.5,0.91,142.5,0.87,142.5,0.8,-58.5,4.0,,13.0,2,24.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,93.0,1.0,1,2.0,38.0,0,,11077.0,
317,44.0,5.0,第4节,第4节,58.5,0.77,-58.5,0.91,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,24.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,93.0,1.0,1,2.0,38.0,0,,11095.0,"0.88,0.54"
318,44.0,5.0,第4节,第4节,58.5,0.87,-56.5,0.8,142.5,0.87,142.5,0.8,-56.5,4.0,,13.0,2,24.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,93.0,1.0,1,2.0,38.0,0,,21077.0,
319,44.0,5.0,第4节,第4节,56.5,0.87,-56.5,0.8,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,24.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,93.0,1.0,1,2.0,22.0,0,,21077.0,
320,44.0,5.0,第4节,第4节,56.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,-57.5,4.0,,13.0,2,24.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,93.0,1.0,1,2.0,22.0,0,,11077.0,
321,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,95.0,93.0,1.0,1,2.0,22.0,0,,11074.0,"0.88,0.54"
322,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,2.0,22.0,0,,21077.0,
323,44.0,5.0,第4节,第4节,57.5,0.87,-58.5,0.83,142.5,0.87,142.5,0.8,-58.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,2.0,20.0,0,,21077.0,
324,44.0,5.0,第4节,第4节,58.5,0.83,-58.5,0.91,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,2.0,20.0,0,,11077.0,
325,44.0,5.0,第4节,第4节,58.5,0.77,-59.5,0.91,142.5,0.87,142.5,0.8,-59.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,2.0,20.0,0,,11077.0,
326,44.0,5.0,第4节,第4节,59.5,0.77,-59.5,0.91,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,2.0,8.0,0,,11077.0,
327,44.0,5.0,第4节,第4节,59.5,0.77,-59.5,0.91,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,8.0,0,,11077.0,
328,44.0,5.0,第4节,第4节,59.5,0.77,-59.5,0.91,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,53.0,0,,11077.0,
329,44.0,5.0,第4节,第4节,59.5,0.91,-57.5,0.77,142.5,0.87,142.5,0.8,-57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,53.0,0,,11077.0,
330,44.0,5.0,第4节,第4节,57.5,0.91,-57.5,0.77,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,53.0,0,,11094.0,"0.68,0.42"
331,44.0,5.0,第4节,第4节,57.5,0.91,-57.5,0.77,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,53.0,0,,21077.0,
332,44.0,5.0,第4节,第4节,57.5,0.91,-58.5,0.77,142.5,0.87,142.5,0.8,-58.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,53.0,0,,11077.0,
333,44.0,5.0,第4节,第4节,58.5,0.91,-58.5,0.8,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,53.0,0,,11095.0,"0.85,0.49"
334,44.0,5.0,第4节,第4节,58.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,-57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,53.0,0,,11095.0,"0.85,0.49"
335,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,49.0,0,,21077.0,
336,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,49.0,0,,21077.0,
337,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,48.0,0,,21077.0,
338,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,48.0,0,,21077.0,
339,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,31.0,0,,21077.0,
340,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,31.0,0,,21094.0,"0.28,0.22"
341,44.0,5.0,第4节,第4节,57.5,0.71,-58.5,1.0,142.5,0.87,142.5,0.8,-58.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,31.0,0,,11077.0,
342,44.0,5.0,第4节,第4节,58.5,0.71,-58.5,1.0,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,31.0,0,,11094.0,"0.65,0.49"
343,44.0,5.0,第4节,第4节,58.5,0.71,-58.5,1.0,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,13.0,0,,21077.0,
344,44.0,5.0,第4节,第4节,58.5,0.87,-56.5,0.8,142.5,0.87,142.5,0.8,-56.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,13.0,0,,21077.0,
345,44.0,5.0,第4节,第4节,56.5,0.87,-56.5,0.8,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,13.0,0,,11077.0,
346,44.0,5.0,第4节,第4节,56.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,-57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,13.0,0,,11077.0,
347,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,40.0,95.0,1.0,1,1.0,3.0,0,,11077.0,
348,44.0,5.0,第4节,第4节,57.5,0.83,-57.5,0.83,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,3.0,60.0,33.3,40.0,95.0,1.0,1,1.0,3.0,0,,21086.0,
349,44.0,5.0,第4节,第4节,57.5,0.83,-57.5,0.83,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,3.0,60.0,33.3,40.0,95.0,1.0,1,1.0,3.0,0,,11077.0,
350,44.0,5.0,第4节,第4节,57.5,1.0,-57.5,0.71,142.5,0.87,142.5,0.8,57.5,4.0,1:2,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,3.0,60.0,33.3,40.0,95.0,1.0,1,1.0,3.0,0,,11078.0,
351,44.0,5.0,第4节,第4节,57.5,1.0,-57.5,0.71,142.5,0.87,142.5,0.8,57.5,4.0,1:2,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,3.0,54.5,33.3,40.0,95.0,1.0,1,1.0,3.0,0,,11080.0,"0.80,0.50"
352,44.0,5.0,第4节,第4节,57.5,0.71,-57.5,1.0,142.5,0.87,142.5,0.8,57.5,4.0,2:2,13.0,2,25.0,16.0,6.0,2,5,1.0,0.0,3.0,54.5,33.3,40.0,95.0,1.0,1,1.0,3.0,0,,11078.0,"0.80,0.50"
353,44.0,5.0,第4节,第4节,57.5,0.83,-57.5,0.83,142.5,0.87,142.5,0.8,57.5,4.0,2:2,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,96.0,95.0,1.0,1,1.0,3.0,0,,11079.0,"0.80,0.50"
354,44.0,5.0,第4节,第4节,57.5,0.83,-57.5,0.83,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,1.0,3.0,0,,21077.0,
355,44.0,5.0,第4节,第4节,57.5,0.83,-57.5,0.83,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,1.0,6.0,0,,21077.0,
356,44.0,5.0,第4节,第4节,57.5,0.83,-57.5,0.83,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,6.0,0,,21077.0,
357,44.0,5.0,第4节,第4节,57.5,0.83,-57.5,0.83,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,48.0,0,,21077.0,
358,44.0,5.0,第4节,第4节,57.5,0.83,-57.5,0.83,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,48.0,0,,21095.0,"0.14,0.46"
359,44.0,5.0,第4节,第4节,57.5,0.66,-58.5,1.1,142.5,0.87,142.5,0.8,-58.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,48.0,0,,11077.0,
360,44.0,5.0,第4节,第4节,58.5,0.66,-58.5,1.1,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,48.0,0,,11094.0,"0.60,0.21"
361,44.0,5.0,第4节,第4节,58.5,0.87,-56.5,0.8,142.5,0.87,142.5,0.8,-56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,48.0,0,,21077.0,
362,44.0,5.0,第4节,第4节,56.5,0.87,-56.5,0.8,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,34.0,0,,11077.0,
363,44.0,5.0,第4节,第4节,56.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,-57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,34.0,0,,11077.0,
364,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,34.0,0,,11095.0,"0.85,0.50"
365,44.0,5.0,第4节,第4节,57.5,0.87,-57.5,0.8,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,30.0,0,,21077.0,
366,44.0,5.0,第4节,第4节,57.5,0.83,-56.5,0.83,142.5,0.87,142.5,0.8,-56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,30.0,0,,21077.0,
367,44.0,5.0,第4节,第4节,56.5,0.8,-56.5,0.87,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,29.0,0,,21077.0,
368,44.0,5.0,第4节,第4节,56.5,0.8,-56.5,0.87,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,29.0,0,,21077.0,
369,44.0,5.0,第4节,第4节,56.5,0.8,-56.5,0.87,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,0.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,25.0,0,,21077.0,
370,44.0,5.0,第4节,第4节,56.5,0.8,-56.5,0.87,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,25.0,0,,11086.0,
371,44.0,5.0,第4节,第4节,56.5,0.71,-56.5,1.0,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,25.0,0,,21077.0,
372,44.0,5.0,第4节,第4节,56.5,0.83,-56.5,0.83,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,31.0,0,,21077.0,
373,44.0,5.0,第4节,第4节,56.5,0.83,-56.5,0.83,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,31.0,0,,21077.0,
374,44.0,5.0,第4节,第4节,56.5,0.83,-56.5,0.83,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,28.0,0,,21077.0,
375,44.0,5.0,第4节,第4节,56.5,0.77,-57.5,0.91,142.5,0.87,142.5,0.8,-57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,28.0,0,,11077.0,
376,44.0,5.0,第4节,第4节,57.5,0.77,-57.5,0.91,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,15.0,0,,21077.0,
377,44.0,5.0,第4节,第4节,57.5,0.0,-55.5,0.0,142.5,0.87,142.5,0.8,-55.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,15.0,0,,21077.0,
378,44.0,5.0,第4节,第4节,55.5,0.0,-55.5,0.0,142.5,0.87,142.5,0.8,55.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,0.0,0,,21077.0,
379,44.0,5.0,第4节,第4节,55.5,0.0,-55.5,0.0,142.5,0.87,142.5,0.8,55.5,4.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,0.0,0,,1083.0,
380,44.0,5.0,第4节,第4节,55.5,0.0,-55.5,0.0,142.5,0.87,142.5,0.8,55.5,1.0,,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,0.0,0,,1083.0,
381,44.0,5.0,第4节,第4节,55.5,0.0,-55.5,0.0,142.5,0.87,142.5,0.8,55.5,1.0,2.0,13.0,2,25.0,16.0,7.0,2,5,1.0,1.0,3.0,58.3,33.3,40.0,96.0,1.0,1,0.0,0.0,0,,1083.0,
