,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
336,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.77,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,11077.0,0.0,0.0,
337,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,1.0,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,11077.0,0.0,0.0,
338,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.71,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,21077.0,0.0,0.0,
339,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.91,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,21077.0,0.0,0.0,
340,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.77,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,11077.0,0.0,0.0,
341,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,1.0,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,21077.0,0.0,0.0,
342,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.71,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,21077.0,0.0,0.0,
343,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.91,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,21077.0,0.0,0.0,
344,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.77,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,25.0,0,,21077.0,0.0,0.0,
345,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.77,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,25.0,0,,11086.0,0.0,0.0,
346,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.77,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,25.0,0,,21077.0,0.0,0.0,
347,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.91,1:2,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,25.0,0,,21078.0,0.0,0.0,
348,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1:2,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,25.0,0,,21078.0,0.0,0.0,
349,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1:2,1.0,5.0,7.0,11.0,4.0,4.0,78.6,39.0,40.0,0.0,1,1.0,25.0,0,,21079.0,0.0,0.0,"0.21,0.50"
350,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,2:2,1.0,5.0,7.0,11.0,4.0,4.0,78.6,40.0,32.0,0.0,1,1.0,25.0,0,,21078.0,0.0,0.0,"0.21,0.50"
351,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,2:2,1.0,5.0,7.0,12.0,4.0,4.0,80.0,40.0,41.0,0.0,1,1.0,25.0,0,,21079.0,0.0,0.0,"0.21,0.50"
352,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,7.0,12.0,4.0,4.0,80.0,41.0,32.0,0.0,1,1.0,25.0,0,,11077.0,0.0,0.0,
353,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,7.0,12.0,4.0,4.0,80.0,41.0,32.0,1.0,1,1.0,25.0,0,,11077.0,0.0,0.0,
354,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,7.0,12.0,4.0,4.0,80.0,41.0,32.0,1.0,1,1.0,25.0,0,,11077.0,0.0,0.0,
355,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,7.0,12.0,4.0,4.0,80.0,41.0,32.0,0.0,1,1.0,25.0,0,,11077.0,0.0,0.0,
356,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,7.0,12.0,4.0,4.0,80.0,41.0,32.0,0.0,1,1.0,24.0,0,,11077.0,0.0,0.0,
357,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.91,,1.0,5.0,7.0,12.0,4.0,4.0,80.0,41.0,32.0,0.0,1,1.0,24.0,0,,21077.0,0.0,0.0,
358,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.77,1:1,1.0,5.0,7.0,12.0,4.0,4.0,80.0,41.0,32.0,0.0,1,1.0,24.0,0,,21078.0,0.0,0.0,
359,44.0,5.0,第2节,第2节,2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,2.5,2.0,0.8,1:1,1.0,5.0,7.0,12.0,4.0,4.0,80.0,41.0,32.0,0.0,1,1.0,24.0,0,,21078.0,0.0,0.0,
360,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.87,1:1,1.0,5.0,7.0,13.0,4.0,4.0,81.2,41.0,42.0,0.0,1,1.0,24.0,0,,21079.0,0.0,0.0,"0.21,0.50"
361,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.87,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,24.0,0,,11077.0,0.0,0.0,
362,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.83,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,24.0,0,,11077.0,0.0,0.0,
363,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.83,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,1.0,1,1.0,24.0,0,,11077.0,0.0,0.0,
364,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.83,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,1.0,1,1.0,24.0,0,,21077.0,0.0,0.0,
365,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.83,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,24.0,0,,21077.0,0.0,0.0,
366,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.87,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,24.0,0,,21077.0,0.0,0.0,
367,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.8,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,11.0,0,,21077.0,0.0,0.0,
368,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.8,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,11.0,0,,21094.0,0.0,0.0,"0.33,0.44"
369,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,11.0,0,,11077.0,0.0,0.0,
370,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,11.0,0,,11094.0,0.0,0.0,"0.75,0.28"
371,44.0,5.0,第2节,第2节,2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,2.5,2.0,0.8,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,11.0,0,,21077.0,0.0,0.0,
372,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.87,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,1.0,1.0,0,,21077.0,0.0,0.0,
373,44.0,5.0,第2节,第2节,3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,3.5,2.0,0.83,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,0.0,1.0,0,,21077.0,0.0,0.0,
374,44.0,5.0,第2节,第2节,3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,3.5,2.0,0.83,,1.0,5.0,7.0,13.0,4.0,4.0,81.2,42.0,32.0,0.0,1,0.0,44.0,0,,21077.0,0.0,0.0,
375,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,4.0,81.2,42.0,44.0,0.0,1,0.0,44.0,0,,21074.0,0.0,0.0,"0.08,0.49"
376,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,4.0,81.2,44.0,32.0,0.0,1,0.0,44.0,0,,11077.0,0.0,0.0,
377,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,4.0,81.2,44.0,32.0,0.0,1,0.0,27.0,0,,11077.0,0.0,0.0,
378,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,32.0,0.0,1,0.0,27.0,0,,21086.0,0.0,0.0,
379,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,32.0,0.0,1,0.0,27.0,0,,11077.0,0.0,0.0,
380,44.0,5.0,第2节,第2节,2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,2.5,2.0,0.87,1:2,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,32.0,0.0,1,0.0,27.0,0,,11078.0,0.0,0.0,
381,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.8,1:2,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,32.0,0.0,1,0.0,27.0,0,,11079.0,0.0,0.0,"0.80,0.50"
382,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.83,2:2,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,33.0,0.0,1,0.0,27.0,0,,11078.0,0.0,0.0,"0.80,0.50"
383,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.83,2:2,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,33.0,0.0,1,0.0,27.0,0,,11080.0,0.0,0.0,"0.80,0.50"
384,44.0,5.0,第2节,第2节,3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,3.5,2.0,0.8,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,33.0,0.0,1,0.0,27.0,0,,21077.0,0.0,0.0,
385,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.87,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,33.0,0.0,1,0.0,26.0,0,,21077.0,0.0,0.0,
386,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.87,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,33.0,0.0,1,0.0,26.0,0,,21077.0,0.0,0.0,
387,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.87,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,33.0,0.0,1,0.0,19.0,0,,21077.0,0.0,0.0,
388,44.0,5.0,第2节,第2节,2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,2.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,33.0,0.0,1,0.0,19.0,0,,11077.0,0.0,0.0,
389,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,33.0,0.0,1,0.0,19.0,0,,11074.0,0.0,0.0,"0.92,0.59"
390,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,19.0,0,,21077.0,0.0,0.0,
391,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,19.0,0,,21077.0,0.0,0.0,
392,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,15.0,0,,21077.0,0.0,0.0,
393,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,15.0,0,,21077.0,0.0,0.0,
394,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,14.0,0,,21077.0,0.0,0.0,
395,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,14.0,0,,11081.0,0.0,0.0,
396,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,0.0,0,,11081.0,0.0,0.0,
397,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,0.0,0,,1083.0,0.0,0.0,
398,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1.0,1.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,0.0,0,,1083.0,0.0,0.0,
399,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1.0,0.0,5.0,8.0,13.0,4.0,5.0,81.2,44.0,35.0,0.0,1,0.0,0.0,0,,1083.0,0.0,0.0,
400,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1.0,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,0.0,0.0,0,,1083.0,0.0,0.0,
401,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1.0,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0,
402,44.0,5.0,第2节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1.0,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0,
403,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1.0,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0,
404,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1.0,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0,
405,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,1.0,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0,
406,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.8,1.0,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0,
407,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.8,1.0,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0,
408,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.87,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,10.0,0.0,0,,1089.0,0.0,0.0,
409,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.87,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,9.0,43.0,0,,11077.0,0.0,0.0,
410,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.87,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,35.0,0.0,1,9.0,43.0,0,,11074.0,0.0,0.0,"0.89,0.58"
411,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.87,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,37.0,0.0,1,9.0,43.0,0,,21077.0,0.0,0.0,
412,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.83,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,37.0,0.0,1,9.0,43.0,0,,21077.0,0.0,0.0,
413,44.0,5.0,第3节,第3节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,3.0,0.83,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,37.0,0.0,1,9.0,14.0,0,,11077.0,0.0,0.0,
414,44.0,5.0,第3节,第3节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,3.0,0.83,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,37.0,0.0,1,9.0,14.0,0,,11075.0,0.0,0.0,"0.66,0.46"
415,44.0,5.0,第3节,第3节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,3.0,0.83,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,40.0,0.0,1,9.0,14.0,0,,21077.0,0.0,0.0,
416,44.0,5.0,第3节,第3节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,3.0,0.83,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,40.0,0.0,1,9.0,14.0,0,,21077.0,0.0,0.0,
417,44.0,5.0,第3节,第3节,3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,3.5,3.0,0.83,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,40.0,0.0,1,9.0,4.0,0,,21077.0,0.0,0.0,
418,44.0,5.0,第3节,第3节,3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,3.5,3.0,0.87,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,40.0,0.0,1,9.0,4.0,0,,21077.0,0.0,0.0,
419,44.0,5.0,第3节,第3节,3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,3.5,3.0,0.8,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,40.0,0.0,1,9.0,4.0,0,,21077.0,0.0,0.0,
420,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.91,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,40.0,0.0,1,9.0,4.0,0,,21077.0,0.0,0.0,
421,44.0,5.0,第3节,第3节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,3.0,0.77,,0.0,5.0,8.0,13.0,4.0,0.0,81.2,44.0,40.0,0.0,1,8.0,42.0,0,,21077.0,0.0,0.0,
422,44.0,5.0,第3节,第3节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,3.0,0.77,,0.0,6.0,8.0,13.0,4.0,0.0,81.2,44.0,47.0,0.0,1,8.0,42.0,0,,21075.0,0.0,0.0,"0.26,0.73"
423,44.0,5.0,第3节,第3节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,3.0,0.77,,0.0,6.0,8.0,13.0,4.0,0.0,81.2,47.0,40.0,0.0,1,8.0,42.0,0,,11077.0,0.0,0.0,
424,44.0,5.0,第3节,第3节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,3.0,0.77,,0.0,6.0,8.0,13.0,4.0,0.0,81.2,47.0,40.0,0.0,1,8.0,20.0,0,,11077.0,0.0,0.0,
425,44.0,5.0,第3节,第3节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,3.0,0.77,,0.0,6.0,8.0,13.0,4.0,0.0,81.2,47.0,40.0,0.0,1,8.0,20.0,0,,21077.0,0.0,0.0,
426,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.91,,0.0,6.0,8.0,13.0,4.0,0.0,81.2,47.0,40.0,0.0,1,8.0,17.0,0,,21077.0,0.0,0.0,
427,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.91,,0.0,6.0,8.0,13.0,4.0,0.0,81.2,47.0,40.0,0.0,1,8.0,17.0,0,,11086.0,0.0,0.0,
428,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.91,,0.0,6.0,8.0,13.0,4.0,0.0,81.2,47.0,40.0,0.0,1,8.0,17.0,0,,21077.0,0.0,0.0,
429,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.83,1:2,0.0,6.0,8.0,13.0,4.0,0.0,81.2,47.0,40.0,0.0,1,8.0,17.0,0,,21078.0,0.0,0.0,
430,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.83,1:2,0.0,6.0,8.0,14.0,4.0,0.0,82.4,47.0,48.0,0.0,1,8.0,17.0,0,,21079.0,0.0,0.0,"0.20,0.50"
431,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.83,2:2,0.0,6.0,8.0,14.0,4.0,0.0,82.4,48.0,40.0,0.0,1,8.0,17.0,0,,21078.0,0.0,0.0,"0.20,0.50"
432,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,0.71,2:2,0.0,6.0,8.0,14.0,4.0,0.0,82.4,48.0,40.0,0.0,1,8.0,17.0,0,,21078.0,0.0,0.0,"0.20,0.50"
433,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,1.0,2:2,0.0,6.0,8.0,14.0,4.0,0.0,82.4,48.0,40.0,1.0,1,8.0,17.0,0,,21078.0,0.0,0.0,"0.20,0.50"
434,44.0,5.0,第3节,第3节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,3.0,1.0,2:2,0.0,6.0,8.0,15.0,4.0,0.0,83.3,48.0,49.0,1.0,1,8.0,17.0,0,,21079.0,0.0,0.0,"0.20,0.50"
