,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
130,,,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-5.5,2.0,0.83,,0.0,,6.0,5.0,,0.0,83.3,20.0,18.0,0.0,1,9.0,33.0,0,,21077.0,0.0,0.0,
131,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,0.0,83.3,20.0,18.0,0.0,1,9.0,27.0,0,,21077.0,0.0,0.0,
132,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.8,,0.0,,6.0,5.0,,0.0,83.3,20.0,18.0,0.0,1,9.0,27.0,0,,21077.0,0.0,0.0,
133,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,0.0,1,9.0,27.0,0,,21086.0,0.0,0.0,
134,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,0.0,1,9.0,27.0,0,,11077.0,0.0,0.0,
135,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,0.0,1,9.0,27.0,0,,11094.0,0.0,0.0,"0.66,0.55"
136,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,0.0,1,9.0,27.0,0,,21077.0,0.0,0.0,
137,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,0.0,1,9.0,12.0,0,,21077.0,0.0,0.0,
138,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,0.0,1,9.0,12.0,0,,21094.0,0.0,0.0,"0.32,0.56"
139,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,0.0,1,9.0,3.0,0,,11077.0,0.0,0.0,
140,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,0.0,1,9.0,3.0,0,,11095.0,0.0,0.0,"0.92,0.47"
141,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,0.0,1,8.0,57.0,0,,21077.0,0.0,0.0,
142,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,1.0,1,8.0,57.0,0,,21077.0,0.0,0.0,
143,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,1.0,1,8.0,57.0,0,,11077.0,0.0,0.0,
144,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,18.0,1.0,1,8.0,57.0,0,,11074.0,0.0,0.0,"0.92,0.47"
145,,,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,1.0,1,8.0,57.0,0,,21077.0,0.0,0.0,
146,,,第2节,第2节,-7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-7.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,0.0,1,8.0,57.0,0,,21077.0,0.0,0.0,
147,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,0.0,1,8.0,56.0,0,,21077.0,0.0,0.0,
148,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,0.0,1,8.0,56.0,0,,21095.0,0.0,0.0,"0.09,0.41"
149,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,0.0,1,8.0,42.0,0,,11077.0,0.0,0.0,
150,,,第2节,第2节,-6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-6.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,0.0,1,8.0,42.0,0,,11077.0,0.0,0.0,
151,,,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,0.0,1,8.0,42.0,0,,11077.0,0.0,0.0,
152,,,第2节,第2节,-7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-7.5,2.0,0.8,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,0.0,1,8.0,42.0,0,,11077.0,0.0,0.0,
153,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,0.0,1,8.0,36.0,0,,11077.0,0.0,0.0,
154,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,20.0,0.0,1,8.0,36.0,0,,11074.0,0.0,0.0,"0.97,0.57"
155,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,8.0,36.0,0,,21077.0,0.0,0.0,
156,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,8.0,13.0,0,,21077.0,0.0,0.0,
157,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,8.0,13.0,0,,11086.0,0.0,0.0,
158,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,8.0,13.0,0,,21077.0,0.0,0.0,
159,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,8.0,3.0,0,,21077.0,0.0,0.0,
160,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,8.0,3.0,0,,11077.0,0.0,0.0,
161,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,49.0,0,,21077.0,0.0,0.0,
162,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,49.0,0,,21077.0,0.0,0.0,
163,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,49.0,0,,21077.0,0.0,0.0,
164,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,49.0,0,,21077.0,0.0,0.0,
165,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,40.0,0,,21077.0,0.0,0.0,
166,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,40.0,0,,21094.0,0.0,0.0,"0.28,0.29"
167,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,40.0,0,,11077.0,0.0,0.0,
168,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.83,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,40.0,0,,11095.0,0.0,0.0,"0.93,0.53"
169,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,40.0,0,,21077.0,0.0,0.0,
170,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,25.0,0,,21077.0,0.0,0.0,
171,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,25.0,0,,21077.0,0.0,0.0,
172,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,,0.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,20.0,0,,21077.0,0.0,0.0,
173,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,,1.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,20.0,0,,11086.0,0.0,0.0,
174,,,第2节,第2节,-6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-6.5,2.0,0.83,,1.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,20.0,0,,21077.0,0.0,0.0,
175,,,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,20.0,0,,21094.0,0.0,0.0,"0.30,0.31"
176,,,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,11.0,0,,11077.0,0.0,0.0,
177,,,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,11.0,0,,11094.0,0.0,0.0,"0.71,0.37"
178,,,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,4.0,0,,21077.0,0.0,0.0,
179,,,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,4.0,0,,11077.0,0.0,0.0,
180,,,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,2.0,0,,11077.0,0.0,0.0,
181,,,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,5.0,,1.0,83.3,20.0,22.0,0.0,1,7.0,2.0,0,,11074.0,0.0,0.0,"0.94,0.47"
182,,,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,5.0,,1.0,83.3,20.0,24.0,0.0,1,7.0,2.0,0,,21077.0,0.0,0.0,
183,,,第2节,第2节,-7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-7.5,2.0,0.8,,1.0,,6.0,5.0,,1.0,83.3,20.0,24.0,0.0,1,7.0,2.0,0,,21077.0,0.0,0.0,
184,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,,6.0,5.0,,1.0,83.3,20.0,24.0,0.0,1,6.0,50.0,0,,21077.0,0.0,0.0,
185,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,,6.0,5.0,,1.0,83.3,20.0,24.0,0.0,1,6.0,50.0,0,,21077.0,0.0,0.0,
186,,,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,,6.0,5.0,,1.0,83.3,20.0,24.0,0.0,1,6.0,49.0,0,,21077.0,0.0,0.0,
187,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,,6.0,5.0,4.0,1.0,83.3,20.0,24.0,0.0,1,6.0,49.0,0,,21081.0,0.0,0.0,
188,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,,6.0,5.0,4.0,1.0,83.3,20.0,24.0,0.0,1,6.0,35.0,0,,21081.0,0.0,0.0,
189,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,,6.0,5.0,4.0,1.0,83.3,20.0,24.0,0.0,1,6.0,35.0,0,,11086.0,0.0,0.0,
190,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,,6.0,5.0,4.0,1.0,83.3,20.0,24.0,0.0,1,6.0,35.0,0,,21077.0,0.0,0.0,
191,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,1:2,1.0,,6.0,5.0,4.0,1.0,83.3,20.0,21.0,0.0,1,6.0,35.0,0,,21078.0,0.0,0.0,
192,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,1:2,1.0,,6.0,6.0,4.0,1.0,85.7,20.0,21.0,0.0,1,6.0,35.0,0,,21079.0,0.0,0.0,"0.21,0.50"
193,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,2:2,1.0,,6.0,6.0,4.0,1.0,85.7,21.0,24.0,0.0,1,6.0,35.0,0,,21078.0,0.0,0.0,"0.21,0.50"
194,44.0,5.0,第2节,第2节,-6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-6.5,2.0,0.8,2:2,1.0,,6.0,6.0,4.0,1.0,85.7,21.0,24.0,0.0,1,6.0,35.0,0,,21078.0,0.0,0.0,"0.21,0.50"
195,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.87,2:2,1.0,,6.0,6.0,4.0,1.0,85.7,21.0,24.0,0.0,1,6.0,35.0,0,,21078.0,0.0,0.0,"0.21,0.50"
196,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,2:2,1.0,,6.0,6.0,4.0,1.0,85.7,21.0,24.0,0.0,1,6.0,35.0,0,,21078.0,0.0,0.0,"0.21,0.50"
197,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,2:2,1.0,,6.0,7.0,4.0,1.0,87.5,21.0,22.0,0.0,1,6.0,35.0,0,,21079.0,0.0,0.0,"0.21,0.50"
198,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,7.0,4.0,1.0,87.5,22.0,24.0,0.0,1,6.0,35.0,0,,11077.0,0.0,0.0,
199,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,7.0,4.0,1.0,87.5,22.0,24.0,1.0,1,6.0,35.0,0,,11077.0,0.0,0.0,
200,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,7.0,4.0,1.0,87.5,22.0,24.0,1.0,1,6.0,35.0,0,,11077.0,0.0,0.0,
201,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,7.0,4.0,1.0,87.5,22.0,24.0,0.0,1,6.0,35.0,0,,11077.0,0.0,0.0,
202,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,7.0,4.0,1.0,87.5,22.0,24.0,0.0,1,6.0,34.0,0,,11077.0,0.0,0.0,
203,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,7.0,4.0,1.0,87.5,22.0,24.0,0.0,1,6.0,34.0,0,,11077.0,0.0,0.0,
204,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.83,,1.0,,6.0,7.0,4.0,1.0,87.5,22.0,24.0,0.0,1,6.0,32.0,0,,11077.0,0.0,0.0,
205,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.8,,1.0,,6.0,7.0,4.0,1.0,87.5,22.0,24.0,0.0,1,6.0,32.0,0,,11077.0,0.0,0.0,
206,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.87,,1.0,,6.0,7.0,4.0,2.0,87.5,22.0,24.0,0.0,1,6.0,32.0,0,,21086.0,0.0,0.0,
207,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.87,,1.0,,6.0,7.0,4.0,2.0,87.5,22.0,24.0,0.0,1,6.0,18.0,0,,11077.0,0.0,0.0,
208,44.0,5.0,第2节,第2节,-7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-7.5,2.0,0.87,,1.0,,6.0,7.0,4.0,2.0,87.5,22.0,24.0,0.0,1,6.0,18.0,0,,21077.0,0.0,0.0,
209,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.8,,1.0,,7.0,7.0,4.0,2.0,87.5,22.0,24.0,0.0,1,6.0,18.0,0,,21074.0,0.0,0.0,"0.21,0.42"
210,44.0,5.0,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-5.5,2.0,0.8,,1.0,,7.0,7.0,4.0,2.0,87.5,22.0,24.0,0.0,1,6.0,18.0,0,,21074.0,0.0,0.0,"0.21,0.42"
211,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,1.0,,7.0,7.0,4.0,2.0,87.5,24.0,24.0,0.0,1,5.0,55.0,0,,11077.0,0.0,0.0,
212,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,1.0,,7.0,7.0,4.0,2.0,87.5,24.0,24.0,0.0,1,5.0,55.0,0,,11077.0,0.0,0.0,
213,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,1.0,,7.0,7.0,4.0,2.0,87.5,24.0,24.0,0.0,1,5.0,54.0,0,,11077.0,0.0,0.0,
214,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,1.0,,7.0,7.0,4.0,2.0,87.5,24.0,24.0,0.0,1,5.0,54.0,0,,11075.0,0.0,0.0,"0.62,0.44"
215,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,1.0,,7.0,7.0,4.0,2.0,87.5,24.0,27.0,0.0,1,5.0,54.0,0,,21077.0,0.0,0.0,
216,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,1.0,,7.0,7.0,4.0,2.0,87.5,24.0,27.0,0.0,1,5.0,35.0,0,,21077.0,0.0,0.0,
217,44.0,5.0,第2节,第2节,-7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-7.5,2.0,0.87,,1.0,,7.0,7.0,4.0,2.0,87.5,24.0,27.0,0.0,1,5.0,35.0,0,,21077.0,0.0,0.0,
218,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,,7.0,7.0,4.0,2.0,87.5,24.0,27.0,0.0,1,5.0,11.0,0,,21077.0,0.0,0.0,
219,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,2.0,7.0,7.0,4.0,2.0,87.5,24.0,27.0,0.0,1,5.0,11.0,0,,21075.0,0.0,0.0,"0.36,0.30"
220,44.0,5.0,第2节,第2节,7.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,7.5,2.0,0.87,,1.0,2.0,7.0,7.0,4.0,2.0,87.5,27.0,27.0,0.0,1,5.0,11.0,0,,11077.0,0.0,0.0,
221,44.0,5.0,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-5.5,2.0,0.83,,1.0,2.0,7.0,7.0,4.0,2.0,87.5,27.0,27.0,0.0,1,5.0,11.0,0,,11077.0,0.0,0.0,
222,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,7.0,4.0,2.0,87.5,27.0,27.0,0.0,1,5.0,11.0,0,,11094.0,0.0,0.0,"0.70,0.21"
223,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,7.0,4.0,2.0,87.5,27.0,27.0,0.0,1,4.0,55.0,0,,21077.0,0.0,0.0,
224,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,7.0,4.0,2.0,87.5,27.0,27.0,0.0,1,4.0,55.0,0,,21077.0,0.0,0.0,
225,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,7.0,4.0,2.0,87.5,27.0,27.0,0.0,1,4.0,46.0,0,,21077.0,0.0,0.0,
226,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,7.0,4.0,2.0,87.5,27.0,27.0,0.0,1,4.0,46.0,0,,11086.0,0.0,0.0,
227,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,7.0,4.0,2.0,87.5,27.0,27.0,0.0,1,4.0,46.0,0,,21077.0,0.0,0.0,
228,44.0,5.0,第2节,第2节,-4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-4.5,2.0,0.83,1:2,1.0,2.0,7.0,7.0,4.0,2.0,87.5,27.0,27.0,0.0,1,4.0,46.0,0,,21078.0,0.0,0.0,
229,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.83,1:2,1.0,2.0,7.0,8.0,4.0,2.0,88.9,27.0,28.0,0.0,1,4.0,46.0,0,,21079.0,0.0,0.0,"0.21,0.50"
230,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.83,2:2,1.0,2.0,7.0,8.0,4.0,2.0,88.9,28.0,27.0,0.0,1,4.0,46.0,0,,21078.0,0.0,0.0,"0.21,0.50"
231,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.83,2:2,1.0,2.0,7.0,9.0,4.0,2.0,90.0,28.0,29.0,0.0,1,4.0,46.0,0,,21079.0,0.0,0.0,"0.21,0.50"
232,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.83,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,27.0,0.0,1,4.0,46.0,0,,11077.0,0.0,0.0,
233,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.87,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,27.0,0.0,1,4.0,46.0,0,,11077.0,0.0,0.0,
234,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.8,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,27.0,1.0,1,4.0,46.0,0,,11077.0,0.0,0.0,
235,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.8,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,27.0,1.0,1,4.0,46.0,0,,11077.0,0.0,0.0,
