,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
16,,,,第3节,-6.5,0.83,6.5,0.83,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,42.0,38.0,0.0,1,9.0,4.0,0,,21077.0,0.0,1.75
17,,,,第3节,-6.5,0.8,4.5,0.87,154.5,0.83,154.5,0.83,4.5,3.0,0.0,,42.0,38.0,0.0,1,9.0,4.0,0,,21077.0,0.0,1.75
18,,,,第3节,-4.5,0.8,4.5,0.87,154.5,0.83,156.5,0.83,-4.5,3.0,0.0,,42.0,38.0,0.0,1,9.0,4.0,0,,21077.0,0.0,1.75
19,,,,第3节,-4.5,0.8,4.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,42.0,38.0,0.0,1,9.0,4.0,0,,21077.0,0.0,1.75
20,,,,第3节,-4.5,0.8,4.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,42.0,38.0,0.0,1,9.0,4.0,0,,21077.0,0.0,1.75
21,,,,第3节,-4.5,0.83,4.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,42.0,38.0,0.0,1,9.0,4.0,0,,21086.0,0.0,1.75
22,,,,第3节,-4.5,0.83,4.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,1.75,,42.0,38.0,0.0,1,9.0,4.0,0,,11077.0,0.0,1.75
23,,,,第3节,-4.5,0.83,4.5,0.83,157.5,0.83,157.5,0.83,157.5,3.0,0.0,1:1,42.0,38.0,0.0,1,9.0,4.0,0,,11078.0,0.0,1.75
24,,,,第3节,-4.5,0.83,4.5,0.83,157.5,0.83,157.5,0.83,157.5,3.0,1.7,1:1,42.0,38.0,0.0,1,9.0,4.0,0,,11078.0,0.0,1.75
25,,,,第3节,-4.5,0.83,4.5,0.83,157.5,0.83,157.5,0.83,157.5,3.0,0.0,1:1,42.0,38.0,0.0,1,9.0,4.0,0,,11079.0,0.0,1.75
26,,,,第3节,-4.5,0.87,4.5,0.8,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,42.0,38.0,0.0,1,9.0,4.0,0,,21077.0,0.0,1.75
27,,,,第3节,-4.5,0.87,4.5,0.8,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,42.0,39.0,0.0,1,9.0,4.0,0,,21077.0,0.0,1.75
28,,,,第3节,-4.5,0.87,4.5,0.8,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,42.0,39.0,0.0,1,8.0,51.0,0,,21077.0,0.0,1.75
29,,,,第3节,-4.5,0.87,4.5,0.8,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,42.0,39.0,0.0,1,8.0,51.0,0,,21074.0,0.0,1.75
30,,,,第3节,-4.5,0.87,4.5,0.8,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,51.0,0,,11077.0,0.0,1.75
31,,,,第3节,-4.5,0.83,5.5,0.83,157.5,0.83,157.5,0.83,5.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,51.0,0,,11077.0,0.0,1.75
32,,,,第3节,-5.5,0.83,5.5,0.83,157.5,0.83,159.5,0.83,-5.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,51.0,0,,11077.0,0.0,1.75
33,,,,第3节,-5.5,0.83,5.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,51.0,0,,11077.0,0.0,1.75
34,,,,第3节,-5.5,0.83,5.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,51.0,0,,11077.0,0.0,1.75
35,,,,第3节,-5.5,0.83,5.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,51.0,0,,11086.0,0.0,1.75
36,,,,第3节,-5.5,0.8,5.5,0.87,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,51.0,0,,21077.0,0.0,1.75
37,,,,第3节,-5.5,0.8,5.5,0.87,159.5,0.83,159.5,0.83,159.5,3.0,0.0,1:1,44.0,39.0,0.0,1,8.0,51.0,0,,21078.0,0.0,1.75
38,,,,第3节,-5.5,0.8,5.5,0.87,159.5,0.83,159.5,0.83,159.5,3.0,0.0,1:1,44.0,39.0,0.0,1,8.0,51.0,0,,21078.0,0.0,1.75
39,,,,第3节,-5.5,0.8,5.5,0.87,159.5,0.83,159.5,0.83,159.5,3.0,0.0,1:1,44.0,39.0,0.0,1,8.0,51.0,0,,21080.0,0.0,1.75
40,,,,第3节,-5.5,0.8,5.5,0.87,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,49.0,0,,11077.0,0.0,1.75
41,,,,第3节,-5.5,0.83,5.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,49.0,0,,11077.0,0.0,1.75
42,,,,第3节,-5.5,0.83,5.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,47.0,0,,11077.0,0.0,1.75
43,,,,第3节,-5.5,0.83,5.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,39.0,0.0,1,8.0,47.0,0,,11074.0,0.0,1.75
44,,,,第3节,-5.5,0.83,5.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,47.0,0,,21077.0,0.0,1.75
45,,,,第3节,-5.5,0.83,5.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,39.0,0,,21077.0,0.0,1.75
46,,,,第3节,-5.5,0.87,4.5,0.8,159.5,0.83,159.5,0.83,4.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,39.0,0,,21077.0,0.0,1.75
47,,,,第3节,-4.5,0.87,4.5,0.8,159.5,0.83,160.5,0.83,-4.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,39.0,0,,21077.0,0.0,1.75
48,,,,第3节,-4.5,0.87,4.5,0.8,160.5,0.83,160.5,0.83,160.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,39.0,0,,21077.0,0.0,1.75
49,,,,第3节,-4.5,0.87,4.5,0.8,160.5,0.83,160.5,0.83,160.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,39.0,0,,21077.0,0.0,1.75
50,,,,第3节,-4.5,0.83,3.5,0.83,160.5,0.83,160.5,0.83,3.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,39.0,0,,11077.0,0.0,1.75
51,,,,第3节,-3.5,0.83,3.5,0.83,160.5,0.83,159.5,0.83,-3.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,39.0,0,,11077.0,0.0,1.75
52,,,,第3节,-3.5,0.83,3.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,39.0,0,,11077.0,0.0,1.75
53,,,,第3节,-3.5,0.83,3.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,39.0,0,,11077.0,0.0,1.75
54,,,,第3节,-3.5,0.83,3.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.47,,44.0,41.0,0.0,1,8.0,19.0,0,,11077.0,0.0,1.75
55,,,,第3节,-3.5,0.83,3.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.47,,44.0,41.0,0.0,1,8.0,19.0,0,,21077.0,0.0,1.75
56,,,,第3节,-3.5,0.83,3.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.47,,44.0,41.0,0.0,1,8.0,2.0,0,,21077.0,0.0,1.75
57,,,,第3节,-3.5,0.83,4.5,0.83,159.5,0.83,159.5,0.83,4.5,3.0,0.47,,44.0,41.0,0.0,1,8.0,2.0,0,,21077.0,0.0,1.75
58,,,,第3节,-4.5,0.83,4.5,0.83,159.5,0.83,157.5,0.83,-4.5,3.0,0.47,,44.0,41.0,0.0,1,8.0,2.0,0,,21077.0,0.0,1.75
59,,,,第3节,-4.5,0.83,4.5,0.83,157.5,0.83,157.5,0.83,157.5,3.0,0.47,,44.0,41.0,0.0,1,8.0,2.0,0,,21077.0,0.0,1.75
60,,,,第3节,-4.5,0.83,4.5,0.83,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,2.0,0,,21077.0,0.0,1.75
61,,,,第3节,-4.5,0.83,3.5,0.83,157.5,0.83,157.5,0.83,3.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,2.0,0,,11077.0,0.0,1.75
62,,,,第3节,-3.5,0.83,3.5,0.83,157.5,0.83,156.5,0.83,-3.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,2.0,0,,11077.0,0.0,1.75
63,,,,第3节,-3.5,0.83,3.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,44.0,41.0,0.0,1,8.0,2.0,0,,11077.0,0.0,1.75
64,,,,第3节,-3.5,0.83,3.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,1.5,,44.0,41.0,0.0,1,8.0,2.0,0,,11077.0,0.0,1.75
65,,,,第3节,-3.5,0.83,3.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,46.0,0,,11077.0,0.0,1.75
66,,,,第3节,-3.5,0.83,3.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,46.0,0,,11077.0,0.0,1.75
67,,,,第3节,-3.5,0.83,3.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,32.0,0,,11077.0,0.0,1.75
68,,,,第3节,-3.5,0.83,3.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,32.0,0,,21086.0,0.0,1.75
69,,,,第3节,-3.5,0.87,3.5,0.8,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,32.0,0,,11077.0,0.0,1.75
70,,,,第3节,-3.5,0.87,3.5,0.8,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,32.0,0,,11077.0,0.0,1.75
71,,,,第3节,-3.5,0.8,2.5,0.87,155.5,0.83,155.5,0.83,2.5,3.0,0.0,1:2,44.0,41.0,0.0,1,7.0,32.0,0,,11078.0,0.0,1.75
72,,,,第3节,-2.5,0.8,2.5,0.87,155.5,0.83,156.5,0.83,-2.5,3.0,0.0,1:2,44.0,41.0,0.0,1,7.0,32.0,0,,11078.0,0.0,1.75
73,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.0,1:2,44.0,41.0,0.0,1,7.0,32.0,0,,11078.0,0.0,1.75
74,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,1.3,1:2,44.0,41.0,0.0,1,7.0,32.0,0,,11078.0,0.0,1.75
75,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.56,1:2,44.0,41.0,0.0,1,7.0,32.0,0,,11080.0,0.0,1.75
76,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.56,2:2,44.0,41.0,0.0,1,7.0,32.0,0,,11078.0,0.0,1.75
77,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.56,2:2,44.0,41.0,0.0,1,7.0,32.0,0,,11080.0,0.0,1.75
78,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.56,,44.0,41.0,0.0,1,7.0,28.0,0,,21077.0,0.0,1.75
79,,,,第3节,-2.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,4.5,3.0,0.56,,44.0,41.0,0.0,1,7.0,28.0,0,,21077.0,0.0,1.75
80,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,155.5,0.83,-4.5,3.0,0.56,,44.0,41.0,0.0,1,7.0,28.0,0,,21077.0,0.0,1.75
81,,,,第3节,-4.5,0.87,4.5,0.8,155.5,0.83,155.5,0.83,155.5,3.0,0.56,,44.0,41.0,0.0,1,7.0,28.0,0,,21077.0,0.0,1.75
82,,,,第3节,-4.5,0.87,4.5,0.8,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,28.0,0,,21077.0,0.0,1.75
83,,,,第3节,-4.5,0.87,4.5,0.8,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,28.0,0,,21086.0,0.0,1.75
84,,,,第3节,-4.5,0.83,2.5,0.83,155.5,0.83,155.5,0.83,2.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,28.0,0,,11077.0,0.0,1.75
85,,,,第3节,-2.5,0.83,2.5,0.83,155.5,0.83,155.5,0.83,-2.5,3.0,1.25,,44.0,41.0,0.0,1,7.0,28.0,0,,11077.0,0.0,1.75
86,,,,第3节,-2.5,0.83,2.5,0.83,155.5,0.83,155.5,0.83,-2.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,25.0,0,,11077.0,0.0,1.75
87,,,,第3节,-2.5,0.83,2.5,0.83,155.5,0.83,155.5,0.83,-2.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,25.0,0,,11077.0,0.0,1.75
88,,,,第3节,-2.5,0.83,2.5,0.83,155.5,0.83,155.5,0.83,-2.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,20.0,0,,11077.0,0.0,1.75
89,,,,第3节,-2.5,0.83,2.5,0.83,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,20.0,0,,11077.0,0.0,1.75
90,,,,第3节,-2.5,0.83,2.5,0.83,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,7.0,0,,11077.0,0.0,1.75
91,,,,第3节,-2.5,0.8,1.5,0.87,154.5,0.83,154.5,0.83,1.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,7.0,0,,11077.0,0.0,1.75
92,,,,第3节,-1.5,0.8,1.5,0.87,154.5,0.83,156.5,0.83,-1.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,7.0,0,,11077.0,0.0,1.75
93,,,,第3节,-1.5,0.8,1.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,44.0,41.0,0.0,1,7.0,7.0,0,,11077.0,0.0,1.75
94,,,,第3节,-1.5,0.8,1.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,1.1,,44.0,41.0,0.0,1,7.0,7.0,0,,11077.0,0.0,1.75
95,,,,第3节,-1.5,0.8,1.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.66,,44.0,41.0,0.0,1,7.0,7.0,0,,11074.0,0.0,1.75
96,,,,第3节,-1.5,0.8,1.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.66,,44.0,43.0,0.0,1,7.0,7.0,0,,21077.0,0.0,1.75
97,,,,第3节,-1.5,0.8,1.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.66,,44.0,43.0,0.0,1,6.0,57.0,0,,21077.0,0.0,1.75
98,,,,第3节,-1.5,0.8,1.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.66,,44.0,43.0,0.0,1,6.0,57.0,0,,21074.0,0.0,1.75
99,,,,第3节,-1.5,0.8,1.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.66,,46.0,43.0,0.0,1,6.0,57.0,0,,11077.0,0.0,1.75
100,,,,第3节,-1.5,0.83,2.5,0.83,156.5,0.83,156.5,0.83,2.5,3.0,0.66,,46.0,43.0,0.0,1,6.0,57.0,0,,11077.0,0.0,1.75
101,,,,第3节,-2.5,0.83,2.5,0.83,156.5,0.83,158.5,0.83,-2.5,3.0,0.66,,46.0,43.0,0.0,1,6.0,57.0,0,,11077.0,0.0,1.75
102,,,,第3节,-2.5,0.83,2.5,0.83,158.5,0.83,158.5,0.83,158.5,3.0,0.66,,46.0,43.0,0.0,1,6.0,57.0,0,,11077.0,0.0,1.75
103,,,,第3节,-2.5,0.83,2.5,0.83,158.5,0.83,158.5,0.83,158.5,3.0,1.25,,46.0,43.0,0.0,1,6.0,57.0,0,,11077.0,0.0,1.75
104,,,,第3节,-2.5,0.83,3.5,0.83,158.5,0.83,158.5,0.83,3.5,3.0,0.0,,46.0,43.0,0.0,1,6.0,57.0,0,,21077.0,0.0,1.75
105,,,,第3节,-3.5,0.83,3.5,0.83,158.5,0.83,155.5,0.83,-3.5,3.0,0.0,,46.0,43.0,0.0,1,6.0,57.0,0,,21077.0,0.0,1.75
106,,,,第3节,-3.5,0.83,3.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,46.0,43.0,0.0,1,6.0,57.0,0,,21077.0,0.0,1.75
107,,,,第3节,-3.5,0.83,3.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,46.0,43.0,0.0,1,6.0,57.0,0,,21077.0,0.0,1.75
108,,,,第3节,-3.5,0.83,3.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,0.47,,46.0,43.0,0.0,1,6.0,30.0,0,,21077.0,0.0,1.75
109,,,,第3节,-3.5,0.83,3.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,0.47,,46.0,43.0,0.0,1,6.0,30.0,0,,21077.0,0.0,1.75
110,,,,第3节,-3.5,0.83,3.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,0.47,,46.0,43.0,0.0,1,6.0,18.0,0,,21077.0,0.0,1.75
111,,,,第3节,-3.5,0.83,3.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,0.47,,46.0,43.0,0.0,1,6.0,18.0,0,,11086.0,0.0,1.75
112,,,,第3节,-3.5,0.8,3.5,0.87,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,46.0,43.0,0.0,1,6.0,18.0,0,,21077.0,0.0,1.75
113,,,,第3节,-3.5,0.87,4.5,0.8,155.5,0.83,155.5,0.83,4.5,3.0,0.45,1:2,46.0,43.0,0.0,1,6.0,18.0,0,,21078.0,0.0,1.75
114,,,,第3节,-4.5,0.87,4.5,0.8,155.5,0.83,156.5,0.83,-4.5,3.0,0.45,1:2,46.0,43.0,0.0,1,6.0,18.0,0,,21078.0,0.0,1.75
115,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,3.0,0.45,1:2,46.0,43.0,0.0,1,6.0,18.0,0,,21078.0,0.0,1.75
116,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,3.0,0.0,1:2,46.0,43.0,0.0,1,6.0,18.0,0,,21078.0,0.0,1.75
117,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,3.0,0.0,1:2,46.0,43.0,0.0,1,6.0,18.0,0,,21079.0,0.0,1.75
118,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,3.0,0.0,2:2,47.0,43.0,0.0,1,6.0,18.0,0,,21078.0,0.0,1.75
119,,,,第3节,-4.5,0.83,4.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,1.7,2:2,47.0,43.0,0.0,1,6.0,18.0,0,,21078.0,0.0,1.75
120,,,,第3节,-4.5,0.83,4.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,2:2,47.0,43.0,0.0,1,6.0,18.0,0,,21080.0,0.0,1.75
121,,,,第3节,-4.5,0.83,4.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,47.0,43.0,0.0,1,6.0,15.0,0,,11077.0,0.0,1.75
122,,,,第3节,-4.5,0.8,3.5,0.87,156.5,0.83,156.5,0.83,3.5,3.0,0.0,,47.0,43.0,0.0,1,6.0,15.0,0,,11077.0,0.0,1.75
123,,,,第3节,-3.5,0.8,3.5,0.87,156.5,0.83,156.5,0.83,-3.5,3.0,0.0,,47.0,43.0,0.0,1,6.0,15.0,0,,11077.0,0.0,1.75
124,,,,第3节,-3.5,0.8,3.5,0.87,156.5,0.83,156.5,0.83,-3.5,3.0,0.45,,47.0,43.0,0.0,1,6.0,3.0,0,,11077.0,0.0,1.75
125,,,,第3节,-3.5,0.8,3.5,0.87,156.5,0.83,156.5,0.83,-3.5,3.0,0.45,,47.0,43.0,0.0,1,6.0,3.0,0,,21086.0,0.0,1.75
126,,,,第3节,-3.5,0.87,3.5,0.8,155.5,0.83,155.5,0.83,155.5,3.0,0.45,,47.0,43.0,0.0,1,6.0,3.0,0,,11077.0,0.0,1.75
127,,,,第3节,-3.5,0.87,3.5,0.8,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,47.0,43.0,0.0,1,6.0,3.0,0,,11077.0,0.0,1.75
128,,,,第3节,-3.5,0.8,2.5,0.87,155.5,0.83,155.5,0.83,2.5,3.0,0.0,1:2,47.0,43.0,0.0,1,6.0,3.0,0,,11078.0,0.0,1.75
129,,,,第3节,-2.5,0.8,2.5,0.87,155.5,0.83,156.5,0.83,-2.5,3.0,0.0,1:2,47.0,43.0,0.0,1,6.0,3.0,0,,11078.0,0.0,1.75
130,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.0,1:2,47.0,43.0,0.0,1,6.0,3.0,0,,11078.0,0.0,1.75
131,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,1.3,1:2,47.0,43.0,0.0,1,6.0,3.0,0,,11078.0,0.0,1.75
132,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.56,1:2,47.0,43.0,0.0,1,6.0,3.0,0,,11080.0,0.0,1.75
133,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.56,2:2,47.0,43.0,0.0,1,6.0,3.0,0,,11078.0,0.0,1.75
134,,,,第3节,-2.5,0.8,2.5,0.87,156.5,0.83,156.5,0.83,156.5,3.0,0.56,2:2,47.0,43.0,0.0,1,6.0,3.0,0,,11080.0,0.0,1.75
135,,,,第3节,-2.5,0.77,3.5,0.91,156.5,0.83,156.5,0.83,3.5,3.0,0.56,,47.0,43.0,0.0,1,6.0,3.0,0,,21077.0,0.0,1.75
136,,,,第3节,-3.5,0.77,3.5,0.91,156.5,0.83,155.5,0.83,-3.5,3.0,0.56,,47.0,43.0,0.0,1,6.0,3.0,0,,21077.0,0.0,1.75
137,,,,第3节,-3.5,0.77,3.5,0.91,155.5,0.83,155.5,0.83,155.5,3.0,0.56,,47.0,43.0,0.0,1,6.0,3.0,0,,21077.0,0.0,1.75
138,,,,第3节,-3.5,0.77,3.5,0.91,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,47.0,43.0,0.0,1,6.0,3.0,0,,21077.0,0.0,1.75
139,,,,第3节,-3.5,0.77,3.5,0.91,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,47.0,43.0,0.0,1,6.0,1.0,0,,21077.0,0.0,1.75
140,,,,第3节,-3.5,0.77,3.5,0.91,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,47.0,43.0,0.0,1,5.0,1.0,0,,21077.0,0.0,1.75
141,,,,第3节,-3.5,0.77,3.5,0.91,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,47.0,43.0,0.0,1,5.0,56.0,0,,21077.0,0.0,1.75
142,,,,第3节,-3.5,0.77,3.5,0.91,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,47.0,43.0,0.0,1,5.0,56.0,0,,21077.0,0.0,1.75
143,,,,第3节,-3.5,0.77,3.5,0.91,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,47.0,43.0,0.0,1,5.0,54.0,0,,21077.0,0.0,1.75
144,,,,第3节,-3.5,0.77,3.5,0.91,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,47.0,43.0,0.0,1,5.0,54.0,0,,21074.0,0.0,1.75
145,,,,第3节,-3.5,0.77,3.5,0.91,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,54.0,0,,11077.0,0.0,1.75
146,,,,第3节,-3.5,0.8,4.5,0.87,155.5,0.83,155.5,0.83,4.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,54.0,0,,11077.0,0.0,1.75
