,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
12,44.0,5.0,4.0,-28.5,0.0,28.5,0.0,3.0,,,,4,4,28.0,16,27,,10,14,1.0,2,3,,3,3,,71.4,60.9,,54,82,0,1,2.0,59.0,1.0,20181010023851.0,21077.0
13,44.0,5.0,4.0,-30.5,0.0,30.5,0.0,3.0,^,,5.0,4,4,28.0,16,27,,10,14,1.0,2,3,,3,3,,71.4,60.9,,54,85,0,1,2.0,54.0,1.0,20181010023856.0,21075^11077
14,44.0,5.0,4.0,-30.5,0.0,30.5,0.0,3.0,^,,5.0,4,4,28.0,16,27,,10,14,1.0,2,3,,3,3,,71.4,60.9,,54,85,0,1,2.0,53.0,1.0,20181010023857.0,21075^11077
15,44.0,5.0,4.0,-30.5,0.0,30.5,0.0,3.0,,,5.0,4,4,28.0,16,27,,10,14,1.0,2,3,,3,3,,71.4,60.9,,54,85,0,1,2.0,44.0,1.0,20181010023905.0,11077.0
16,44.0,5.0,4.0,-31.5,0.0,31.5,0.0,2.0,,,5.0,4,4,28.0,16,27,,10,14,1.0,2,3,,3,3,,71.4,60.9,,54,85,0,1,2.0,40.0,1.0,20181010023910.0,21077.0
17,44.0,5.0,4.0,-30.5,0.0,30.5,0.0,3.0,,,5.0,4,4,28.0,16,27,,10,14,1.0,2,3,,3,3,,71.4,60.9,,54,85,0,1,2.0,37.0,1.0,20181010023914.0,11077.0
18,44.0,5.0,4.0,-29.5,0.0,29.5,0.0,3.0,^,,5.0,4,4,17.0,16,27,,10,14,1.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,29.0,1.0,20181010023922.0,11074^21077
19,44.0,5.0,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,1.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,28.0,1.0,20181010023922.0,21077.0
20,44.0,5.0,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,1.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,23.0,0.0,20181010023927.0,21077.0
21,44.0,5.0,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,24.0,0.0,20181010023934.0,21081.0
22,44.0,5.0,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,24.0,0.0,20181010023935.0,21081.0
23,,,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,24.0,1.0,20181010024044.0,21077.0
24,,,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,23.0,1.0,20181010024045.0,21077.0
25,,,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,24.0,1.0,20181010024045.0,21077.0
26,,,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,15.0,1.0,20181010024053.0,21077.0
27,,,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,7.0,1.0,20181010024101.0,21077.0
28,,,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,5.0,1.0,20181010024103.0,21077.0
29,,,4.0,-29.5,0.0,29.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,4.0,1.0,20181010024104.0,21077.0
30,,,4.0,-28.5,0.0,28.5,0.0,3.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,2.0,0.0,1.0,20181010024109.0,11077.0
31,,,4.0,-28.5,0.0,28.5,0.0,1.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,1.0,59.0,1.0,20181010024109.0,11077.0
32,,,4.0,-29.5,0.0,29.5,0.0,1.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,1.0,56.0,1.0,20181010024112.0,21077.0
33,,,4.0,-29.5,0.0,29.5,0.0,1.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,1.0,47.0,1.0,20181010024120.0,21077.0
34,,,4.0,-29.5,0.0,29.5,0.0,1.0,,,5.0,4,4,17.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,56,85,0,1,1.0,43.0,1.0,20181010024120.0,21077.0
35,,,4.0,-27.5,0.0,27.5,0.0,1.0,^,,5.0,4,4,18.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,58,85,0,1,1.0,43.0,1.0,20181010024134.0,11074^21077
36,,,4.0,-27.5,0.0,27.5,0.0,1.0,,,5.0,4,4,18.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,58,85,0,1,1.0,26.0,1.0,20181010024142.0,21077.0
37,,,4.0,-27.5,0.0,27.5,0.0,1.0,,,5.0,4,4,18.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,58,85,0,1,1.0,18.0,1.0,20181010024151.0,21077.0
38,,,4.0,-27.5,0.0,27.5,0.0,1.0,,,5.0,4,4,18.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,58,85,0,1,1.0,16.0,0.0,20181010024153.0,21077.0
39,,,4.0,-27.5,0.0,27.5,0.0,1.0,,,5.0,4,4,18.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,58,85,0,1,1.0,16.0,1.0,20181010024222.0,21077.0
40,,,4.0,-26.5,0.0,26.5,0.0,1.0,,,5.0,4,4,18.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,58,85,0,1,1.0,15.0,1.0,20181010024223.0,11077.0
41,,,4.0,-25.5,0.0,25.5,0.0,1.0,^,,5.0,4,4,19.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,60,85,0,1,1.0,8.0,1.0,20181010024226.0,11074^21077
42,,,4.0,-25.5,0.0,25.5,0.0,1.0,,,5.0,4,4,19.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,60,85,0,1,0.0,59.0,1.0,20181010024234.0,21077.0
43,,,4.0,-25.5,0.0,25.5,0.0,1.0,,,5.0,4,4,19.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,60,85,0,1,0.0,53.0,0.0,20181010024241.0,21077.0
44,,,4.0,-25.5,0.0,25.5,0.0,1.0,,,5.0,4,4,19.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,60,85,0,1,0.0,53.0,1.0,20181010024246.0,21077.0
45,,,4.0,-24.5,0.0,24.5,0.0,1.0,,,5.0,4,4,19.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,,60,85,0,1,0.0,52.0,1.0,20181010024247.0,11077.0
46,,,4.0,-23.5,0.0,23.5,0.0,1.0,,,5.0,4,4,19.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,62.0,62,85,0,1,0.0,45.0,1.0,20181010024254.0,11077.0
47,,,4.0,-23.5,0.0,23.5,0.0,1.0,,,5.0,4,4,19.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,62.0,62,85,0,1,0.0,44.0,1.0,20181010024255.0,21077.0
48,,,4.0,-23.5,0.0,23.5,0.0,1.0,,,5.0,4,4,19.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,62.0,62,85,0,1,0.0,27.0,1.0,20181010024311.0,21077.0
49,,,4.0,-24.5,0.0,24.5,0.0,1.0,^,,5.0,4,4,29.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,62.0,62,87,0,1,0.0,25.0,1.0,20181010024314.0,21074^11077
50,,,4.0,-24.5,0.0,24.5,0.0,1.0,,,5.0,4,4,29.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,62.0,62,87,0,1,0.0,24.0,1.0,20181010024315.0,11077.0
51,,,4.0,-24.5,0.0,24.5,0.0,1.0,,,5.0,4,4,29.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,62.0,62,87,0,1,0.0,15.0,1.0,20181010024323.0,11077.0
52,,,4.0,-25.5,0.0,25.5,0.0,1.0,,,5.0,4,4,29.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,62.0,62,87,0,1,0.0,14.0,1.0,20181010024325.0,21077.0
53,,,4.0,-24.5,0.0,24.5,0.0,1.0,,,5.0,4,4,29.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,62.0,62,87,0,1,0.0,12.0,1.0,20181010024327.0,11077.0
54,,,4.0,-24.5,0.0,24.5,0.0,1.0,,,5.0,4,4,29.0,16,27,,10,14,2.0,2,3,,3,3,,71.4,60.9,62.0,62,87,0,1,0.0,5.0,0.0,20181010024333.0,11077.0
55,,,4.0,-24.5,0.0,24.5,0.0,1.0,^,1.0,5.0,4,4,29.0,16,27,,10,14,2.0,2,3,4.0,3,3,,71.4,60.9,62.0,62,87,0,1,0.0,8.0,0.0,20181010024428.0,21086^11077
56,,,4.0,-24.5,0.0,24.5,0.0,1.0,1:2,1.0,5.0,4,4,29.0,16,27,,10,14,2.0,2,3,4.0,3,3,,71.4,60.9,62.0,62,87,0,1,0.0,8.0,0.0,20181010024432.0,11078.0
57,,,4.0,-24.5,0.0,24.5,0.0,1.0,1:2^2:2,1.0,5.0,4,4,29.0,16,27,,10,14,2.0,2,3,4.0,3,3,66.7,71.4,60.9,62.0,62,87,0,1,0.0,8.0,0.0,20181010024438.0,11080^11078
58,,,4.0,-24.5,0.0,24.5,0.0,1.0,2:2^,1.0,5.0,4,4,29.0,16,27,11.0,10,14,2.0,2,3,4.0,3,3,68.8,71.4,60.9,62.0,63,87,0,1,0.0,8.0,0.0,20181010024445.0,11079^21077
59,,,4.0,-24.5,0.0,24.5,0.0,1.0,2:2^,1.0,5.0,4,4,29.0,16,27,11.0,10,14,2.0,2,3,4.0,3,3,68.8,71.4,60.9,62.0,63,87,0,1,0.0,7.0,0.0,20181010024445.0,11079^21077
60,,,4.0,-24.5,0.0,24.5,0.0,1.0,,1.0,5.0,4,4,29.0,16,27,11.0,10,14,2.0,2,3,4.0,3,3,68.8,71.4,60.9,62.0,63,87,0,1,0.0,7.0,0.0,20181010024502.0,21077.0
61,,,4.0,-24.5,0.0,24.5,0.0,1.0,,1.0,5.0,4,4,29.0,16,27,11.0,10,14,2.0,2,3,4.0,3,3,68.8,71.4,60.9,62.0,63,87,0,1,0.0,0.0,0.0,20181010024510.0,21077.0
62,,,4.0,-24.5,0.0,24.5,0.0,1.0,,1.0,5.0,4,4,29.0,16,27,11.0,10,14,2.0,2,3,4.0,3,3,68.8,71.4,60.9,62.0,63,87,0,1,0.0,0.0,0.0,20181010024522.0,21077.0
63,,,4.0,-24.5,0.0,24.5,0.0,1.0,,1.0,5.0,4,4,29.0,16,27,11.0,10,14,2.0,2,3,4.0,3,3,68.8,71.4,60.9,62.0,63,87,0,1,0.0,0.0,0.0,20181010024536.0,21077.0
64,,,4.0,-24.5,0.0,24.5,0.0,1.0,,1.0,5.0,4,4,29.0,16,27,11.0,10,14,2.0,2,3,4.0,3,3,68.8,71.4,60.9,62.0,63,87,0,1,0.0,0.0,0.0,20181010024536.0,1084.0
