,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
44,,,第4节,22.5,0.87,-22.5,0.8,146.5,0.83,146.5,0.83,146.5,4.0,,,11.0,3.0,12.0,13.0,10,12.0,4.0,4.0,1.0,0.0,76.9,63.2,47.0,67.0,1.0,1,9.0,1.0,0.0,20180519162053.0,21077.0,0.0,0.0
45,,,第4节,22.5,0.87,-22.5,0.8,146.5,0.83,146.5,0.83,146.5,4.0,,,11.0,3.0,12.0,13.0,10,12.0,4.0,4.0,1.0,0.0,76.9,63.2,47.0,67.0,1.0,1,9.0,1.0,0.0,20180519162053.0,21077.0,0.0,0.0
46,,,第4节,22.5,0.87,-21.5,0.8,146.5,0.83,146.5,0.83,-21.5,4.0,,,11.0,3.0,12.0,13.0,10,12.0,4.0,4.0,1.0,0.0,76.9,63.2,47.0,67.0,1.0,1,9.0,1.0,0.0,20180519162053.0,21077.0,0.0,0.0
47,,,第4节,21.5,0.87,-21.5,0.8,146.5,0.83,147.5,0.83,21.5,4.0,,,11.0,3.0,12.0,13.0,10,12.0,4.0,4.0,1.0,0.0,76.9,63.2,47.0,67.0,1.0,1,9.0,1.0,0.0,20180519162053.0,21077.0,0.0,0.0
48,,,第4节,21.5,0.87,-21.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,,,11.0,3.0,12.0,13.0,10,12.0,4.0,4.0,1.0,0.0,76.9,63.2,47.0,67.0,1.0,1,9.0,1.0,0.0,20180519162053.0,21077.0,0.0,0.0
49,,,第4节,21.5,0.87,-21.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,12.0,4.0,4.0,1.0,0.0,76.9,63.2,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21078.0,0.0,0.0
50,,,第4节,21.5,0.87,-21.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,12.0,4.0,4.0,1.0,0.0,76.9,63.2,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21078.0,0.0,0.0
51,,,第4节,21.5,0.87,-21.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,12.0,4.0,4.0,1.0,0.0,76.9,63.2,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21078.0,0.0,0.0
52,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,,,11.0,3.0,12.0,13.0,10,12.0,4.0,3.0,1.0,0.0,76.9,63.2,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21081.0,0.0,0.0
53,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.83,147.5,0.83,147.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,12.0,4.0,3.0,1.0,0.0,76.9,60.0,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21080.0,0.0,0.0
54,44.0,5.0,第4节,21.5,0.83,-22.5,0.83,147.5,0.83,147.5,0.83,-22.5,4.0,2:2,,11.0,3.0,12.0,13.0,10,12.0,4.0,3.0,1.0,0.0,76.9,60.0,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21078.0,0.0,0.0
55,44.0,5.0,第4节,22.5,0.83,-22.5,0.83,147.5,0.83,146.5,0.83,22.5,4.0,2:2,,11.0,3.0,12.0,13.0,10,12.0,4.0,3.0,1.0,0.0,76.9,60.0,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21078.0,0.0,0.0
56,44.0,5.0,第4节,22.5,0.83,-22.5,0.83,146.5,0.83,146.5,0.83,146.5,4.0,2:2,,11.0,3.0,12.0,13.0,10,12.0,4.0,3.0,1.0,0.0,76.9,60.0,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21078.0,0.0,0.0
57,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,146.5,0.83,147.5,0.83,146.5,4.0,2:2,,11.0,3.0,12.0,13.0,10,12.0,4.0,3.0,1.0,0.0,76.9,60.0,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21078.0,0.0,0.0
58,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,2:2,,11.0,3.0,12.0,13.0,10,12.0,4.0,3.0,1.0,0.0,76.9,60.0,47.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21078.0,0.0,0.0
59,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,2:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,47.0,48.0,0.0,1,9.0,1.0,0.0,20180519162053.0,21079.0,0.0,0.0
60,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,9.0,1.0,0.0,20180519162053.0,11077.0,0.0,0.0
61,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,9.0,1.0,1.0,20180519162254.0,11077.0,0.0,0.0
62,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,9.0,1.0,1.0,20180519162254.0,11077.0,0.0,0.0
63,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,9.0,0.0,1.0,20180519162255.0,11077.0,0.0,0.0
64,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,9.0,0.0,1.0,20180519162255.0,21077.0,0.0,0.0
65,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,147.5,0.83,147.5,0.83,147.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,39.0,1.0,20180519162316.0,21077.0,0.0,0.0
66,44.0,5.0,第4节,22.5,0.83,-21.5,0.83,147.5,0.83,147.5,0.83,-21.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,39.0,1.0,20180519162316.0,21077.0,0.0,0.0
67,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,147.5,0.83,145.5,0.83,21.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,39.0,1.0,20180519162316.0,21077.0,0.0,0.0
68,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,39.0,1.0,20180519162316.0,21077.0,0.0,0.0
69,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,36.0,1.0,20180519162319.0,21077.0,0.0,0.0
70,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,36.0,0.0,20180519162319.0,21077.0,0.0,0.0
71,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,36.0,0.0,20180519162319.0,21077.0,0.0,0.0
72,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,36.0,1.0,20180519162342.0,21077.0,0.0,0.0
73,44.0,5.0,第4节,21.5,0.77,-22.5,0.91,145.5,0.83,145.5,0.83,-22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,36.0,1.0,20180519162342.0,11077.0,0.0,0.0
74,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,145.5,0.83,145.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,34.0,1.0,20180519162344.0,11077.0,0.0,0.0
75,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,145.5,0.83,145.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,34.0,1.0,20180519162344.0,11077.0,0.0,0.0
76,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,145.5,0.83,145.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,20.0,1.0,20180519162356.0,11077.0,0.0,0.0
77,44.0,5.0,第4节,22.5,0.83,-21.5,0.83,145.5,0.83,145.5,0.83,-21.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,20.0,1.0,20180519162356.0,21077.0,0.0,0.0
78,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,145.5,0.83,144.5,0.83,21.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,20.0,1.0,20180519162356.0,21077.0,0.0,0.0
79,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,144.5,0.83,144.5,0.83,144.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,20.0,1.0,20180519162356.0,21077.0,0.0,0.0
80,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,144.5,0.83,144.5,0.83,144.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,14.0,1.0,20180519162400.0,21077.0,0.0,0.0
81,44.0,5.0,第4节,21.5,0.77,-22.5,0.91,144.5,0.83,144.5,0.83,-22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,14.0,1.0,20180519162400.0,11077.0,0.0,0.0
82,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,144.5,0.83,144.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,14.0,1.0,20180519162402.0,11077.0,0.0,0.0
83,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,144.5,0.83,144.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,12.0,0.0,20180519162402.0,11077.0,0.0,0.0
84,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,144.5,0.83,144.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,12.0,0.0,20180519162405.0,11077.0,0.0,0.0
85,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,144.5,0.83,144.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,9.0,0.0,20180519162405.0,11077.0,0.0,0.0
86,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,144.5,0.83,144.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,9.0,1.0,20180519162547.0,11077.0,0.0,0.0
87,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,144.5,0.83,144.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,9.0,1.0,20180519162547.0,11077.0,0.0,0.0
88,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,144.5,0.83,144.5,0.83,22.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,7.0,1.0,20180519162549.0,11077.0,0.0,0.0
89,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,143.5,0.83,143.5,0.83,143.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,8.0,7.0,1.0,20180519162549.0,11077.0,0.0,0.0
90,44.0,5.0,第4节,22.5,0.77,-22.5,0.91,143.5,0.83,143.5,0.83,143.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
91,44.0,5.0,第4节,22.5,0.77,-21.5,0.91,143.5,0.83,143.5,0.83,-21.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
92,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,143.5,0.83,142.5,0.83,21.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
