,AM,AS,ED,PG,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
20,,,,1:3,10,8,18.0,17,20,,11,4,,1,-1,,4,9,66.7,55.0,80.0,,77,68,0,1,1.0,20.0,0.0,20181108165125.0,11078.0
21,,,,1:3^2:3,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,57.1,55.0,80.0,,78,68,0,1,1.0,20.0,0.0,20181108165126.0,11079^11078
22,,,,2:3^3:3,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,20.0,0.0,20181108165138.0,11080^11078
23,,,,,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,20.0,0.0,20181108165139.0,21077.0
24,,,,,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,20.0,1.0,20181108165140.0,21077.0
25,,,,,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,22.0,1.0,20181108165140.0,21077.0
26,,,,,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,21.0,1.0,20181108165140.0,21077.0
27,,,,,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,20.0,0.0,20181108165142.0,21077.0
28,,,,,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,20.0,1.0,20181108165156.0,21077.0
29,,,,,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,19.0,1.0,20181108165157.0,11077.0
30,,,,,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,14.0,0.0,20181108165201.0,11077.0
31,,,,,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,14.0,0.0,20181108165246.0,11077.0
32,,,,1:2,10,8,18.0,17,20,12.0,11,4,,1,-1,,4,9,54.5,55.0,80.0,,78,68,0,1,1.0,15.0,0.0,20181108165247.0,11078.0
33,,,,1:2^2:2,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,56.5,55.0,80.0,,79,68,0,1,1.0,15.0,0.0,20181108165250.0,11079^11078
34,,,,2:2^,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,1.0,15.0,1.0,20181108165256.0,11080^21077
35,,,,,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,1.0,15.0,1.0,20181108165257.0,21077.0
36,,,,,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,1.0,14.0,1.0,20181108165257.0,21077.0
37,,,,,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,1.0,6.0,1.0,20181108165306.0,21077.0
38,,,,,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,1.0,3.0,1.0,20181108165306.0,21077.0
39,,,,,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,0.0,55.0,1.0,20181108165316.0,21077.0
40,,,,,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,0.0,47.0,1.0,20181108165316.0,21077.0
41,,,,,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,0.0,42.0,1.0,20181108165326.0,21077.0
42,,,,,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,0.0,33.0,1.0,20181108165335.0,11077.0
43,,,,,10,8,18.0,17,20,13.0,11,4,,1,-1,,4,9,54.2,55.0,80.0,,79,68,0,1,0.0,33.0,1.0,20181108165338.0,11077.0
44,,,,^,10,8,18.0,17,20,13.0,11,4,,1,-1,11.0,4,9,54.2,55.0,80.0,,79,68,0,1,0.0,33.0,1.0,20181108165349.0,21086^11077
45,,,,1:2,10,8,18.0,17,20,13.0,11,4,,1,-1,11.0,4,9,54.2,55.0,80.0,,79,68,0,1,0.0,33.0,1.0,20181108165350.0,11078.0
46,,,,1:2^2:2,10,8,18.0,17,20,14.0,11,4,,1,-1,11.0,4,9,56.0,55.0,80.0,,80,68,0,1,0.0,33.0,1.0,20181108165355.0,11079^11078
47,,,,2:2^,10,8,18.0,17,20,15.0,11,4,,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,33.0,1.0,20181108165404.0,11079^21077
48,,,,2:2^,10,8,18.0,17,20,15.0,11,4,,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,33.0,1.0,20181108165407.0,11079^21077
49,,,,2:2^,10,8,18.0,17,20,15.0,11,4,,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,30.0,1.0,20181108165408.0,11079^21077
50,,,,,10,8,18.0,17,20,15.0,11,4,,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,31.0,1.0,20181108165408.0,21077.0
51,,,,,10,8,18.0,17,20,15.0,11,4,,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,22.0,1.0,20181108165416.0,21077.0
52,,,,,10,8,18.0,17,20,15.0,11,4,,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,14.0,1.0,20181108165425.0,21077.0
53,,,,,10,8,18.0,17,20,15.0,11,4,,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,7.0,1.0,20181108165428.0,21077.0
54,,,,,10,8,18.0,17,20,15.0,11,4,,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,7.0,1.0,20181108165433.0,21077.0
55,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,3.0,1.0,20181108165449.0,21081.0
56,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,2.0,1.0,20181108165449.0,21081.0
57,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,2.0,1.0,20181108165608.0,11077.0
58,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,0.0,0.0,20181108165611.0,11077.0
59,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,0.0,0.0,20181108165615.0,21077.0
60,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,0.0,1.0,20181108165615.0,21077.0
61,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,0.0,0.0,20181108165616.0,21077.0
62,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,0.0,0.0,20181108165625.0,21077.0
63,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,0.0,0.0,20181108165625.0,1084.0
64,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,0.0,0.0,20181108165631.0,1084.0
65,44.0,5.0,,,10,8,18.0,17,20,15.0,11,4,-2.0,1,-1,11.0,4,9,57.7,55.0,80.0,81.0,81,68,0,1,0.0,0.0,0.0,20181108165631.0,1084.0
