,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
67,,,,第1节,-8.5,0.83,8.5,0.83,170.5,0.83,170.5,0.83,-8.5,1.0,,,5.0,12.0,0.0,1,6.0,GD,23.0,0,,11077.0,0.0,1.5
68,,,,第1节,-8.5,0.83,8.5,0.83,170.5,0.83,170.5,0.83,-8.5,1.0,,,5.0,12.0,0.0,1,6.0,GD,22.0,0,,11077.0,0.0,1.5
69,,,,第1节,-8.5,0.83,8.5,0.83,170.5,0.83,170.5,0.83,-8.5,1.0,,,5.0,12.0,0.0,1,6.0,GD,22.0,0,,21086.0,0.0,1.5
70,,,,第1节,-8.5,0.83,8.5,0.83,170.5,0.83,170.5,0.83,-8.5,1.0,,,5.0,12.0,0.0,1,6.0,GD,22.0,0,,11077.0,0.0,1.5
71,,,,第1节,-8.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,7.5,1.0,,1:2,5.0,12.0,0.0,1,6.0,GD,22.0,0,,11078.0,0.0,1.5
72,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,1:2,5.0,12.0,0.0,1,6.0,GD,22.0,0,,11079.0,0.0,1.5
73,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,2:2,6.0,12.0,0.0,1,6.0,GD,22.0,0,,11078.0,0.0,1.5
74,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,2:2,6.0,12.0,0.0,1,6.0,GD,22.0,0,,11079.0,0.0,1.5
75,,,,第1节,-7.5,0.87,7.5,0.8,170.5,0.83,170.5,0.83,-7.5,1.0,,,7.0,12.0,0.0,1,6.0,GD,22.0,0,,21077.0,0.0,1.5
76,,,,第1节,-7.5,0.87,7.5,0.8,170.5,0.83,170.5,0.83,-7.5,1.0,,,7.0,12.0,0.0,1,6.0,GD,4.0,0,,11077.0,0.0,1.5
77,,,,第1节,-7.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,6.5,1.0,,,7.0,12.0,0.0,1,6.0,GD,4.0,0,,11077.0,0.0,1.5
78,,,,第1节,-6.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,-6.5,1.0,,,7.0,12.0,0.0,1,5.0,GD,56.0,0,,11077.0,0.0,1.5
79,,,,第1节,-6.5,0.87,7.5,0.8,170.5,0.83,170.5,0.83,7.5,1.0,,,7.0,12.0,0.0,1,5.0,GD,56.0,0,,21077.0,0.0,1.5
80,,,,第1节,-7.5,0.87,7.5,0.8,170.5,0.83,170.5,0.83,-7.5,1.0,,,7.0,12.0,0.0,1,5.0,GD,51.0,0,,21077.0,0.0,1.5
81,,,,第1节,-7.5,0.87,7.5,0.8,170.5,0.83,170.5,0.83,-7.5,1.0,,,7.0,12.0,0.0,1,5.0,GD,51.0,0,,11077.0,0.0,1.5
82,,,,第1节,-7.5,0.87,7.5,0.8,170.5,0.83,170.5,0.83,-7.5,1.0,,,7.0,12.0,0.0,1,5.0,GD,49.0,0,,11077.0,0.0,1.5
83,,,,第1节,-7.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,6.5,1.0,,,7.0,12.0,0.0,1,5.0,GD,49.0,0,,11077.0,0.0,1.5
84,,,,第1节,-6.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,-6.5,1.0,,,7.0,12.0,0.0,1,5.0,GD,49.0,0,,11074.0,0.0,1.5
85,,,,第1节,-6.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,-6.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,45.0,0,,21077.0,0.0,1.5
86,,,,第1节,-6.5,0.83,5.5,0.83,170.5,0.83,170.5,0.83,5.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,45.0,0,,21077.0,0.0,1.5
87,,,,第1节,-5.5,0.83,5.5,0.83,170.5,0.83,170.5,0.83,-5.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,26.0,0,,21077.0,0.0,1.5
88,,,,第1节,-5.5,0.83,5.5,0.83,170.5,0.83,170.5,0.83,-5.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,26.0,0,,11077.0,0.0,1.5
89,,,,第1节,-5.5,0.83,5.5,0.83,170.5,0.83,170.5,0.83,-5.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,22.0,0,,11077.0,0.0,1.5
90,,,,第1节,-5.5,0.83,5.5,0.83,170.5,0.83,170.5,0.83,-5.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,22.0,0,,11077.0,0.0,1.5
91,,,,第1节,-5.5,0.83,5.5,0.83,170.5,0.83,170.5,0.83,-5.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,19.0,0,,11077.0,0.0,1.5
92,,,,第1节,-5.5,0.83,5.5,0.83,170.5,0.83,170.5,0.83,-5.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,19.0,0,,21077.0,0.0,1.5
93,,,,第1节,-5.5,0.83,5.5,0.83,170.5,0.83,170.5,0.83,-5.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,19.0,0,,21074.0,0.0,1.5
94,,,,第1节,-5.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,6.5,1.0,,,9.0,12.0,0.0,1,5.0,GD,19.0,0,,11077.0,0.0,1.5
95,,,,第1节,-6.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,-6.5,1.0,,,9.0,14.0,0.0,1,5.0,GD,19.0,0,,11077.0,0.0,1.5
96,,,,第1节,-6.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,-6.5,1.0,,,9.0,14.0,0.0,1,5.0,GD,14.0,0,,11077.0,0.0,1.5
97,,,,第1节,-6.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,-6.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,14.0,0,,21077.0,0.0,1.5
98,,,,第1节,-6.5,0.8,6.5,0.87,170.5,0.83,170.5,0.83,-6.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,53.0,0,,21077.0,0.0,1.5
99,,,,第1节,-6.5,0.87,7.5,0.8,170.5,0.83,170.5,0.83,7.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,53.0,0,,21077.0,0.0,1.5
100,,,,第1节,-7.5,0.87,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,53.0,0,,21077.0,0.0,1.5
101,,,,第1节,-7.5,0.83,6.5,0.83,170.5,0.83,170.5,0.83,6.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,53.0,0,,21077.0,0.0,1.5
102,,,,第1节,-6.5,0.83,6.5,0.83,170.5,0.83,170.5,0.83,-6.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,44.0,0,,21077.0,0.0,1.5
103,,,,第1节,-6.5,0.83,6.5,0.83,170.5,0.83,170.5,0.83,-6.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,44.0,0,,11077.0,0.0,1.5
104,,,,第1节,-6.5,0.83,6.5,0.83,170.5,0.83,170.5,0.83,-6.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,32.0,0,,11077.0,0.0,1.5
105,,,,第1节,-6.5,0.83,6.5,0.83,170.5,0.83,170.5,0.83,-6.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,32.0,0,,11075.0,0.0,1.5
106,,,,第1节,-6.5,0.83,4.5,0.83,170.5,0.83,170.5,0.83,4.5,1.0,,,9.0,14.0,0.0,1,4.0,GD,32.0,0,,21077.0,0.0,1.5
107,,,,第1节,-4.5,0.83,4.5,0.83,170.5,0.83,170.5,0.83,-4.5,1.0,,,12.0,14.0,0.0,1,4.0,GD,32.0,0,,21077.0,0.0,1.5
108,,,,第1节,-4.5,0.83,4.5,0.83,170.5,0.83,170.5,0.83,-4.5,1.0,,,12.0,14.0,0.0,1,4.0,GD,32.0,0,,21074.0,0.0,1.5
109,,,,第1节,-4.5,0.83,4.5,0.83,170.5,0.83,170.5,0.83,-4.5,1.0,,,12.0,16.0,0.0,1,4.0,GD,32.0,0,,11077.0,0.0,1.5
110,,,,第1节,-4.5,0.8,5.5,0.87,170.5,0.83,170.5,0.83,5.5,1.0,,,12.0,16.0,0.0,1,4.0,GD,32.0,0,,11077.0,0.0,1.5
111,,,,第1节,-5.5,0.8,5.5,0.87,170.5,0.83,170.5,0.83,-5.5,1.0,,,12.0,16.0,0.0,1,4.0,GD,10.0,0,,11077.0,0.0,1.5
112,,,,第1节,-5.5,0.83,6.5,0.83,170.5,0.83,170.5,0.83,6.5,1.0,,,12.0,16.0,0.0,1,4.0,GD,10.0,0,,21077.0,0.0,1.5
113,,,,第1节,-6.5,0.83,6.5,0.83,170.5,0.83,170.5,0.83,-6.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,47.0,0,,21077.0,0.0,1.5
114,,,,第1节,-6.5,0.8,5.5,0.87,170.5,0.83,170.5,0.83,5.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,47.0,0,,11077.0,0.0,1.5
115,,,,第1节,-5.5,0.8,5.5,0.87,170.5,0.83,170.5,0.83,-5.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,33.0,0,,11077.0,0.0,1.5
116,,,,第1节,-5.5,0.8,5.5,0.87,170.5,0.83,170.5,0.83,-5.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,33.0,0,,21077.0,0.0,1.5
117,,,,第1节,-5.5,0.8,5.5,0.87,170.5,0.83,170.5,0.83,-5.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,26.0,0,,21077.0,0.0,1.5
118,,,,第1节,-5.5,0.87,6.5,0.8,170.5,0.83,170.5,0.83,6.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,26.0,0,,21077.0,0.0,1.5
119,,,,第1节,-6.5,0.87,6.5,0.83,170.5,0.83,170.5,0.83,-6.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,26.0,0,,21077.0,0.0,1.5
120,,,,第1节,-6.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,7.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,26.0,0,,21077.0,0.0,1.5
121,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,13.0,0,,21077.0,0.0,1.5
122,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,12.0,16.0,0.0,1,3.0,GD,13.0,0,,21074.0,0.0,1.5
123,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,12.0,18.0,0.0,1,3.0,GD,13.0,0,,11077.0,0.0,1.5
124,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,12.0,18.0,0.0,1,2.0,GD,51.0,0,,11077.0,0.0,1.5
125,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,12.0,18.0,0.0,1,2.0,GD,51.0,0,,11074.0,0.0,1.5
126,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,14.0,18.0,0.0,1,2.0,GD,51.0,0,,21077.0,0.0,1.5
127,,,,第1节,-7.5,0.87,6.5,0.8,170.5,0.83,170.5,0.83,6.5,1.0,,,14.0,18.0,0.0,1,2.0,GD,51.0,0,,21077.0,0.0,1.5
128,,,,第1节,-6.5,0.87,6.5,0.83,170.5,0.83,170.5,0.83,-6.5,1.0,,,14.0,18.0,0.0,1,2.0,GD,51.0,0,,21077.0,0.0,1.5
129,,,,第1节,-6.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,7.5,1.0,,,14.0,18.0,0.0,1,2.0,GD,51.0,0,,21077.0,0.0,1.5
130,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,14.0,18.0,0.0,1,2.0,GD,51.0,0,,21074.0,0.0,1.5
131,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,14.0,20.0,0.0,1,2.0,GD,38.0,0,,11077.0,0.0,1.5
132,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,14.0,20.0,0.0,1,2.0,GD,38.0,0,,11074.0,0.0,1.5
133,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,16.0,20.0,0.0,1,2.0,GD,38.0,0,,21077.0,0.0,1.5
134,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,16.0,20.0,0.0,1,2.0,GD,18.0,0,,21077.0,0.0,1.5
135,,,,第1节,-7.5,0.87,6.5,0.8,170.5,0.83,170.5,0.83,6.5,1.0,,,16.0,20.0,0.0,1,2.0,GD,18.0,0,,21077.0,0.0,1.5
136,,,,第1节,-6.5,0.87,6.5,0.8,170.5,0.83,170.5,0.83,-6.5,1.0,,,16.0,20.0,0.0,1,2.0,GD,1.0,0,,21077.0,0.0,1.5
137,,,,第1节,-6.5,0.87,6.5,0.8,170.5,0.83,170.5,0.83,-6.5,1.0,,,16.0,20.0,0.0,1,2.0,GD,1.0,0,,21074.0,0.0,1.5
138,,,,第1节,-6.5,0.87,6.5,0.8,170.5,0.83,170.5,0.83,-6.5,1.0,,,16.0,22.0,0.0,1,2.0,GD,1.0,0,,11077.0,0.0,1.5
139,,,,第1节,-6.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,7.5,1.0,,,16.0,22.0,0.0,1,2.0,GD,1.0,0,,11077.0,0.0,1.5
140,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,16.0,22.0,0.0,1,1.0,GD,46.0,0,,21077.0,0.0,1.5
141,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,16.0,22.0,0.0,1,1.0,GD,46.0,0,,21077.0,0.0,1.5
142,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,16.0,22.0,0.0,1,1.0,GD,40.0,0,,21077.0,0.0,1.5
143,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,16.0,22.0,0.0,1,1.0,GD,40.0,0,,21074.0,0.0,1.5
144,,,,第1节,-7.5,0.83,7.5,0.83,170.5,0.83,170.5,0.83,-7.5,1.0,,,16.0,24.0,0.0,1,1.0,GD,40.0,0,,11077.0,0.0,1.5
145,,,,第1节,-7.5,0.87,9.5,0.8,170.5,0.83,170.5,0.83,9.5,1.0,,,16.0,24.0,0.0,1,1.0,GD,40.0,0,,11077.0,0.0,1.5
146,,,,第1节,-9.5,0.87,9.5,0.8,170.5,0.83,170.5,0.83,-9.5,1.0,,,16.0,24.0,0.0,1,1.0,GD,25.0,0,,11077.0,0.0,1.5
147,,,,第1节,-9.5,0.83,9.5,0.83,170.5,0.83,170.5,0.83,-9.5,1.0,,,16.0,24.0,0.0,1,1.0,GD,25.0,0,,21077.0,0.0,1.5
