,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
15,,,,第3节,46.5,0.8,-45.5,0.87,139.5,0.8,139.5,0.87,-45.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1,6.0,48.0,0,,21077.0
16,,,,第3节,45.5,0.8,-45.5,0.87,139.5,0.8,138.5,0.83,45.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1,6.0,48.0,0,,21077.0
17,,,,第3节,45.5,0.8,-45.5,0.87,138.5,0.83,138.5,0.83,138.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1,6.0,48.0,0,,21077.0
18,,,,第3节,45.5,0.8,-45.5,0.87,138.5,0.83,138.5,0.83,138.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1,6.0,39.0,0,,21077.0
19,,,,第3节,45.5,0.87,-46.5,0.8,138.5,0.83,138.5,0.83,-46.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1,6.0,39.0,0,,11077.0
20,,,,第3节,46.5,0.87,-46.5,0.8,138.5,0.83,144.5,0.91,46.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1,6.0,39.0,0,,11077.0
21,,,,第3节,46.5,0.87,-46.5,0.8,144.5,0.77,144.5,0.91,144.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1,6.0,39.0,0,,11077.0
22,,,,第3节,46.5,0.87,-46.5,0.8,144.5,0.77,144.5,0.91,144.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,0.0,7.0,59.0,0,,11077.0
23,,,,第3节,46.5,0.87,-46.5,0.8,144.5,0.77,144.5,0.91,144.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,0.0,7.0,59.0,0,,11077.0
24,,,,第3节,46.5,0.87,-46.5,0.8,144.5,0.77,144.5,0.91,144.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,32.0,0,,11077.0
25,,,,第3节,46.5,0.77,-45.5,0.91,144.5,0.77,144.5,0.91,-45.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,32.0,0,,21077.0
26,,,,第3节,45.5,0.77,-45.5,0.91,144.5,0.77,138.5,0.91,45.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,32.0,0,,21077.0
27,,,,第3节,45.5,0.77,-45.5,0.91,138.5,0.77,138.5,0.91,138.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,32.0,0,,21077.0
28,,,,第3节,45.5,0.87,-45.5,0.8,138.5,0.77,137.5,0.83,138.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,32.0,0,,21077.0
29,,,,第3节,45.5,0.87,-45.5,0.8,137.5,0.83,137.5,0.83,137.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,32.0,0,,21077.0
30,,,,第3节,45.5,0.87,-45.5,0.8,137.5,0.83,137.5,0.83,137.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,26.0,0,,11077.0
31,,,,第3节,45.5,0.87,-45.5,0.8,137.5,0.83,137.5,0.83,137.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,26.0,0,,11077.0
32,,,,第3节,45.5,0.87,-45.5,0.8,137.5,0.83,137.5,0.83,137.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,11.0,0,,11077.0
33,,,,第3节,45.5,0.87,-44.5,0.8,137.5,0.83,137.5,0.83,-44.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,11.0,0,,21077.0
34,,,,第3节,44.5,0.87,-44.5,0.8,137.5,0.83,136.5,0.83,44.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,11.0,0,,21077.0
35,,,,第3节,44.5,0.87,-44.5,0.8,136.5,0.83,136.5,0.83,136.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,11.0,0,,21077.0
36,,,,第3节,44.5,0.87,-44.5,0.8,136.5,0.83,136.5,0.83,136.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,11.0,0,,21077.0
37,,,,第3节,44.5,0.87,-43.5,0.8,136.5,0.83,136.5,0.83,-43.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,11.0,0,,21077.0
38,,,,第3节,43.5,0.87,-43.5,0.8,136.5,0.83,138.5,0.83,43.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,11.0,0,,21077.0
39,,,,第3节,43.5,0.87,-43.5,0.8,138.5,0.83,138.5,0.83,138.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,11.0,0,,21077.0
40,,,,第3节,43.5,0.87,-43.5,0.8,138.5,0.83,138.5,0.83,138.5,,,,2.0,0.0,8.0,2.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,57.0,0.0,1.0,6.0,7.0,0,,21077.0
41,,,,第3节,43.5,0.87,-43.5,0.8,138.5,0.83,138.5,0.83,138.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,23.0,25.0,0.0,1.0,6.0,7.0,0,,21074.0
42,,,,第3节,43.5,0.87,-43.5,0.8,138.5,0.83,138.5,0.83,138.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,6.0,7.0,0,,11077.0
43,,,,第3节,43.5,0.83,-42.5,0.83,138.5,0.83,138.5,0.83,-42.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,6.0,7.0,0,,21077.0
44,,,,第3节,42.5,0.83,-42.5,0.83,138.5,0.83,137.5,0.83,42.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,6.0,7.0,0,,21077.0
45,,,,第3节,42.5,0.83,-42.5,0.83,137.5,0.83,137.5,0.83,137.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,6.0,7.0,0,,21077.0
46,,,,第3节,42.5,0.83,-42.5,0.83,137.5,0.83,137.5,0.83,137.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,5.0,51.0,0,,21077.0
47,,,,第3节,42.5,0.83,-42.5,0.83,137.5,0.83,137.5,0.83,137.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,5.0,51.0,0,,11077.0
48,,,,第3节,42.5,0.83,-42.5,0.83,137.5,0.83,137.5,0.83,137.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,5.0,43.0,0,,11077.0
49,,,,第3节,42.5,0.83,-43.5,0.83,137.5,0.83,137.5,0.83,-43.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,5.0,43.0,0,,11077.0
50,,,,第3节,43.5,0.83,-43.5,0.8,137.5,0.77,137.5,0.91,43.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,5.0,43.0,0,,11077.0
51,,,,第3节,43.5,0.87,-44.5,0.8,137.5,0.77,137.5,0.91,-44.5,,,,2.0,0.0,8.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,57.0,0.0,1.0,5.0,43.0,0,,11077.0
52,,,,第3节,44.5,0.87,-44.5,0.8,137.5,0.8,137.5,0.87,44.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,59.0,57.0,0.0,1.0,5.0,43.0,0,,11074.0
53,,,,第3节,44.5,0.87,-44.5,0.8,137.5,0.8,137.5,0.87,44.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,43.0,0,,21077.0
54,,,,第3节,44.5,0.83,-45.5,0.83,137.5,0.8,137.5,0.87,-45.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,43.0,0,,21077.0
55,,,,第3节,45.5,0.83,-45.5,0.83,137.5,0.8,138.5,0.83,45.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,43.0,0,,21077.0
56,,,,第3节,45.5,0.83,-45.5,0.83,138.5,0.83,138.5,0.83,138.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,43.0,0,,21077.0
57,,,,第3节,45.5,0.83,-45.5,0.83,138.5,0.83,138.5,0.83,138.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,31.0,0,,21077.0
58,,,,第3节,45.5,0.87,-45.5,0.8,138.5,0.83,138.5,0.83,138.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,31.0,0,,21077.0
59,,,,第3节,45.5,0.83,-46.5,0.83,138.5,0.83,138.5,0.83,-46.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,31.0,0,,21077.0
60,,,,第3节,46.5,0.83,-46.5,0.83,138.5,0.83,137.5,0.87,46.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,31.0,0,,21077.0
61,,,,第3节,46.5,0.83,-46.5,0.83,137.5,0.8,137.5,0.87,137.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,31.0,0,,21077.0
62,,,,第3节,46.5,0.83,-46.5,0.83,137.5,0.8,137.5,0.87,137.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,11.0,0,,21077.0
63,,,,第3节,46.5,0.77,-47.5,0.91,137.5,0.8,137.5,0.87,-47.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,2.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,11.0,0,,11077.0
64,,,,第3节,47.5,0.77,-47.5,0.91,137.5,0.8,137.5,0.87,47.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,11.0,0,,21086.0
65,,,,第3节,47.5,0.77,-47.5,0.91,137.5,0.8,137.5,0.87,47.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,5.0,5.0,0,,11077.0
66,,,,第3节,47.5,0.83,-47.5,0.83,137.5,0.8,137.5,0.87,47.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,4.0,5.0,0,,11077.0
67,,,,第3节,47.5,0.83,-47.5,0.83,137.5,0.8,137.5,0.87,47.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,5.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,4.0,30.0,0,,11077.0
68,44.0,5.0,,第3节,47.5,0.83,-47.5,0.83,137.5,0.8,137.5,0.87,47.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,4.0,30.0,0,,21081.0
69,44.0,5.0,,第3节,47.5,0.83,-47.5,0.83,137.5,0.8,137.5,0.87,47.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,49.0,0,,11077.0
70,44.0,5.0,,第3节,47.5,0.83,-46.5,0.83,137.5,0.8,137.5,0.87,-46.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,49.0,0,,11077.0
71,44.0,5.0,,第3节,46.5,0.83,-46.5,0.83,137.5,0.8,132.5,0.91,46.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,49.0,0,,11077.0
72,44.0,5.0,,第3节,46.5,0.83,-46.5,0.83,132.5,0.77,132.5,0.91,132.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,49.0,0,,11077.0
73,44.0,5.0,,第3节,46.5,0.83,-46.5,0.83,132.5,0.77,132.5,0.91,132.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,44.0,0,,11077.0
74,44.0,5.0,,第3节,46.5,0.8,-46.5,0.87,131.5,0.83,131.5,0.83,131.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,44.0,0,,11077.0
75,44.0,5.0,,第3节,46.5,0.8,-46.5,0.87,131.5,0.83,131.5,0.83,131.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,44.0,0,,21077.0
76,44.0,5.0,,第3节,46.5,0.8,-45.5,0.87,131.5,0.83,131.5,0.83,-45.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,44.0,0,,21077.0
77,44.0,5.0,,第3节,45.5,0.8,-45.5,0.87,131.5,0.83,130.5,0.77,45.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,44.0,0,,21077.0
78,44.0,5.0,,第3节,45.5,0.8,-45.5,0.87,130.5,0.91,130.5,0.77,130.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,44.0,0,,21077.0
79,44.0,5.0,,第3节,45.5,0.8,-45.5,0.87,130.5,0.91,130.5,0.77,130.5,,,,2.0,0.0,9.0,3.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,59.0,0.0,1.0,3.0,33.0,0,,21077.0
80,44.0,5.0,,第3节,45.5,0.8,-45.5,0.87,130.5,0.91,130.5,0.77,130.5,,,,2.0,0.0,9.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,25.0,27.0,0.0,1.0,3.0,33.0,0,,21074.0
81,44.0,5.0,,第3节,45.5,0.8,-45.5,0.87,130.5,0.91,130.5,0.77,130.5,,,,2.0,0.0,9.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,59.0,0.0,1.0,3.0,33.0,0,,11077.0
82,44.0,5.0,,第3节,45.5,0.8,-45.5,0.87,130.5,0.91,130.5,0.77,130.5,,,,2.0,0.0,9.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,59.0,0.0,1.0,3.0,29.0,0,,11077.0
83,44.0,5.0,,第3节,45.5,0.8,-44.5,0.87,130.5,0.91,130.5,0.77,-44.5,,,,2.0,0.0,9.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,59.0,0.0,1.0,3.0,29.0,0,,11077.0
84,44.0,5.0,,第3节,44.5,0.8,-44.5,0.87,130.5,0.91,132.5,0.77,44.5,,,,2.0,0.0,9.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,59.0,0.0,1.0,3.0,29.0,0,,11077.0
85,44.0,5.0,,第3节,44.5,0.8,-44.5,0.87,132.5,0.91,132.5,0.77,132.5,,,,2.0,0.0,9.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,59.0,0.0,1.0,3.0,29.0,0,,11077.0
86,44.0,5.0,,第3节,44.5,0.8,-44.5,0.87,132.5,0.91,132.5,0.77,132.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,61.0,59.0,0.0,1.0,3.0,29.0,0,,11074.0
87,44.0,5.0,,第3节,44.5,0.8,-44.5,0.87,132.5,0.91,132.5,0.77,132.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,3.0,29.0,0,,21077.0
88,44.0,5.0,,第3节,44.5,0.8,-44.5,0.87,132.5,0.91,132.5,0.77,132.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,3.0,10.0,0,,21077.0
89,44.0,5.0,,第3节,44.5,0.87,-44.5,0.8,133.5,0.91,133.5,0.77,133.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,3.0,10.0,0,,21077.0
90,44.0,5.0,,第3节,44.5,0.87,-44.5,0.83,133.5,0.91,133.5,0.77,133.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,3.0,10.0,0,,21077.0
91,44.0,5.0,,第3节,44.5,0.83,-45.5,0.83,133.5,0.91,133.5,0.77,-45.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,3.0,10.0,0,,21077.0
92,44.0,5.0,,第3节,45.5,0.83,-45.5,0.83,133.5,0.91,132.5,0.77,45.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,3.0,10.0,0,,21077.0
93,44.0,5.0,,第3节,45.5,0.83,-45.5,0.83,132.5,0.91,132.5,0.77,132.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,3.0,10.0,0,,21077.0
94,44.0,5.0,,第3节,45.5,0.83,-45.5,0.83,132.5,0.91,132.5,0.77,132.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,54.0,0,,21077.0
95,44.0,5.0,,第3节,45.5,0.83,-45.5,0.83,132.5,0.91,132.5,0.77,132.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,54.0,0,,11077.0
96,44.0,5.0,,第3节,45.5,0.83,-45.5,0.83,132.5,0.91,132.5,0.77,132.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,41.0,0,,11077.0
97,44.0,5.0,,第3节,45.5,0.83,-45.5,0.83,132.5,0.77,132.5,0.91,132.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,41.0,0,,21077.0
98,44.0,5.0,,第3节,45.5,0.83,-45.5,0.83,132.5,0.77,132.5,0.91,132.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,38.0,0,,21077.0
99,44.0,5.0,,第3节,45.5,0.83,-44.5,0.83,132.5,0.77,132.5,0.91,-44.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,38.0,0,,21077.0
100,44.0,5.0,,第3节,44.5,0.83,-44.5,0.83,132.5,0.77,131.5,0.8,44.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,38.0,0,,21077.0
101,44.0,5.0,,第3节,44.5,0.83,-44.5,0.83,131.5,0.87,131.5,0.8,131.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,38.0,0,,21077.0
102,44.0,5.0,,第3节,44.5,0.83,-44.5,0.83,131.5,0.87,131.5,0.8,131.5,,,,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,3.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,23.0,0,,21077.0
103,44.0,5.0,,第3节,44.5,0.83,-44.5,0.83,131.5,0.87,131.5,0.8,131.5,,,1.0,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,4.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,23.0,0,,11086.0
104,44.0,5.0,,第3节,44.5,0.87,-43.5,0.8,131.5,0.87,131.5,0.8,-43.5,,,1.0,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,4.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,23.0,0,,21077.0
105,44.0,5.0,,第3节,43.5,0.87,-43.5,0.8,131.5,0.8,131.5,0.87,43.5,,,1.0,2.0,0.0,10.0,4.0,2.0,3.0,5,4.0,4.0,3.0,25.0,50.0,27.0,61.0,0.0,1.0,2.0,11.0,0,,21077.0
