,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
659,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,5.0,GD,13.0,1.0,20180519013000.0,21077.0,0.0,0.0
660,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,5.0,GD,13.0,1.0,20180519013000.0,21077.0,0.0,0.0
661,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,5.0,GD,12.0,1.0,20180519013002.0,21077.0,0.0,0.0
662,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,5.0,GD,12.0,1.0,20180519013002.0,21077.0,0.0,0.0
663,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,59.0,1.0,20180519013013.0,21077.0,0.0,0.0
664,44.0,5.0,第3节,第3节,155.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,155.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,59.0,1.0,20180519013013.0,21077.0,0.0,0.0
665,44.0,5.0,第3节,第3节,155.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,155.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,53.0,1.0,20180519013018.0,11077.0,0.0,0.0
666,44.0,5.0,第3节,第3节,-37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-37.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,53.0,1.0,20180519013018.0,11077.0,0.0,0.0
667,44.0,5.0,第3节,第3节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,53.0,1.0,20180519013021.0,11077.0,0.0,0.0
668,44.0,5.0,第3节,第3节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,53.0,0.0,20180519013021.0,11077.0,0.0,0.0
669,44.0,5.0,第3节,第3节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,44.0,0.0,20180519013028.0,11077.0,0.0,0.0
670,44.0,5.0,第3节,第3节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,0.0,4.0,GD,44.0,0.0,20180519013028.0,21077.0,0.0,0.0
671,44.0,5.0,第3节,第3节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,0.0,4.0,GD,44.0,1.0,20180519013044.0,21077.0,0.0,0.0
672,44.0,5.0,第3节,第3节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,3.0,0.87,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,44.0,1.0,20180519013044.0,21077.0,0.0,0.0
673,44.0,5.0,第3节,第3节,-36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-36.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,44.0,1.0,20180519013044.0,21077.0,0.0,0.0
674,44.0,5.0,第3节,第3节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,44.0,1.0,20180519013044.0,21077.0,0.0,0.0
675,44.0,5.0,第3节,第3节,154.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,154.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,44.0,1.0,20180519013044.0,21077.0,0.0,0.0
676,44.0,5.0,第3节,第3节,154.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,154.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,41.0,1.0,20180519013047.0,11077.0,0.0,0.0
677,44.0,5.0,第3节,第3节,154.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,154.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,62.0,0.0,1.0,4.0,GD,41.0,1.0,20180519013047.0,11074.0,0.0,0.0
678,44.0,5.0,第3节,第3节,154.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,154.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,64.0,0.0,1.0,4.0,GD,41.0,1.0,20180519013047.0,21077.0,0.0,0.0
679,44.0,5.0,第3节,第3节,-38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-38.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,64.0,0.0,1.0,4.0,GD,41.0,1.0,20180519013047.0,21077.0,0.0,0.0
680,44.0,5.0,第3节,第3节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,64.0,0.0,1.0,4.0,GD,41.0,1.0,20180519013047.0,21077.0,0.0,0.0
681,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,64.0,0.0,1.0,4.0,GD,41.0,1.0,20180519013047.0,21077.0,0.0,0.0
682,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,10.0,1.0,3.0,0.0,33.3,33.0,64.0,0.0,1.0,4.0,GD,40.0,1.0,20180519013052.0,21077.0,0.0,0.0
683,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,33.0,35.0,0.0,1.0,4.0,GD,40.0,1.0,20180519013052.0,21074.0,0.0,0.0
684,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,40.0,1.0,20180519013052.0,11077.0,0.0,0.0
685,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,33.0,1.0,20180519013055.0,11077.0,0.0,0.0
686,44.0,5.0,第3节,第3节,-37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-37.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,33.0,1.0,20180519013055.0,11077.0,0.0,0.0
687,44.0,5.0,第3节,第3节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,33.0,1.0,20180519013055.0,11077.0,0.0,0.0
688,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,33.0,1.0,20180519013055.0,11077.0,0.0,0.0
689,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,32.0,1.0,20180519013058.0,11077.0,0.0,0.0
690,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,32.0,1.0,20180519013058.0,11077.0,0.0,0.0
691,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,17.0,1.0,20180519013111.0,11077.0,0.0,0.0
692,44.0,5.0,第3节,第3节,-36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-36.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,17.0,1.0,20180519013111.0,21077.0,0.0,0.0
693,44.0,5.0,第3节,第3节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,17.0,1.0,20180519013111.0,21077.0,0.0,0.0
694,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,17.0,1.0,20180519013111.0,21077.0,0.0,0.0
695,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,17.0,1.0,20180519013113.0,21077.0,0.0,0.0
696,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,17.0,1.0,20180519013113.0,21077.0,0.0,0.0
697,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,6.0,1.0,20180519013122.0,21077.0,0.0,0.0
698,44.0,5.0,第3节,第3节,-37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-37.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,6.0,1.0,20180519013122.0,21077.0,0.0,0.0
699,44.0,5.0,第3节,第3节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,6.0,1.0,20180519013122.0,21077.0,0.0,0.0
700,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,6.0,1.0,20180519013122.0,21077.0,0.0,0.0
701,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,6.0,1.0,20180519013125.0,11077.0,0.0,0.0
702,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,64.0,0.0,1.0,4.0,GD,6.0,1.0,20180519013125.0,11074.0,0.0,0.0
703,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,66.0,0.0,1.0,4.0,GD,6.0,1.0,20180519013125.0,21077.0,0.0,0.0
704,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,59.0,1.0,20180519013129.0,21077.0,0.0,0.0
705,44.0,5.0,第3节,第3节,-38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-38.5,3.0,0.87,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,59.0,1.0,20180519013129.0,21077.0,0.0,0.0
706,44.0,5.0,第3节,第3节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,3.0,0.8,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,59.0,1.0,20180519013129.0,21077.0,0.0,0.0
707,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.8,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,59.0,1.0,20180519013129.0,21077.0,0.0,0.0
708,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.8,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,59.0,1.0,20180519013134.0,21077.0,0.0,0.0
709,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.8,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,66.0,0.0,0.0,3.0,GD,58.0,1.0,20180519013134.0,21077.0,0.0,0.0
710,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,0.0,33.3,35.0,66.0,0.0,0.0,3.0,GD,58.0,1.0,20180519013134.0,21077.0,0.0,0.0
711,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,0.0,3.0,GD,58.0,1.0,20180519013134.0,21086.0,0.0,0.0
712,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,1.0,0.0,3.0,GD,58.0,1.0,20180519013134.0,11077.0,0.0,0.0
713,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,1.0,0.0,3.0,GD,58.0,1.0,20180519013134.0,11077.0,0.0,0.0
714,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,1.0,0.0,3.0,GD,58.0,1.0,20180519013134.0,11077.0,0.0,0.0
715,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,1.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11077.0,0.0,0.0
716,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11077.0,0.0,0.0
717,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11077.0,0.0,0.0
718,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11077.0,0.0,0.0
719,44.0,5.0,第3节,第3节,-39.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-39.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11077.0,0.0,0.0
720,44.0,5.0,第3节,第3节,39.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,39.5,3.0,0.8,1:1,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11078.0,0.0,0.0
721,44.0,5.0,第3节,第3节,-38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-38.5,3.0,0.87,1:1,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11078.0,0.0,0.0
722,44.0,5.0,第3节,第3节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,3.0,0.87,1:1,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11078.0,0.0,0.0
723,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.87,1:1,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11078.0,0.0,0.0
724,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.87,1:1,4.0,11.0,1.0,3.0,1.0,33.3,35.0,66.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,11079.0,0.0,0.0
725,44.0,5.0,第3节,第3节,158.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,158.5,3.0,0.87,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,21077.0,0.0,0.0
726,44.0,5.0,第3节,第3节,-39.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-39.5,3.0,0.87,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,21077.0,0.0,0.0
727,44.0,5.0,第3节,第3节,39.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,39.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,21077.0,0.0,0.0
728,44.0,5.0,第3节,第3节,159.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,159.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,58.0,0.0,20180519013139.0,21077.0,0.0,0.0
729,44.0,5.0,第3节,第3节,159.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,159.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,58.0,1.0,20180519013203.0,21077.0,0.0,0.0
730,44.0,5.0,第3节,第3节,159.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,159.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,58.0,1.0,20180519013203.0,21077.0,0.0,0.0
731,44.0,5.0,第3节,第3节,159.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,159.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,57.0,1.0,20180519013204.0,21077.0,0.0,0.0
732,44.0,5.0,第3节,第3节,159.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,159.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,57.0,1.0,20180519013204.0,21077.0,0.0,0.0
733,44.0,5.0,第3节,第3节,159.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,159.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,41.0,1.0,20180519013220.0,21077.0,0.0,0.0
734,44.0,5.0,第3节,第3节,159.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,159.5,3.0,0.77,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,41.0,1.0,20180519013220.0,11077.0,0.0,0.0
735,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.91,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,41.0,1.0,20180519013220.0,11077.0,0.0,0.0
736,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.91,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,41.0,1.0,20180519013222.0,11077.0,0.0,0.0
737,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.91,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,41.0,1.0,20180519013222.0,11077.0,0.0,0.0
738,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.91,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,31.0,1.0,20180519013230.0,11077.0,0.0,0.0
739,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.8,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,31.0,1.0,20180519013230.0,11077.0,0.0,0.0
740,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.87,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,18.0,1.0,20180519013243.0,21077.0,0.0,0.0
741,44.0,5.0,第3节,第3节,-38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-38.5,3.0,0.87,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,18.0,1.0,20180519013243.0,21077.0,0.0,0.0
742,44.0,5.0,第3节,第3节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,3.0,0.87,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,18.0,1.0,20180519013243.0,21077.0,0.0,0.0
743,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.87,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,18.0,1.0,20180519013243.0,21077.0,0.0,0.0
744,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.87,,4.0,11.0,1.0,3.0,1.0,33.3,35.0,67.0,0.0,1.0,3.0,GD,18.0,1.0,20180519013245.0,21077.0,0.0,0.0
745,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.87,,4.0,12.0,1.0,3.0,1.0,33.3,35.0,37.0,0.0,1.0,3.0,GD,18.0,1.0,20180519013245.0,21074.0,0.0,0.0
746,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.87,,4.0,12.0,1.0,3.0,1.0,33.3,37.0,67.0,0.0,1.0,3.0,GD,11.0,1.0,20180519013250.0,11077.0,0.0,0.0
747,44.0,5.0,第3节,第3节,-37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-37.5,3.0,0.87,,4.0,12.0,1.0,3.0,1.0,33.3,37.0,67.0,0.0,1.0,3.0,GD,11.0,1.0,20180519013250.0,11077.0,0.0,0.0
748,44.0,5.0,第3节,第3节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,3.0,0.87,,4.0,12.0,1.0,3.0,1.0,33.3,37.0,67.0,0.0,1.0,3.0,GD,11.0,1.0,20180519013250.0,11077.0,0.0,0.0
749,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.87,,4.0,12.0,1.0,3.0,1.0,33.3,37.0,67.0,0.0,1.0,3.0,GD,11.0,1.0,20180519013250.0,11077.0,0.0,0.0
750,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.87,,4.0,12.0,1.0,3.0,1.0,33.3,37.0,67.0,0.0,1.0,3.0,GD,11.0,1.0,20180519013252.0,11077.0,0.0,0.0
751,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.83,,4.0,12.0,1.0,3.0,1.0,33.3,37.0,67.0,0.0,1.0,3.0,GD,11.0,1.0,20180519013252.0,11077.0,0.0,0.0
752,44.0,5.0,第3节,第3节,157.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,157.5,3.0,0.83,,4.0,12.0,1.0,3.0,1.0,33.3,37.0,67.0,0.0,1.0,2.0,GD,58.0,1.0,20180519013302.0,11077.0,0.0,0.0
753,44.0,5.0,第3节,第3节,156.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,156.5,3.0,0.83,,4.0,12.0,1.0,3.0,1.0,33.3,37.0,67.0,0.0,1.0,2.0,GD,58.0,1.0,20180519013302.0,11077.0,0.0,0.0
