,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,KI,MD,MS,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD,XY
250,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,159.5,0.87,159.5,0.87,159.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,1.0,9242213.0,1.0,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1082.0,,1.35,0.61,
251,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,159.5,0.87,159.5,0.87,159.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1088.0,,1.3,0.63,
252,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,159.5,0.87,159.5,0.87,159.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,50.0,0,,21077.0,,1.3,0.63,
253,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,159.5,0.87,159.5,0.87,159.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,50.0,0,,21095.0,,1.3,0.63,"0.35,0.48"
254,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,158.5,0.87,158.5,0.87,158.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,50.0,0,,11077.0,,1.3,0.63,
255,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,158.5,0.87,158.5,0.87,158.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,30.0,0,,21077.0,,1.3,0.63,
256,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,156.5,0.91,156.5,0.83,156.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,30.0,0,,21077.0,,1.3,0.63,
257,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,156.5,0.91,156.5,0.83,156.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,30.0,0,,21095.0,,1.3,0.63,"0.26,0.40"
258,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,156.5,0.91,156.5,0.83,156.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,16.0,0,,11077.0,,1.3,0.63,
259,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,155.5,0.91,155.5,0.83,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,1.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,16.0,0,,11077.0,,1.3,0.63,
260,44.0,5.0,第2节,第2节,2.5,0.87,-2.5,0.87,155.5,0.91,155.5,0.83,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,16.0,0,,11075.0,,1.3,0.63,"0.75,0.78"
261,44.0,5.0,第2节,第2节,2.5,0.91,-3.5,0.83,155.5,0.91,155.5,0.83,-3.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,16.0,0,,21077.0,,1.3,0.63,
262,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,155.5,0.91,157.5,0.87,3.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,16.0,0,,21077.0,,1.3,0.63,
263,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,16.0,0.0,#0A0A0A,1,9.0,GD,16.0,0,,21077.0,,1.3,0.63,
264,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,19.0,0.0,#0A0A0A,1,8.0,GD,51.0,0,,21077.0,,1.3,0.63,
265,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,19.0,0.0,#0A0A0A,1,8.0,GD,51.0,0,,21077.0,,0.0,0.0,
266,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,19.0,0.0,#0A0A0A,1,8.0,GD,50.0,0,,21077.0,,0.0,0.0,
267,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,19.0,0.0,#0A0A0A,1,8.0,GD,50.0,0,,21077.0,,0.0,0.0,
268,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,8.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,19.0,0.0,#0A0A0A,1,8.0,GD,31.0,0,,21077.0,,0.0,0.0,
269,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,21.0,0.0,#0A0A0A,1,8.0,GD,31.0,0,,21074.0,,0.0,0.0,"0.11,0.77"
270,44.0,5.0,第2节,第2节,3.5,0.8,-3.5,0.95,158.5,0.87,158.5,0.87,158.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,19.0,21.0,0.0,#0A0A0A,1,8.0,GD,31.0,0,,11077.0,,0.0,0.0,
271,44.0,5.0,第2节,第2节,3.5,0.8,-3.5,0.95,158.5,0.87,158.5,0.87,158.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,5.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,19.0,0.0,#0A0A0A,1,8.0,GD,31.0,0,,11077.0,,0.0,0.0,
272,44.0,5.0,第2节,第2节,3.5,0.8,-3.5,0.95,158.5,0.87,158.5,0.87,158.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,19.0,0.0,#0A0A0A,1,8.0,GD,31.0,0,,11074.0,,0.0,0.0,"0.76,0.57"
273,44.0,5.0,第2节,第2节,3.5,0.8,-3.5,0.95,158.5,0.87,158.5,0.87,158.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,19.0,0.0,#0A0A0A,1,8.0,GD,20.0,0,,21077.0,,0.0,0.0,
274,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,159.5,0.87,159.5,0.87,159.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,19.0,0.0,#0A0A0A,1,8.0,GD,20.0,0,,21077.0,,0.0,0.0,
275,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,159.5,0.87,159.5,0.87,159.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,8.0,GD,20.0,0,,21077.0,,0.0,0.0,
276,44.0,5.0,第2节,第2节,3.5,0.8,-3.5,0.95,159.5,0.87,159.5,0.87,159.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,8.0,GD,20.0,0,,21077.0,,0.0,0.0,
277,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,159.5,0.87,159.5,0.87,159.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,8.0,GD,9.0,0,,21077.0,,0.0,0.0,
278,44.0,5.0,第2节,第2节,3.5,0.95,-3.5,0.8,158.5,0.91,158.5,0.83,158.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,8.0,GD,9.0,0,,11077.0,,0.0,0.0,
279,44.0,5.0,第2节,第2节,3.5,0.95,-3.5,0.8,158.5,0.91,158.5,0.83,158.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,8.0,GD,9.0,0,,11095.0,,0.0,0.0,"0.72,0.66"
280,44.0,5.0,第2节,第2节,3.5,0.95,-3.5,0.8,158.5,0.91,158.5,0.83,158.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
281,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,49.0,0,,21077.0,,0.0,0.0,
282,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,49.0,0,,21095.0,,0.0,0.0,"0.28,0.47"
283,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,157.5,0.87,157.5,0.87,157.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,38.0,0,,11077.0,,0.0,0.0,
284,44.0,5.0,第2节,第2节,3.5,0.95,-3.5,0.8,156.5,0.87,156.5,0.87,156.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,38.0,0,,11077.0,,0.0,0.0,
285,44.0,5.0,第2节,第2节,3.5,0.95,-3.5,0.8,156.5,0.87,156.5,0.87,156.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,25.0,0,,11077.0,,1.7,0.47,
286,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,155.5,0.87,155.5,0.87,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,25.0,0,,21077.0,,1.7,0.47,
287,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,155.5,0.87,155.5,0.87,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,23.0,0,,21077.0,,1.7,0.47,
288,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,155.5,0.87,155.5,0.87,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,23.0,0,,21077.0,,0.0,0.0,
289,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,155.5,0.87,155.5,0.87,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,21.0,0,,21077.0,,0.0,0.0,
290,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,155.5,0.87,155.5,0.87,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,21.0,0,,21077.0,,0.0,0.0,
291,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,155.5,0.87,155.5,0.87,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,7.0,GD,17.0,0,,21077.0,,0.0,0.0,
292,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,155.5,0.87,155.5,0.87,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,6.0,GD,17.0,0,,21077.0,,0.0,0.0,
293,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,155.5,0.87,155.5,0.87,155.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,6.0,GD,59.0,0,,21077.0,,0.0,0.0,
294,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,153.5,0.87,153.5,0.87,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,6.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,21.0,0.0,#0A0A0A,1,6.0,GD,59.0,0,,11077.0,,0.0,0.0,
295,44.0,5.0,第2节,第2节,3.5,0.91,-3.5,0.83,153.5,0.87,153.5,0.87,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,23.0,21.0,0.0,#0A0A0A,1,6.0,GD,59.0,0,,11074.0,,1.7,0.47,"0.78,0.69"
296,44.0,5.0,第2节,第2节,3.5,0.87,-4.5,0.87,153.5,0.87,153.5,0.87,-4.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,23.0,21.0,0.0,#0A0A0A,1,6.0,GD,59.0,0,,21077.0,,1.7,0.47,
297,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,153.5,0.87,154.5,0.83,4.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,23.0,21.0,0.0,#0A0A0A,1,6.0,GD,59.0,0,,21077.0,,1.7,0.47,
298,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,154.5,0.91,154.5,0.83,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,23.0,21.0,0.0,#0A0A0A,1,6.0,GD,59.0,0,,21077.0,,1.7,0.47,
299,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,154.5,0.91,154.5,0.83,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,23.0,0.0,#0A0A0A,1,6.0,GD,47.0,0,,21077.0,,1.7,0.47,
300,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,154.5,0.91,154.5,0.83,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,23.0,0.0,#0A0A0A,1,6.0,GD,47.0,0,,11077.0,,1.75,0.45,
301,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,154.5,0.91,154.5,0.83,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,23.0,0.0,#0A0A0A,1,6.0,GD,32.0,0,,11077.0,,1.75,0.45,
302,44.0,5.0,第2节,第2节,4.5,0.91,-4.5,0.83,153.5,0.87,153.5,0.87,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,23.0,0.0,#0A0A0A,1,6.0,GD,32.0,0,,11077.0,,1.75,0.45,
303,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,153.5,0.83,153.5,0.91,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,23.0,0.0,#0A0A0A,1,6.0,GD,32.0,0,,21077.0,,0.0,0.0,
304,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,153.5,0.83,153.5,0.91,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,1.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,23.0,0.0,#0A0A0A,1,6.0,GD,26.0,0,,21077.0,,1.75,0.45,
305,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,153.5,0.83,153.5,0.91,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,2.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,21.0,24.0,0.0,#0A0A0A,1,6.0,GD,26.0,0,,21075.0,,1.75,0.45,"0.28,0.65"
306,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.87,153.5,0.83,153.5,0.91,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,2.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,24.0,23.0,0.0,#0A0A0A,1,6.0,GD,17.0,0,,11077.0,,1.75,0.45,
307,44.0,5.0,第2节,第2节,4.5,0.87,-3.5,0.87,153.5,0.83,153.5,0.91,-3.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,2.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,24.0,23.0,0.0,#0A0A0A,1,6.0,GD,17.0,0,,11077.0,,1.75,0.45,
308,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,153.5,0.83,156.5,0.91,3.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,2.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,24.0,23.0,0.0,#0A0A0A,1,6.0,GD,17.0,0,,11077.0,,1.75,0.45,
309,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,156.5,0.83,156.5,0.91,156.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,2.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,24.0,23.0,0.0,#0A0A0A,1,6.0,GD,17.0,0,,11077.0,,1.75,0.45,
310,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,156.5,0.83,156.5,0.91,156.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,2.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,24.0,23.0,0.0,#0A0A0A,1,6.0,GD,17.0,0,,11095.0,,0.0,0.0,"0.80,0.34"
311,44.0,5.0,第2节,第2节,3.5,0.87,-3.5,0.87,156.5,0.83,156.5,0.91,156.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,,2.0,2.0,7.0,9.0,3.0,0.0,5.0,6.0,0.0,0.0,100.0,0.0,24.0,23.0,0.0,#0A0A0A,1,5.0,GD,58.0,0,,21077.0,,0.0,0.0,
