,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
12,,,,第1节,-2.5,0.83,2.5,0.83,127.5,0.83,127.5,0.83,127.5,1.0,0.63,,,,0.0,1,9.0,GD,36.0,1.0,20180629123303.0,21077.0,0.63,1.2
13,,,,第1节,-2.5,0.83,2.5,0.83,127.5,0.83,127.5,0.83,127.5,1.0,0.63,,,,0.0,1,9.0,GD,36.0,0.0,20180629123303.0,21077.0,0.63,1.2
14,,,,第1节,-2.5,0.83,2.5,0.83,127.5,0.83,127.5,0.83,127.5,1.0,0.63,,,,0.0,1,9.0,GD,11.0,0.0,20180629123326.0,21077.0,0.63,1.2
15,,,,第1节,-2.5,0.83,2.5,0.83,127.5,0.83,127.5,0.83,127.5,1.0,0.63,,,,0.0,1,9.0,GD,11.0,1.0,20180629123326.0,21077.0,0.63,1.2
16,,,,第1节,-2.5,0.83,2.5,0.83,127.5,0.83,127.5,0.83,127.5,1.0,0.63,,,,0.0,1,9.0,GD,11.0,1.0,20180629123332.0,21077.0,0.63,1.2
17,,,,第1节,-2.5,0.83,2.5,0.83,126.5,0.83,126.5,0.83,126.5,1.0,0.63,,,,0.0,1,9.0,GD,11.0,1.0,20180629123332.0,11077.0,0.63,1.2
18,,,,第1节,-2.5,0.83,2.5,0.83,126.5,0.83,126.5,0.83,126.5,1.0,0.63,,,,0.0,1,9.0,GD,10.0,1.0,20180629123333.0,11077.0,0.63,1.2
19,,,,第1节,-2.5,0.83,2.5,0.83,126.5,0.83,126.5,0.83,126.5,1.0,1.1,,,,0.0,1,9.0,GD,10.0,1.0,20180629123333.0,11077.0,0.63,1.2
20,,,,第1节,-2.5,0.83,2.5,0.83,126.5,0.83,126.5,0.83,126.5,1.0,0.66,,,,0.0,1,9.0,GD,1.0,1.0,20180629123344.0,11077.0,0.63,1.2
21,,,,第1节,-2.5,0.83,2.5,0.83,126.5,0.83,126.5,0.83,126.5,1.0,0.66,,,,0.0,1,9.0,GD,1.0,1.0,20180629123344.0,11074.0,0.63,1.2
22,,,,第1节,-2.5,0.83,2.5,0.83,126.5,0.83,126.5,0.83,126.5,1.0,0.66,,0.0,2.0,0.0,1,9.0,GD,1.0,1.0,20180629123344.0,21077.0,0.63,1.2
23,,,,第1节,-2.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,1.5,1.0,0.66,,0.0,2.0,0.0,1,9.0,GD,1.0,1.0,20180629123344.0,21077.0,0.63,1.2
24,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,127.5,0.83,-1.5,1.0,0.66,,0.0,2.0,0.0,1,9.0,GD,1.0,1.0,20180629123344.0,21077.0,0.63,1.2
25,,,,第1节,-1.5,0.87,1.5,0.8,127.5,0.83,127.5,0.83,127.5,1.0,0.66,,0.0,2.0,0.0,1,9.0,GD,1.0,1.0,20180629123344.0,21077.0,0.63,1.2
26,,,,第1节,-1.5,0.87,1.5,0.8,127.5,0.83,127.5,0.83,127.5,1.0,0.87,,0.0,2.0,0.0,1,9.0,GD,1.0,1.0,20180629123344.0,21077.0,0.63,1.2
27,,,,第1节,-1.5,0.87,1.5,0.8,127.5,0.83,127.5,0.83,127.5,1.0,0.8,,0.0,2.0,0.0,1,9.0,GD,0.0,1.0,20180629123346.0,21077.0,0.63,1.2
28,,,,第1节,-1.5,0.87,1.5,0.8,127.5,0.83,127.5,0.83,127.5,1.0,0.8,,0.0,2.0,0.0,1,9.0,GD,0.0,1.0,20180629123346.0,11077.0,0.63,1.2
29,,,,第1节,-1.5,0.87,1.5,0.8,127.5,0.83,127.5,0.83,127.5,1.0,0.8,,0.0,2.0,0.0,1,8.0,GD,45.0,1.0,20180629123402.0,11077.0,0.63,1.2
30,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,0.0,2.0,0.0,1,8.0,GD,45.0,1.0,20180629123402.0,11077.0,0.63,1.2
31,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,0.0,2.0,0.0,1,8.0,GD,35.0,1.0,20180629123414.0,21077.0,0.63,1.2
32,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,0.0,2.0,0.0,1,8.0,GD,35.0,1.0,20180629123414.0,21077.0,0.63,1.2
33,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,0.0,2.0,0.0,1,8.0,GD,35.0,1.0,20180629123416.0,21077.0,0.63,1.2
34,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,0.0,2.0,0.0,1,8.0,GD,35.0,1.0,20180629123416.0,21077.0,0.63,1.2
35,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,0.0,2.0,0.0,0.0,8.0,GD,24.0,1.0,20180629123423.0,21077.0,0.63,1.2
36,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,0.0,2.0,0.0,0.0,8.0,GD,24.0,0.0,20180629123423.0,21077.0,0.63,1.2
37,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,0.0,2.0,0.0,1.0,8.0,GD,24.0,0.0,20180629123423.0,21077.0,0.63,1.2
38,,,,第1节,-1.5,0.87,1.5,0.8,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,0.0,2.0,0.0,1.0,8.0,GD,24.0,1.0,20180629123432.0,21077.0,0.63,1.2
39,,,,第1节,-1.5,0.87,1.5,0.8,125.5,0.83,125.5,0.83,125.5,1.0,0.8,,0.0,2.0,0.0,1.0,8.0,GD,24.0,1.0,20180629123432.0,11077.0,0.63,1.2
40,,,,第1节,-1.5,0.87,1.5,0.8,125.5,0.83,125.5,0.83,125.5,1.0,0.8,,0.0,2.0,0.0,1.0,8.0,GD,23.0,1.0,20180629123433.0,11077.0,0.63,1.2
41,,,,第1节,-1.5,0.87,1.5,0.8,125.5,0.83,125.5,0.83,125.5,1.0,0.8,,0.0,2.0,0.0,1.0,8.0,GD,23.0,1.0,20180629123433.0,21077.0,0.63,1.2
42,,,,第1节,-1.5,0.87,1.5,0.8,125.5,0.83,125.5,0.83,125.5,1.0,0.8,,0.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180629123453.0,21077.0,0.63,1.2
43,,,,第1节,-1.5,0.87,1.5,0.8,124.5,0.83,124.5,0.83,124.5,1.0,0.8,,0.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180629123453.0,21077.0,0.63,1.2
44,,,,第1节,-1.5,0.87,1.5,0.8,124.5,0.83,124.5,0.83,124.5,1.0,0.8,,0.0,2.0,0.0,1.0,8.0,GD,3.0,1.0,20180629123455.0,21077.0,0.63,1.2
45,,,,第1节,-1.5,0.87,1.5,0.8,124.5,0.83,124.5,0.83,124.5,1.0,0.8,,0.0,2.0,0.0,1.0,8.0,GD,3.0,0.0,20180629123455.0,21077.0,0.63,1.2
46,,,,第1节,-1.5,0.87,1.5,0.8,124.5,0.83,124.5,0.83,124.5,1.0,0.8,,0.0,2.0,0.0,1.0,7.0,GD,54.0,0.0,20180629123501.0,21077.0,0.63,1.2
47,,,,第1节,-1.5,0.87,1.5,0.8,124.5,0.83,124.5,0.83,124.5,1.0,0.8,,0.0,2.0,0.0,1.0,7.0,GD,54.0,0.0,20180629123501.0,21086.0,0.63,1.2
48,,,,第1节,-1.5,0.91,1.5,0.77,123.5,0.83,123.5,0.83,123.5,1.0,0.8,,0.0,2.0,0.0,1.0,7.0,GD,54.0,0.0,20180629123501.0,11077.0,0.63,1.2
49,,,,第1节,-1.5,0.91,1.5,0.77,123.5,0.83,123.5,0.83,123.5,1.0,0.8,,0.0,2.0,0.0,1.0,7.0,GD,54.0,1.0,20180629123516.0,11077.0,0.63,1.2
50,,,,第1节,-1.5,0.91,1.5,0.77,123.5,0.83,123.5,0.83,123.5,1.0,0.8,,0.0,2.0,0.0,1.0,7.0,GD,54.0,1.0,20180629123516.0,11074.0,0.63,1.2
51,,,,第1节,-1.5,0.91,1.5,0.77,123.5,0.83,123.5,0.83,123.5,1.0,0.8,,0.0,4.0,0.0,1.0,7.0,GD,54.0,1.0,20180629123516.0,21077.0,0.63,1.2
52,,,,第1节,-1.5,0.83,-1.5,0.83,123.5,0.83,123.5,0.83,-1.5,1.0,0.8,,0.0,4.0,0.0,1.0,7.0,GD,54.0,1.0,20180629123516.0,21077.0,0.63,1.2
53,,,,第1节,1.5,0.83,-1.5,0.83,123.5,0.83,124.5,0.83,1.5,1.0,0.8,,0.0,4.0,0.0,1.0,7.0,GD,54.0,1.0,20180629123516.0,21077.0,0.63,1.2
54,,,,第1节,1.5,0.83,-1.5,0.83,124.5,0.83,124.5,0.83,124.5,1.0,0.8,,0.0,4.0,0.0,1.0,7.0,GD,54.0,1.0,20180629123516.0,21077.0,0.63,1.2
55,,,,第1节,1.5,0.83,-1.5,0.83,124.5,0.83,124.5,0.83,124.5,1.0,0.8,,0.0,4.0,0.0,1.0,7.0,GD,38.0,1.0,20180629123532.0,21077.0,0.63,1.2
56,,,,第1节,1.5,0.83,-1.5,0.83,124.5,0.83,124.5,0.83,124.5,1.0,0.77,,0.0,4.0,0.0,1.0,7.0,GD,38.0,1.0,20180629123532.0,21077.0,0.63,1.2
57,,,,第1节,1.5,0.83,-1.5,0.83,124.5,0.83,124.5,0.83,124.5,1.0,0.91,,0.0,4.0,0.0,1.0,7.0,GD,37.0,1.0,20180629123534.0,21077.0,0.63,1.2
58,,,,第1节,1.5,0.83,-1.5,0.83,123.5,0.83,123.5,0.83,123.5,1.0,0.91,,0.0,4.0,0.0,1.0,7.0,GD,37.0,1.0,20180629123534.0,21077.0,0.63,1.2
59,,,,第1节,1.5,0.83,-1.5,0.83,123.5,0.83,123.5,0.83,123.5,1.0,0.91,,0.0,4.0,0.0,1.0,7.0,GD,15.0,1.0,20180629123555.0,11077.0,0.63,1.2
60,,,,第1节,1.5,0.83,-1.5,0.83,123.5,0.83,123.5,0.83,123.5,1.0,0.71,,0.0,4.0,0.0,1.0,7.0,GD,15.0,1.0,20180629123555.0,11077.0,0.63,1.2
61,,,,第1节,1.5,0.83,-1.5,0.83,123.5,0.83,123.5,0.83,123.5,1.0,1.0,,0.0,4.0,0.0,1.0,7.0,GD,15.0,1.0,20180629123557.0,11077.0,0.63,1.2
62,,,,第1节,1.5,0.83,-1.5,0.83,123.5,0.83,123.5,0.83,123.5,1.0,1.0,,0.0,4.0,0.0,1.0,7.0,GD,15.0,1.0,20180629123557.0,21077.0,0.63,1.2
63,,,,第1节,1.5,0.83,-1.5,0.83,123.5,0.83,123.5,0.83,123.5,1.0,1.0,,0.0,4.0,0.0,1.0,7.0,GD,2.0,1.0,20180629123608.0,21077.0,0.63,1.2
64,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,0.0,4.0,0.0,1.0,7.0,GD,2.0,1.0,20180629123608.0,21077.0,0.63,1.2
65,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.77,,0.0,4.0,0.0,1.0,7.0,GD,2.0,1.0,20180629123608.0,21077.0,0.63,1.2
66,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.91,,0.0,4.0,0.0,1.0,7.0,GD,2.0,1.0,20180629123609.0,21077.0,0.63,1.2
67,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.91,,0.0,4.0,0.0,1.0,7.0,GD,2.0,1.0,20180629123609.0,21077.0,0.63,1.2
68,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.91,,0.0,4.0,0.0,0.0,6.0,GD,58.0,1.0,20180629123612.0,21077.0,0.63,1.2
69,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.91,,0.0,4.0,0.0,0.0,6.0,GD,58.0,0.0,20180629123612.0,21077.0,0.63,1.2
70,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.91,,0.0,4.0,0.0,1.0,6.0,GD,58.0,0.0,20180629123612.0,21077.0,0.63,1.2
71,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.91,,0.0,4.0,0.0,1.0,6.0,GD,58.0,1.0,20180629123640.0,21077.0,0.63,1.2
72,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.91,,0.0,4.0,0.0,1.0,6.0,GD,58.0,1.0,20180629123640.0,11077.0,0.63,1.2
73,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.91,,0.0,4.0,0.0,1.0,6.0,GD,57.0,1.0,20180629123641.0,11077.0,0.63,1.2
74,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.71,,0.0,4.0,0.0,1.0,6.0,GD,57.0,1.0,20180629123641.0,11077.0,0.63,1.2
75,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,52.0,0.0,20180629123646.0,11077.0,0.63,1.2
76,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,52.0,0.0,20180629123646.0,11077.0,0.63,1.2
77,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,52.0,1.0,20180629123710.0,11077.0,0.63,1.2
78,,,,第1节,1.5,0.83,-1.5,0.83,121.5,0.83,121.5,0.83,121.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,52.0,1.0,20180629123710.0,11077.0,0.63,1.2
79,,,,第1节,1.5,0.83,-1.5,0.83,121.5,0.83,121.5,0.83,121.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,51.0,1.0,20180629123710.0,11077.0,0.63,1.2
80,,,,第1节,1.5,0.83,-1.5,0.83,121.5,0.83,121.5,0.83,121.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,51.0,1.0,20180629123718.0,21077.0,0.63,1.2
81,,,,第1节,1.5,0.83,-1.5,0.83,121.5,0.83,121.5,0.83,121.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,45.0,1.0,20180629123718.0,21077.0,0.63,1.2
82,,,,第1节,1.5,0.83,-1.5,0.83,121.5,0.83,121.5,0.83,121.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,45.0,0.0,20180629123729.0,21077.0,0.63,1.2
83,,,,第1节,1.5,0.83,-1.5,0.83,121.5,0.83,121.5,0.83,121.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,34.0,0.0,20180629123729.0,21077.0,0.63,1.2
84,,,,第1节,1.5,0.83,-1.5,0.83,121.5,0.83,121.5,0.83,121.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,34.0,1.0,20180629123742.0,21077.0,0.63,1.2
85,,,,第1节,1.5,0.83,-1.5,0.83,120.5,0.83,120.5,0.83,120.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,34.0,1.0,20180629123742.0,11077.0,0.63,1.2
86,,,,第1节,1.5,0.83,-1.5,0.83,120.5,0.83,120.5,0.83,120.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,33.0,1.0,20180629123743.0,11077.0,0.63,1.2
87,,,,第1节,1.5,0.83,-1.5,0.83,120.5,0.83,120.5,0.83,120.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,33.0,1.0,20180629123743.0,11074.0,0.63,1.2
88,,,,第1节,1.5,0.87,-2.5,0.8,120.5,0.83,120.5,0.83,-2.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,33.0,1.0,20180629123743.0,21077.0,0.63,1.2
89,,,,第1节,2.5,0.87,-2.5,0.8,120.5,0.83,122.5,0.83,2.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,33.0,1.0,20180629123743.0,21077.0,0.63,1.2
90,,,,第1节,2.5,0.87,-2.5,0.8,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,0.0,4.0,0.0,1.0,6.0,GD,33.0,1.0,20180629123743.0,21077.0,0.63,1.2
91,,,,第1节,2.5,0.87,-2.5,0.8,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,0.0,6.0,0.0,1.0,6.0,GD,23.0,1.0,20180629123754.0,21077.0,0.63,1.2
92,,,,第1节,2.5,0.87,-2.5,0.8,122.5,0.83,122.5,0.83,122.5,1.0,0.0,,0.0,6.0,0.0,1.0,6.0,GD,23.0,1.0,20180629123754.0,21077.0,0.63,1.2
93,,,,第1节,2.5,0.87,-2.5,0.8,122.5,0.83,122.5,0.83,122.5,1.0,1.25,,0.0,6.0,0.0,1.0,6.0,GD,22.0,1.0,20180629123756.0,21077.0,0.63,1.2
94,,,,第1节,2.5,0.87,-2.5,0.8,122.5,0.83,122.5,0.83,122.5,1.0,1.25,,0.0,6.0,0.0,1.0,6.0,GD,22.0,0.0,20180629123756.0,21077.0,0.63,1.2
95,,,,第1节,2.5,0.87,-2.5,0.8,122.5,0.83,122.5,0.83,122.5,1.0,1.25,,0.0,6.0,0.0,1.0,6.0,GD,8.0,0.0,20180629123809.0,21077.0,0.63,1.2
96,,,,第1节,2.5,0.87,-2.5,0.8,122.5,0.83,122.5,0.83,122.5,1.0,1.25,,0.0,6.0,0.0,1.0,6.0,GD,8.0,1.0,20180629123809.0,21077.0,0.63,1.2
97,,,,第1节,2.5,0.87,-2.5,0.8,122.5,0.83,122.5,0.83,122.5,1.0,1.25,,0.0,6.0,0.0,1.0,6.0,GD,7.0,1.0,20180629123828.0,21077.0,0.63,1.2
98,,,,第1节,2.5,0.8,-3.5,0.87,122.5,0.83,122.5,0.83,-3.5,1.0,1.25,,0.0,6.0,0.0,1.0,6.0,GD,7.0,1.0,20180629123828.0,21077.0,0.63,1.2
99,,,,第1节,3.5,0.8,-3.5,0.87,122.5,0.83,121.5,0.83,3.5,1.0,1.25,,0.0,6.0,0.0,1.0,6.0,GD,7.0,1.0,20180629123828.0,21077.0,0.63,1.2
100,,,,第1节,3.5,0.8,-3.5,0.87,121.5,0.83,121.5,0.83,121.5,1.0,1.25,,0.0,6.0,0.0,1.0,6.0,GD,7.0,1.0,20180629123828.0,21077.0,0.63,1.2
101,,,,第1节,3.5,0.8,-3.5,0.87,121.5,0.83,121.5,0.83,121.5,1.0,1.25,,0.0,6.0,0.0,1.0,5.0,GD,56.0,1.0,20180629123839.0,21077.0,0.63,1.2
102,,,,第1节,3.5,0.8,-3.5,0.87,120.5,0.83,120.5,0.83,120.5,1.0,1.25,,0.0,6.0,0.0,1.0,5.0,GD,56.0,1.0,20180629123839.0,21077.0,0.63,1.2
103,,,,第1节,3.5,0.8,-3.5,0.87,120.5,0.83,120.5,0.83,120.5,1.0,1.25,,0.0,6.0,0.0,1.0,5.0,GD,56.0,1.0,20180629123841.0,21077.0,0.63,1.2
104,,,,第1节,3.5,0.8,-3.5,0.87,120.5,0.83,120.5,0.83,120.5,1.0,1.25,,0.0,6.0,0.0,1.0,5.0,GD,56.0,1.0,20180629123841.0,21074.0,0.63,1.2
105,,,,第1节,3.5,0.8,-3.5,0.87,120.5,0.83,120.5,0.83,120.5,1.0,1.25,,2.0,6.0,0.0,1.0,5.0,GD,56.0,1.0,20180629123841.0,11077.0,0.63,1.2
106,,,,第1节,3.5,0.8,-3.5,0.87,120.5,0.83,120.5,0.83,120.5,1.0,1.25,,2.0,6.0,0.0,1.0,5.0,GD,53.0,1.0,20180629123843.0,11077.0,0.63,1.2
107,,,,第1节,3.5,0.83,-1.5,0.83,120.5,0.83,120.5,0.83,-1.5,1.0,1.25,,2.0,6.0,0.0,1.0,5.0,GD,53.0,1.0,20180629123843.0,11077.0,0.63,1.2
108,,,,第1节,1.5,0.83,-1.5,0.83,120.5,0.83,122.5,0.83,1.5,1.0,1.25,,2.0,6.0,0.0,1.0,5.0,GD,53.0,1.0,20180629123843.0,11077.0,0.63,1.2
109,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,1.25,,2.0,6.0,0.0,1.0,5.0,GD,53.0,1.0,20180629123843.0,11077.0,0.63,1.2
110,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,0.71,,2.0,6.0,0.0,1.0,5.0,GD,53.0,1.0,20180629123843.0,11077.0,0.63,1.2
111,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,2.0,6.0,0.0,1.0,5.0,GD,52.0,1.0,20180629123845.0,11077.0,0.63,1.2
112,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,2.0,6.0,0.0,1.0,5.0,GD,52.0,1.0,20180629123845.0,11074.0,0.63,1.2
113,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,2.0,8.0,0.0,1.0,5.0,GD,52.0,1.0,20180629123845.0,21077.0,0.63,1.2
114,,,,第1节,1.5,0.83,-1.5,0.83,122.5,0.83,122.5,0.83,122.5,1.0,1.0,,2.0,8.0,0.0,1.0,5.0,GD,40.0,1.0,20180629123856.0,21077.0,0.63,1.2
115,,,,第1节,1.5,0.8,-3.5,0.87,122.5,0.83,122.5,0.83,-3.5,1.0,1.0,,2.0,8.0,0.0,1.0,5.0,GD,40.0,1.0,20180629123856.0,21077.0,0.63,1.2
116,,,,第1节,3.5,0.8,-3.5,0.87,122.5,0.83,124.5,0.83,3.5,1.0,1.0,,2.0,8.0,0.0,1.0,5.0,GD,40.0,1.0,20180629123856.0,21077.0,0.63,1.2
117,,,,第1节,3.5,0.8,-3.5,0.87,124.5,0.83,124.5,0.83,124.5,1.0,1.0,,2.0,8.0,0.0,1.0,5.0,GD,40.0,1.0,20180629123856.0,21077.0,0.63,1.2
118,,,,第1节,3.5,0.8,-3.5,0.87,124.5,0.83,124.5,0.83,124.5,1.0,0.0,,2.0,8.0,0.0,1.0,5.0,GD,40.0,1.0,20180629123856.0,21077.0,0.63,1.2
119,,,,第1节,3.5,0.8,-3.5,0.87,124.5,0.83,124.5,0.83,124.5,1.0,1.25,,2.0,8.0,0.0,1.0,5.0,GD,39.0,1.0,20180629123857.0,21077.0,0.63,1.2
120,,,,第1节,3.5,0.8,-3.5,0.87,124.5,0.83,124.5,0.83,124.5,1.0,1.25,,2.0,8.0,0.0,1.0,5.0,GD,39.0,1.0,20180629123857.0,21077.0,0.63,1.2
121,,,,第1节,3.5,0.8,-3.5,0.87,124.5,0.83,124.5,0.83,124.5,1.0,1.25,,2.0,8.0,0.0,1.0,5.0,GD,21.0,1.0,20180629123914.0,21077.0,0.63,1.2
122,,,,第1节,3.5,0.8,-1.5,0.87,124.5,0.83,124.5,0.83,-1.5,1.0,1.25,,2.0,8.0,0.0,1.0,5.0,GD,21.0,1.0,20180629123914.0,21077.0,0.63,1.2
123,,,,第1节,1.5,0.8,-1.5,0.87,124.5,0.83,126.5,0.83,1.5,1.0,1.25,,2.0,8.0,0.0,1.0,5.0,GD,21.0,1.0,20180629123914.0,21077.0,0.63,1.2
124,,,,第1节,1.5,0.8,-1.5,0.87,126.5,0.83,126.5,0.83,126.5,1.0,1.25,,2.0,8.0,0.0,1.0,5.0,GD,21.0,1.0,20180629123914.0,21077.0,0.63,1.2
125,,,,第1节,1.5,0.8,-1.5,0.87,126.5,0.83,126.5,0.83,126.5,1.0,1.25,,2.0,8.0,0.0,1.0,5.0,GD,21.0,1.0,20180629123914.0,21075.0,0.63,1.2
126,,,,第1节,1.5,0.8,-1.5,0.87,126.5,0.83,126.5,0.83,126.5,1.0,0.8,,2.0,8.0,0.0,1.0,5.0,GD,21.0,1.0,20180629123914.0,11077.0,0.63,1.2
127,,,,第1节,1.5,0.8,-1.5,0.87,126.5,0.83,126.5,0.83,126.5,1.0,0.87,,5.0,8.0,0.0,1.0,5.0,GD,21.0,1.0,20180629123914.0,11077.0,0.63,1.2
128,,,,第1节,1.5,0.8,-1.5,0.87,126.5,0.83,126.5,0.83,126.5,1.0,0.87,,5.0,8.0,0.0,1.0,5.0,GD,21.0,1.0,20180629123916.0,11077.0,0.63,1.2
129,,,,第1节,1.5,0.8,-1.5,0.87,126.5,0.83,126.5,0.83,126.5,1.0,0.87,,5.0,8.0,0.0,1.0,5.0,GD,21.0,1.0,20180629123916.0,11074.0,0.63,1.2
