,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
10,,,,,7.5,0.8333333333333334,-7.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,9.0,6.0,0,20180913170211.0,11077.0,2.25,0.3333333333333333,
11,,,,,8.5,0.8695652173913043,-8.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,9.0,3.0,0,20180913170215.0,11074.0,2.65,0.26666666666666666,
12,,,,,8.5,0.8695652173913043,-8.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,9.0,0.0,0,20180913170218.0,21077.0,2.65,0.26666666666666666,
13,,,,,8.5,0.8695652173913043,-8.5,0.8,154.5,0.8333333333333334,154.5,0.8333333333333334,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,8.0,51.0,0,20180913170226.0,21077.0,2.65,0.26666666666666666,
14,,,,,8.5,0.8333333333333334,-8.5,0.8333333333333334,154.5,0.8333333333333334,154.5,0.8333333333333334,,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,8.0,43.0,0,20180913170235.0,21077.0,2.65,0.26666666666666666,
15,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,157.5,0.8333333333333334,157.5,0.8333333333333334,,,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0,1,8.0,39.0,0,20180913170239.0,21075.0,1.95,0.37037037037037035,
16,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,157.5,0.8333333333333334,157.5,0.8333333333333334,,,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0,1,8.0,33.0,0,20180913170244.0,11077.0,2.0,0.36363636363636365,
17,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,156.5,0.8333333333333334,156.5,0.8333333333333334,,,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0,1,8.0,24.0,0,20180913170253.0,11077.0,2.0,0.36363636363636365,
18,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,155.5,0.8333333333333334,155.5,0.8333333333333334,,,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0,1,8.0,16.0,0,20180913170301.0,11077.0,2.0,0.36363636363636365,
19,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,155.5,0.8333333333333334,155.5,0.8333333333333334,,,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0,1,8.0,13.0,0,20180913170305.0,11077.0,2.0,0.36363636363636365,
20,,,,,8.5,0.8695652173913043,-8.5,0.8,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,0,1,8.0,7.0,0,20180913170311.0,11075.0,2.65,0.26666666666666666,
21,,,,,8.5,0.8333333333333334,-8.5,0.8333333333333334,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,0,1,8.0,2.0,0,20180913170316.0,21077.0,2.65,0.26666666666666666,
22,,,,,8.5,0.8333333333333334,-8.5,0.8333333333333334,157.5,0.8333333333333334,157.5,0.8333333333333334,32.0,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,0,1,7.0,53.0,0,20180913170324.0,21077.0,2.65,0.26666666666666666,
23,,,,,8.5,0.8695652173913043,-8.5,0.8,157.5,0.8,157.5,0.8695652173913043,32.0,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,0,1,7.0,46.0,0,20180913170332.0,11077.0,2.75,0.25,
24,,,,,8.5,0.8695652173913043,-8.5,0.8,157.5,0.8,157.5,0.8695652173913043,32.0,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,0,1,7.0,45.0,0,20180913170332.0,11077.0,2.75,0.25,
25,,,,,8.5,0.8333333333333334,-8.5,0.8333333333333334,156.5,0.8333333333333334,156.5,0.8333333333333334,32.0,,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,3.0,0,1,7.0,40.0,0,20180913170338.0,21077.0,2.65,0.26666666666666666,
26,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,159.5,0.8695652173913043,159.5,0.8,32.0,,,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,0,1,7.0,34.0,0,20180913170344.0,21075.0,1.95,0.37037037037037035,
27,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,159.5,0.8333333333333334,159.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,0,1,7.0,28.0,0,20180913170349.0,21075.0,2.0,0.36363636363636365,
28,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,0,1,7.0,19.0,0,20180913170358.0,11077.0,2.0,0.36363636363636365,
29,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,0,1,7.0,11.0,0,20180913170406.0,11077.0,2.0,0.36363636363636365,
30,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,157.5,0.8333333333333334,157.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,6.0,0,1,7.0,7.0,0,20180913170411.0,21077.0,1.95,0.37037037037037035,
31,,,,,4.5,0.8333333333333334,-4.5,0.8333333333333334,159.5,0.8695652173913043,159.5,0.8,32.0,,,0.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,8.0,0,1,7.0,3.0,0,20180913170415.0,21074.0,1.55,0.47619047619047616,
32,,,,,4.5,0.8695652173913043,-4.5,0.8,159.5,0.8333333333333334,159.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,8.0,0,1,6.0,59.0,0,20180913170419.0,21074.0,1.6,0.45454545454545453,
33,,,,,4.5,0.8695652173913043,-4.5,0.8,158.5,0.8695652173913043,158.5,0.8,32.0,,,0.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,8.0,0,1,6.0,50.0,0,20180913170427.0,11077.0,1.6,0.45454545454545453,
34,,,,,4.5,0.8333333333333334,-4.5,0.8333333333333334,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,8.0,0,1,6.0,48.0,0,20180913170430.0,21077.0,1.55,0.47619047619047616,
35,,,,,3.5,0.8,-3.5,0.8695652173913043,160.5,0.8695652173913043,160.5,0.8,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,44.0,0,20180913170434.0,21074.0,1.25,0.5714285714285714,
36,,,,,3.5,0.8333333333333334,-3.5,0.8333333333333334,160.5,0.8333333333333334,160.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,40.0,0,20180913170438.0,11077.0,1.3,0.5555555555555556,
37,,,,,3.5,0.8333333333333334,-3.5,0.8333333333333334,159.5,0.8695652173913043,159.5,0.8,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,31.0,0,20180913170446.0,11077.0,1.25,0.5714285714285714,
38,,,,,3.5,0.8333333333333334,-3.5,0.8333333333333334,159.5,0.8333333333333334,159.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,23.0,0,20180913170454.0,11077.0,1.25,0.5714285714285714,
39,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,18.0,0,20180913170500.0,21077.0,1.25,0.5714285714285714,
40,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,11.0,0.0,20180913170507.0,21077.0,1.25,0.5714285714285714,
41,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,11.0,0.0,20180913170508.0,11086.0,1.25,0.5714285714285714,
42,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,11.0,0.0,20180913170509.0,11086.0,1.25,0.5714285714285714,
43,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,11.0,0.0,20180913170514.0,11086.0,1.25,0.5714285714285714,
44,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,11.0,0.0,20180913170515.0,11086.0,1.25,0.5714285714285714,
45,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,11.0,1.0,20180913170522.0,11086.0,1.25,0.5714285714285714,
46,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,10.0,0.0,20180913170523.0,11086.0,1.25,0.5714285714285714,
47,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,10.0,1.0,20180913170537.0,11086.0,1.25,0.5714285714285714,
48,,,,,3.5,0.8,-3.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,10.0,1.0,20180913170538.0,11086.0,1.25,0.5714285714285714,
49,,,,,3.5,0.8333333333333334,-3.5,0.8333333333333334,157.5,0.8333333333333334,157.5,0.8333333333333334,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,10.0,0,1,6.0,5.0,1.0,20180913170543.0,11077.0,1.25,0.5714285714285714,
50,,,,,3.5,0.8333333333333334,-3.5,0.8333333333333334,157.5,0.8,157.5,0.8695652173913043,32.0,,,0.0,1.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,7.0,10.0,0,1,5.0,56.0,1.0,20180913170552.0,11077.0,1.25,0.5714285714285714,
51,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,160.5,0.8333333333333334,160.5,0.8333333333333334,32.0,,,0.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,10.0,0,1,5.0,56.0,1.0,20180913170552.0,11075.0,1.7,0.4166666666666667,
52,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,160.5,0.8333333333333334,160.5,0.8333333333333334,32.0,,,0.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,10.0,0,1,5.0,52.0,1.0,20180913170556.0,21077.0,1.65,0.43478260869565216,
53,,,,,3.5,0.8333333333333334,-3.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,2.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,12.0,0,1,5.0,50.0,1.0,20180913170558.0,21074.0,1.4,0.5263157894736842,
54,,,,,3.5,0.8695652173913043,-3.5,0.8,162.5,0.8333333333333334,162.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,2.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,12.0,0,1,5.0,43.0,1.0,20180913170605.0,11077.0,1.4,0.5263157894736842,
55,,,,,3.5,0.8695652173913043,-3.5,0.8,161.5,0.8333333333333334,161.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,2.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,10.0,12.0,0,1,5.0,34.0,1.0,20180913170613.0,11077.0,1.4,0.5263157894736842,
56,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,3.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,12.0,0,1,5.0,31.0,1.0,20180913170617.0,11074.0,1.7,0.4166666666666667,
57,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,3.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,12.0,0,1,5.0,27.0,1.0,20180913170621.0,21077.0,1.65,0.43478260869565216,
58,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,3.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,12.0,0,1,5.0,18.0,1.0,20180913170629.0,21077.0,1.65,0.43478260869565216,
59,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,3.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,12.0,0,1,5.0,13.0,0.0,20180913170635.0,21077.0,1.65,0.43478260869565216,
60,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,3.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,12.0,12.0,0,1,5.0,13.0,0.0,20180913170636.0,11086.0,1.65,0.43478260869565216,
61,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,3.0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,12.0,12.0,0,1,5.0,13.0,0.0,20180913170643.0,11086.0,1.65,0.43478260869565216,
62,,,,,5.5,0.8695652173913043,-5.5,0.8,162.5,0.8333333333333334,162.5,0.8333333333333334,31.0,,1:2^2:2,0.0,2.0,2.0,3.0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,12.0,12.0,0,1,5.0,13.0,0.0,20180913170710.0,21080^21078,1.6,0.45454545454545453,^
63,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,12.0,13.0,0,1,5.0,13.0,0.0,20180913170725.0,21079.0,1.55,0.47619047619047616,
64,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,12.0,13.0,0,1,5.0,13.0,0.0,20180913170734.0,21079.0,1.55,0.47619047619047616,
65,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,12.0,13.0,0,1,5.0,12.0,0.0,20180913170734.0,21079.0,1.55,0.47619047619047616,
66,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,12.0,13.0,0,1,5.0,9.0,0.0,20180913170737.0,21079.0,1.55,0.47619047619047616,
67,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,12.0,13.0,0,1,5.0,9.0,0.0,20180913170739.0,21079.0,1.55,0.47619047619047616,
68,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,50.0,12.0,13.0,0,1,5.0,9.0,0.0,20180913170744.0,21086.0,1.55,0.47619047619047616,
69,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,12.0,13.0,0,1,5.0,9.0,1.0,20180913170751.0,21086.0,1.55,0.47619047619047616,
70,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,12.0,13.0,0,1,5.0,9.0,1.0,20180913170752.0,11077.0,1.55,0.47619047619047616,
71,,,,,5.5,0.8333333333333334,-5.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,3.0,3.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,12.0,13.0,0,1,5.0,0.0,1.0,20180913170800.0,11077.0,1.55,0.47619047619047616,
72,,,,,6.5,0.8,-6.5,0.8695652173913043,164.5,0.8333333333333334,164.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,4.0,3.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,14.0,13.0,0,1,4.0,58.0,1.0,20180913170803.0,11074.0,1.95,0.37037037037037035,
73,,,,,6.5,0.8,-6.5,0.8695652173913043,164.5,0.8333333333333334,164.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,4.0,3.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,14.0,13.0,0,1,4.0,58.0,0.0,20180913170803.0,11074.0,1.95,0.37037037037037035,
74,,,,,6.5,0.8,-6.5,0.8695652173913043,164.5,0.8333333333333334,164.5,0.8333333333333334,31.0,,2:2,0.0,2.0,2.0,4.0,3.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,14.0,13.0,0,1,4.0,58.0,0.0,20180913170808.0,21086.0,1.95,0.37037037037037035,
75,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,31.0,,1:1,0.0,2.0,2.0,4.0,3.0,0.0,1.0,5.0,5.0,2.0,2.0,0.0,50.0,14.0,13.0,0,1,4.0,58.0,0.0,20180913170810.0,11078.0,2.05,0.35714285714285715,
76,,,,,6.5,0.8695652173913043,-6.5,0.8,166.5,0.8,166.5,0.8695652173913043,31.0,,1:1,0.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,100.0,50.0,15.0,13.0,0,1,4.0,58.0,0.0,20180913170854.0,11079.0,2.25,0.3333333333333333,
77,,,,,6.5,0.8695652173913043,-6.5,0.8,166.5,0.8,166.5,0.8695652173913043,31.0,,1:1,0.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,100.0,50.0,15.0,13.0,0,1,4.0,58.0,1.0,20180913170858.0,11079.0,2.25,0.3333333333333333,
78,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,100.0,50.0,15.0,13.0,0,1,4.0,49.0,1.0,20180913170906.0,21077.0,2.15,0.3448275862068966,
79,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,100.0,50.0,15.0,13.0,0,1,4.0,41.0,1.0,20180913170915.0,21077.0,2.15,0.3448275862068966,
80,,,,,6.5,0.8695652173913043,-6.5,0.8,164.5,0.8333333333333334,164.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,100.0,50.0,15.0,13.0,0,1,4.0,37.0,1.0,20180913170919.0,21077.0,2.25,0.3333333333333333,
81,,,,,6.5,0.8695652173913043,-6.5,0.8,163.5,0.8333333333333334,163.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,100.0,50.0,15.0,13.0,0,1,4.0,28.0,1.0,20180913170927.0,11077.0,2.25,0.3333333333333333,
82,,,,,6.5,0.8333333333333334,-6.5,0.8333333333333334,163.5,0.8,163.5,0.8695652173913043,31.0,,,0.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,100.0,50.0,15.0,13.0,0,1,4.0,21.0,1.0,20180913170934.0,21077.0,2.15,0.3448275862068966,
83,,,,,5.5,0.8,-5.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,31.0,,,0.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,2.0,2.0,100.0,50.0,15.0,15.0,0,1,4.0,16.0,1.0,20180913170940.0,21074.0,1.65,0.43478260869565216,
