,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
968,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.83,,36.0,44.0,0.0,0.0,1,8.0,1~GD,41.0,1.0,20180518150834.0,21077.0,,0.0,0.0
969,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.87,,36.0,44.0,0.0,0.0,1,8.0,1~GD,41.0,1.0,20180518150834.0,21077.0,,0.0,0.0
970,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.8,,36.0,44.0,0.0,0.0,1,8.0,1~GD,41.0,1.0,20180518150834.0,21077.0,,0.0,0.0
971,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.0,,36.0,44.0,0.0,0.0,1,8.0,1~GD,41.0,1.0,20180518150834.0,21077.0,,0.0,0.0
972,,,第3节,第3节,9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,9.5,3.0,0.0,,36.0,44.0,0.0,0.0,1,8.0,1~GD,41.0,1.0,20180518150834.0,21077.0,,0.0,0.0
973,,,第3节,第3节,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,3.0,0.0,^,36.0,44.0,0.0,0.0,1,8.0,1~GD,41.0,1.0,20180518150835.0,21074^11077,,0.0,0.0
974,,,第3节,第3节,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,3.0,0.83,,36.0,44.0,0.0,0.0,1,8.0,1~GD,41.0,1.0,20180518150835.0,11077.0,,0.0,0.0
975,,,第3节,第3节,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,3.0,0.83,,36.0,44.0,0.0,0.0,1,8.0,1~GD,32.0,1.0,20180518150844.0,11077.0,,0.0,0.0
976,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.83,,36.0,44.0,0.0,0.0,1,8.0,1~GD,32.0,1.0,20180518150844.0,11077.0,,0.0,0.0
977,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.83,,36.0,44.0,0.0,0.0,1,8.0,1~GD,24.0,1.0,20180518150853.0,11077.0,,0.0,0.0
978,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.83,,36.0,44.0,0.0,0.0,1,8.0,1~GD,24.0,1.0,20180518150853.0,11077.0,,0.0,0.0
979,,,第3节,第3节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,3.0,0.87,,36.0,44.0,0.0,0.0,1,8.0,1~GD,16.0,1.0,20180518150901.0,11077.0,,0.0,0.0
980,,,第3节,第3节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,3.0,0.8,,36.0,44.0,0.0,0.0,1,8.0,1~GD,16.0,1.0,20180518150901.0,11077.0,,0.0,0.0
981,,,第3节,第3节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,3.0,0.8,,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518150901.0,11077.0,,0.0,0.0
982,,,第3节,第3节,11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,11.5,3.0,0.8,,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518150901.0,11077.0,,0.0,0.0
983,,,第3节,第3节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,3.0,0.87,,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518150901.0,11077.0,,0.0,0.0
984,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.87,,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518150901.0,11077.0,,0.0,0.0
985,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518150901.0,11077.0,,0.0,0.0
986,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,^,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518150902.0,11075^21077,,0.0,0.0
987,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,0.0,20180518150902.0,21077.0,,0.0,0.0
988,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,0.0,20180518150908.0,21077.0,,0.0,0.0
989,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518150908.0,21077.0,,0.0,0.0
990,,,第3节,第3节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518150908.0,21077.0,,0.0,0.0
991,,,第3节,第3节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,8.0,1~GD,5.0,1.0,20180518150917.0,21077.0,,0.0,0.0
992,,,第3节,第3节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,8.0,1~GD,5.0,1.0,20180518150917.0,21077.0,,0.0,0.0
993,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.87,,36.0,47.0,0.0,0.0,1,7.0,1~GD,57.0,1.0,20180518150925.0,21077.0,,0.0,0.0
994,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.8,,36.0,47.0,0.0,0.0,1,7.0,1~GD,57.0,1.0,20180518150925.0,21077.0,,0.0,0.0
995,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,7.0,1~GD,57.0,1.0,20180518150925.0,21077.0,,0.0,0.0
996,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,7.0,1~GD,51.0,1.0,20180518150930.0,21077.0,,0.0,0.0
997,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,7.0,1~GD,51.0,1.0,20180518150930.0,21095.0,,0.0,0.0
998,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,7.0,1~GD,51.0,1.0,20180518150930.0,21095.0,,0.0,0.0
999,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.91,,36.0,47.0,0.0,0.0,1,7.0,1~GD,51.0,1.0,20180518150930.0,21095.0,,0.0,0.0
1000,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.77,,36.0,47.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180518150934.0,11077.0,,0.0,0.0
1001,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.8,,36.0,47.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180518150934.0,11077.0,,0.0,0.0
1002,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.8,,36.0,47.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180518150934.0,11077.0,,0.0,0.0
1003,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.87,,36.0,47.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180518150934.0,11077.0,,0.0,0.0
1004,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.87,,36.0,47.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180518150934.0,11077.0,,0.0,0.0
1005,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180518150934.0,11077.0,,0.0,0.0
1006,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180518150934.0,21077.0,,0.0,0.0
1007,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,7.0,1~GD,47.0,1.0,20180518150934.0,21077.0,,0.0,0.0
1008,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,7.0,1~GD,39.0,1.0,20180518150943.0,21077.0,,0.0,0.0
1009,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,7.0,1~GD,39.0,1.0,20180518150943.0,21077.0,,0.0,0.0
1010,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.8,,36.0,47.0,0.0,0.0,1,7.0,1~GD,35.0,1.0,20180518150946.0,21077.0,,0.0,0.0
1011,,,第3节,第3节,12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,12.5,3.0,0.87,,36.0,47.0,0.0,0.0,1,7.0,1~GD,35.0,1.0,20180518150946.0,21095.0,,0.0,0.0
1012,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,7.0,1~GD,35.0,1.0,20180518150946.0,21095.0,,0.0,0.0
1013,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,7.0,1~GD,27.0,1.0,20180518150954.0,11077.0,,0.0,0.0
1014,,,第3节,第3节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,7.0,1~GD,27.0,1.0,20180518150954.0,11077.0,,0.0,0.0
1015,,,第3节,第3节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,7.0,1~GD,27.0,1.0,20180518150954.0,11077.0,,0.0,0.0
1016,,,第3节,第3节,11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,11.5,3.0,0.87,,36.0,47.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180518151001.0,11077.0,,0.0,0.0
1017,,,第3节,第3节,154.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,154.5,3.0,0.87,,36.0,47.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180518151001.0,11077.0,,0.0,0.0
1018,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.8,,36.0,47.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180518151001.0,11077.0,,0.0,0.0
1019,,,第3节,第3节,154.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,154.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180518151001.0,21077.0,,0.0,0.0
1020,,,第3节,第3节,154.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,154.5,3.0,0.0,,36.0,47.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180518151001.0,21077.0,,0.0,0.0
1021,,,第3节,第3节,154.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,154.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151008.0,21077.0,,0.0,0.0
1022,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.83,,36.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151008.0,21077.0,,0.0,0.0
1023,,,第3节,第3节,10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,10.5,3.0,0.83,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151016.0,21077.0,,0.0,0.0
1024,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.83,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151016.0,21077.0,,0.0,0.0
1025,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.83,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151016.0,21077.0,,0.0,0.0
1026,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151016.0,21077.0,,0.0,0.0
1027,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,^,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151016.0,21074^11077,,0.0,0.0
1028,44.0,5.0,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151019.0,11077.0,,0.0,0.0
1029,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151019.0,11081.0,,0.0,0.0
1030,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151148.0,11081.0,,0.0,0.0
1031,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,0.0,20180518151148.0,11077.0,,0.0,0.0
1032,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,1.0,20180518151149.0,11077.0,,0.0,0.0
1033,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.8,,38.0,47.0,0.0,0.0,1,7.0,1~GD,13.0,1.0,20180518151149.0,11077.0,,0.0,0.0
1034,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.87,,38.0,47.0,0.0,0.0,1,7.0,1~GD,5.0,1.0,20180518151157.0,11077.0,,0.0,0.0
1035,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.87,,38.0,47.0,0.0,0.0,1,7.0,1~GD,5.0,1.0,20180518151157.0,11077.0,,0.0,0.0
1036,,,第3节,第3节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,3.0,0.83,,38.0,47.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151202.0,11077.0,,0.0,0.0
1037,,,第3节,第3节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,3.0,0.83,,38.0,47.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151202.0,11077.0,,0.0,0.0
1038,,,第3节,第3节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,3.0,0.83,,38.0,47.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151206.0,11077.0,,0.0,0.0
1039,,,第3节,第3节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,3.0,0.83,^,38.0,47.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151206.0,21086^11077,,0.0,0.0
1040,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.87,^,38.0,47.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151210.0,21086^11077,,0.0,0.0
1041,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.8,^,38.0,47.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151210.0,21086^11077,,0.0,0.0
1042,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.0,^,38.0,47.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151210.0,21086^11077,,0.0,0.0
1043,,,第3节,第3节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,3.0,0.0,1:2,38.0,47.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151210.0,11078.0,,0.0,0.0
1044,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.83,1:2,38.0,48.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151231.0,11078.0,,0.0,0.0
1045,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.83,1:2,38.0,48.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151231.0,11078.0,,0.0,0.0
1046,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.87,1:2,38.0,48.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151231.0,11078.0,,0.0,0.0
1047,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.8,1:2^2:2,38.0,48.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151231.0,11079^11078,,0.0,0.0
1048,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.87,1:2^2:2,38.0,48.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151231.0,11079^11078,,0.0,0.0
1049,,,第3节,第3节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,3.0,0.8,1:2^2:2,38.0,49.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151236.0,11079^11078,,0.0,0.0
1050,,,第3节,第3节,11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,11.5,3.0,0.0,1:2^2:2,38.0,49.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151236.0,11079^11078,,0.0,0.0
1051,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.77,1:2^2:2,38.0,49.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151236.0,11079^11078,,0.0,0.0
1052,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.91,1:2^2:2,38.0,49.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151236.0,11079^11078,,0.0,0.0
1053,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,2:2^,38.0,49.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151236.0,11079^21077,,0.0,0.0
1054,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,2:2^,38.0,49.0,0.0,0.0,1,7.0,1~GD,0.0,0.0,20180518151237.0,11079^21077,,0.0,0.0
1055,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,,38.0,49.0,0.0,0.0,1,7.0,1~GD,0.0,1.0,20180518151237.0,21077.0,,0.0,0.0
1056,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,,38.0,49.0,0.0,0.0,1,6.0,1~GD,59.0,1.0,20180518151237.0,21077.0,,0.0,0.0
1057,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.0,,38.0,49.0,0.0,0.0,1,6.0,1~GD,59.0,0.0,20180518151237.0,21077.0,,0.0,0.0
1058,,,第3节,第3节,12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,12.5,3.0,0.8,,38.0,49.0,0.0,0.0,1,6.0,1~GD,59.0,0.0,20180518151238.0,21077.0,,0.0,0.0
1059,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.87,,38.0,49.0,0.0,0.0,1,6.0,1~GD,59.0,0.0,20180518151238.0,21077.0,,0.0,0.0
1060,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.0,,38.0,49.0,0.0,0.0,1,6.0,1~GD,59.0,0.0,20180518151238.0,21077.0,,0.0,0.0
1061,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.0,,38.0,49.0,0.0,0.0,1,6.0,1~GD,59.0,0.0,20180518151238.0,11077.0,,0.0,0.0
1062,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.0,,38.0,49.0,0.0,0.0,1,6.0,1~GD,59.0,1.0,20180518151246.0,11077.0,,0.0,0.0
1063,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.8,,38.0,49.0,0.0,0.0,1,6.0,1~GD,59.0,1.0,20180518151246.0,11077.0,,0.0,0.0
1064,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.87,,38.0,49.0,0.0,0.0,1,6.0,1~GD,51.0,1.0,20180518151254.0,11077.0,,0.0,0.0
1065,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.77,,38.0,49.0,0.0,0.0,1,6.0,1~GD,51.0,1.0,20180518151254.0,11077.0,,0.0,0.0
1066,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.91,,38.0,49.0,0.0,0.0,1,6.0,1~GD,51.0,1.0,20180518151254.0,11077.0,,0.0,0.0
1067,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.0,,38.0,49.0,0.0,0.0,1,6.0,1~GD,51.0,1.0,20180518151254.0,11077.0,,0.0,0.0
1068,,,第3节,第3节,-12.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-12.5,3.0,0.0,,38.0,49.0,0.0,0.0,1,6.0,1~GD,48.0,1.0,20180518151258.0,11077.0,,0.0,0.0
1069,,,第3节,第3节,11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,11.5,3.0,0.0,,38.0,49.0,0.0,0.0,1,6.0,1~GD,48.0,1.0,20180518151258.0,11077.0,,0.0,0.0
1070,,,第3节,第3节,-11.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-11.5,3.0,0.87,,40.0,49.0,0.0,0.0,1,6.0,1~GD,43.0,1.0,20180518151303.0,21077.0,,0.0,0.0
1071,,,第3节,第3节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,3.0,0.87,,40.0,49.0,0.0,0.0,1,6.0,1~GD,43.0,1.0,20180518151303.0,21077.0,,0.0,0.0
1072,,,第3节,第3节,10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,10.5,3.0,0.83,,40.0,49.0,0.0,0.0,1,6.0,1~GD,43.0,1.0,20180518151303.0,21077.0,,0.0,0.0
1073,,,第3节,第3节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,3.0,0.8,,40.0,49.0,0.0,0.0,1,6.0,1~GD,43.0,1.0,20180518151303.0,21077.0,,0.0,0.0
1074,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.83,,40.0,49.0,0.0,0.0,1,6.0,1~GD,43.0,1.0,20180518151303.0,21077.0,,0.0,0.0
1075,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,,40.0,49.0,0.0,0.0,1,6.0,1~GD,43.0,1.0,20180518151303.0,21077.0,,0.0,0.0
1076,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,^,40.0,49.0,0.0,0.0,1,6.0,1~GD,43.0,1.0,20180518151303.0,21074^11077,,0.0,0.0
1077,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,^,40.0,49.0,0.0,0.0,1,6.0,1~GD,42.0,1.0,20180518151303.0,21074^11077,,0.0,0.0
1078,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.0,,40.0,49.0,0.0,0.0,1,6.0,1~GD,42.0,1.0,20180518151312.0,11077.0,,0.0,0.0
1079,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.83,,40.0,49.0,0.0,0.0,1,6.0,1~GD,34.0,1.0,20180518151312.0,11077.0,,0.0,0.0
1080,,,第3节,第3节,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,3.0,0.83,,40.0,49.0,0.0,0.0,1,6.0,1~GD,34.0,1.0,20180518151312.0,11077.0,,0.0,0.0
1081,,,第3节,第3节,161.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,161.5,3.0,0.8,,40.0,52.0,0.0,0.0,1,6.0,1~GD,28.0,1.0,20180518151317.0,11077.0,,0.0,0.0
