,AM,AS,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,HO,KC,KI,MD,OD,PG,PI,RO,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
432,,,第2节,,第2节,-4.5,0.83,4.5,0.8,141.5,0.8,141.5,0.87,-4.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,8.0,1~GD,1.0,1.0,20180721120917.0,21077.0,,0.47,0.0
433,,,第2节,,第2节,-4.5,0.83,4.5,0.83,141.5,0.83,141.5,0.87,4.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,8.0,1~GD,1.0,1.0,20180721120917.0,11077.0,,0.47,0.0
434,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,141.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,8.0,1~GD,1.0,1.0,20180721120917.0,11077.0,,0.47,0.0
435,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,0.0,20180721120920.0,11077.0,,0.47,0.0
436,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,0.0,20180721120920.0,11077.0,,0.47,0.0
437,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,0.0,20180721120921.0,11077.0,,0.47,0.0
438,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,0.0,20180721120921.0,21086.0,,0.47,0.0
439,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,0.0,20180721120931.0,21086.0,,0.47,0.0
440,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,0.0,20180721120931.0,21086.0,,0.47,0.0
441,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,1.0,20180721120938.0,21086.0,,0.47,0.0
442,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,1.0,20180721120938.0,21086.0,,0.47,0.0
443,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,1.0,20180721120939.0,21086.0,,0.47,0.0
444,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,57.0,1.0,20180721120939.0,11077.0,,0.47,0.0
445,,,第2节,,第2节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,49.0,1.0,20180721120947.0,11077.0,,0.47,0.0
446,,,第2节,,第2节,-4.5,0.83,4.5,0.83,139.5,0.87,140.5,0.8,139.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.7,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,49.0,1.0,20180721120947.0,11077.0,,0.47,0.0
447,,,第2节,,第2节,-4.5,0.83,4.5,0.83,139.5,0.87,139.5,0.8,139.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,43.0,1.0,20180721120952.0,11077.0,,0.47,0.0
448,,,第2节,,第2节,-5.5,0.87,5.5,0.83,139.5,0.87,139.5,0.8,-5.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.75,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,43.0,1.0,20180721120952.0,11077.0,,0.47,0.0
449,,,第2节,,第2节,-5.5,0.87,5.5,0.8,139.5,0.83,139.5,0.83,5.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.75,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,35.0,1.0,20180721121001.0,21077.0,,0.47,0.0
450,,,第2节,,第2节,-5.5,0.87,5.5,0.8,142.5,0.83,139.5,0.83,142.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,1.75,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,35.0,1.0,20180721121001.0,21077.0,,0.47,0.0
451,,,第2节,,第2节,-5.5,0.87,5.5,0.8,142.5,0.83,142.5,0.83,142.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,23.0,0.0,0.0,#C40010,1,7.0,1~GD,35.0,1.0,20180721121001.0,21077.0,,0.47,0.0
452,,,第2节,,第2节,-5.5,0.87,5.5,0.8,142.5,0.83,142.5,0.83,142.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,28.0,1.0,20180721121007.0,21077.0,,0.47,0.0
453,,,第2节,,第2节,-7.5,0.83,7.5,0.8,142.5,0.83,142.5,0.83,-7.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,28.0,1.0,20180721121007.0,21077.0,,0.47,0.0
454,,,第2节,,第2节,-7.5,0.83,7.5,0.83,142.5,0.83,142.5,0.83,7.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,27.0,1.0,20180721121009.0,21075.0,,0.47,0.0
455,,,第2节,,第2节,-6.5,0.8,6.5,0.83,142.5,0.83,142.5,0.83,-6.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,27.0,1.0,20180721121009.0,21075.0,,0.47,0.0
456,,,第2节,,第2节,-6.5,0.8,6.5,0.87,142.5,0.87,142.5,0.83,6.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,27.0,1.0,20180721121009.0,11077.0,,0.47,0.0
457,,,第2节,,第2节,-6.5,0.8,6.5,0.87,141.5,0.87,142.5,0.8,141.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,27.0,1.0,20180721121009.0,11077.0,,0.47,0.0
458,,,第2节,,第2节,-6.5,0.8,6.5,0.87,141.5,0.87,141.5,0.8,141.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,19.0,1.0,20180721121017.0,11077.0,,0.47,0.0
459,,,第2节,,第2节,-6.5,0.8,6.5,0.87,141.5,0.83,141.5,0.83,141.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,19.0,1.0,20180721121017.0,11077.0,,0.47,0.0
460,,,第2节,,第2节,-6.5,0.8,6.5,0.87,141.5,0.83,141.5,0.83,141.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,11.0,1.0,20180721121026.0,11077.0,,0.47,0.0
461,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,141.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,11.0,1.0,20180721121026.0,11077.0,,0.47,0.0
462,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,140.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,6.0,0.0,20180721121029.0,11077.0,,0.47,0.0
463,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,140.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,6.0,0.0,20180721121029.0,11077.0,,0.47,0.0
464,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,140.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,6.0,0.0,20180721121030.0,11077.0,,0.47,0.0
465,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,140.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,6.0,0.0,20180721121030.0,21086.0,,0.47,0.0
466,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,140.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,6.0,0.0,20180721121038.0,21086.0,,0.47,0.0
467,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,140.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,6.0,0.0,20180721121038.0,21086.0,,0.47,0.0
468,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,140.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,6.0,1.0,20180721121056.0,21086.0,,0.47,0.0
469,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,140.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,6.0,1.0,20180721121056.0,11077.0,,0.47,0.0
470,,,第2节,,第2节,-6.5,0.8,6.5,0.87,140.5,0.87,140.5,0.8,140.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,5.0,1.0,20180721121058.0,11077.0,,0.47,0.0
471,,,第2节,,第2节,-7.5,0.83,7.5,0.87,140.5,0.87,140.5,0.8,-7.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,26.0,0.0,0.0,#C40010,1,7.0,1~GD,5.0,1.0,20180721121058.0,21077.0,,0.47,0.0
472,,,第2节,,第2节,-7.5,0.83,7.5,0.83,140.5,0.87,140.5,0.8,7.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,28.0,0.0,0.0,#C40010,1,7.0,1~GD,1.0,1.0,20180721121101.0,21077.0,,0.47,0.0
473,,,第2节,,第2节,-7.5,0.83,7.5,0.83,142.5,0.87,140.5,0.8,142.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,28.0,0.0,0.0,#C40010,1,7.0,1~GD,1.0,1.0,20180721121101.0,21077.0,,0.47,0.0
474,,,第2节,,第2节,-7.5,0.83,7.5,0.83,142.5,0.87,142.5,0.8,142.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,28.0,0.0,0.0,#C40010,1,7.0,1~GD,1.0,1.0,20180721121101.0,21077.0,,0.47,0.0
475,,,第2节,,第2节,-9.5,0.87,9.5,0.83,142.5,0.87,142.5,0.8,-9.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,28.0,0.0,0.0,#C40010,1,7.0,1~GD,1.0,1.0,20180721121101.0,21077.0,,0.47,0.0
476,,,第2节,,第2节,-9.5,0.87,9.5,0.8,142.5,0.87,142.5,0.8,9.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,28.0,0.0,0.0,#C40010,1,7.0,1~GD,1.0,1.0,20180721121102.0,21074.0,,0.47,0.0
477,,,第2节,,第2节,-8.5,0.83,8.5,0.8,142.5,0.87,142.5,0.8,-8.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,28.0,0.0,0.0,#C40010,1,7.0,1~GD,1.0,1.0,20180721121102.0,21074.0,,0.47,0.0
478,,,第2节,,第2节,-8.5,0.83,8.5,0.83,142.5,0.83,142.5,0.83,8.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,53.0,1.0,20180721121110.0,11077.0,,0.47,0.0
479,,,第2节,,第2节,-8.5,0.83,8.5,0.83,141.5,0.87,142.5,0.8,141.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,53.0,1.0,20180721121110.0,11077.0,,0.47,0.0
480,,,第2节,,第2节,-8.5,0.83,8.5,0.83,141.5,0.87,141.5,0.8,141.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,22.0,22.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,45.0,1.0,20180721121118.0,11077.0,,0.47,0.0
481,,,第2节,,第2节,-8.5,0.83,8.5,0.83,144.5,0.83,141.5,0.8,144.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,24.0,22.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,45.0,1.0,20180721121118.0,11077.0,,0.47,0.0
482,,,第2节,,第2节,-8.5,0.83,8.5,0.83,144.5,0.83,144.5,0.83,144.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,43.0,1.0,20180721121120.0,11077.0,,0.47,0.0
483,,,第2节,,第2节,-6.5,0.8,6.5,0.83,144.5,0.83,144.5,0.83,-6.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,8.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,43.0,1.0,20180721121120.0,11077.0,,0.47,0.0
484,,,第2节,,第2节,-6.5,0.8,6.5,0.87,144.5,0.83,144.5,0.83,6.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,42.0,1.0,20180721121121.0,11074.0,,0.47,0.0
485,,,第2节,,第2节,-7.5,0.83,7.5,0.87,144.5,0.83,144.5,0.83,-7.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,42.0,1.0,20180721121121.0,11074.0,,0.47,0.0
486,,,第2节,,第2节,-7.5,0.83,7.5,0.83,144.5,0.83,144.5,0.83,7.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,42.0,1.0,20180721121121.0,21077.0,,0.47,0.0
487,,,第2节,,第2节,-7.5,0.83,7.5,0.83,143.5,0.83,144.5,0.83,143.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,42.0,1.0,20180721121121.0,21077.0,,0.47,0.0
488,,,第2节,,第2节,-7.5,0.83,7.5,0.83,143.5,0.83,143.5,0.83,143.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,34.0,1.0,20180721121129.0,21077.0,,0.47,0.0
489,,,第2节,,第2节,-7.5,0.83,7.5,0.83,143.5,0.8,143.5,0.83,143.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,34.0,1.0,20180721121129.0,21077.0,,0.47,0.0
490,,,第2节,,第2节,-7.5,0.83,7.5,0.83,143.5,0.8,143.5,0.87,143.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,26.0,1.0,20180721121137.0,21077.0,,0.47,0.0
491,,,第2节,,第2节,-7.5,0.83,7.5,0.83,145.5,0.8,143.5,0.87,145.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,26.0,1.0,20180721121137.0,21077.0,,0.47,0.0
492,,,第2节,,第2节,-7.5,0.83,7.5,0.83,145.5,0.8,145.5,0.87,145.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,28.0,0.0,0.0,#C40010,1,6.0,1~GD,26.0,1.0,20180721121137.0,21077.0,,0.47,0.0
493,,,第2节,,第2节,-7.5,0.83,7.5,0.83,145.5,0.8,145.5,0.87,145.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,30.0,0.0,0.0,#C40010,1,6.0,1~GD,20.0,1.0,20180721121143.0,21077.0,,0.47,0.0
494,,,第2节,,第2节,-8.5,0.8,8.5,0.83,145.5,0.8,145.5,0.87,-8.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,30.0,0.0,0.0,#C40010,1,6.0,1~GD,20.0,1.0,20180721121143.0,21077.0,,0.47,0.0
495,,,第2节,,第2节,-8.5,0.8,8.5,0.87,145.5,0.8,145.5,0.87,8.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,30.0,0.0,0.0,#C40010,1,6.0,1~GD,20.0,1.0,20180721121143.0,21074.0,,0.47,0.0
496,,,第2节,,第2节,-8.5,0.8,8.5,0.87,145.5,0.8,145.5,0.87,8.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,30.0,0.0,0.0,#C40010,1,6.0,1~GD,19.0,1.0,20180721121144.0,21074.0,,0.47,0.0
497,,,第2节,,第2节,-8.5,0.83,8.5,0.83,144.5,0.87,145.5,0.8,144.5,,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,2.0,0.0,,0.0,,1.0,9.0,3.0,4.0,1.0,60.0,24.0,24.0,30.0,0.0,0.0,#C40010,1,6.0,1~GD,19.0,1.0,20180721121144.0,11077.0,,0.47,0.0
