,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KI,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
841,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.8,,,5.0,19.0,4.0,1.0,0.0,100.0,57.0,45.0,0.0,1,8.0,GD,54.0,0,,21077.0,0.66,1.1
842,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.8,,,5.0,19.0,4.0,1.0,0.0,100.0,57.0,45.0,0.0,1,8.0,GD,54.0,0,,11077.0,0.66,1.1
843,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.8,,,5.0,19.0,4.0,1.0,0.0,100.0,57.0,45.0,0.0,1,8.0,GD,54.0,0,,11074.0,0.66,1.1
844,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.8,,,5.0,19.0,4.0,1.0,0.0,100.0,57.0,47.0,0.0,1,8.0,GD,54.0,0,,21077.0,0.66,1.1
845,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.8,,,5.0,19.0,4.0,1.0,0.0,100.0,57.0,47.0,0.0,1,8.0,GD,48.0,0,,21077.0,0.66,1.1
846,44.0,5.0,第4节,第4节,10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,10.5,1.0,4.0,0.8,,,5.0,19.0,4.0,1.0,0.0,100.0,57.0,47.0,0.0,1,8.0,GD,48.0,0,,21077.0,0.66,1.1
847,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.87,,,5.0,19.0,4.0,1.0,0.0,100.0,57.0,47.0,0.0,1,8.0,GD,46.0,0,,21077.0,0.66,1.1
848,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,0.0,100.0,57.0,59.0,0.0,1,8.0,GD,46.0,0,,21074.0,0.66,1.1
849,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,8.0,GD,46.0,0,,11077.0,0.66,1.1
850,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,8.0,GD,26.0,0,,11077.0,0.66,1.1
851,44.0,5.0,第4节,第4节,11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,8.0,GD,26.0,0,,11077.0,0.66,1.1
852,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,8.0,GD,23.0,0,,11077.0,0.66,1.1
853,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,8.0,GD,23.0,0,,21077.0,0.66,1.1
854,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,8.0,GD,17.0,0,,21077.0,0.66,1.1
855,44.0,5.0,第4节,第4节,12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,12.5,1.0,4.0,0.8,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,8.0,GD,17.0,0,,21077.0,0.66,1.1
856,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,8.0,GD,7.0,0,,11077.0,0.66,1.1
857,44.0,5.0,第4节,第4节,11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,8.0,GD,7.0,0,,11077.0,0.66,1.1
858,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,0.0,100.0,59.0,47.0,0.0,1,7.0,GD,51.0,0,,11077.0,0.66,1.1
859,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,0.0,1,7.0,GD,51.0,0,,21086.0,0.66,1.1
860,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,1.0,1,7.0,GD,51.0,0,,11077.0,0.66,1.1
861,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,1.0,1,7.0,GD,51.0,0,,11077.0,0.66,1.1
862,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,0.0,1,7.0,GD,51.0,0,,11077.0,0.66,1.1
863,44.0,5.0,第4节,第4节,12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,0.0,1,7.0,GD,51.0,0,,11077.0,0.66,1.1
864,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,0.0,1,7.0,GD,40.0,0,,11077.0,0.66,1.1
865,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,0.0,1,7.0,GD,40.0,0,,21077.0,0.66,1.1
866,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,0.0,1,7.0,GD,24.0,0,,21077.0,0.66,1.1
867,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,1.0,1,7.0,GD,24.0,0,,21077.0,0.66,1.1
868,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,1.0,1,7.0,GD,24.0,0,,11086.0,0.66,1.1
869,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,0.0,1,7.0,GD,24.0,0,,21077.0,0.66,1.1
870,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,1.0,100.0,59.0,47.0,0.0,1,7.0,GD,17.0,0,,21077.0,0.66,1.1
871,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,2.0,100.0,59.0,47.0,0.0,1,7.0,GD,17.0,0,,21086.0,0.66,1.1
872,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,2.0,100.0,59.0,47.0,1.0,1,7.0,GD,17.0,0,,11077.0,0.66,1.1
873,44.0,5.0,第4节,第4节,11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,11.5,1.0,4.0,0.8,,,5.0,20.0,4.0,1.0,2.0,100.0,59.0,47.0,1.0,1,7.0,GD,17.0,0,,11077.0,0.66,1.1
874,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,2.0,100.0,59.0,47.0,0.0,1,7.0,GD,17.0,0,,11077.0,0.66,1.1
875,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,2.0,100.0,59.0,47.0,0.0,1,7.0,GD,10.0,0,,11077.0,0.66,1.1
876,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,2.0,100.0,59.0,47.0,0.0,1,7.0,GD,10.0,0,,11077.0,0.66,1.1
877,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,2.0,100.0,59.0,47.0,0.0,1,7.0,GD,8.0,0,,11077.0,0.66,1.1
878,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,2.0,100.0,59.0,47.0,1.0,1,7.0,GD,8.0,0,,11077.0,0.66,1.1
879,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,3.0,100.0,59.0,47.0,1.0,1,7.0,GD,8.0,0,,21086.0,0.66,1.1
880,44.0,5.0,第4节,第4节,10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,10.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,3.0,100.0,59.0,47.0,1.0,1,7.0,GD,8.0,0,,11077.0,0.66,1.1
881,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,3.0,100.0,59.0,47.0,0.0,1,7.0,GD,8.0,0,,11077.0,0.66,1.1
882,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,3.0,100.0,59.0,47.0,0.0,1,6.0,GD,56.0,0,,11077.0,0.66,1.1
883,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,56.0,0,,21086.0,0.66,1.1
884,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.83,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,1.0,1,6.0,GD,56.0,0,,11077.0,0.66,1.1
885,44.0,5.0,第4节,第4节,9.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,9.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,1.0,1,6.0,GD,56.0,0,,11077.0,0.66,1.1
886,44.0,5.0,第4节,第4节,-9.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-9.5,1.0,4.0,0.8,1:2,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,1.0,1,6.0,GD,56.0,0,,11078.0,0.66,1.1
887,44.0,5.0,第4节,第4节,-9.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-9.5,1.0,4.0,0.83,1:2,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,1.0,1,6.0,GD,56.0,0,,11078.0,0.66,1.1
888,44.0,5.0,第4节,第4节,-9.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-9.5,1.0,4.0,0.83,1:2,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,56.0,0,,11078.0,0.66,1.1
889,44.0,5.0,第4节,第4节,-9.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-9.5,1.0,4.0,0.83,1:2,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,56.0,0,,11080.0,0.66,1.1
890,44.0,5.0,第4节,第4节,10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,10.5,1.0,4.0,0.77,2:2,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,56.0,0,,11078.0,0.66,1.1
891,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.91,2:2,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,56.0,0,,11080.0,0.66,1.1
892,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.87,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,56.0,0,,21077.0,0.66,1.1
893,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,1.0,1,6.0,GD,56.0,0,,21077.0,0.66,1.1
894,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,1.0,1,6.0,GD,56.0,0,,21077.0,0.66,1.1
895,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,56.0,0,,21077.0,0.66,1.1
896,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,35.0,0,,21077.0,0.66,1.1
897,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,35.0,0,,11086.0,0.66,1.1
898,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,1.0,1,6.0,GD,35.0,0,,21077.0,0.66,1.1
899,44.0,5.0,第4节,第4节,11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,11.5,1.0,4.0,0.77,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,1.0,1,6.0,GD,35.0,0,,21077.0,0.66,1.1
900,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.91,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,35.0,0,,21077.0,0.66,1.1
901,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.91,,,5.0,20.0,4.0,1.0,4.0,100.0,59.0,47.0,0.0,1,6.0,GD,26.0,0,,21077.0,0.66,1.1
902,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,59.0,61.0,0.0,1,6.0,GD,26.0,0,,21074.0,0.66,1.1
903,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,47.0,0.0,1,6.0,GD,26.0,0,,11077.0,0.66,1.1
904,44.0,5.0,第4节,第4节,12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,12.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,47.0,0.0,1,6.0,GD,26.0,0,,11077.0,0.66,1.1
905,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,47.0,0.0,1,6.0,GD,24.0,0,,11077.0,0.66,1.1
906,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,47.0,0.0,1,6.0,GD,24.0,0,,11074.0,0.66,1.1
907,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,6.0,GD,24.0,0,,21077.0,0.66,1.1
908,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,6.0,GD,9.0,0,,21077.0,0.66,1.1
909,44.0,5.0,第4节,第4节,11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,11.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,6.0,GD,9.0,0,,21077.0,0.66,1.1
910,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,6.0,GD,4.0,0,,21077.0,0.66,1.1
911,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,6.0,GD,4.0,0,,21077.0,0.66,1.1
912,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,6.0,GD,1.0,0,,21077.0,0.66,1.1
913,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,6.0,GD,1.0,0,,11086.0,0.66,1.1
914,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,1.0,1,6.0,GD,1.0,0,,21077.0,0.66,1.1
915,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.87,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,1.0,1,6.0,GD,1.0,0,,21077.0,0.66,1.1
916,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,6.0,GD,1.0,0,,21077.0,0.66,1.1
917,44.0,5.0,第4节,第4节,10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,6.0,GD,1.0,0,,11077.0,0.66,1.1
918,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,5.0,GD,48.0,0,,11077.0,0.66,1.1
919,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,5.0,GD,48.0,0,,21077.0,0.66,1.1
920,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,5.0,GD,40.0,0,,21077.0,0.66,1.1
921,44.0,5.0,第4节,第4节,11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,11.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,5.0,GD,40.0,0,,21077.0,0.66,1.1
922,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,5.0,GD,23.0,0,,11077.0,0.66,1.1
923,44.0,5.0,第4节,第4节,10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,5.0,GD,23.0,0,,11077.0,0.66,1.1
924,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,5.0,GD,19.0,0,,11077.0,0.66,1.1
925,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,5.0,GD,19.0,0,,11077.0,0.66,1.1
926,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,5.0,GD,11.0,0,,11077.0,0.66,1.1
927,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,4.0,GD,11.0,0,,21077.0,0.66,1.1
928,44.0,5.0,第4节,第4节,-10.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-10.5,1.0,4.0,0.8,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,4.0,GD,58.0,0,,21077.0,0.66,1.1
929,44.0,5.0,第4节,第4节,11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,11.5,1.0,4.0,0.91,,,5.0,21.0,4.0,1.0,4.0,100.0,61.0,49.0,0.0,1,4.0,GD,58.0,0,,21077.0,0.66,1.1
930,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.77,,,5.0,22.0,4.0,1.0,4.0,100.0,61.0,63.0,0.0,1,4.0,GD,58.0,0,,21074.0,0.66,1.1
931,44.0,5.0,第4节,第4节,-11.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-11.5,1.0,4.0,0.77,,,5.0,22.0,4.0,1.0,4.0,100.0,63.0,49.0,0.0,1,4.0,GD,37.0,0,,11077.0,0.66,1.1
932,44.0,5.0,第4节,第4节,12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,12.5,1.0,4.0,0.77,,,5.0,22.0,4.0,1.0,4.0,100.0,63.0,49.0,0.0,1,4.0,GD,37.0,0,,11077.0,0.66,1.1
933,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.77,,,5.0,22.0,4.0,1.0,4.0,100.0,63.0,49.0,0.0,1,4.0,GD,33.0,0,,11077.0,0.66,1.1
934,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.77,,,5.0,22.0,4.0,1.0,4.0,100.0,63.0,49.0,0.0,1,4.0,GD,33.0,0,,11081.0,0.66,1.1
935,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.77,,,5.0,22.0,4.0,1.0,4.0,100.0,63.0,49.0,0.0,1,4.0,GD,37.0,0,,11081.0,0.66,1.1
936,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.77,,,5.0,22.0,4.0,1.0,4.0,100.0,63.0,49.0,0.0,1,4.0,GD,37.0,0,,11077.0,0.66,1.1
937,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.77,,,5.0,22.0,4.0,1.0,4.0,100.0,63.0,49.0,0.0,1,4.0,GD,14.0,0,,11077.0,0.66,1.1
938,44.0,5.0,第4节,第4节,-12.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-12.5,1.0,4.0,0.77,,,5.0,22.0,4.0,1.0,4.0,100.0,63.0,49.0,0.0,1,4.0,GD,14.0,0,,11077.0,0.66,1.1
