,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
811,44.0,5.0,第3节,第3节,5.5,0.87,-5.5,0.8,122.5,0.83,122.5,0.83,122.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,9.0,4.0,3.0,2.0,2.0,4.0,69.2,44.4,31.0,32.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21086.0,0.0,0.0,
812,44.0,5.0,第3节,第3节,5.5,0.83,-6.5,0.83,122.5,0.83,122.5,0.83,-6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,9.0,4.0,3.0,2.0,2.0,4.0,69.2,44.4,31.0,32.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,11077.0,0.0,0.0,
813,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,122.5,0.83,123.5,0.83,6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:2,1.0,1.0,5.0,10.0,6.0,9.0,4.0,3.0,2.0,2.0,4.0,69.2,44.4,31.0,32.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,11078.0,0.0,0.0,
814,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,123.5,0.83,123.5,0.83,123.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:2,1.0,1.0,5.0,10.0,6.0,9.0,4.0,3.0,2.0,2.0,4.0,69.2,44.4,31.0,32.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,11078.0,0.0,0.0,
815,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.91,123.5,0.83,123.5,0.83,123.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:2,1.0,1.0,5.0,10.0,6.0,9.0,4.0,3.0,2.0,2.0,4.0,69.2,44.4,31.0,32.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,11078.0,0.0,0.0,
816,44.0,5.0,第3节,第3节,6.5,0.77,-7.5,0.91,123.5,0.83,123.5,0.83,-7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:2,1.0,1.0,5.0,10.0,6.0,9.0,4.0,3.0,2.0,2.0,4.0,69.2,44.4,31.0,32.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,11078.0,0.0,0.0,
817,44.0,5.0,第3节,第3节,7.5,0.77,-7.5,0.91,123.5,0.83,123.5,0.83,7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:2,1.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,2.0,2.0,4.0,71.4,44.4,33.0,32.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,11079.0,0.0,0.0,"0.80,0.50"
818,44.0,5.0,第3节,第3节,7.5,0.77,-7.5,0.91,123.5,0.83,123.5,0.83,7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,2:2,1.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,2.0,2.0,4.0,71.4,44.4,31.0,33.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,11078.0,0.0,0.0,"0.80,0.50"
819,44.0,5.0,第3节,第3节,7.5,0.77,-7.5,0.91,123.5,0.83,123.5,0.83,7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,2:2,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,34.0,33.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,11079.0,0.0,0.0,"0.80,0.50"
820,44.0,5.0,第3节,第3节,7.5,0.77,-7.5,0.91,123.5,0.83,123.5,0.83,7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
821,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
822,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,1.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
823,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,1.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
824,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,1.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
825,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,1.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
826,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,1.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
827,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,1.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
828,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
829,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
830,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
831,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
832,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
833,44.0,5.0,第3节,第3节,7.5,0.8,-8.5,0.87,124.5,0.83,124.5,0.83,-8.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
834,44.0,5.0,第3节,第3节,8.5,0.8,-8.5,0.87,124.5,0.83,124.5,0.83,8.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,44.0,0,,21077.0,0.0,0.0,
835,44.0,5.0,第3节,第3节,8.5,0.87,-7.5,0.8,124.5,0.83,124.5,0.83,-7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,44.0,0,,11077.0,0.0,0.0,
836,44.0,5.0,第3节,第3节,7.5,0.87,-7.5,0.8,124.5,0.83,125.5,0.83,7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,44.0,0,,11077.0,0.0,0.0,
837,44.0,5.0,第3节,第3节,7.5,0.87,-7.5,0.8,125.5,0.83,125.5,0.83,125.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,44.0,0,,11077.0,0.0,0.0,
838,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,125.5,0.83,124.5,0.83,125.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:1,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,44.0,0,,11078.0,0.0,0.0,
839,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:1,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,44.0,0,,11078.0,0.0,0.0,
840,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,125.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:1,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,44.0,0,,11078.0,0.0,0.0,
841,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,125.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:1,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,73.3,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,44.0,0,,11078.0,0.0,0.0,
842,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,1:1,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,44.0,0,,11080.0,0.0,0.0,"0.80,0.50"
843,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,43.0,0,,21077.0,0.0,0.0,
844,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,43.0,0,,21077.0,0.0,0.0,
845,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
846,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,45.0,0,,21077.0,0.0,0.0,
847,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,2.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,41.0,0,,21077.0,0.0,0.0,
848,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,124.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,41.0,0,,11086.0,0.0,0.0,
849,44.0,5.0,第3节,第3节,7.5,0.87,-6.5,0.8,124.5,0.83,124.5,0.83,-6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,41.0,0,,21077.0,0.0,0.0,
850,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,124.5,0.83,124.5,0.83,6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,21077.0,0.0,0.0,
851,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,124.5,0.83,124.5,0.83,6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,21095.0,0.0,0.0,"0.27,0.76"
852,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,124.5,0.83,124.5,0.83,6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,11077.0,0.0,0.0,
853,44.0,5.0,第3节,第3节,6.5,0.83,-7.5,0.83,124.5,0.83,124.5,0.83,-7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,21077.0,0.0,0.0,
854,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,124.5,0.83,123.5,0.83,7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,21077.0,0.0,0.0,
855,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,123.5,0.83,123.5,0.83,123.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,21077.0,0.0,0.0,
856,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,123.5,0.83,123.5,0.83,123.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,21077.0,0.0,0.0,
857,44.0,5.0,第3节,第3节,7.5,0.83,-6.5,0.83,123.5,0.83,123.5,0.83,-6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,6.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,34.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,21077.0,0.0,0.0,
858,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,123.5,0.83,123.5,0.83,6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,31.0,33.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,21074.0,0.0,0.0,"0.09,0.50"
859,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,123.5,0.83,123.5,0.83,6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,5.0,GD,26.0,0,,11077.0,0.0,0.0,
860,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,123.5,0.83,123.5,0.83,6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,5.0,GD,14.0,0,,11077.0,0.0,0.0,
861,44.0,5.0,第3节,第3节,6.5,0.87,-5.5,0.8,123.5,0.83,123.5,0.83,-5.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,5.0,GD,14.0,0,,11077.0,0.0,0.0,
862,44.0,5.0,第3节,第3节,5.5,0.87,-5.5,0.8,123.5,0.83,125.5,0.83,5.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,5.0,GD,14.0,0,,11077.0,0.0,0.0,
863,44.0,5.0,第3节,第3节,5.5,0.87,-5.5,0.8,125.5,0.83,125.5,0.83,125.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,5.0,GD,14.0,0,,11077.0,0.0,0.0,
864,44.0,5.0,第3节,第3节,5.5,0.87,-5.5,0.83,125.5,0.83,125.5,0.83,125.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,5.0,GD,14.0,0,,11077.0,0.0,0.0,
865,44.0,5.0,第3节,第3节,5.5,0.83,-7.5,0.83,125.5,0.83,125.5,0.83,-7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,5.0,GD,14.0,0,,11077.0,0.0,0.0,
866,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,125.5,0.83,126.5,0.83,7.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,5.0,GD,14.0,0,,11077.0,0.0,0.0,
867,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,5.0,GD,14.0,0,,11077.0,0.0,0.0,
868,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,1.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,34.0,0.0,#F0F0F0,1,4.0,GD,48.0,0,,11077.0,0.0,0.0,
869,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,2.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,37.0,34.0,0.0,#F0F0F0,1,4.0,GD,48.0,0,,11075.0,0.0,0.0,"0.66,0.48"
870,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,2.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,37.0,0.0,#F0F0F0,1,4.0,GD,48.0,0,,21077.0,0.0,0.0,
871,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,2.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,37.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,21077.0,0.0,0.0,
872,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,2.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,37.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,21077.0,0.0,0.0,
873,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,2.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,37.0,0.0,#F0F0F0,1,4.0,GD,25.0,0,,21077.0,0.0,0.0,
874,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,2.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,37.0,0.0,#F0F0F0,1,4.0,GD,25.0,0,,21077.0,0.0,0.0,
875,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,2.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,4.0,68.8,44.4,33.0,37.0,0.0,#F0F0F0,1,4.0,GD,24.0,0,,21077.0,0.0,0.0,
876,44.0,5.0,第3节,第3节,7.5,0.83,-7.5,0.83,126.5,0.83,126.5,0.83,126.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",3.0,,1.0,2.0,5.0,10.0,7.0,11.0,4.0,3.0,2.0,3.0,5.0,68.8,44.4,33.0,37.0,0.0,#F0F0F0,1,4.0,GD,24.0,0,,21086.0,0.0,0.0,
