,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
411,第4节,第4节,-23.5,0.8,23.5,0.87,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,2.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,79.0,58.0,0.0,1,6.0,1.0,0,,21077.0,0.0,0.0
412,第4节,第4节,-23.5,0.8,23.5,0.87,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,79.0,82.0,0.0,1,6.0,1.0,0,,21075.0,0.0,0.0
413,第4节,第4节,-23.5,0.8,23.5,0.87,161.5,0.83,161.5,0.83,161.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,57.0,0,,11077.0,0.0,0.0
414,第4节,第4节,-23.5,0.8,25.5,0.87,161.5,0.83,161.5,0.83,25.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,57.0,0,,11077.0,0.0,0.0
415,第4节,第4节,-25.5,0.8,25.5,0.87,161.5,0.83,164.5,1.0,-25.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,57.0,0,,11077.0,0.0,0.0
416,第4节,第4节,-25.5,0.8,25.5,0.87,164.5,0.71,164.5,1.0,164.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,57.0,0,,11077.0,0.0,0.0
417,第4节,第4节,-25.5,0.8,25.5,0.87,164.5,0.71,164.5,1.0,164.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,33.0,0,,21077.0,0.0,0.0
418,第4节,第4节,-25.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,26.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,33.0,0,,21077.0,0.0,0.0
419,第4节,第4节,-26.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,-26.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,18.0,0,,11077.0,0.0,0.0
420,第4节,第4节,-26.5,0.83,25.5,0.83,164.5,0.71,164.5,1.0,25.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,18.0,0,,11077.0,0.0,0.0
421,第4节,第4节,-25.5,0.83,25.5,0.83,164.5,0.71,164.5,1.0,-25.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,16.0,0,,21077.0,0.0,0.0
422,第4节,第4节,-25.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,26.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,16.0,0,,21077.0,0.0,0.0
423,第4节,第4节,-26.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,-26.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,4.0,0,,21077.0,0.0,0.0
424,第4节,第4节,-26.5,0.83,25.5,0.83,164.5,0.71,164.5,1.0,25.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,4.0,0,,21077.0,0.0,0.0
425,第4节,第4节,-25.5,0.83,25.5,0.83,164.5,0.71,164.5,1.0,-25.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,5.0,4.0,0,,11077.0,0.0,0.0
426,第4节,第4节,-25.5,0.83,25.5,0.83,164.5,0.71,164.5,1.0,-25.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,4.0,40.0,0,,21077.0,0.0,0.0
427,第4节,第4节,-25.5,0.87,26.5,0.8,164.5,0.71,164.5,1.0,26.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,4.0,40.0,0,,21077.0,0.0,0.0
428,第4节,第4节,-26.5,0.87,26.5,0.8,164.5,0.71,164.5,1.0,-26.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,4.0,26.0,0,,21077.0,0.0,0.0
429,第4节,第4节,-26.5,0.91,25.5,0.77,164.5,0.71,164.5,1.0,25.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,4.0,26.0,0,,11077.0,0.0,0.0
430,第4节,第4节,-25.5,0.91,25.5,0.77,164.5,0.71,164.5,1.0,-25.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,4.0,25.0,0,,21077.0,0.0,0.0
431,第4节,第4节,-25.5,0.91,26.5,0.77,164.5,0.71,164.5,1.0,26.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,4.0,25.0,0,,21077.0,0.0,0.0
432,第4节,第4节,-26.5,0.91,26.5,0.77,164.5,0.71,164.5,1.0,-26.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,0.0,1,4.0,16.0,0,,21077.0,0.0,0.0
433,第4节,第4节,-26.5,0.91,26.5,0.77,164.5,0.71,164.5,1.0,-26.5,4.0,,0.0,4,3.0,19.0,29.0,8.0,17.0,4,4,3.0,1.0,57.1,73.9,82.0,58.0,1.0,1,4.0,16.0,0,,21077.0,0.0,0.0
434,第4节,第4节,-26.5,0.91,26.5,0.77,164.5,0.71,164.5,1.0,-26.5,4.0,,1.0,4,3.0,19.0,29.0,8.0,17.0,4,4,4.0,1.0,57.1,73.9,82.0,58.0,1.0,1,4.0,16.0,0,,11086.0,0.0,0.0
435,第4节,第4节,-26.5,0.8,26.5,0.87,164.5,0.71,164.5,1.0,-26.5,4.0,,1.0,4,3.0,19.0,29.0,8.0,17.0,4,4,4.0,1.0,57.1,73.9,82.0,58.0,0.0,1,4.0,16.0,0,,21077.0,0.0,0.0
436,第4节,第4节,-26.5,0.91,27.5,0.77,164.5,0.71,164.5,1.0,27.5,4.0,1:2,1.0,4,3.0,19.0,29.0,8.0,17.0,4,4,4.0,1.0,57.1,73.9,82.0,58.0,0.0,1,4.0,16.0,0,,21078.0,0.0,0.0
437,第4节,第4节,-27.5,0.91,27.5,0.77,164.5,0.71,164.5,1.0,-27.5,4.0,1:2,1.0,4,3.0,19.0,29.0,8.0,18.0,4,4,4.0,1.0,57.1,75.0,82.0,83.0,0.0,1,4.0,16.0,0,,21079.0,0.0,0.0
438,第4节,第4节,-27.5,0.91,27.5,0.77,164.5,0.71,164.5,1.0,-27.5,4.0,2:2,1.0,4,3.0,19.0,29.0,8.0,18.0,4,4,4.0,1.0,57.1,75.0,83.0,58.0,0.0,1,4.0,16.0,0,,21078.0,0.0,0.0
439,第4节,第4节,-27.5,0.83,27.5,0.83,164.5,0.71,164.5,1.0,-27.5,4.0,2:2,1.0,4,3.0,19.0,29.0,8.0,19.0,4,4,4.0,1.0,57.1,76.0,83.0,84.0,0.0,1,4.0,16.0,0,,21079.0,0.0,0.0
440,第4节,第4节,-27.5,0.83,27.5,0.83,164.5,0.71,164.5,1.0,-27.5,4.0,,1.0,4,3.0,19.0,29.0,8.0,19.0,4,4,4.0,1.0,57.1,76.0,84.0,58.0,0.0,1,4.0,16.0,0,,11077.0,0.0,0.0
441,第4节,第4节,-27.5,0.8,27.5,0.87,164.5,0.71,164.5,1.0,-27.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,4.0,1.0,57.1,76.0,60.0,58.0,0.0,1,4.0,16.0,0,,11074.0,0.0,0.0
442,第4节,第4节,-27.5,0.8,27.5,0.87,164.5,0.71,164.5,1.0,-27.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,4.0,1.0,57.1,76.0,84.0,60.0,0.0,1,4.0,16.0,0,,21077.0,0.0,0.0
443,第4节,第4节,-27.5,0.8,27.5,0.87,164.5,0.71,164.5,1.0,-27.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,4.0,1.0,57.1,76.0,84.0,60.0,0.0,1,4.0,6.0,0,,21077.0,0.0,0.0
444,第4节,第4节,-27.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,26.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,4.0,1.0,57.1,76.0,84.0,60.0,0.0,1,4.0,6.0,0,,21077.0,0.0,0.0
445,第4节,第4节,-26.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,-26.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,4.0,1.0,57.1,76.0,84.0,60.0,0.0,1,3.0,59.0,0,,21077.0,0.0,0.0
446,第4节,第4节,-26.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,-26.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,4.0,1.0,57.1,76.0,84.0,60.0,0.0,1,3.0,59.0,0,,21077.0,0.0,0.0
447,第4节,第4节,-26.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,-26.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,4.0,1.0,57.1,76.0,84.0,60.0,0.0,1,3.0,56.0,0,,21077.0,0.0,0.0
448,第4节,第4节,-26.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,-26.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,5.0,1.0,57.1,76.0,84.0,60.0,0.0,1,3.0,56.0,0,,11086.0,0.0,0.0
449,第4节,第4节,-26.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,-26.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,5.0,1.0,57.1,76.0,84.0,60.0,1.0,1,3.0,56.0,0,,21077.0,0.0,0.0
450,第4节,第4节,-26.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,-26.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,5.0,1.0,57.1,76.0,84.0,60.0,1.0,1,3.0,56.0,0,,21077.0,0.0,0.0
451,第4节,第4节,-26.5,0.83,26.5,0.83,164.5,0.71,164.5,1.0,-26.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,5.0,1.0,57.1,76.0,84.0,60.0,0.0,1,3.0,56.0,0,,21077.0,0.0,0.0
452,第4节,第4节,-26.5,0.77,26.5,0.91,164.5,0.71,164.5,1.0,-26.5,4.0,1:2,1.0,4,3.0,20.0,29.0,8.0,19.0,4,4,5.0,1.0,57.1,76.0,84.0,85.0,0.0,1,3.0,56.0,0,,21078.0,0.0,0.0
453,第4节,第4节,-26.5,0.77,26.5,0.91,164.5,0.71,164.5,1.0,-26.5,4.0,1:2,1.0,4,3.0,20.0,29.0,8.0,20.0,4,4,5.0,1.0,57.1,76.9,84.0,85.0,0.0,1,3.0,56.0,0,,21079.0,0.0,0.0
454,第4节,第4节,-26.5,0.77,26.5,0.91,164.5,0.71,164.5,1.0,-26.5,4.0,2:2,1.0,4,3.0,20.0,29.0,8.0,20.0,4,4,5.0,1.0,57.1,76.9,85.0,60.0,0.0,1,3.0,56.0,0,,21078.0,0.0,0.0
455,第4节,第4节,-26.5,0.87,27.5,0.8,164.5,0.71,164.5,1.0,27.5,4.0,2:2,1.0,4,3.0,20.0,29.0,8.0,20.0,4,4,5.0,1.0,57.1,76.9,85.0,60.0,0.0,1,3.0,56.0,0,,21078.0,0.0,0.0
456,第4节,第4节,-27.5,0.87,27.5,0.8,164.5,0.71,164.5,1.0,-27.5,4.0,2:2,1.0,4,3.0,20.0,29.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,85.0,86.0,0.0,1,3.0,56.0,0,,21079.0,0.0,0.0
457,第4节,第4节,-27.5,0.87,27.5,0.8,164.5,0.71,164.5,1.0,-27.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,86.0,60.0,0.0,1,3.0,56.0,0,,11077.0,0.0,0.0
458,第4节,第4节,-27.5,0.83,27.5,0.83,164.5,0.71,164.5,1.0,-27.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,86.0,60.0,0.0,1,3.0,56.0,0,,11077.0,0.0,0.0
459,第4节,第4节,-27.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,28.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,86.0,60.0,0.0,1,3.0,56.0,0,,11077.0,0.0,0.0
460,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,86.0,60.0,0.0,1,3.0,33.0,0,,11077.0,0.0,0.0
461,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,3.0,20.0,29.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,86.0,88.0,0.0,1,3.0,33.0,0,,21077.0,0.0,0.0
462,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,86.0,88.0,0.0,1,3.0,33.0,0,,21074.0,0.0,0.0
463,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,60.0,0.0,1,3.0,33.0,0,,11077.0,0.0,0.0
464,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,60.0,0.0,1,3.0,30.0,0,,11077.0,0.0,0.0
465,第4节,第4节,-28.5,0.87,29.5,0.8,164.5,0.71,164.5,1.0,29.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,60.0,0.0,1,3.0,30.0,0,,11077.0,0.0,0.0
466,第4节,第4节,-29.5,0.87,29.5,0.8,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,60.0,0.0,1,3.0,29.0,0,,11077.0,0.0,0.0
467,第4节,第4节,-29.5,0.87,29.5,0.8,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,60.0,0.0,1,3.0,29.0,0,,11077.0,0.0,0.0
468,第4节,第4节,-29.5,0.87,29.5,0.8,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,60.0,0.0,1,3.0,11.0,0,,11077.0,0.0,0.0
469,第4节,第4节,-29.5,0.91,30.5,0.77,164.5,0.71,164.5,1.0,30.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,60.0,0.0,1,3.0,11.0,0,,21077.0,0.0,0.0
470,第4节,第4节,-30.5,0.91,30.5,0.77,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,60.0,0.0,1,3.0,9.0,0,,21077.0,0.0,0.0
471,第4节,第4节,-30.5,0.91,30.5,0.77,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,91.0,0.0,1,2.0,9.0,0,,21077.0,0.0,0.0
472,第4节,第4节,-30.5,0.91,30.5,0.77,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,3.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,91.0,0.0,1,2.0,51.0,0,,21077.0,0.0,0.0
473,第4节,第4节,-30.5,0.91,30.5,0.77,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,4.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,91.0,0.0,1,2.0,51.0,0,,21075.0,0.0,0.0
474,第4节,第4节,-30.5,1.0,32.5,0.71,164.5,0.71,164.5,1.0,32.5,4.0,,1.0,4,4.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,91.0,0.0,1,2.0,51.0,0,,11077.0,0.0,0.0
475,第4节,第4节,-32.5,1.0,32.5,0.71,164.5,0.71,164.5,1.0,-32.5,4.0,,1.0,4,4.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,88.0,91.0,1.0,1,2.0,51.0,0,,11077.0,0.0,0.0
476,第4节,第4节,-32.5,1.0,32.5,0.71,164.5,0.71,164.5,1.0,-32.5,4.0,,1.0,4,4.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,91.0,60.0,1.0,1,2.0,51.0,0,,11077.0,0.0,0.0
477,第4节,第4节,-32.5,1.0,32.5,0.71,164.5,0.71,164.5,1.0,-32.5,4.0,,1.0,4,4.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,91.0,60.0,1.0,1,2.0,36.0,0,,11077.0,0.0,0.0
478,第4节,第4节,-32.5,0.77,31.5,0.91,164.5,0.71,164.5,1.0,31.5,4.0,,1.0,4,4.0,20.0,30.0,8.0,21.0,4,4,5.0,1.0,57.1,77.8,91.0,60.0,1.0,1,2.0,36.0,0,,11077.0,0.0,0.0
479,第4节,第4节,-31.5,0.77,31.5,0.91,164.5,0.71,164.5,1.0,-31.5,4.0,,1.0,4,4.0,20.0,30.0,8.0,21.0,4,4,5.0,2.0,57.1,77.8,91.0,60.0,1.0,1,2.0,36.0,0,,21086.0,0.0,0.0
480,第4节,第4节,-31.5,0.77,31.5,0.91,164.5,0.71,164.5,1.0,-31.5,4.0,,1.0,4,4.0,20.0,30.0,8.0,21.0,4,4,5.0,2.0,57.1,77.8,91.0,60.0,1.0,1,2.0,36.0,0,,11077.0,0.0,0.0
481,第4节,第4节,-31.5,0.83,31.5,0.83,164.5,0.71,164.5,1.0,-31.5,4.0,1:2,1.0,4,4.0,20.0,30.0,8.0,21.0,4,4,5.0,2.0,57.1,77.8,61.0,60.0,1.0,1,2.0,36.0,0,,11078.0,0.0,0.0
482,第4节,第4节,-31.5,0.83,31.5,0.83,164.5,0.71,164.5,1.0,-31.5,4.0,1:2,1.0,4,4.0,20.0,30.0,9.0,21.0,4,4,5.0,2.0,60.0,77.8,61.0,60.0,1.0,1,2.0,36.0,0,,11079.0,0.0,0.0
483,第4节,第4节,-31.5,0.83,31.5,0.83,164.5,0.71,164.5,1.0,-31.5,4.0,2:2,1.0,4,4.0,20.0,30.0,9.0,21.0,4,4,5.0,2.0,60.0,77.8,91.0,61.0,1.0,1,2.0,36.0,0,,11078.0,0.0,0.0
484,第4节,第4节,-31.5,0.91,31.5,0.77,164.5,0.71,164.5,1.0,-31.5,4.0,2:2,1.0,4,4.0,20.0,30.0,9.0,21.0,4,4,5.0,2.0,56.2,77.8,91.0,61.0,1.0,1,2.0,36.0,0,,11080.0,0.0,0.0
485,第4节,第4节,-31.5,0.91,31.5,0.77,164.5,0.71,164.5,1.0,-31.5,4.0,,1.0,4,4.0,20.0,30.0,9.0,21.0,4,4,5.0,2.0,56.2,77.8,91.0,61.0,1.0,1,2.0,34.0,0,,21077.0,0.0,0.0
486,第4节,第4节,-31.5,0.77,30.5,0.91,164.5,0.71,164.5,1.0,30.5,4.0,,1.0,4,4.0,20.0,30.0,9.0,21.0,4,4,5.0,2.0,56.2,77.8,91.0,61.0,1.0,1,2.0,34.0,0,,11077.0,0.0,0.0
487,第4节,第4节,-30.5,0.83,30.5,0.83,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,4.0,20.0,30.0,9.0,21.0,4,4,5.0,3.0,56.2,77.8,91.0,61.0,1.0,1,2.0,34.0,0,,21086.0,0.0,0.0
488,第4节,第4节,-30.5,0.83,30.5,0.83,164.5,0.71,164.5,1.0,-30.5,4.0,,1.0,4,4.0,20.0,30.0,9.0,21.0,4,4,5.0,3.0,56.2,77.8,91.0,61.0,1.0,1,2.0,34.0,0,,11077.0,0.0,0.0
489,第4节,第4节,-30.5,0.91,30.5,0.77,164.5,0.71,164.5,1.0,-30.5,4.0,1:2,1.0,4,4.0,20.0,30.0,9.0,21.0,4,4,5.0,3.0,56.2,77.8,62.0,61.0,1.0,1,2.0,34.0,0,,11078.0,0.0,0.0
490,第4节,第4节,-30.5,0.91,30.5,0.77,164.5,0.71,164.5,1.0,-30.5,4.0,1:2,1.0,4,4.0,20.0,30.0,10.0,21.0,4,4,5.0,3.0,58.8,77.8,62.0,61.0,1.0,1,2.0,34.0,0,,11079.0,0.0,0.0
491,第4节,第4节,-30.5,0.91,30.5,0.77,164.5,0.71,164.5,1.0,-30.5,4.0,2:2,1.0,4,4.0,20.0,30.0,10.0,21.0,4,4,5.0,3.0,58.8,77.8,91.0,62.0,1.0,1,2.0,34.0,0,,11078.0,0.0,0.0
492,第4节,第4节,-30.5,0.77,29.5,0.91,164.5,0.71,164.5,1.0,29.5,4.0,2:2,1.0,4,4.0,20.0,30.0,10.0,21.0,4,4,5.0,3.0,58.8,77.8,91.0,62.0,1.0,1,2.0,34.0,0,,11078.0,0.0,0.0
493,第4节,第4节,-29.5,0.77,29.5,0.91,164.5,0.71,164.5,1.0,-29.5,4.0,2:2,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,63.0,62.0,1.0,1,2.0,34.0,0,,11079.0,0.0,0.0
494,第4节,第4节,-29.5,0.77,29.5,0.91,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,2.0,34.0,0,,21077.0,0.0,0.0
495,第4节,第4节,-29.5,0.83,29.5,0.83,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,2.0,11.0,0,,21077.0,0.0,0.0
496,第4节,第4节,-29.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,2.0,11.0,0,,21077.0,0.0,0.0
497,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,2.0,8.0,0,,11077.0,0.0,0.0
498,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,2.0,8.0,0,,11077.0,0.0,0.0
499,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,2.0,4.0,0,,11077.0,0.0,0.0
500,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,4.0,0,,11077.0,0.0,0.0
501,第4节,第4节,-28.5,0.87,28.5,0.8,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,58.0,0,,11077.0,0.0,0.0
502,第4节,第4节,-28.5,0.87,29.5,0.8,164.5,0.71,164.5,1.0,29.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,58.0,0,,11077.0,0.0,0.0
503,第4节,第4节,-29.5,0.87,29.5,0.8,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,40.0,0,,21077.0,0.0,0.0
504,第4节,第4节,-29.5,0.87,29.5,0.8,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,40.0,0,,11077.0,0.0,0.0
505,第4节,第4节,-29.5,0.87,29.5,0.8,164.5,0.71,164.5,1.0,-29.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,38.0,0,,11077.0,0.0,0.0
506,第4节,第4节,-29.5,0.91,28.5,0.77,164.5,0.71,164.5,1.0,28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,38.0,0,,11077.0,0.0,0.0
507,第4节,第4节,-28.5,0.91,28.5,0.77,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,23.0,0,,11077.0,0.0,0.0
508,第4节,第4节,-28.5,1.0,28.5,0.71,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,23.0,0,,11077.0,0.0,0.0
509,第4节,第4节,-28.5,1.0,28.5,0.71,164.5,0.71,164.5,1.0,-28.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,17.0,0,,11077.0,0.0,0.0
510,第4节,第4节,-28.5,1.0,29.5,0.71,164.5,0.71,164.5,1.0,29.5,4.0,,1.0,4,4.0,20.0,30.0,11.0,21.0,4,4,5.0,3.0,61.1,77.8,91.0,63.0,1.0,1,1.0,17.0,0,,21077.0,0.0,0.0
