,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
138,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,0.0,1,5.0,GD,24.0,0,,21077.0,1.7,0.0,
139,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,0.0,1,5.0,GD,24.0,0,,11077.0,1.7,0.0,
140,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,0.0,1,5.0,GD,24.0,0,,11095.0,1.7,0.0,"0.84,0.86"
141,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,1.0,1,5.0,GD,24.0,0,,21077.0,1.7,0.0,
142,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,1.0,1,5.0,GD,24.0,0,,21077.0,1.7,0.0,
143,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,1.0,1,5.0,GD,24.0,0,,21077.0,1.7,0.0,
144,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,1.0,1,5.0,GD,24.0,0,,21077.0,1.7,0.0,
145,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,1.0,1,5.0,GD,24.0,0,,21077.0,1.7,0.0,
146,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,1.0,1,5.0,GD,22.0,0,,21077.0,1.7,0.0,
147,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,0.0,1,5.0,GD,22.0,0,,21077.0,1.7,0.0,
148,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,0.0,1,5.0,GD,22.0,0,,21077.0,1.7,0.0,
149,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,0.0,1,5.0,GD,22.0,0,,21077.0,1.7,0.0,
150,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,0.0,1,5.0,GD,22.0,0,,21077.0,1.7,0.0,
151,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,0.0,1,5.0,GD,22.0,0,,21077.0,1.7,0.0,
152,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,6.0,9.0,0.0,1,5.0,GD,22.0,0,,21075.0,1.7,0.0,"0.25,0.81"
153,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,9.0,9.0,0.0,1,5.0,GD,22.0,0,,11077.0,1.7,0.0,
154,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.83,,9.0,9.0,0.0,1,5.0,GD,4.0,0,,11077.0,1.7,0.0,
155,,,,第1节,-4.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-4.5,1.0,0.83,,9.0,9.0,0.0,1,5.0,GD,4.0,0,,11077.0,1.7,0.0,
156,,,,第1节,4.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,4.5,1.0,0.83,,9.0,9.0,0.0,1,5.0,GD,4.0,0,,11077.0,1.7,0.0,
157,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,0.83,,9.0,9.0,0.0,1,5.0,GD,4.0,0,,11077.0,1.7,0.0,
158,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,0.45,,9.0,9.0,0.0,1,5.0,GD,4.0,0,,11077.0,1.7,0.0,
159,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,0.0,1,5.0,GD,4.0,0,,11077.0,1.7,0.0,
160,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,0.0,1,5.0,GD,4.0,0,,11094.0,1.7,0.0,"0.82,0.94"
161,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
162,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.47,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
163,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,1.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
164,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,1.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
165,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,1.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
166,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,1.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
167,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,1.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
168,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,1.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
169,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
170,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
171,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
172,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
173,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
174,,,,第1节,-3.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-3.5,1.0,0.8,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
175,,,,第1节,3.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,3.5,1.0,0.87,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
176,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.87,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
177,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
178,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,11086.0,1.7,0.0,
179,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21077.0,1.7,0.0,
180,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,21074.0,1.7,0.0,"0.10,0.69"
181,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,0.0,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,11077.0,1.7,0.0,
182,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,0.83,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,11077.0,1.7,0.0,
183,,,,第1节,-2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-2.5,1.0,0.83,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,11077.0,1.7,0.0,
184,,,,第1节,2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,2.5,1.0,0.63,,9.0,9.0,0.0,1,4.0,GD,46.0,0,,11077.0,1.7,0.0,
185,,,,第1节,2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,2.5,1.0,1.2,,11.0,9.0,0.0,1,4.0,GD,29.0,0,,11077.0,1.7,0.0,
186,,,,第1节,2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,2.5,1.0,1.2,,11.0,9.0,0.0,1,4.0,GD,29.0,0,,11077.0,1.7,0.0,
187,,,,第1节,2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,2.5,1.0,1.2,,11.0,9.0,0.0,1,4.0,GD,10.0,0,,11077.0,1.7,0.0,
188,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,1.2,,11.0,9.0,0.0,1,4.0,GD,10.0,0,,21077.0,1.7,0.0,
189,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,1.2,,11.0,9.0,0.0,1,4.0,GD,10.0,0,,21075.0,1.7,0.0,"0.34,0.19"
190,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,1.2,,14.0,9.0,0.0,1,4.0,GD,10.0,0,,11077.0,1.7,0.0,
191,,,,第1节,152.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,152.5,1.0,1.2,,14.0,9.0,0.0,1,3.0,GD,45.0,0,,11077.0,1.7,0.0,
192,,,,第1节,1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,1.5,1.0,0.77,,14.0,9.0,0.0,1,3.0,GD,45.0,0,,11077.0,1.7,0.0,
193,,,,第1节,-1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-1.5,1.0,0.91,,14.0,9.0,0.0,1,3.0,GD,45.0,0,,11077.0,1.7,0.0,
194,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,0.91,,14.0,9.0,0.0,1,3.0,GD,45.0,0,,11077.0,1.7,0.0,
195,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,0.83,,14.0,9.0,0.0,1,3.0,GD,45.0,0,,11077.0,1.7,0.0,
196,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,0.83,,14.0,9.0,0.0,1,3.0,GD,45.0,0,,11094.0,1.7,0.0,"0.84,0.94"
197,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,0.83,,14.0,9.0,0.0,1,3.0,GD,29.0,0,,21077.0,1.7,0.0,
198,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.83,,14.0,9.0,0.0,1,3.0,GD,29.0,0,,21077.0,1.7,0.0,
199,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.87,,14.0,9.0,0.0,1,3.0,GD,29.0,0,,11077.0,1.7,0.0,
200,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.8,,14.0,9.0,0.0,1,3.0,GD,29.0,0,,11077.0,1.7,0.0,
201,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.83,,14.0,9.0,0.0,1,3.0,GD,29.0,0,,11077.0,1.7,0.0,
202,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.83,,14.0,9.0,0.0,1,3.0,GD,28.0,0,,11077.0,1.7,0.0,
203,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.83,,14.0,9.0,0.0,1,3.0,GD,28.0,0,,11074.0,1.7,0.0,"0.84,0.49"
204,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.83,,14.0,11.0,0.0,1,3.0,GD,28.0,0,,21077.0,1.7,0.0,
205,,,,第1节,153.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,153.5,1.0,0.83,,14.0,11.0,0.0,1,3.0,GD,24.0,0,,21077.0,1.7,0.0,
206,,,,第1节,-1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-1.5,1.0,0.83,,14.0,11.0,0.0,1,3.0,GD,24.0,0,,21077.0,1.7,0.0,
207,,,,第1节,1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,1.5,1.0,0.83,,14.0,11.0,0.0,1,3.0,GD,24.0,0,,21077.0,1.7,0.0,
208,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,0.83,,14.0,11.0,0.0,1,3.0,GD,24.0,0,,21077.0,1.7,0.0,
209,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,0.71,,14.0,11.0,0.0,1,3.0,GD,24.0,0,,21077.0,1.7,0.0,
210,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,1.0,,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21077.0,1.7,0.0,
211,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,1.0,,14.0,11.0,0.0,1,3.0,GD,12.0,0,,11086.0,1.7,0.0,
212,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,1.0,,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21077.0,1.7,0.0,
213,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,1.0,1:2,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21078.0,1.7,0.0,
214,,,,第1节,154.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,154.5,1.0,0.91,1:2,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21078.0,1.7,0.0,
215,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,0.77,1:2,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21078.0,1.7,0.0,
216,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,0.83,1:2,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21078.0,1.7,0.0,
217,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,0.83,1:2,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21078.0,1.7,0.0,
218,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,1.0,1:2,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21078.0,1.7,0.0,
219,,,,第1节,156.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,156.5,1.0,0.71,1:2,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21078.0,1.7,0.0,
220,,,,第1节,156.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,156.5,1.0,0.71,1:2,14.0,11.0,0.0,1,3.0,GD,12.0,0,,21079.0,1.7,0.0,"0.20,0.50"
221,,,,第1节,156.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,156.5,1.0,0.71,2:2,15.0,11.0,0.0,1,3.0,GD,12.0,0,,21078.0,1.7,0.0,"0.20,0.50"
222,,,,第1节,156.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,156.5,1.0,0.71,2:2,15.0,11.0,0.0,1,3.0,GD,12.0,0,,21079.0,1.7,0.0,"0.20,0.50"
223,,,,第1节,1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,1.5,1.0,0.77,,15.0,11.0,0.0,1,3.0,GD,12.0,0,,11077.0,1.7,0.0,
224,,,,第1节,-1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-1.5,1.0,0.91,,16.0,11.0,0.0,1,3.0,GD,12.0,0,,11077.0,1.7,0.0,
225,,,,第1节,-1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-1.5,1.0,0.91,,16.0,11.0,0.0,1,2.0,GD,57.0,0,,11077.0,1.7,0.0,
226,,,,第1节,-1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-1.5,1.0,0.91,,16.0,11.0,0.0,1,2.0,GD,57.0,0,,21086.0,1.7,0.0,
227,,,,第1节,-1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-1.5,1.0,1.0,,16.0,11.0,0.0,1,2.0,GD,57.0,0,,11077.0,1.7,0.0,
228,,,,第1节,1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,1.5,1.0,0.71,,16.0,11.0,0.0,1,2.0,GD,57.0,0,,11077.0,1.7,0.0,
229,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,0.71,,16.0,11.0,0.0,1,2.0,GD,57.0,0,,11077.0,1.7,0.0,
230,,,,第1节,155.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,1.0,0.8,,16.0,11.0,0.0,1,2.0,GD,57.0,0,,11077.0,1.7,0.0,
231,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.87,,16.0,11.0,0.0,1,2.0,GD,57.0,0,,11077.0,1.7,0.0,
232,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.87,,16.0,11.0,0.0,1,2.0,GD,57.0,0,,11074.0,1.7,0.0,"0.85,0.85"
233,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.87,,16.0,13.0,0.0,1,2.0,GD,48.0,0,,21077.0,1.7,0.0,
234,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,0.66,,16.0,13.0,0.0,1,2.0,GD,48.0,0,,21077.0,1.7,0.0,
235,,,,第1节,157.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,157.5,1.0,1.1,,16.0,13.0,0.0,1,2.0,GD,48.0,0,,21086.0,1.7,0.0,
236,,,,第1节,-2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-2.5,1.0,0.83,,16.0,13.0,0.0,1,2.0,GD,48.0,0,,11077.0,1.7,0.0,
237,,,,第1节,2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,2.5,1.0,0.83,,16.0,13.0,0.0,1,2.0,GD,48.0,0,,11077.0,1.7,0.0,
238,,,,第1节,2.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,2.5,1.0,0.63,,16.0,13.0,0.0,1,2.0,GD,48.0,0,,11077.0,1.7,0.0,
239,,,,第1节,158.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,158.5,1.0,1.2,1:1,16.0,13.0,0.0,1,2.0,GD,48.0,0,,11078.0,1.7,0.0,
240,,,,第1节,158.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,158.5,1.0,1.2,1:1,16.0,13.0,0.0,1,2.0,GD,48.0,0,,11079.0,1.7,0.0,"0.20,0.50"
241,,,,第1节,158.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,158.5,1.0,1.2,,16.0,14.0,0.0,1,2.0,GD,48.0,0,,21077.0,1.7,0.0,
242,,,,第1节,158.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,158.5,1.0,0.8,,16.0,14.0,0.0,1,2.0,GD,48.0,0,,21077.0,1.7,0.0,
243,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.87,,16.0,14.0,0.0,1,2.0,GD,48.0,0,,21077.0,1.7,0.0,
244,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.0,,16.0,14.0,0.0,1,2.0,GD,48.0,0,,21077.0,1.7,0.0,
245,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,1.25,,16.0,14.0,0.0,1,2.0,GD,48.0,0,,21075.0,1.7,0.0,"0.19,0.12"
246,,,,第1节,-1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,-1.5,1.0,0.91,,16.0,14.0,0.0,1,2.0,GD,48.0,0,,11077.0,1.7,0.0,
247,,,,第1节,1.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,1.5,1.0,0.77,,16.0,14.0,0.0,1,2.0,GD,48.0,0,,11077.0,1.7,0.0,
248,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.77,,16.0,14.0,0.0,1,2.0,GD,48.0,0,,11077.0,1.7,0.0,
249,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.8,,16.0,14.0,0.0,1,2.0,GD,48.0,0,,11077.0,1.7,0.0,
250,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.87,,19.0,14.0,0.0,1,2.0,GD,48.0,0,,11077.0,1.7,0.0,
251,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.87,,19.0,14.0,0.0,1,2.0,GD,33.0,0,,11077.0,1.7,0.0,
252,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.87,,19.0,14.0,0.0,1,2.0,GD,33.0,0,,11095.0,1.7,0.0,"0.86,0.35"
253,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.87,,19.0,14.0,0.0,1,2.0,GD,14.0,0,,21077.0,1.7,0.0,
254,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.87,,19.0,14.0,0.0,1,2.0,GD,14.0,0,,21077.0,1.7,0.0,
255,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.83,,19.0,14.0,0.0,1,2.0,GD,14.0,0,,21077.0,1.7,0.0,
256,,,,第1节,161.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,161.5,1.0,0.83,,19.0,14.0,0.0,1,2.0,GD,14.0,0,,11077.0,1.7,0.0,
257,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.8,,19.0,14.0,0.0,1,2.0,GD,14.0,0,,11077.0,1.7,0.0,
258,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.87,,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11077.0,1.7,0.0,
259,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.87,,19.0,14.0,0.0,1,2.0,GD,13.0,0,,21086.0,1.7,0.0,
260,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.87,,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11077.0,1.7,0.0,
261,,,,第1节,159.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,159.5,1.0,0.83,1:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11078.0,1.7,0.0,
262,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.83,1:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11078.0,1.7,0.0,
263,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.71,1:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11078.0,1.7,0.0,
264,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,1.0,1:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11078.0,1.7,0.0,
265,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.87,1:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11078.0,1.7,0.0,
266,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.8,1:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11078.0,1.7,0.0,
267,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.77,1:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11078.0,1.7,0.0,
268,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.91,1:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11080.0,1.7,0.0,"0.20,0.50"
269,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.91,2:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11078.0,1.7,0.0,"0.20,0.50"
270,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.91,2:2,19.0,14.0,0.0,1,2.0,GD,13.0,0,,11079.0,1.7,0.0,"0.20,0.50"
271,,,,第1节,160.5,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,160.5,1.0,0.83,,19.0,14.0,0.0,1,2.0,GD,13.0,0,,21077.0,1.7,0.0,
