,AM,AS,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,LM,MD,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
16,,,,1.0,1.0,-9.5,0.8695652173913043,9.5,0.8,102.5,0.8333333333333334,102.5,0.8333333333333334,1.0,19.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,2.0,35.0,0.0,20181021002244.0,21077.0,0.21052631578947367,3.25
17,,,,1.0,1.0,-9.5,0.8695652173913043,9.5,0.8,102.5,0.8,102.5,0.8695652173913043,1.0,19.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,2.0,31.0,0.0,20181021002248.0,21077.0,0.21052631578947367,3.25
18,,,,1.0,1.0,-9.5,0.8695652173913043,9.5,0.8,102.5,0.8,102.5,0.8695652173913043,1.0,19.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,2.0,31.0,1.0,20181021002256.0,21077.0,0.21052631578947367,3.25
19,,,,1.0,1.0,-9.5,0.8695652173913043,9.5,0.8,102.5,0.8,102.5,0.8695652173913043,1.0,19.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,2.0,30.0,1.0,20181021002256.0,21077.0,0.21052631578947367,3.25
20,,,,1.0,1.0,-9.5,0.8695652173913043,9.5,0.8,101.5,0.8333333333333334,101.5,0.8333333333333334,1.0,19.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,2.0,22.0,1.0,20181021002304.0,21095.0,0.21052631578947367,3.25
21,,,,1.0,1.0,-8.5,0.8,8.5,0.8695652173913043,101.5,0.8333333333333334,101.5,0.8333333333333334,1.0,19.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,2.0,18.0,1.0,20181021002307.0,11077.0,0.21052631578947367,3.25
22,,,,1.0,1.0,-8.5,0.8,8.5,0.8695652173913043,100.5,0.8695652173913043,100.5,0.8,1.0,19.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,2.0,9.0,1.0,20181021002316.0,11077.0,0.21052631578947367,3.25
23,,,,1.0,1.0,-8.5,0.8,8.5,0.8695652173913043,100.5,0.8695652173913043,100.5,0.8,1.0,19.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,2.0,7.0,1.0,20181021002319.0,11095.0,0.21052631578947367,3.25
24,,,,1.0,1.0,-9.5,0.8695652173913043,9.5,0.8,100.5,0.8333333333333334,100.5,0.8333333333333334,1.0,19.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,2.0,2.0,1.0,20181021002323.0,21077.0,0.21052631578947367,3.25
25,,,,1.0,1.0,-8.5,0.8,8.5,0.8695652173913043,100.5,0.8333333333333334,100.5,0.8333333333333334,1.0,18.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,1.0,58.0,1.0,20181021002329.0,11077.0,0.21052631578947367,3.25
26,,,,1.0,1.0,-8.5,0.8,8.5,0.8695652173913043,100.5,0.8,100.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,1.0,55.0,0.0,20181021002330.0,11077.0,0.21052631578947367,3.25
27,,,,1.0,1.0,-8.5,0.8,8.5,0.8695652173913043,100.5,0.8,100.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,3.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,7,10.0,0,1,1.0,55.0,1.0,20181021002341.0,11077.0,0.21052631578947367,3.25
28,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,102.5,0.8333333333333334,102.5,0.8333333333333334,1.0,18.0,,^,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,49.0,1.0,20181021002347.0,11074^21077,0.26666666666666666,2.65
29,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,102.5,0.8,102.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,40.0,1.0,20181021002355.0,21077.0,0.26666666666666666,2.65
30,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,101.5,0.8333333333333334,101.5,0.8333333333333334,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,32.0,1.0,20181021002403.0,21077.0,0.26666666666666666,2.65
31,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,101.5,0.8333333333333334,101.5,0.8333333333333334,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,29.0,1.0,20181021002408.0,21094.0,0.26666666666666666,2.65
32,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,101.5,0.8,101.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,23.0,1.0,20181021002413.0,11077.0,0.2857142857142857,2.5
33,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,100.5,0.8333333333333334,100.5,0.8333333333333334,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,14.0,1.0,20181021002421.0,11077.0,0.2857142857142857,2.5
34,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,100.5,0.8333333333333334,100.5,0.8333333333333334,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,13.0,1.0,20181021002424.0,11094.0,0.2857142857142857,2.5
35,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,100.5,0.8333333333333334,100.5,0.8333333333333334,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,8.0,1.0,20181021002427.0,21077.0,0.26666666666666666,2.65
36,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,100.5,0.8333333333333334,100.5,0.8333333333333334,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,8.0,1.0,20181021002429.0,11077.0,0.2857142857142857,2.5
37,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,100.5,0.8333333333333334,100.5,0.8333333333333334,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,8.0,1.0,20181021002431.0,11077.0,0.2857142857142857,2.5
38,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,100.5,0.8,100.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,1.0,2.0,1.0,20181021002434.0,11077.0,0.26666666666666666,2.65
39,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,99.5,0.8695652173913043,99.5,0.8,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,0.0,58.0,0.0,20181021002436.0,21077.0,0.26666666666666666,2.65
40,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,99.5,0.8695652173913043,99.5,0.8,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,0.0,58.0,1.0,20181021002446.0,21077.0,0.26666666666666666,2.65
41,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,99.5,0.8333333333333334,99.5,0.8333333333333334,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,0.0,49.0,1.0,20181021002455.0,21077.0,0.26666666666666666,2.65
42,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,99.5,0.8,99.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,0.0,45.0,1.0,20181021002500.0,21095.0,0.26666666666666666,2.65
43,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,99.5,0.8,99.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,0.0,43.0,0.0,20181021002501.0,21095.0,0.26666666666666666,2.65
44,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,99.5,0.8,99.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,0.0,43.0,0.0,20181021002509.0,21095.0,0.26666666666666666,2.65
45,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,99.5,0.8,99.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,0.0,43.0,0.0,20181021002511.0,21077.0,0.26666666666666666,2.65
46,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,99.5,0.8,99.5,0.8695652173913043,1.0,18.0,,,,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,3.0,2.0,50.0,100.0,9,10.0,0,1,0.0,43.0,0.0,20181021002514.0,21077.0,0.26666666666666666,2.65
47,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,99.5,0.8,99.5,0.8695652173913043,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,100.0,9,10.0,0,1,0.0,43.0,0.0,20181021002515.0,11086.0,0.26666666666666666,2.65
48,,,,1.0,1.0,-8.5,0.8695652173913043,8.5,0.8,99.5,0.8695652173913043,99.5,0.8,1.0,18.0,,1:2,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,100.0,9,10.0,0,1,0.0,43.0,0.0,20181021002517.0,21078.0,0.23529411764705882,2.85
49,,,,1.0,1.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,99.5,0.8333333333333334,99.5,0.8333333333333334,1.0,18.0,,1:2^2:2,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,66.7,9,10.0,0,1,0.0,43.0,0.0,20181021002526.0,21080^21078,0.26666666666666666,2.65
50,,,,1.0,1.0,-6.5,0.8,6.5,0.8695652173913043,99.5,0.8,99.5,0.8695652173913043,1.0,18.0,,1:2^2:2,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,66.7,9,10.0,0,1,0.0,43.0,1.0,20181021002543.0,21080^21078,0.2857142857142857,2.5
51,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,99.5,0.8,99.5,0.8695652173913043,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,43.0,1.0,20181021002543.0,1077.0,0.2857142857142857,2.5
52,,,,1.0,1.0,-6.5,0.8,6.5,0.8695652173913043,98.5,0.8695652173913043,98.5,0.8,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,41.0,1.0,20181021002545.0,11077.0,0.2857142857142857,2.5
53,,,,1.0,1.0,-6.5,0.8,6.5,0.8695652173913043,98.5,0.8333333333333334,98.5,0.8333333333333334,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,32.0,1.0,20181021002553.0,11077.0,0.2857142857142857,2.5
54,,,,1.0,1.0,-6.5,0.8,6.5,0.8695652173913043,98.5,0.8,98.5,0.8695652173913043,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,24.0,1.0,20181021002601.0,11077.0,0.2857142857142857,2.5
55,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,98.5,0.8,98.5,0.8695652173913043,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,24.0,1.0,20181021002603.0,21077.0,0.26666666666666666,2.65
56,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,98.5,0.8,98.5,0.8695652173913043,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,24.0,1.0,20181021002606.0,21077.0,0.26666666666666666,2.65
57,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,97.5,0.8333333333333334,97.5,0.8333333333333334,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,19.0,0.0,20181021002607.0,21077.0,0.26666666666666666,2.65
58,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,97.5,0.8333333333333334,97.5,0.8333333333333334,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,19.0,1.0,20181021002607.0,21077.0,0.26666666666666666,2.65
59,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,97.5,0.8333333333333334,97.5,0.8333333333333334,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,16.0,1.0,20181021002610.0,21095.0,0.26666666666666666,2.65
60,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,97.5,0.8333333333333334,97.5,0.8333333333333334,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,7.0,1.0,20181021002610.0,21095.0,0.26666666666666666,2.65
61,,,,1.0,1.0,-7.5,0.8695652173913043,7.5,0.8,96.5,0.8333333333333334,96.5,0.8333333333333334,1.0,18.0,,,1.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,4.0,2.0,50.0,50.0,9,10.0,0,1,0.0,0.0,0.0,20181021002626.0,21095.0,0.26666666666666666,2.65
62,,,Q2,1.0,2nd Quarter,-7.5,0.8695652173913043,7.5,0.8,96.5,0.8333333333333334,96.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,9,10.0,0,1,10.0,0.0,0.0,20181021002626.0,1082.0,0.26666666666666666,2.65
63,,,Q2,1.0,2nd Quarter,-7.5,0.8695652173913043,7.5,0.8,96.5,0.8333333333333334,96.5,0.8333333333333334,1.0,18.0,2.0,^,0.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,9,10.0,0,1,10.0,0.0,1.0,20181021002818.0,01088^11077,0.26666666666666666,2.65
64,,,Q2,1.0,2nd Quarter,-7.5,0.8695652173913043,7.5,0.8,96.5,0.8333333333333334,96.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,9,10.0,0,1,9.0,52.0,1.0,20181021002826.0,21077.0,0.26666666666666666,2.65
65,,,Q2,1.0,2nd Quarter,-7.5,0.8695652173913043,7.5,0.8,96.5,0.8333333333333334,96.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,9,10.0,0,1,9.0,52.0,1.0,20181021002828.0,21077.0,0.26666666666666666,2.65
66,,,Q2,1.0,2nd Quarter,-7.5,0.8695652173913043,7.5,0.8,95.5,0.8695652173913043,95.5,0.8,1.0,18.0,2.0,,0.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,9,10.0,0,1,9.0,43.0,1.0,20181021002836.0,21077.0,0.26666666666666666,2.65
67,,,Q2,1.0,2nd Quarter,-7.5,0.8695652173913043,7.5,0.8,95.5,0.8333333333333334,95.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,9,10.0,0,1,9.0,35.0,1.0,20181021002845.0,21077.0,0.26666666666666666,2.65
68,,,Q2,1.0,2nd Quarter,-7.5,0.8695652173913043,7.5,0.8,95.5,0.8333333333333334,95.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,9,10.0,0,1,9.0,32.0,1.0,20181021002848.0,21094.0,0.26666666666666666,2.65
69,,,Q2,1.0,2nd Quarter,-7.5,0.8695652173913043,7.5,0.8,94.5,0.8695652173913043,94.5,0.8,1.0,18.0,2.0,,0.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,9,10.0,0,1,9.0,26.0,1.0,20181021002851.0,11077.0,0.26666666666666666,2.65
70,,,Q2,1.0,2nd Quarter,-7.5,0.8695652173913043,7.5,0.8,94.5,0.8333333333333334,94.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,4.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,9,10.0,0,1,9.0,17.0,1.0,20181021002900.0,11077.0,0.26666666666666666,2.65
71,,,Q2,1.0,2nd Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,96.5,0.8695652173913043,96.5,0.8,1.0,18.0,2.0,^,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,9.0,14.0,1.0,20181021002905.0,11074^21077,0.37037037037037035,1.95
72,,,Q2,1.0,2nd Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,96.5,0.8333333333333334,96.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,9.0,8.0,1.0,20181021002910.0,21077.0,0.5,1.5
73,,,Q2,1.0,2nd Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,96.5,0.8333333333333334,96.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,9.0,0.0,1.0,20181021002918.0,21077.0,0.5,1.5
74,,,Q2,1.0,2nd Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,95.5,0.8695652173913043,95.5,0.8,1.0,18.0,2.0,,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,8.0,52.0,1.0,20181021002927.0,21077.0,0.5,1.5
75,,,Q2,1.0,2nd Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,95.5,0.8333333333333334,95.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,8.0,50.0,1.0,20181021002930.0,21094.0,0.5,1.5
76,,,Q2,1.0,2nd Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,95.5,0.8333333333333334,95.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,8.0,46.0,1.0,20181021002932.0,11077.0,0.5263157894736842,1.4
77,,,Q2,1.0,2nd Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,95.5,0.8333333333333334,95.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,8.0,43.0,1.0,20181021002937.0,11095.0,0.5263157894736842,1.4
78,,,Q2,1.0,2nd Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,94.5,0.8695652173913043,94.5,0.8,1.0,18.0,2.0,,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,8.0,35.0,1.0,20181021002943.0,21077.0,0.5,1.5
79,,,Q2,1.0,2nd Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,94.5,0.8333333333333334,94.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,8.0,26.0,1.0,20181021002951.0,21077.0,0.5,1.5
80,,,Q2,1.0,2nd Quarter,-3.5,0.8695652173913043,3.5,0.8,94.5,0.8333333333333334,94.5,0.8333333333333334,1.0,18.0,2.0,,0.0,1.0,0,0.0,5.0,4.0,1,2.0,5.0,4,0.0,0.0,50.0,50.0,11,10.0,0,1,8.0,25.0,1.0,20181021002954.0,11077.0,0.5263157894736842,1.4
