,AM,AS,ED,LM,PG,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
22,,,,2.0,,1.0,0,6,30.0,28,22,10.0,9,14,1.0,2,2,7.0,6,7,45.5,42.9,56.0,73,75,0,1,0,26.0,0.0,20181010024007.0,11086.0
23,,,,2.0,1:2,1.0,0,6,30.0,28,22,10.0,9,14,1.0,2,2,7.0,6,7,45.5,42.9,56.0,73,75,0,1,0,26.0,0.0,20181010024008.0,21078.0
24,,,,2.0,1:2^2:2,1.0,0,6,30.0,28,22,15.0,9,14,1.0,2,2,7.0,6,7,57.7,42.9,56.0,73,76,0,1,0,26.0,0.0,20181010024033.0,21079^21078
25,,,,2.0,2:2^,1.0,0,6,30.0,28,22,16.0,9,14,1.0,2,2,7.0,6,7,59.3,42.9,56.0,73,77,0,1,0,26.0,0.0,20181010024049.0,21079^11077
26,,,,2.0,,1.0,0,6,30.0,28,22,16.0,9,14,1.0,2,2,7.0,6,7,59.3,42.9,56.0,73,77,0,1,0,26.0,0.0,20181010024049.0,11077.0
27,,,,2.0,,1.0,0,6,31.0,28,22,16.0,9,14,1.0,2,2,7.0,6,7,59.3,42.9,56.0,75,77,0,1,0,24.0,0.0,20181010024654.0,21077.0
28,,,,2.0,,1.0,0,6,31.0,28,22,17.0,9,14,1.0,2,2,7.0,6,7,58.6,42.9,56.0,75,78,0,1,0,22.0,1.0,20181010024655.0,11077.0
29,,,,2.0,,1.0,0,6,32.0,28,22,17.0,9,14,1.0,2,2,7.0,6,7,58.6,42.9,56.0,77,78,0,1,0,17.0,0.0,20181010024655.0,21077.0
30,,,,2.0,,1.0,0,6,32.0,28,22,17.0,9,14,1.0,2,2,10.0,6,7,58.6,42.9,56.0,77,78,0,1,0,13.0,0.0,20181010024655.0,11086.0
31,,,,1.0,,1.0,0,6,32.0,28,22,20.0,9,14,1.0,2,2,10.0,6,7,60.6,42.9,56.0,77,81,0,1,0,13.0,0.0,20181010024656.0,11077.0
32,,,,1.0,,1.0,0,6,32.0,28,22,20.0,9,14,1.0,2,2,10.0,6,7,60.6,42.9,56.0,77,81,0,1,0,13.0,1.0,20181010024659.0,11077.0
33,,,,1.0,,1.0,0,6,32.0,28,22,20.0,9,14,1.0,2,2,10.0,6,7,60.6,42.9,56.0,77,81,0,1,0,11.0,0.0,20181010024701.0,11077.0
34,,,,1.0,,1.0,0,6,32.0,28,22,20.0,9,14,1.0,2,2,10.0,6,7,60.6,42.9,56.0,77,81,0,1,0,11.0,0.0,20181010024704.0,11077.0
35,,,,1.0,,1.0,0,6,32.0,28,22,20.0,9,14,1.0,2,2,9.0,6,7,60.6,42.9,56.0,77,81,0,1,0,11.0,0.0,20181010024706.0,21086.0
36,,,,2.0,1:2,1.0,0,6,32.0,28,22,20.0,9,14,1.0,2,2,9.0,6,7,60.6,42.9,56.0,77,81,0,1,0,11.0,0.0,20181010024710.0,11078.0
37,,,,2.0,1:2^2:2,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,9.0,6,7,47.8,42.9,56.0,78,81,0,1,0,11.0,0.0,20181010024737.0,11079^11078
38,,,,1.0,2:2^,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,9.0,6,7,45.8,42.9,56.0,78,81,0,1,0,11.0,1.0,20181010024751.0,11080^21077
39,,,,1.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,9.0,6,7,45.8,42.9,56.0,78,81,0,1,0,11.0,1.0,20181010024752.0,1077.0
40,,,,1.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,9.0,6,7,45.8,42.9,56.0,78,81,0,1,0,11.0,0.0,20181010024754.0,1077.0
41,,,,1.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,9.0,6,7,45.8,42.9,56.0,78,81,0,1,0,11.0,1.0,20181010024832.0,1077.0
42,,,,1.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,9.0,6,7,45.8,42.9,56.0,78,81,0,1,0,8.0,0.0,20181010024833.0,1077.0
43,,,,1.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,9.0,6,7,45.8,42.9,56.0,78,81,0,1,0,8.0,0.0,20181010024836.0,1077.0
44,,,,1.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,9.0,6,7,45.8,42.9,56.0,78,81,0,1,0,8.0,0.0,20181010024837.0,1077.0
45,,,,1.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,45.8,42.9,56.0,78,81,0,1,0,8.0,0.0,20181010024839.0,11086.0
46,,,,2.0,1:2,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,45.8,42.9,56.0,78,81,0,1,0,8.0,0.0,20181010024844.0,21078.0
47,,,,2.0,1:2,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,45.8,42.9,56.0,78,81,0,1,0,8.0,0.0,20181010024859.0,21078.0
48,,,,2.0,1:2^2:2,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,8.0,0.0,20181010024859.0,21080^21078
49,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,8.0,0.0,20181010024916.0,1077.0
50,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,7.0,0.0,20181010024917.0,11077.0
51,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,0.0,0.0,20181010024923.0,11077.0
52,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,1.0,0.0,20181010024932.0,11077.0
53,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,2.0,0.0,20181010024933.0,11077.0
54,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,2.0,0.0,20181010024936.0,11094.0
55,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,2.0,0.0,20181010024940.0,21077.0
56,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,2.0,1.0,20181010024942.0,21077.0
57,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,0.0,0.0,20181010024943.0,21077.0
58,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,0.0,0.0,20181010024944.0,21077.0
59,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,0.0,0.0,20181010024944.0,1084.0
60,,,,2.0,,1.0,0,6,32.0,28,22,11.0,9,14,1.0,2,2,11.0,6,7,58.8,42.9,56.0,78,81,0,1,0,0.0,0.0,20181010024944.0,1084.0
