,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
10,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,164.5,0.8333333333333334,164.5,0.8333333333333334,5.0,,,9.0,6,24.0,21.0,5,13.0,2,2,5.0,2.0,83.3,65.0,83.0,72.0,0,1,2.0,33.0,1.0,20180919185308.0,11077.0,17.0,0.004
11,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,,,9.0,6,24.0,21.0,5,13.0,2,2,5.0,2.0,83.3,65.0,83.0,72.0,0,1,2.0,27.0,0.0,20180919185313.0,11077.0,17.0,0.004
12,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,,,9.0,6,24.0,21.0,5,13.0,2,2,5.0,2.0,83.3,65.0,83.0,72.0,0,1,2.0,27.0,0.0,20180919185314.0,11077.0,17.0,0.004
13,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,^,,9.0,6,24.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,83.0,72.0,0,1,2.0,28.0,0.0,20180919185324.0,21086^11077,17.0,0.004
14,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,^,,9.0,6,24.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,83.0,72.0,0,1,2.0,28.0,0.0,20180919185325.0,21086^11077,17.0,0.004
15,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,^,,9.0,6,24.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,83.0,72.0,0,1,2.0,28.0,1.0,20180919185328.0,21086^11077,17.0,0.004
16,4.0,10.5,0.9090909090909091,-10.5,0.7692307692307693,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,^,,9.0,6,24.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,83.0,72.0,0,1,2.0,27.0,1.0,20180919185328.0,21086^11077,17.0,0.004
17,4.0,11.5,1.0,-11.5,0.7142857142857143,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,^,,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,2.0,21.0,1.0,20180919185333.0,11074^21077,17.0,0.004
18,4.0,11.5,1.0,-11.5,0.7142857142857143,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,^,,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,2.0,21.0,1.0,20180919185334.0,11074^21077,17.0,0.004
19,4.0,11.5,1.0,-11.5,0.7142857142857143,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,,,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,2.0,12.0,1.0,20180919185342.0,21077.0,17.0,0.004
20,4.0,11.5,1.0,-11.5,0.7142857142857143,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,,,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,2.0,4.0,1.0,20180919185351.0,21077.0,17.0,0.004
21,4.0,12.5,1.0,-12.5,0.7142857142857143,164.5,0.8333333333333334,164.5,0.8333333333333334,3.0,,,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,2.0,3.0,1.0,20180919185351.0,11077.0,17.0,0.004
22,4.0,13.5,0.0,-13.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,1.0,55.0,1.0,20180919185400.0,11077.0,17.0,0.004
23,4.0,13.5,0.0,-13.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,1.0,47.0,1.0,20180919185408.0,11077.0,17.0,0.004
24,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,1.0,39.0,1.0,20180919185415.0,21077.0,17.0,0.004
25,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,1.0,33.0,0.0,20180919185421.0,21077.0,17.0,0.004
26,4.0,13.5,0.0,-13.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,^,1.0,9.0,6,25.0,21.0,5,13.0,2,2,5.0,4.0,83.3,65.0,85.0,72.0,0,1,1.0,34.0,0.0,20180919185424.0,21086^11077,17.0,0.004
27,4.0,13.5,0.0,-13.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,^,0.0,9.0,6,25.0,21.0,5,13.0,2,2,5.0,3.0,83.3,65.0,85.0,72.0,0,1,1.0,34.0,0.0,20180919185433.0,21086^11077,17.0,0.004
28,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,^,0.0,9.0,6,25.0,21.0,5,13.0,2,2,6.0,3.0,83.3,65.0,85.0,72.0,0,1,1.0,34.0,0.0,20180919185434.0,11086^21077,17.0,0.004
29,4.0,11.5,0.0,-11.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,1:2,0.0,9.0,6,25.0,21.0,5,13.0,2,2,6.0,3.0,83.3,65.0,85.0,72.0,0,1,1.0,34.0,0.0,20180919185441.0,21078.0,17.0,0.004
30,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,1:2^2:2,0.0,9.0,6,25.0,21.0,5,13.0,2,2,6.0,3.0,83.3,61.9,85.0,72.0,0,1,1.0,34.0,0.0,20180919185453.0,21080^21078,17.0,0.004
31,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,2:2^,0.0,9.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,85.0,73.0,0,1,1.0,34.0,0.0,20180919185513.0,21079^11077,17.0,0.004
32,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,2:2^,0.0,9.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,85.0,73.0,0,1,1.0,34.0,1.0,20180919185513.0,21079^11077,17.0,0.004
33,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,9.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,85.0,73.0,0,1,1.0,33.0,1.0,20180919185514.0,11077.0,17.0,0.004
34,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,9.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,85.0,73.0,0,1,1.0,24.0,1.0,20180919185522.0,11077.0,17.0,0.004
35,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,9.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,85.0,73.0,0,1,1.0,16.0,1.0,20180919185531.0,11077.0,17.0,0.004
36,4.0,14.5,0.0,-14.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,^,0.0,10.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,88.0,73.0,0,1,1.0,9.0,1.0,20180919185537.0,11075^21077,17.0,0.004
37,4.0,14.5,0.0,-14.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,^,0.0,10.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,88.0,73.0,0,1,1.0,4.0,1.0,20180919185542.0,11075^21077,17.0,0.004
38,4.0,14.5,0.0,-14.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,88.0,73.0,0,1,0.0,55.0,1.0,20180919185550.0,21077.0,17.0,0.004
39,4.0,13.5,0.0,-13.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,87.0,73.0,0,1,0.0,52.0,1.0,20180919185553.0,21077.0,17.0,0.004
40,4.0,13.5,0.0,-13.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,25.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,87.0,73.0,0,1,0.0,44.0,1.0,20180919185602.0,21077.0,17.0,0.004
41,4.0,15.5,0.0,-15.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,^,0.0,10.0,6,26.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,73.0,0,1,0.0,42.0,1.0,20180919185603.0,11074^21077,17.0,0.004
42,4.0,15.5,0.0,-15.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,73.0,0,1,0.0,39.0,1.0,20180919185607.0,21077.0,17.0,0.004
43,4.0,15.5,0.0,-15.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,73.0,0,1,0.0,34.0,1.0,20180919185612.0,21077.0,17.0,0.004
44,4.0,15.5,0.0,-15.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,21.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,73.0,0,1,0.0,26.0,1.0,20180919185620.0,21077.0,17.0,0.004
45,4.0,14.5,0.0,-14.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,^,0.0,10.0,6,26.0,22.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,75.0,0,1,0.0,25.0,1.0,20180919185621.0,21074^11077,17.0,0.004
46,4.0,14.5,0.0,-14.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,22.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,75.0,0,1,0.0,21.0,1.0,20180919185625.0,11077.0,17.0,0.004
47,4.0,14.5,0.0,-14.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,22.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,75.0,0,1,0.0,12.0,1.0,20180919185633.0,11077.0,17.0,0.004
48,4.0,13.5,0.0,-13.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,22.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,75.0,0,1,0.0,10.0,1.0,20180919185636.0,21077.0,17.0,0.004
49,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,^,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,8.0,1.0,20180919185638.0,21074^11077,17.0,0.004
50,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,5.0,1.0,20180919185641.0,11077.0,17.0,0.004
51,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185647.0,11077.0,17.0,0.004
52,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185657.0,11077.0,17.0,0.004
53,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185658.0,11077.0,17.0,0.004
54,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,11077.0,17.0,0.004
55,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
56,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
57,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
58,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
59,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
60,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
61,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
62,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
63,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
64,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
65,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
66,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
67,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
68,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
69,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
70,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
71,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
72,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
73,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
74,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
75,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
76,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
77,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
78,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
79,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
80,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
81,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
82,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
83,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
84,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
85,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
86,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
87,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
88,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
89,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
90,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
91,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
92,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
93,4.0,12.5,0.0,-12.5,0.0,164.5,0.8333333333333334,164.5,0.8333333333333334,1.0,,0.0,10.0,6,26.0,23.0,5,14.0,2,2,6.0,3.0,83.3,63.6,89.0,77.0,0,1,0.0,0.0,0.0,20180919185721.0,1084.0,17.0,0.004
