,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC
189,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,22.0,0.0,20180622083314.0,21077.0
190,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,11.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,4.0,0.0,1.0,3.0,GD,22.0,1.0,20180622083329.0,21077.0
191,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,12.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,23.0,25.0,0.0,1.0,3.0,GD,22.0,1.0,20180622083329.0,21074.0
192,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,12.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,25.0,4.0,0.0,1.0,3.0,GD,22.0,1.0,20180622083329.0,11077.0
193,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,12.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,25.0,4.0,0.0,1.0,3.0,GD,8.0,1.0,20180622083342.0,11077.0
194,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,12.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,25.0,4.0,0.0,1.0,3.0,GD,8.0,1.0,20180622083342.0,11077.0
195,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,12.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,25.0,4.0,0.0,1.0,3.0,GD,8.0,1.0,20180622083344.0,11077.0
196,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,12.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,25.0,4.0,0.0,1.0,3.0,GD,8.0,1.0,20180622083344.0,11077.0
197,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,12.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,25.0,4.0,0.0,1.0,3.0,GD,3.0,1.0,20180622083347.0,11077.0
198,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,12.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,25.0,4.0,0.0,1.0,3.0,GD,3.0,1.0,20180622083347.0,21077.0
199,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,12.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,25.0,4.0,0.0,1.0,3.0,GD,3.0,1.0,20180622083349.0,21077.0
200,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,25.0,27.0,0.0,1.0,3.0,GD,3.0,1.0,20180622083349.0,21074.0
201,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,3.0,GD,3.0,1.0,20180622083349.0,11077.0
202,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,3.0,GD,2.0,1.0,20180622083351.0,11077.0
203,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,3.0,GD,2.0,1.0,20180622083351.0,11077.0
204,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,53.0,1.0,20180622083358.0,11077.0
205,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,53.0,1.0,20180622083358.0,21077.0
206,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,0.0,2.0,GD,46.0,1.0,20180622083405.0,21077.0
207,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,0.0,2.0,GD,46.0,0.0,20180622083405.0,21077.0
208,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,46.0,0.0,20180622083405.0,21077.0
209,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,46.0,1.0,20180622083421.0,21077.0
210,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,45.0,1.0,20180622083421.0,21077.0
211,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,45.0,0.0,20180622083434.0,21077.0
212,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,1.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,33.0,0.0,20180622083434.0,21077.0
213,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,33.0,0.0,20180622083434.0,11086.0
214,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,32.0,1.0,20180622083449.0,21077.0
215,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,32.0,1.0,20180622083449.0,11077.0
216,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,27.0,1.0,20180622083454.0,11077.0
217,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,27.0,1.0,20180622083454.0,11077.0
218,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,27.0,1.0,20180622083455.0,11077.0
219,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,27.0,1.0,20180622083455.0,11077.0
220,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,4.0,0.0,1.0,2.0,GD,23.0,1.0,20180622083458.0,11077.0
221,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,13.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,29.0,0.0,1.0,2.0,GD,23.0,1.0,20180622083458.0,21077.0
222,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,27.0,29.0,0.0,1.0,2.0,GD,23.0,1.0,20180622083458.0,21074.0
223,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,2.0,GD,16.0,1.0,20180622083505.0,11077.0
224,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,2.0,GD,16.0,1.0,20180622083505.0,11077.0
225,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,2.0,GD,15.0,1.0,20180622083507.0,11077.0
226,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,2.0,GD,15.0,1.0,20180622083507.0,11077.0
227,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,0.0,1.0,GD,49.0,1.0,20180622083531.0,11077.0
228,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,0.0,1.0,GD,49.0,0.0,20180622083531.0,11077.0
229,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,1.0,GD,49.0,0.0,20180622083532.0,11077.0
230,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,55.0,0.0,20180622083532.0,11077.0
231,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,0.0,0.0,GD,55.0,0.0,20180622083532.0,11077.0
232,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,0.0,0.0,GD,55.0,0.0,20180622083532.0,11077.0
233,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,55.0,0.0,20180622083532.0,11077.0
234,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,55.0,1.0,20180622083641.0,21077.0
235,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,54.0,1.0,20180622083641.0,21077.0
236,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,54.0,1.0,20180622083643.0,21077.0
237,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,54.0,1.0,20180622083643.0,21077.0
238,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,49.0,1.0,20180622083645.0,21077.0
239,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,49.0,0.0,20180622083645.0,21077.0
240,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,49.0,0.0,20180622083645.0,21077.0
241,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,49.0,1.0,20180622083656.0,21077.0
242,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,49.0,1.0,20180622083656.0,21077.0
243,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,48.0,1.0,20180622083657.0,21077.0
244,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,48.0,0.0,20180622083657.0,21077.0
245,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,39.0,0.0,20180622083706.0,21077.0
246,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,39.0,1.0,20180622083706.0,21077.0
247,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,14.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,4.0,0.0,1.0,0.0,GD,38.0,1.0,20180622083726.0,21077.0
248,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,29.0,31.0,0.0,1.0,0.0,GD,38.0,1.0,20180622083726.0,21074.0
249,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,4.0,0.0,1.0,0.0,GD,30.0,1.0,20180622083734.0,11077.0
250,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,4.0,0.0,1.0,0.0,GD,30.0,1.0,20180622083734.0,11077.0
251,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,4.0,0.0,1.0,0.0,GD,29.0,1.0,20180622083736.0,11077.0
252,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,4.0,0.0,1.0,0.0,GD,29.0,1.0,20180622083736.0,11077.0
253,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,4.0,0.0,1.0,0.0,GD,22.0,1.0,20180622083741.0,11077.0
254,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,4.0,0.0,1.0,0.0,GD,22.0,0.0,20180622083741.0,11077.0
255,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,4.0,0.0,1.0,0.0,GD,22.0,0.0,20180622083742.0,11077.0
256,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,5.0,0.0,1.0,0.0,GD,22.0,0.0,20180622083742.0,11077.0
257,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,5.0,0.0,0.0,0.0,GD,5.0,0.0,20180622083742.0,11077.0
258,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,5.0,0.0,0.0,0.0,GD,5.0,0.0,20180622083742.0,11077.0
259,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,5.0,0.0,0.0,0.0,GD,0.0,0.0,20180622083742.0,11077.0
260,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,31.0,5.0,0.0,1.0,0.0,GD,0.0,0.0,20180622083742.0,11077.0
261,,第1节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,50.0,33.0,5.0,0.0,1.0,0.0,GD,0.0,0.0,20180622083742.0,11077.0
262,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,1.0,1.0,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,33.0,5.0,0.0,1.0,10.0,GD,0.0,0.0,20180622083742.0,1082.0
263,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,33.0,5.0,0.0,1.0,10.0,GD,0.0,0.0,20180622083742.0,1088.0
264,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,33.0,5.0,0.0,1.0,10.0,GD,0.0,1.0,20180622083945.0,21077.0
265,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,0.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,33.0,5.0,0.0,1.0,9.0,GD,59.0,1.0,20180622083945.0,21077.0
266,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,33.0,36.0,0.0,1.0,9.0,GD,59.0,1.0,20180622083945.0,21075.0
267,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,59.0,1.0,20180622083945.0,11077.0
268,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,47.0,1.0,20180622083957.0,11077.0
269,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,47.0,1.0,20180622083957.0,11077.0
270,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,46.0,1.0,20180622084000.0,11077.0
271,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,46.0,1.0,20180622084000.0,21077.0
272,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,27.0,1.0,20180622084017.0,21077.0
273,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,27.0,1.0,20180622084017.0,11077.0
274,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,22.0,1.0,20180622084022.0,11077.0
275,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,22.0,1.0,20180622084022.0,21077.0
276,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,15.0,1.0,20180622084030.0,21077.0
277,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,15.0,1.0,20180622084030.0,21077.0
278,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,15.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,5.0,0.0,1.0,9.0,GD,15.0,1.0,20180622084031.0,21077.0
279,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,16.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,36.0,38.0,0.0,1.0,9.0,GD,15.0,1.0,20180622084031.0,21074.0
280,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,16.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,38.0,5.0,0.0,1.0,9.0,GD,15.0,1.0,20180622084031.0,11077.0
281,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,16.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,38.0,5.0,0.0,1.0,9.0,GD,7.0,1.0,20180622084037.0,11077.0
282,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,16.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,38.0,5.0,0.0,1.0,9.0,GD,7.0,1.0,20180622084037.0,11077.0
283,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,16.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,38.0,5.0,0.0,1.0,9.0,GD,6.0,1.0,20180622084040.0,11077.0
284,第2节,第2节,-69.5,0.83,68.5,0.83,147.5,0.83,147.5,0.83,68.5,2.0,,,0.0,1.0,2.0,16.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,50.0,38.0,5.0,0.0,1.0,9.0,GD,6.0,1.0,20180622084040.0,11077.0
