,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
430,第4节,第4节,23.5,0.77,-23.5,0.91,179.5,0.83,179.5,0.83,23.5,4.0,2:2,1.0,6.0,9.0,31.0,17.0,11.0,12.0,5,1,5.0,4.0,64.7,46.2,71.0,72.0,0.0,1,4.0,32.0,0,,21079.0
431,第4节,第4节,23.5,0.77,-23.5,0.91,179.5,0.83,179.5,0.83,23.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,12.0,5,1,5.0,4.0,64.7,46.2,72.0,91.0,0.0,1,4.0,32.0,0,,11077.0
432,第4节,第4节,23.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,-22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,12.0,5,1,5.0,4.0,64.7,46.2,72.0,91.0,0.0,1,4.0,32.0,0,,11077.0
433,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,12.0,5,1,5.0,4.0,64.7,46.2,72.0,91.0,0.0,1,4.0,17.0,0,,11077.0
434,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,12.0,5,1,5.0,4.0,64.7,46.2,72.0,91.0,1.0,1,4.0,17.0,0,,11077.0
435,第4节,第4节,22.5,0.83,-22.5,0.83,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,12.0,5,1,5.0,5.0,64.7,46.2,72.0,91.0,1.0,1,4.0,17.0,0,,21086.0
436,第4节,第4节,22.5,0.83,-22.5,0.83,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,9.0,31.0,17.0,11.0,12.0,5,1,5.0,5.0,64.7,46.2,72.0,91.0,1.0,1,4.0,17.0,0,,11077.0
437,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,1:2,1.0,6.0,9.0,31.0,17.0,11.0,12.0,5,1,5.0,5.0,64.7,46.2,72.0,91.0,0.0,1,4.0,17.0,0,,11078.0
438,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,1:2,1.0,6.0,9.0,31.0,17.0,12.0,12.0,5,1,5.0,5.0,66.7,46.2,92.0,91.0,0.0,1,4.0,17.0,0,,11079.0
439,第4节,第4节,22.5,0.91,-22.5,0.77,179.5,0.83,179.5,0.83,22.5,4.0,2:2,1.0,6.0,9.0,31.0,17.0,12.0,12.0,5,1,5.0,5.0,66.7,46.2,72.0,92.0,0.0,1,4.0,17.0,0,,11078.0
440,第4节,第4节,22.5,0.8,-23.5,0.87,179.5,0.83,179.5,0.83,-23.5,4.0,2:2,1.0,6.0,9.0,31.0,17.0,12.0,12.0,5,1,5.0,5.0,66.7,46.2,72.0,92.0,0.0,1,4.0,17.0,0,,11078.0
441,第4节,第4节,23.5,0.8,-23.5,0.87,179.5,0.83,179.5,0.83,23.5,4.0,2:2,1.0,6.0,9.0,31.0,17.0,13.0,12.0,5,1,5.0,5.0,68.4,46.2,93.0,92.0,0.0,1,4.0,17.0,0,,11079.0
442,第4节,第4节,23.5,0.8,-23.5,0.87,179.5,0.83,179.5,0.83,23.5,4.0,,1.0,6.0,9.0,31.0,17.0,13.0,12.0,5,1,5.0,5.0,68.4,46.2,72.0,93.0,0.0,1,4.0,17.0,0,,21077.0
443,第4节,第4节,23.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,-21.5,4.0,,1.0,6.0,9.0,31.0,17.0,13.0,12.0,5,1,5.0,5.0,68.4,46.2,72.0,93.0,0.0,1,4.0,17.0,0,,21077.0
444,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,,1.0,6.0,9.0,31.0,17.0,13.0,12.0,5,1,5.0,5.0,68.4,46.2,72.0,93.0,0.0,1,3.0,59.0,0,,21077.0
445,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,,1.0,6.0,10.0,31.0,17.0,13.0,12.0,5,1,5.0,5.0,68.4,46.2,72.0,75.0,0.0,1,3.0,59.0,0,,21075.0
446,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,,1.0,6.0,10.0,31.0,17.0,13.0,12.0,5,1,5.0,5.0,68.4,46.2,75.0,93.0,0.0,1,3.0,59.0,0,,11077.0
447,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,,1.0,6.0,10.0,31.0,17.0,13.0,12.0,5,1,5.0,5.0,68.4,46.2,75.0,93.0,0.0,1,3.0,54.0,0,,11077.0
448,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,,1.0,6.0,10.0,31.0,17.0,13.0,12.0,5,1,5.0,5.0,68.4,46.2,75.0,93.0,0.0,1,3.0,54.0,0,,11077.0
449,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,,1.0,6.0,10.0,31.0,17.0,13.0,12.0,5,1,5.0,5.0,68.4,46.2,75.0,93.0,0.0,1,3.0,41.0,0,,11077.0
450,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,,1.0,6.0,10.0,31.0,17.0,13.0,12.0,5,1,5.0,6.0,68.4,46.2,75.0,93.0,0.0,1,3.0,41.0,0,,21086.0
451,第4节,第4节,21.5,0.77,-21.5,0.91,179.5,0.83,179.5,0.83,21.5,4.0,,1.0,6.0,10.0,31.0,17.0,13.0,12.0,5,1,5.0,6.0,68.4,46.2,75.0,93.0,1.0,1,3.0,41.0,0,,11077.0
452,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,1:2,1.0,6.0,10.0,31.0,17.0,13.0,12.0,5,1,5.0,6.0,68.4,46.2,75.0,93.0,1.0,1,3.0,41.0,0,,11078.0
453,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,1:2,1.0,6.0,10.0,31.0,17.0,13.0,12.0,5,1,5.0,6.0,68.4,46.2,75.0,93.0,0.0,1,3.0,41.0,0,,11078.0
454,第4节,第4节,21.5,0.83,-21.5,0.83,179.5,0.83,179.5,0.83,21.5,4.0,1:2,1.0,6.0,10.0,31.0,17.0,14.0,12.0,5,1,5.0,6.0,70.0,46.2,94.0,93.0,0.0,1,3.0,41.0,0,,11079.0
455,第4节,第4节,21.5,0.91,-21.5,0.77,179.5,0.83,179.5,0.83,21.5,4.0,2:2,1.0,6.0,10.0,31.0,17.0,14.0,12.0,5,1,5.0,6.0,70.0,46.2,75.0,94.0,0.0,1,3.0,41.0,0,,11078.0
456,第4节,第4节,21.5,0.91,-21.5,0.77,179.5,0.83,179.5,0.83,21.5,4.0,2:2,1.0,6.0,10.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,95.0,94.0,0.0,1,3.0,41.0,0,,11079.0
457,第4节,第4节,21.5,0.91,-21.5,0.77,179.5,0.83,179.5,0.83,21.5,4.0,,1.0,6.0,10.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,75.0,95.0,0.0,1,3.0,41.0,0,,21077.0
458,第4节,第4节,21.5,0.77,-22.5,0.91,179.5,0.83,179.5,0.83,-22.5,4.0,,1.0,6.0,10.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,75.0,95.0,0.0,1,3.0,41.0,0,,21077.0
459,第4节,第4节,22.5,0.77,-22.5,0.91,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,10.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,75.0,95.0,1.0,1,3.0,41.0,0,,21077.0
460,第4节,第4节,22.5,0.77,-22.5,0.91,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,10.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,75.0,95.0,1.0,1,3.0,41.0,0,,21077.0
461,第4节,第4节,22.5,0.77,-22.5,0.91,179.5,0.83,179.5,0.83,22.5,4.0,,1.0,6.0,10.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,75.0,95.0,0.0,1,3.0,41.0,0,,21077.0
462,第4节,第4节,22.5,0.91,-19.5,0.77,179.5,0.83,179.5,0.83,-19.5,4.0,,1.0,6.0,10.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,75.0,95.0,0.0,1,3.0,41.0,0,,21077.0
463,第4节,第4节,19.5,0.91,-19.5,0.77,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,75.0,78.0,0.0,1,3.0,41.0,0,,21075.0
464,第4节,第4节,19.5,0.91,-19.5,0.77,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,0.0,1,3.0,17.0,0,,11077.0
465,第4节,第4节,19.5,0.91,-19.5,0.77,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,0.0,1,3.0,17.0,0,,11077.0
466,第4节,第4节,19.5,0.91,-19.5,0.77,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,0.0,1,3.0,12.0,0,,11077.0
467,第4节,第4节,19.5,0.91,-19.5,0.77,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,0.0,1,3.0,12.0,0,,11077.0
468,第4节,第4节,19.5,0.91,-19.5,0.77,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,0.0,1,3.0,1.0,0,,11077.0
469,第4节,第4节,19.5,0.87,-19.5,0.8,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,0.0,1,3.0,1.0,0,,21077.0
470,第4节,第4节,19.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,-18.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,0.0,1,3.0,1.0,0,,21077.0
471,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,0.0,1,2.0,50.0,0,,21077.0
472,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,1.0,1,2.0,50.0,0,,21077.0
473,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,5.0,6.0,71.4,46.2,78.0,95.0,1.0,1,2.0,48.0,0,,21077.0
474,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,6.0,6.0,71.4,46.2,78.0,95.0,1.0,1,2.0,48.0,0,,11086.0
475,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,6.0,6.0,71.4,46.2,78.0,95.0,1.0,1,2.0,48.0,0,,21077.0
476,第4节,第4节,18.5,0.77,-18.5,0.91,179.5,0.83,179.5,0.83,18.5,4.0,1:2,1.0,6.0,11.0,31.0,17.0,15.0,12.0,5,1,6.0,6.0,71.4,46.2,78.0,79.0,1.0,1,2.0,48.0,0,,21078.0
477,第4节,第4节,18.5,0.77,-18.5,0.91,179.5,0.83,179.5,0.83,18.5,4.0,1:2,1.0,6.0,11.0,31.0,17.0,15.0,13.0,5,1,6.0,6.0,71.4,48.1,78.0,79.0,1.0,1,2.0,48.0,0,,21079.0
478,第4节,第4节,18.5,0.77,-18.5,0.91,179.5,0.83,179.5,0.83,18.5,4.0,2:2,1.0,6.0,11.0,31.0,17.0,15.0,13.0,5,1,6.0,6.0,71.4,48.1,79.0,95.0,1.0,1,2.0,48.0,0,,21078.0
479,第4节,第4节,18.5,0.91,-17.5,0.77,179.5,0.83,179.5,0.83,-17.5,4.0,2:2,1.0,6.0,11.0,31.0,17.0,15.0,13.0,5,1,6.0,6.0,71.4,48.1,79.0,95.0,1.0,1,2.0,48.0,0,,21078.0
480,第4节,第4节,17.5,0.91,-17.5,0.77,179.5,0.83,179.5,0.83,17.5,4.0,2:2,1.0,6.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,79.0,80.0,1.0,1,2.0,48.0,0,,21079.0
481,第4节,第4节,17.5,0.91,-17.5,0.77,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,95.0,1.0,1,2.0,48.0,0,,11077.0
482,第4节,第4节,17.5,0.83,-17.5,0.83,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,6.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,95.0,1.0,1,2.0,41.0,0,,11077.0
483,第4节,第4节,17.5,0.83,-17.5,0.83,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,98.0,95.0,1.0,1,2.0,41.0,0,,11075.0
484,第4节,第4节,17.5,0.83,-17.5,0.83,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,98.0,1.0,1,2.0,32.0,0,,21077.0
485,第4节,第4节,17.5,0.8,-19.5,0.87,179.5,0.83,179.5,0.83,-19.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,98.0,1.0,1,2.0,32.0,0,,21077.0
486,第4节,第4节,19.5,0.8,-19.5,0.87,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,98.0,1.0,1,2.0,26.0,0,,21077.0
487,第4节,第4节,19.5,0.8,-19.5,0.87,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,98.0,1.0,1,2.0,26.0,0,,21077.0
488,第4节,第4节,19.5,0.8,-19.5,0.87,179.5,0.83,179.5,0.83,19.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,98.0,1.0,1,2.0,13.0,0,,21077.0
489,第4节,第4节,19.5,0.77,-20.5,0.91,179.5,0.83,179.5,0.83,-20.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,98.0,1.0,1,2.0,13.0,0,,11077.0
490,第4节,第4节,20.5,0.77,-20.5,0.91,179.5,0.83,179.5,0.83,20.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,98.0,1.0,1,1.0,59.0,0,,21077.0
491,第4节,第4节,20.5,1.0,-18.5,0.71,179.5,0.83,179.5,0.83,-18.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,98.0,1.0,1,1.0,59.0,0,,21077.0
492,第4节,第4节,18.5,1.0,-18.5,0.71,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,7.0,11.0,31.0,17.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,82.0,1.0,1,1.0,34.0,0,,21077.0
493,第4节,第4节,18.5,1.0,-18.5,0.71,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,7.0,11.0,31.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,82.0,1.0,1,1.0,34.0,0,,21074.0
494,第4节,第4节,18.5,0.87,-17.5,0.8,179.5,0.83,179.5,0.83,-17.5,4.0,,1.0,7.0,11.0,31.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,80.0,82.0,1.0,1,1.0,34.0,0,,11077.0
495,第4节,第4节,17.5,0.87,-17.5,0.8,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,7.0,11.0,31.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,82.0,98.0,1.0,1,1.0,34.0,0,,11077.0
496,第4节,第4节,17.5,0.87,-17.5,0.8,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,7.0,11.0,31.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,82.0,98.0,1.0,1,1.0,31.0,0,,11077.0
497,第4节,第4节,17.5,0.87,-17.5,0.8,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,100.0,98.0,1.0,1,1.0,31.0,0,,11074.0
498,第4节,第4节,17.5,0.87,-17.5,0.8,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,82.0,100.0,1.0,1,1.0,22.0,0,,21077.0
499,第4节,第4节,17.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,-18.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,82.0,100.0,1.0,1,1.0,22.0,0,,21077.0
500,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,82.0,100.0,1.0,1,1.0,21.0,0,,21077.0
501,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,82.0,100.0,1.0,1,1.0,21.0,0,,21077.0
502,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,6.0,6.0,71.4,50.0,82.0,100.0,1.0,1,1.0,15.0,0,,21077.0
503,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,7.0,6.0,71.4,50.0,82.0,100.0,1.0,1,1.0,15.0,0,,11086.0
504,第4节,第4节,18.5,0.83,-18.5,0.83,179.5,0.83,179.5,0.83,18.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,7.0,6.0,71.4,50.0,82.0,100.0,1.0,1,1.0,15.0,0,,21077.0
505,第4节,第4节,18.5,0.71,-18.5,1.0,179.5,0.83,179.5,0.83,18.5,4.0,1:2,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,7.0,6.0,71.4,50.0,82.0,100.0,1.0,1,1.0,15.0,0,,21078.0
506,第4节,第4节,18.5,0.91,-17.5,0.77,179.5,0.83,179.5,0.83,-17.5,4.0,1:2,1.0,7.0,11.0,32.0,18.0,15.0,14.0,5,1,7.0,6.0,71.4,50.0,82.0,100.0,1.0,1,1.0,15.0,0,,21078.0
507,第4节,第4节,17.5,0.91,-17.5,0.77,179.5,0.83,179.5,0.83,17.5,4.0,1:2,1.0,7.0,11.0,32.0,18.0,15.0,15.0,5,1,7.0,6.0,71.4,51.7,82.0,83.0,1.0,1,1.0,15.0,0,,21079.0
508,第4节,第4节,17.5,0.91,-17.5,0.77,179.5,0.83,179.5,0.83,17.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,15.0,5,1,7.0,6.0,71.4,51.7,83.0,100.0,1.0,1,1.0,15.0,0,,21078.0
509,第4节,第4节,17.5,0.83,-17.5,0.83,179.5,0.83,179.5,0.83,17.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,83.0,84.0,1.0,1,1.0,15.0,0,,21079.0
510,第4节,第4节,17.5,0.83,-17.5,0.83,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,1.0,15.0,0,,11077.0
511,第4节,第4节,17.5,0.83,-17.5,0.83,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,1.0,0.0,0,,21077.0
512,第4节,第4节,17.5,0.77,-16.5,0.91,179.5,0.83,179.5,0.83,-16.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,1.0,0.0,0,,21077.0
513,第4节,第4节,16.5,0.77,-16.5,0.91,179.5,0.83,179.5,0.83,16.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,0.0,53.0,0,,11077.0
514,第4节,第4节,16.5,0.71,-17.5,1.0,179.5,0.83,179.5,0.83,-17.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,0.0,53.0,0,,11077.0
515,第4节,第4节,17.5,0.71,-17.5,0.66,179.5,0.83,179.5,0.83,17.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,0.0,53.0,0,,21077.0
516,第4节,第4节,17.5,1.1,-15.5,0.66,179.5,0.83,179.5,0.83,-15.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,0.0,53.0,0,,21077.0
517,第4节,第4节,15.5,1.1,-15.5,0.66,179.5,0.83,179.5,0.83,15.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,0.0,36.0,0,,21077.0
518,第4节,第4节,15.5,1.1,-15.5,0.66,179.5,0.83,179.5,0.83,15.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,0.0,36.0,0,,21077.0
519,第4节,第4节,15.5,1.1,-15.5,0.66,179.5,0.83,179.5,0.83,15.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,7.0,6.0,71.4,53.3,84.0,100.0,1.0,1,0.0,34.0,0,,21077.0
520,第4节,第4节,15.5,1.1,-15.5,0.66,179.5,0.83,179.5,0.83,15.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,8.0,6.0,71.4,53.3,84.0,100.0,1.0,1,0.0,34.0,0,,11086.0
521,第4节,第4节,15.5,0.83,-15.5,0.83,179.5,0.83,179.5,0.83,15.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,8.0,6.0,71.4,53.3,84.0,100.0,1.0,1,0.0,34.0,0,,21077.0
522,第4节,第4节,15.5,0.83,-15.5,0.83,179.5,0.83,179.5,0.83,15.5,4.0,1:2,1.0,7.0,11.0,32.0,18.0,15.0,16.0,5,1,8.0,6.0,71.4,53.3,84.0,85.0,1.0,1,0.0,34.0,0,,21078.0
523,第4节,第4节,15.5,0.83,-15.5,0.83,179.5,0.83,179.5,0.83,15.5,4.0,1:2,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,54.8,84.0,85.0,1.0,1,0.0,34.0,0,,21079.0
524,第4节,第4节,15.5,0.83,-15.5,0.83,179.5,0.83,179.5,0.83,15.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,54.8,85.0,100.0,1.0,1,0.0,34.0,0,,21078.0
525,第4节,第4节,15.5,0.77,-15.5,0.91,179.5,0.83,179.5,0.83,15.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,54.8,85.0,100.0,1.0,1,0.0,34.0,0,,21078.0
526,第4节,第4节,15.5,1.1,-14.5,0.66,179.5,0.83,179.5,0.83,-14.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,54.8,85.0,100.0,1.0,1,0.0,34.0,0,,21078.0
527,第4节,第4节,14.5,1.1,-14.5,0.66,179.5,0.83,179.5,0.83,14.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,54.8,85.0,100.0,1.0,1,0.0,34.0,0,,21078.0
528,第4节,第4节,14.5,1.1,-15.5,0.66,179.5,0.83,179.5,0.83,-15.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,54.8,85.0,100.0,1.0,1,0.0,34.0,0,,21078.0
529,第4节,第4节,15.5,1.1,-15.5,0.66,179.5,0.83,179.5,0.83,15.5,4.0,2:2,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,53.1,85.0,100.0,1.0,1,0.0,34.0,0,,21080.0
530,第4节,第4节,15.5,1.1,-15.5,0.66,179.5,0.83,179.5,0.83,15.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,53.1,85.0,100.0,1.0,1,0.0,9.0,0,,11077.0
531,第4节,第4节,15.5,1.1,-14.5,0.66,179.5,0.83,179.5,0.83,-14.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,53.1,85.0,100.0,1.0,1,0.0,9.0,0,,21077.0
532,第4节,第4节,14.5,1.1,-14.5,0.66,179.5,0.83,179.5,0.83,14.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,8.0,6.0,71.4,53.1,85.0,100.0,1.0,1,0.0,2.0,0,,21077.0
533,第4节,第4节,14.5,1.75,-14.5,0.0,179.5,0.83,179.5,0.83,14.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,9.0,6.0,71.4,53.1,85.0,100.0,1.0,1,0.0,2.0,0,,11086.0
534,第4节,第4节,14.5,0.0,-14.5,1.25,179.5,0.83,179.5,0.83,14.5,4.0,,1.0,7.0,11.0,32.0,18.0,15.0,17.0,5,1,9.0,6.0,71.4,53.1,85.0,100.0,1.0,1,0.0,2.0,0,,21077.0
