,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
218,,第3节,23.5,0.83,-23.5,0.83,184.5,0.83,185.5,0.83,23.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,1.0,0,,21077.0
219,,第3节,23.5,0.83,-23.5,0.83,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,1.0,1.0,0,,21077.0
220,,第3节,23.5,0.83,-23.5,0.83,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,25.0,13.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,77.0,0.0,1,0.0,52.0,0,,21077.0
221,,第3节,23.5,0.83,-23.5,0.83,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,60.0,62.0,0.0,1,0.0,52.0,0,,21074.0
222,,第3节,23.5,0.83,-23.5,0.83,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,77.0,0.0,1,0.0,52.0,0,,11077.0
223,,第3节,23.5,0.83,-23.5,0.83,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,77.0,0.0,1,0.0,49.0,0,,11077.0
224,,第3节,23.5,0.83,-23.5,0.83,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,77.0,0.0,1,0.0,49.0,0,,11077.0
225,,第3节,23.5,0.83,-23.5,0.83,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,77.0,0.0,1,0.0,37.0,0,,11077.0
226,,第3节,23.5,0.83,-23.5,0.83,184.5,0.83,184.5,0.83,184.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,77.0,0.0,1,0.0,37.0,0,,11077.0
227,,第3节,23.5,0.83,-23.5,0.87,184.5,0.83,184.5,0.83,184.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,77.0,0.0,1,0.0,37.0,0,,11077.0
228,,第3节,23.5,0.8,-24.5,0.87,184.5,0.83,184.5,0.83,-24.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,77.0,0.0,1,0.0,37.0,0,,11077.0
229,,第3节,24.5,0.8,-24.5,0.87,184.5,0.83,186.5,0.83,24.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,77.0,0.0,1,0.0,37.0,0,,11077.0
230,,第3节,24.5,0.8,-24.5,0.87,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,25.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,77.0,0.0,1,0.0,37.0,0,,11077.0
231,,第3节,24.5,0.8,-24.5,0.87,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,79.0,77.0,0.0,1,0.0,37.0,0,,11074.0
232,,第3节,24.5,0.8,-24.5,0.87,186.5,0.83,186.5,0.83,186.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,32.0,0,,21077.0
233,,第3节,24.5,0.8,-24.5,0.87,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,32.0,0,,21077.0
234,,第3节,24.5,0.8,-24.5,0.87,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,29.0,0,,21077.0
235,,第3节,24.5,0.8,-24.5,0.87,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,29.0,0,,21077.0
236,,第3节,24.5,0.8,-24.5,0.87,185.5,0.83,185.5,0.83,185.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,6.0,0,,21077.0
237,,第3节,24.5,0.87,-23.5,0.8,185.5,0.83,185.5,0.83,-23.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,6.0,0,,21077.0
238,,第3节,23.5,0.87,-23.5,0.8,185.5,0.83,183.5,0.83,23.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,6.0,0,,21077.0
239,,第3节,23.5,0.87,-23.5,0.8,183.5,0.83,183.5,0.83,183.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,6.0,0,,21077.0
240,,第3节,23.5,0.87,-23.5,0.8,183.5,0.83,183.5,0.83,183.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,6.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,0.0,0,,21077.0
241,,第3节,23.5,0.87,-23.5,0.8,183.5,0.83,183.5,0.83,183.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,0.0,0,,11086.0
242,,第3节,23.5,0.87,-23.5,0.8,183.5,0.83,183.5,0.83,183.5,,,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,0.0,0,,21077.0
243,,第3节,23.5,0.83,-23.5,0.83,184.5,0.83,184.5,0.83,184.5,,1:2,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,0.0,0,,21078.0
244,,第3节,23.5,0.83,-23.5,0.87,184.5,0.83,184.5,0.83,184.5,,1:2,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,0.0,0,,21078.0
245,,第3节,23.5,0.8,-24.5,0.87,184.5,0.83,184.5,0.83,-24.5,,1:2,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,0.0,0,,21078.0
246,,第3节,24.5,0.8,-24.5,0.87,184.5,0.83,183.5,0.83,24.5,,1:2,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,0.0,0,,21078.0
247,,第3节,24.5,0.8,-24.5,0.87,183.5,0.83,183.5,0.83,183.5,,1:2,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,50.0,62.0,79.0,0.0,1,0.0,0.0,0,,21078.0
248,,第3节,24.5,0.8,-24.5,0.87,183.5,0.83,183.5,0.83,183.5,,1:2,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,47.6,62.0,79.0,0.0,1,0.0,0.0,0,,21080.0
249,,第3节,24.5,0.87,-23.5,0.8,183.5,0.83,183.5,0.83,-23.5,,2:2,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,47.6,62.0,79.0,0.0,1,0.0,0.0,0,,21078.0
250,,第3节,23.5,0.87,-23.5,0.8,183.5,0.83,184.5,0.83,23.5,,2:2,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,47.6,62.0,79.0,0.0,1,0.0,0.0,0,,21078.0
251,,第3节,23.5,0.87,-23.5,0.8,184.5,0.83,184.5,0.83,184.5,,2:2,1.0,6.0,8.0,26.0,14.0,9.0,10.0,5,1,7.0,6.0,60.0,47.6,62.0,79.0,0.0,1,0.0,0.0,0,,21078.0
252,,第3节,23.5,0.87,-23.5,0.8,184.5,0.83,184.5,0.83,184.5,,2:2,1.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,7.0,6.0,60.0,50.0,62.0,63.0,0.0,1,0.0,0.0,0,,21079.0
253,,第3节,23.5,0.87,-23.5,0.8,184.5,0.83,184.5,0.83,184.5,,,1.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,7.0,6.0,60.0,50.0,63.0,79.0,0.0,1,0.0,0.0,0,,11077.0
254,,第3节,23.5,0.87,-23.5,0.8,184.5,0.83,184.5,0.83,184.5,,3.0,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,6.0,60.0,50.0,63.0,79.0,0.0,1,0.0,0.0,0,,1082.0
255,,第4节,23.5,0.87,-23.5,0.8,184.5,0.83,184.5,0.83,184.5,,3.0,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,0.0,60.0,50.0,63.0,79.0,0.0,1,10.0,0.0,0,,1082.0
256,第4节,第4节,23.5,0.83,-23.5,0.83,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,0.0,60.0,50.0,63.0,79.0,0.0,1,10.0,0.0,0,,1090.0
257,第4节,第4节,23.5,0.83,-23.5,0.83,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,0.0,60.0,50.0,63.0,79.0,0.0,1,9.0,59.0,0,,11077.0
258,第4节,第4节,23.5,0.83,-23.5,0.83,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,0.0,60.0,50.0,63.0,79.0,0.0,1,9.0,59.0,0,,11077.0
259,第4节,第4节,23.5,0.83,-23.5,0.83,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,0.0,60.0,50.0,63.0,79.0,0.0,1,9.0,51.0,0,,11077.0
260,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,0.0,60.0,50.0,63.0,79.0,0.0,1,9.0,51.0,0,,11077.0
261,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,0.0,60.0,50.0,63.0,79.0,0.0,1,9.0,47.0,0,,11077.0
262,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,0.0,1,9.0,47.0,0,,21086.0
263,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,1.0,1,9.0,47.0,0,,11077.0
264,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,1.0,1,9.0,47.0,0,,11077.0
265,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,1.0,1,9.0,47.0,0,,11077.0
266,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,1.0,1,9.0,47.0,0,,11077.0
267,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,0.0,1,9.0,47.0,0,,11077.0
268,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,0.0,1,9.0,47.0,0,,11077.0
269,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,0.0,1,9.0,47.0,0,,11077.0
270,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,0.0,1,9.0,45.0,0,,11077.0
271,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11077.0
272,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11077.0
273,第4节,第4节,23.5,0.8,-23.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,1.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11077.0
274,第4节,第4节,23.5,0.83,-23.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,21086.0
275,第4节,第4节,23.5,0.83,-23.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11077.0
276,第4节,第4节,23.5,0.87,-24.5,0.8,183.5,0.83,183.5,0.83,-24.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11078.0
277,第4节,第4节,24.5,0.87,-24.5,0.8,183.5,0.83,184.5,0.83,24.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11078.0
278,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11078.0
279,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,0.0,1,9.0,45.0,0,,11078.0
280,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,0.0,1,9.0,45.0,0,,11078.0
281,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,0.0,1,9.0,45.0,0,,11078.0
282,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,0.0,1,9.0,45.0,0,,11078.0
283,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11078.0
284,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11078.0
285,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,9.0,11.0,5,1,0.0,2.0,60.0,50.0,63.0,79.0,1.0,1,9.0,45.0,0,,11078.0
286,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,1:2,0.0,6.0,8.0,26.0,14.0,10.0,11.0,5,1,0.0,2.0,62.5,50.0,80.0,79.0,1.0,1,9.0,45.0,0,,11079.0
287,第4节,第4节,24.5,0.87,-24.5,0.8,184.5,0.83,184.5,0.83,184.5,4.0,2:2,0.0,6.0,8.0,26.0,14.0,10.0,11.0,5,1,0.0,2.0,62.5,50.0,63.0,80.0,1.0,1,9.0,45.0,0,,11078.0
288,第4节,第4节,24.5,0.8,-25.5,0.87,184.5,0.83,184.5,0.83,-25.5,4.0,2:2,0.0,6.0,8.0,26.0,14.0,10.0,11.0,5,1,0.0,2.0,62.5,50.0,63.0,80.0,1.0,1,9.0,45.0,0,,11078.0
289,第4节,第4节,25.5,0.8,-25.5,0.87,184.5,0.83,185.5,0.83,25.5,4.0,2:2,0.0,6.0,8.0,26.0,14.0,10.0,11.0,5,1,0.0,2.0,62.5,50.0,63.0,80.0,1.0,1,9.0,45.0,0,,11078.0
290,第4节,第4节,25.5,0.8,-25.5,0.87,185.5,0.83,185.5,0.83,185.5,4.0,2:2,0.0,6.0,8.0,26.0,14.0,10.0,11.0,5,1,0.0,2.0,62.5,50.0,63.0,80.0,1.0,1,9.0,45.0,0,,11078.0
291,第4节,第4节,25.5,0.8,-25.5,0.87,185.5,0.83,185.5,0.83,185.5,4.0,2:2,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,81.0,80.0,1.0,1,9.0,45.0,0,,11079.0
292,第4节,第4节,25.5,0.8,-25.5,0.87,185.5,0.83,185.5,0.83,185.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,45.0,0,,21077.0
293,第4节,第4节,25.5,0.83,-25.5,0.83,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,45.0,0,,21077.0
294,第4节,第4节,25.5,0.83,-25.5,0.83,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,27.0,0,,21077.0
295,第4节,第4节,25.5,0.83,-25.5,0.83,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,27.0,0,,11077.0
296,第4节,第4节,25.5,0.83,-25.5,0.83,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,14.0,0,,11077.0
297,第4节,第4节,25.5,0.8,-25.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,14.0,0,,11077.0
298,第4节,第4节,25.5,0.8,-25.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,13.0,0,,11077.0
299,第4节,第4节,25.5,0.8,-25.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,13.0,0,,11077.0
300,第4节,第4节,25.5,0.8,-25.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,0.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,7.0,0,,11077.0
301,第4节,第4节,25.5,0.8,-25.5,0.87,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,7.0,0,,11086.0
302,第4节,第4节,25.5,0.87,-24.5,0.8,183.5,0.83,183.5,0.83,-24.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,7.0,0,,21077.0
303,第4节,第4节,24.5,0.87,-24.5,0.8,183.5,0.83,182.5,0.83,24.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,7.0,0,,21077.0
304,第4节,第4节,24.5,0.87,-24.5,0.8,182.5,0.83,182.5,0.83,182.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,63.0,81.0,1.0,1,9.0,7.0,0,,21077.0
305,第4节,第4节,24.5,0.87,-24.5,0.8,182.5,0.83,182.5,0.83,182.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,63.0,81.0,1.0,1,8.0,55.0,0,,21077.0
306,第4节,第4节,24.5,0.8,-23.5,0.87,182.5,0.83,182.5,0.83,-23.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,63.0,65.0,1.0,1,8.0,55.0,0,,21077.0
307,第4节,第4节,23.5,0.8,-23.5,0.87,182.5,0.83,184.5,0.83,23.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,63.0,65.0,1.0,1,8.0,55.0,0,,21077.0
308,第4节,第4节,23.5,0.8,-23.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,14.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,63.0,65.0,1.0,1,8.0,55.0,0,,21077.0
309,第4节,第4节,23.5,0.8,-23.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,63.0,65.0,1.0,1,8.0,55.0,0,,21074.0
310,第4节,第4节,23.5,0.8,-23.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,81.0,1.0,1,8.0,55.0,0,,11077.0
311,第4节,第4节,23.5,0.8,-23.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,26.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,81.0,1.0,1,8.0,51.0,0,,11077.0
312,第4节,第4节,23.5,0.77,-23.5,0.91,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,26.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,81.0,1.0,1,8.0,51.0,0,,11077.0
313,第4节,第4节,23.5,0.77,-23.5,0.91,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,27.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,83.0,81.0,1.0,1,8.0,51.0,0,,11074.0
314,第4节,第4节,23.5,0.77,-23.5,0.91,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,27.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,83.0,1.0,1,8.0,35.0,0,,21077.0
315,第4节,第4节,23.5,0.8,-24.5,0.87,183.5,0.83,183.5,0.83,-24.5,4.0,,0.0,6.0,8.0,27.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,83.0,1.0,1,8.0,35.0,0,,21077.0
316,第4节,第4节,24.5,0.8,-24.5,0.87,183.5,0.83,184.5,0.83,24.5,4.0,,0.0,6.0,8.0,27.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,83.0,1.0,1,8.0,35.0,0,,21077.0
317,第4节,第4节,24.5,0.8,-24.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,27.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,83.0,1.0,1,8.0,35.0,0,,21077.0
318,第4节,第4节,24.5,0.8,-24.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,27.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,83.0,1.0,1,8.0,32.0,0,,21077.0
319,第4节,第4节,24.5,0.8,-24.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,27.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,83.0,1.0,1,8.0,32.0,0,,11077.0
320,第4节,第4节,24.5,0.8,-24.5,0.87,184.5,0.83,184.5,0.83,184.5,4.0,,0.0,6.0,8.0,27.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,83.0,1.0,1,8.0,14.0,0,,11077.0
321,第4节,第4节,24.5,0.83,-24.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,27.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,83.0,1.0,1,8.0,14.0,0,,11077.0
322,第4节,第4节,24.5,0.83,-24.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,85.0,83.0,1.0,1,8.0,14.0,0,,11074.0
323,第4节,第4节,24.5,0.83,-24.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,85.0,1.0,1,8.0,14.0,0,,21077.0
324,第4节,第4节,24.5,0.83,-24.5,0.83,183.5,0.83,183.5,0.83,183.5,4.0,,0.0,6.0,8.0,28.0,15.0,11.0,11.0,5,1,1.0,2.0,64.7,50.0,65.0,85.0,1.0,1,7.0,58.0,0,,21077.0
