,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
208,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,42,32.0,0.0,1,8.0,4.0,1.0,20180525125944.0,11086.0
209,,,第3节,第3节,145.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,145.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,57.0,1.0,20180525125951.0,11086.0
210,,,第3节,第3节,-28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-28.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,57.0,1.0,20180525125951.0,11086.0
211,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,57.0,1.0,20180525125951.0,21075.0
212,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,53.0,1.0,20180525125955.0,21075.0
213,,,第3节,第3节,-27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,53.0,1.0,20180525125955.0,21075.0
214,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,53.0,1.0,20180525125955.0,11077.0
215,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,45.0,1.0,20180525130003.0,11077.0
216,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,45.0,1.0,20180525130003.0,11077.0
217,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,37.0,1.0,20180525130011.0,11077.0
218,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,37.0,1.0,20180525130011.0,11077.0
219,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,37.0,1.0,20180525130011.0,11077.0
220,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,37.0,1.0,20180525130011.0,11077.0
221,,,第3节,第3节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,34.0,1.0,20180525130014.0,11077.0
222,,,第3节,第3节,-28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-28.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,34.0,1.0,20180525130014.0,11077.0
223,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,34.0,1.0,20180525130014.0,21077.0
224,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,26.0,1.0,20180525130022.0,21077.0
225,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,26.0,1.0,20180525130022.0,21077.0
226,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,23.0,1.0,20180525130025.0,21077.0
227,,,第3节,第3节,-27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,23.0,1.0,20180525130025.0,21077.0
228,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,22.0,0.0,20180525130026.0,11077.0
229,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.91,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,22.0,0.0,20180525130026.0,11077.0
230,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.77,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,22.0,0.0,20180525130026.0,11077.0
231,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,22.0,0.0,20180525130026.0,11077.0
232,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,20.0,0.0,20180525130056.0,11077.0
233,,,第3节,第3节,-26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-26.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,20.0,0.0,20180525130056.0,11077.0
234,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,20.0,1.0,20180525130058.0,11077.0
235,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,20.0,1.0,20180525130058.0,11077.0
236,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,18.0,0.0,20180525130059.0,11077.0
237,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,18.0,0.0,20180525130059.0,11077.0
238,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,18.0,0.0,20180525130101.0,11077.0
239,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,7.0,18.0,0.0,20180525130101.0,21086.0
240,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,18.0,0.0,20180525130138.0,21086.0
241,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,18.0,0.0,20180525130138.0,21086.0
242,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,18.0,0.0,20180525130138.0,21086.0
243,,,第3节,第3节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,18.0,1.0,20180525130140.0,21086.0
244,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,18.0,1.0,20180525130140.0,21086.0
245,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,15.0,0.0,20180525130143.0,21086.0
246,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,15.0,0.0,20180525130143.0,21086.0
247,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,15.0,0.0,20180525130145.0,21086.0
248,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,15.0,0.0,20180525130145.0,21086.0
249,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,15.0,0.0,20180525130148.0,21086.0
250,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,15.0,0.0,20180525130148.0,21086.0
251,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,15.0,1.0,20180525130202.0,21086.0
252,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,15.0,1.0,20180525130202.0,21086.0
253,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,7.0,0.0,20180525130210.0,21086.0
254,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,7.0,0.0,20180525130210.0,21086.0
255,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,7.0,1.0,20180525130329.0,21086.0
256,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,7.0,7.0,1.0,20180525130329.0,21086.0
257,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,6.0,59.0,1.0,20180525130337.0,21086.0
258,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,6.0,59.0,1.0,20180525130337.0,21086.0
259,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,6.0,57.0,1.0,20180525130339.0,21086.0
260,,,第3节,第3节,-27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,1.0,1,6.0,57.0,1.0,20180525130339.0,21086.0
261,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,6.0,54.0,1.0,20180525130342.0,21077.0
262,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,6.0,54.0,1.0,20180525130342.0,21077.0
263,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,45,32.0,0.0,1,6.0,54.0,1.0,20180525130342.0,21077.0
264,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,50.0,1.0,20180525130346.0,21077.0
265,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,50.0,1.0,20180525130346.0,21077.0
266,,,第3节,第3节,-29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-29.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,50.0,1.0,20180525130346.0,21077.0
267,,,第3节,第3节,29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,29.5,3.0,0.91,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,50.0,1.0,20180525130346.0,21074.0
268,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.77,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,50.0,1.0,20180525130346.0,21074.0
269,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.77,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,46.0,1.0,20180525130349.0,21074.0
270,,,第3节,第3节,-28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-28.5,3.0,0.77,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,46.0,1.0,20180525130349.0,21074.0
271,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,46.0,1.0,20180525130349.0,11077.0
272,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,38.0,1.0,20180525130357.0,11077.0
273,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,38.0,1.0,20180525130357.0,11077.0
274,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,30.0,1.0,20180525130406.0,11077.0
275,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,30.0,1.0,20180525130406.0,11077.0
276,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,30.0,0.0,20180525130406.0,11077.0
277,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,30.0,0.0,20180525130436.0,11077.0
278,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,30.0,1.0,20180525130436.0,11077.0
279,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,26.0,1.0,20180525130440.0,11077.0
280,,,第3节,第3节,-29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-29.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,26.0,1.0,20180525130440.0,11077.0
281,,,第3节,第3节,29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,29.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,26.0,1.0,20180525130440.0,21077.0
282,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,26.0,1.0,20180525130440.0,21077.0
283,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,18.0,1.0,20180525130448.0,21077.0
284,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.91,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,18.0,1.0,20180525130448.0,21077.0
285,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.77,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,18.0,1.0,20180525130448.0,21077.0
286,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,18.0,1.0,20180525130448.0,21077.0
287,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,10.0,1.0,20180525130457.0,21077.0
288,,,第3节,第3节,-28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-28.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,10.0,1.0,20180525130457.0,21077.0
289,,,第3节,第3节,28.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,28.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,10.0,1.0,20180525130457.0,21077.0
290,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,47,32.0,0.0,1,6.0,10.0,1.0,20180525130457.0,21077.0
291,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,9.0,1.0,20180525130457.0,21077.0
292,,,第3节,第3节,-30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-30.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,9.0,1.0,20180525130457.0,21077.0
293,,,第3节,第3节,30.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,30.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,7.0,1.0,20180525130459.0,21074.0
294,,,第3节,第3节,-29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-29.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,7.0,1.0,20180525130459.0,21074.0
295,,,第3节,第3节,29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,29.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,7.0,1.0,20180525130500.0,11077.0
296,,,第3节,第3节,-32.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-32.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,7.0,1.0,20180525130500.0,11077.0
297,,,第3节,第3节,32.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,32.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,3.0,1.0,20180525130503.0,11077.0
298,,,第3节,第3节,-29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-29.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,3.0,1.0,20180525130503.0,11077.0
299,,,第3节,第3节,29.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,29.5,3.0,0.87,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,3.0,1.0,20180525130503.0,11077.0
300,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,6.0,3.0,1.0,20180525130503.0,11077.0
301,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,58.0,1.0,20180525130508.0,11077.0
302,,,第3节,第3节,-27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-27.5,3.0,0.8,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,58.0,1.0,20180525130508.0,11077.0
303,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,58.0,1.0,20180525130508.0,11077.0
304,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,55.0,0.0,20180525130511.0,11077.0
305,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,55.0,0.0,20180525130511.0,11077.0
306,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,55.0,0.0,20180525130513.0,11077.0
307,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,55.0,0.0,20180525130513.0,11077.0
308,,,第3节,第3节,27.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,27.5,3.0,0.83,,0.0,,3,,7,9.0,6,,3,1.0,6,56.2,60.0,32.0,49,32.0,0.0,1,5.0,55.0,1.0,20180525130518.0,11077.0
