,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
507,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,46.0,1.0,20180525131314.0,11077.0
508,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,46.0,1.0,20180525131314.0,11077.0
509,,,第3节,第3节,-24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-24.5,3.0,0.87,,1.0,,3,10.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,46.0,1.0,20180525131314.0,11077.0
510,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.87,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,45.0,0.0,20180525131316.0,11074.0
511,44.0,5.0,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.87,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,45.0,0.0,20180525131316.0,11074.0
512,44.0,5.0,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.87,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,45.0,0.0,20180525131322.0,11074.0
513,44.0,5.0,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.87,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,45.0,0.0,20180525131322.0,11081.0
514,44.0,5.0,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.87,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,45.0,0.0,20180525131323.0,11081.0
515,44.0,5.0,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.83,^,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,45.0,0.0,20180525131323.0,11077^21081
516,44.0,5.0,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.83,^,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,47.0,0.0,20180525131327.0,11077^21081
517,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.83,^,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,47.0,0.0,20180525131327.0,11077^21081
518,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.83,^,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,47.0,1.0,20180525131451.0,11077^21081
519,,,第3节,第3节,-25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-25.5,3.0,0.83,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,47.0,1.0,20180525131451.0,11077.0
520,,,第3节,第3节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,3.0,0.87,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,47.0,1.0,20180525131451.0,21077.0
521,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,47.0,1.0,20180525131451.0,21077.0
522,,,第3节,第3节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,3.0,0.8,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,39.0,1.0,20180525131459.0,21077.0
523,,,第3节,第3节,-24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-24.5,3.0,0.77,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,39.0,1.0,20180525131459.0,21077.0
524,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.91,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,39.0,1.0,20180525131459.0,21077.0
525,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.8,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,39.0,1.0,20180525131459.0,21077.0
526,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.87,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,31.0,1.0,20180525131507.0,21077.0
527,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.8,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,31.0,1.0,20180525131507.0,21077.0
528,,,第3节,第3节,24.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,24.5,3.0,0.87,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,31.0,1.0,20180525131507.0,21077.0
529,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.91,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,31.0,1.0,20180525131507.0,21077.0
530,,,第3节,第3节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,3.0,0.77,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,27.0,1.0,20180525131510.0,21077.0
531,,,第3节,第3节,-23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-23.5,3.0,0.77,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,27.0,1.0,20180525131510.0,21077.0
532,,,第3节,第3节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,3.0,0.83,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,27.0,1.0,20180525131510.0,11077.0
533,,,第3节,第3节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,3.0,0.83,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,19.0,1.0,20180525131518.0,11077.0
534,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.87,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,19.0,1.0,20180525131518.0,11077.0
535,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.8,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,11.0,1.0,20180525131526.0,11077.0
536,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,11.0,1.0,20180525131526.0,11077.0
537,,,第3节,第3节,139.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,139.5,3.0,0.83,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,11.0,1.0,20180525131526.0,11077.0
538,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.77,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,42.0,59,42.0,0.0,1,0.0,11.0,1.0,20180525131526.0,11077.0
539,,,第3节,第3节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,3.0,0.91,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,9.0,1.0,20180525131528.0,11077.0
540,,,第3节,第3节,-20.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-20.5,3.0,0.8,,1.0,,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,9.0,1.0,20180525131528.0,11077.0
541,,,第3节,第3节,20.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,20.5,3.0,0.87,,1.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,5.0,1.0,20180525131532.0,11075.0
542,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.87,,1.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,5.0,1.0,20180525131532.0,11075.0
543,,,第3节,第3节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,3.0,0.8,,1.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,5.0,1.0,20180525131532.0,11075.0
544,,,第3节,第3节,-21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-21.5,3.0,0.83,,1.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,5.0,1.0,20180525131532.0,11075.0
545,,,第3节,第3节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,3.0,0.83,,1.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,0.0,0.0,20180525131538.0,21077.0
546,,,第3节,第3节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,3.0,0.83,,1.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,0.0,0.0,20180525131538.0,21077.0
547,,,第3节,第3节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,3.0,0.83,,1.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,0.0,0.0,20180525131538.0,21077.0
548,,,第3节,第3节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,3.0,0.87,,1.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,0.0,0.0,0.0,20180525131538.0,21077.0
549,,,第4节,第4节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,4.0,0.8,,1.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,59,45.0,0.0,1,10.0,0.0,0.0,20180525131541.0,21077.0
550,,,第4节,第4节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,10.0,0.0,0.0,20180525131541.0,1082.0
551,,,第4节,第4节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,10.0,0.0,1.0,20180525131745.0,1082.0
552,,,第4节,第4节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,4.0,0.8,^,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,10.0,0.0,1.0,20180525131745.0,01090^21077
553,,,第4节,第4节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,4.0,0.8,^,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,59.0,1.0,20180525131746.0,01090^21077
554,,,第4节,第4节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,4.0,0.91,^,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,59.0,1.0,20180525131746.0,01090^21077
555,,,第4节,第4节,21.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,21.5,4.0,0.77,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,59.0,1.0,20180525131746.0,21077.0
556,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,59.0,1.0,20180525131746.0,21077.0
557,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,51.0,1.0,20180525131754.0,21077.0
558,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,51.0,1.0,20180525131754.0,21077.0
559,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,48.0,1.0,20180525131756.0,21077.0
560,,,第4节,第4节,-20.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-20.5,4.0,0.77,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,48.0,1.0,20180525131756.0,21077.0
561,,,第4节,第4节,20.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,20.5,4.0,0.91,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,48.0,1.0,20180525131756.0,11077.0
562,,,第4节,第4节,20.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,20.5,4.0,0.77,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,48.0,1.0,20180525131756.0,11077.0
563,,,第4节,第4节,20.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,20.5,4.0,0.91,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,41.0,1.0,20180525131803.0,11077.0
564,,,第4节,第4节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,41.0,1.0,20180525131803.0,21077.0
565,,,第4节,第4节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,33.0,1.0,20180525131811.0,21077.0
566,,,第4节,第4节,140.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,140.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,59,45.0,0.0,1,9.0,33.0,1.0,20180525131811.0,21077.0
567,,,第4节,第4节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,31.0,1.0,20180525131813.0,21077.0
568,,,第4节,第4节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,31.0,1.0,20180525131813.0,21077.0
569,,,第4节,第4节,-23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-23.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,31.0,1.0,20180525131813.0,21077.0
570,,,第4节,第4节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,27.0,1.0,20180525131817.0,21075.0
571,,,第4节,第4节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,27.0,1.0,20180525131817.0,21075.0
572,,,第4节,第4节,23.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,23.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,27.0,1.0,20180525131817.0,11077.0
573,,,第4节,第4节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,27.0,1.0,20180525131817.0,11077.0
574,,,第4节,第4节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,19.0,1.0,20180525131826.0,11077.0
575,,,第4节,第4节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,19.0,1.0,20180525131826.0,11077.0
576,,,第4节,第4节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,11.0,0.0,20180525131834.0,11077.0
577,,,第4节,第4节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,11.0,0.0,20180525131834.0,11077.0
578,,,第4节,第4节,142.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,142.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,11.0,1.0,20180525131847.0,11077.0
579,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,11.0,1.0,20180525131847.0,11077.0
580,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,4.0,1.0,20180525131854.0,11077.0
581,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,4.0,1.0,20180525131854.0,11077.0
582,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,4.0,1.0,20180525131854.0,21077.0
583,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,4.0,1.0,20180525131854.0,21077.0
584,,,第4节,第4节,141.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,141.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,0.0,0.0,20180525131858.0,21077.0
585,,,第4节,第4节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,62,45.0,0.0,1,9.0,0.0,0.0,20180525131858.0,21077.0
586,,,第4节,第4节,143.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,143.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,64,45.0,0.0,1,9.0,0.0,0.0,20180525131900.0,21077.0
587,,,第4节,第4节,-25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-25.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,64,45.0,0.0,1,9.0,0.0,0.0,20180525131900.0,21077.0
588,,,第4节,第4节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,64,45.0,1.0,1,9.0,0.0,0.0,20180525131907.0,21074.0
589,,,第4节,第4节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,64,45.0,1.0,1,9.0,0.0,0.0,20180525131907.0,21074.0
590,,,第4节,第4节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,64,45.0,1.0,1,9.0,0.0,0.0,20180525131907.0,21074.0
591,,,第4节,第4节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,4.0,0.83,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,64,45.0,1.0,1,9.0,0.0,0.0,20180525131908.0,11086.0
592,,,第4节,第4节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,64,45.0,0.0,1,9.0,0.0,0.0,20180525131908.0,11086.0
593,,,第4节,第4节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,64,45.0,0.0,1,9.0,0.0,0.0,20180525131908.0,11086.0
594,,,第4节,第4节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,0.0,6,57.9,60.0,45.0,64,45.0,0.0,1,9.0,0.0,0.0,20180525131908.0,11086.0
595,,,第4节,第4节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,4.0,0.87,1:1,0.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,64,45.0,0.0,1,9.0,0.0,0.0,20180525131908.0,21078.0
596,,,第4节,第4节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,4.0,0.87,1:1,0.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,64,45.0,0.0,1,9.0,0.0,0.0,20180525131908.0,21078.0
597,,,第4节,第4节,144.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,144.5,4.0,0.8,1:1,0.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,65,45.0,0.0,1,9.0,0.0,0.0,20180525131932.0,21078.0
598,,,第4节,第4节,-26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-26.5,4.0,0.83,1:1,0.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,65,45.0,0.0,1,9.0,0.0,0.0,20180525131932.0,21078.0
599,,,第4节,第4节,26.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,26.5,4.0,0.83,1:1,0.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,65,45.0,0.0,1,9.0,0.0,1.0,20180525131934.0,21079.0
600,,,第4节,第4节,-25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,-25.5,4.0,0.77,1:1,0.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,65,45.0,0.0,1,9.0,0.0,1.0,20180525131934.0,21079.0
601,,,第4节,第4节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,4.0,0.91,,0.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,65,45.0,0.0,1,9.0,0.0,1.0,20180525131934.0,11077.0
602,,,第4节,第4节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,4.0,0.8,,0.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,65,45.0,0.0,1,9.0,0.0,1.0,20180525131934.0,11077.0
603,,,第4节,第4节,25.5,-24.5,0.8,24.5,0.87,147.5,0.83,147.5,0.83,25.5,4.0,0.87,,0.0,4.0,3,11.0,7,11.0,6,,3,1.0,6,57.9,60.0,45.0,65,45.0,0.0,1,8.0,52.0,1.0,20180525131942.0,11077.0
