,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
15,,,4.0,3.5,0.0,-3.5,0.0,3.0,^,,,6,10,25.0,24,27,,23,7,,2,4,,2,2,,71.9,87.5,,92,88,0,1,1.0,16.0,0.0,20181103025432.0,11074^21077
16,,,4.0,5.5,0.0,-5.5,0.0,3.0,1:1,,,6,10,25.0,24,27,,23,7,,2,4,,2,2,,71.9,87.5,,92,88,0,1,1.0,16.0,0.0,20181103025433.0,11078.0
17,,,4.0,5.5,0.0,-5.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,72.7,71.9,87.5,,93,88,0,1,1.0,16.0,0.0,20181103025442.0,11079^11077
18,,,4.0,5.5,0.0,-5.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,72.7,71.9,87.5,,93,88,0,1,1.0,16.0,0.0,20181103025450.0,11079^11077
19,,,4.0,5.5,0.0,-5.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,72.7,71.9,87.5,,93,88,0,1,1.0,16.0,0.0,20181103025628.0,11079^11077
20,,,4.0,3.5,0.0,-3.5,0.0,3.0,1:1,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,72.7,71.9,87.5,,93,88,0,1,1.0,16.0,0.0,20181103025629.0,21078.0
21,,,4.0,4.5,0.0,-4.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,16.0,1.0,20181103025630.0,21080^21077
22,,,4.0,4.5,0.0,-4.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,7.0,1.0,20181103025638.0,21080^21077
23,,,4.0,4.5,0.0,-4.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,7.0,1.0,20181103025647.0,21080^21077
24,,,4.0,4.5,0.0,-4.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,50.0,1.0,20181103025655.0,21080^21077
25,,,4.0,4.5,0.0,-4.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,50.0,1.0,20181103025656.0,21080^21077
26,,,4.0,4.5,0.0,-4.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,41.0,1.0,20181103025704.0,21080^21077
27,,,4.0,4.5,0.0,-4.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,33.0,1.0,20181103025712.0,21080^21077
28,,,4.0,4.5,0.0,-4.5,0.0,2.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,26.0,1.0,20181103025719.0,21080^21077
29,,,4.0,4.5,0.0,-4.5,0.0,2.0,1:1^,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,26.0,1.0,20181103025720.0,21080^21077
30,,,4.0,5.5,0.0,-5.5,0.0,3.0,,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,15.0,1.0,20181103025720.0,11077.0
31,,,4.0,5.5,0.0,-5.5,0.0,3.0,,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,6.0,1.0,20181103025729.0,11077.0
32,,,4.0,5.5,0.0,-5.5,0.0,3.0,,,,6,10,25.0,24,27,24.0,23,7,,2,4,,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,5.0,0.0,20181103025730.0,11077.0
33,,,4.0,5.5,0.0,-5.5,0.0,3.0,^,,,6,10,25.0,24,27,24.0,23,7,,2,4,3.0,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,6.0,0.0,20181103025731.0,21086^11077
34,,,4.0,5.5,0.0,-5.5,0.0,3.0,1:2,,,6,10,25.0,24,27,24.0,23,7,,2,4,3.0,2,2,77.8,71.9,87.5,,93,88,0,1,1.0,6.0,0.0,20181103025734.0,11078.0
35,,,4.0,6.5,0.0,-6.5,0.0,3.0,1:2^2:2,,,6,10,25.0,24,27,25.0,23,7,,2,4,3.0,2,2,73.5,71.9,87.5,,94,88,0,1,1.0,6.0,0.0,20181103025748.0,11079^11078
36,,,4.0,6.5,0.0,-6.5,0.0,3.0,1:2^2:2,,,6,10,25.0,24,27,25.0,23,7,,2,4,3.0,2,2,73.5,71.9,87.5,,94,88,0,1,1.0,6.0,0.0,20181103025802.0,11079^11078
37,,,4.0,6.5,0.0,-6.5,0.0,3.0,1:2^2:2,,,6,10,25.0,24,27,25.0,23,7,,2,4,3.0,2,2,73.5,71.9,87.5,,94,88,0,1,1.0,6.0,0.0,20181103025832.0,11079^11078
38,,,4.0,6.5,0.0,-6.5,0.0,3.0,2:2^,,,6,10,25.0,24,27,26.0,23,7,,2,4,3.0,2,2,74.3,71.9,87.5,95.0,95,88,0,1,1.0,6.0,0.0,20181103025901.0,11079^21077
39,,,4.0,7.5,0.0,-7.5,0.0,3.0,2:2^,,,6,10,25.0,24,27,26.0,23,7,,2,4,3.0,2,2,74.3,71.9,87.5,95.0,96,88,0,1,1.0,6.0,0.0,20181103025915.0,11079^21077
40,,,4.0,7.5,0.0,-7.5,0.0,3.0,2:2^,,,6,10,25.0,24,27,26.0,23,7,,2,4,3.0,2,2,74.3,71.9,87.5,95.0,96,88,0,1,1.0,5.0,0.0,20181103025915.0,11079^21077
41,,,4.0,7.5,0.0,-7.5,0.0,3.0,2:2^,,,6,10,25.0,24,27,26.0,23,7,,2,4,3.0,2,2,74.3,71.9,87.5,95.0,96,88,0,1,1.0,1.0,0.0,20181103025923.0,11079^21077
42,,,4.0,7.5,0.0,-7.5,0.0,3.0,2:2^,,,6,10,25.0,24,27,26.0,23,7,,2,4,3.0,2,2,74.3,71.9,87.5,95.0,96,88,0,1,1.0,0.0,0.0,20181103025924.0,11079^21077
43,,,4.0,7.5,0.0,-7.5,0.0,3.0,2:2^,,,6,10,25.0,24,27,26.0,23,7,,2,4,3.0,2,2,74.3,71.9,87.5,95.0,96,88,0,1,1.0,0.0,0.0,20181103025925.0,11079^21077
44,,,4.0,7.5,0.0,-7.5,0.0,3.0,^,,,6,10,25.0,24,27,26.0,23,7,,2,4,3.0,2,2,74.3,71.9,87.5,95.0,96,88,0,1,1.0,0.0,0.0,20181103025938.0,11086^21077
45,,,4.0,7.5,0.0,-7.5,0.0,3.0,1:2,,,6,10,25.0,24,27,26.0,23,7,,2,4,3.0,2,2,74.3,71.9,87.5,95.0,96,88,0,1,1.0,0.0,0.0,20181103025940.0,21078.0
46,,,4.0,6.5,0.0,-6.5,0.0,3.0,1:2^2:2,,,6,10,25.0,24,27,8.0,23,7,,2,4,3.0,2,2,80.0,71.9,87.5,95.0,96,89,0,1,1.0,0.0,0.0,20181103030010.0,21079^21078
47,,,4.0,6.5,0.0,-6.5,0.0,3.0,2:2^,,,6,10,25.0,24,27,9.0,23,7,,2,4,3.0,2,2,81.8,71.9,87.5,95.0,96,90,0,1,1.0,0.0,0.0,20181103030024.0,21079^11077
48,,,4.0,6.5,0.0,-6.5,0.0,3.0,2:2^,,,6,10,25.0,24,27,9.0,23,7,,2,4,3.0,2,2,81.8,71.9,87.5,95.0,96,90,0,1,1.0,0.0,0.0,20181103030057.0,21079^11077
49,,,4.0,6.5,0.0,-6.5,0.0,3.0,1:1,,,6,10,25.0,24,27,9.0,23,7,,2,4,3.0,2,2,81.8,71.9,87.5,95.0,96,90,0,1,1.0,0.0,0.0,20181103030058.0,11078.0
50,,,4.0,6.5,0.0,-6.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,27.0,23,7,,2,4,3.0,2,2,75.0,71.9,87.5,95.0,97,90,0,1,1.0,0.0,0.0,20181103030059.0,11079^21077
51,,,4.0,6.5,0.0,-6.5,0.0,3.0,1:1^,,,6,10,25.0,24,27,27.0,23,7,,2,4,3.0,2,2,75.0,71.9,87.5,95.0,97,90,0,1,0.0,59.0,0.0,20181103030059.0,11079^21077
52,,,4.0,7.5,0.0,-7.5,0.0,3.0,,,,6,10,25.0,24,27,27.0,23,7,,2,4,3.0,2,2,75.0,71.9,87.5,95.0,97,90,0,1,0.0,50.0,0.0,20181103030127.0,11077.0
53,,,4.0,8.5,0.0,-8.5,0.0,1.0,^,,,6,10,26.0,24,27,27.0,23,7,,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,90,0,1,0.0,47.0,0.0,20181103030131.0,11074^21077
54,,,4.0,8.5,0.0,-8.5,0.0,1.0,,,,6,10,26.0,24,27,27.0,23,7,,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,90,0,1,0.0,46.0,0.0,20181103030132.0,21077.0
55,,,4.0,8.5,0.0,-8.5,0.0,1.0,,,,6,10,26.0,24,27,27.0,23,7,,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,90,0,1,0.0,40.0,0.0,20181103030137.0,21077.0
56,44.0,5.0,4.0,8.5,0.0,-8.5,0.0,1.0,,,,6,10,26.0,24,27,27.0,23,7,3.0,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,90,0,1,0.0,41.0,0.0,20181103030146.0,21081.0
57,44.0,5.0,4.0,8.5,0.0,-8.5,0.0,1.0,,,,6,10,26.0,24,27,27.0,23,7,3.0,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,90,0,1,0.0,40.0,0.0,20181103030146.0,21081.0
58,44.0,5.0,4.0,8.5,0.0,-8.5,0.0,1.0,,,,6,10,26.0,24,27,27.0,23,7,3.0,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,90,0,1,0.0,40.0,0.0,20181103030310.0,21081.0
59,44.0,5.0,4.0,8.5,0.0,-8.5,0.0,1.0,,,,6,10,26.0,24,27,27.0,23,7,3.0,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,90,0,1,0.0,31.0,0.0,20181103030318.0,21081.0
60,44.0,5.0,4.0,6.5,0.0,-6.5,0.0,1.0,^,,11.0,6,10,26.0,24,27,27.0,23,7,3.0,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,93,0,1,0.0,31.0,0.0,20181103030319.0,21075^11077
61,44.0,5.0,4.0,6.5,0.0,-6.5,0.0,1.0,,,11.0,6,10,26.0,24,27,27.0,23,7,3.0,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,93,0,1,0.0,30.0,0.0,20181103030320.0,11077.0
62,44.0,5.0,4.0,6.5,0.0,-6.5,0.0,1.0,,,11.0,6,10,26.0,24,27,27.0,23,7,3.0,2,4,3.0,2,2,75.0,71.9,87.5,95.0,99,93,0,1,0.0,25.0,0.0,20181103030325.0,11077.0
63,44.0,5.0,4.0,6.5,0.0,-6.5,0.0,1.0,^,1.0,11.0,6,10,26.0,24,27,27.0,23,7,3.0,2,4,4.0,2,2,75.0,71.9,87.5,95.0,99,93,0,1,0.0,25.0,0.0,20181103030328.0,21086^11077
64,44.0,5.0,4.0,6.5,0.0,-6.5,0.0,2.0,1:2,1.0,11.0,6,10,26.0,24,27,27.0,23,7,3.0,2,4,4.0,2,2,75.0,71.9,87.5,95.0,99,93,0,1,0.0,25.0,0.0,20181103030405.0,11078.0
65,44.0,5.0,4.0,7.5,0.0,-7.5,0.0,1.0,1:2^2:2,1.0,11.0,6,10,26.0,24,27,28.0,23,7,3.0,2,4,4.0,2,2,75.7,71.9,87.5,95.0,100,93,0,1,0.0,25.0,0.0,20181103030407.0,11079^11078
66,44.0,5.0,4.0,7.5,0.0,-7.5,0.0,1.0,2:2^,1.0,11.0,6,10,26.0,24,27,29.0,23,7,3.0,2,4,4.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,25.0,0.0,20181103030416.0,11079^21077
67,44.0,5.0,4.0,7.5,0.0,-7.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,4.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,25.0,0.0,20181103030418.0,21081.0
68,,,4.0,7.5,0.0,-7.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,4.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,25.0,1.0,20181103030613.0,21077.0
69,,,4.0,7.5,0.0,-7.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,4.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,24.0,1.0,20181103030613.0,21077.0
70,,,4.0,7.5,0.0,-7.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,4.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,24.0,1.0,20181103030615.0,21077.0
71,,,4.0,8.5,0.0,-8.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,4.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,19.0,1.0,20181103030620.0,11077.0
72,,,4.0,8.5,0.0,-8.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,4.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,18.0,1.0,20181103030621.0,11077.0
73,,,4.0,8.5,0.0,-8.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,4.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,15.0,1.0,20181103030624.0,11077.0
74,,,4.0,8.5,0.0,-8.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,4.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,9.0,0.0,20181103030630.0,11077.0
75,,,4.0,8.5,0.0,-8.5,0.0,1.0,^,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,5.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,10.0,0.0,20181103030639.0,21086^11077
76,,,4.0,8.5,0.0,-8.5,0.0,1.0,^,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,5.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,10.0,0.0,20181103030640.0,21086^11077
77,,,4.0,8.5,0.0,-8.5,0.0,1.0,1:2,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,5.0,2,2,76.3,71.9,87.5,95.0,101,93,0,1,0.0,10.0,0.0,20181103030641.0,11078.0
78,,,4.0,8.5,0.0,-8.5,0.0,1.0,1:2^2:2,1.0,11.0,6,10,26.0,24,27,29.0,23,7,2.0,2,4,5.0,2,2,74.4,71.9,87.5,95.0,101,93,0,1,0.0,10.0,0.0,20181103030706.0,11080^11078
79,,,4.0,8.5,0.0,-8.5,0.0,1.0,2:2^,1.0,11.0,6,10,26.0,24,27,30.0,23,7,2.0,2,4,5.0,2,2,75.0,71.9,87.5,95.0,102,93,0,1,0.0,10.0,0.0,20181103030718.0,11079^21077
80,,,4.0,8.5,0.0,-8.5,0.0,1.0,2:2^,1.0,11.0,6,10,26.0,24,27,30.0,23,7,2.0,2,4,5.0,2,2,75.0,71.9,87.5,95.0,102,93,0,1,0.0,10.0,1.0,20181103030720.0,11079^21077
81,,,4.0,8.5,0.0,-8.5,0.0,1.0,2:2^,1.0,11.0,6,10,26.0,24,27,30.0,23,7,2.0,2,4,5.0,2,2,75.0,71.9,87.5,95.0,102,93,0,1,0.0,9.0,1.0,20181103030720.0,11079^21077
82,,,4.0,8.5,0.0,-8.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,30.0,23,7,2.0,2,4,5.0,2,2,75.0,71.9,87.5,95.0,102,93,0,1,0.0,8.0,1.0,20181103030723.0,21077.0
83,,,4.0,8.5,0.0,-8.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,30.0,23,7,2.0,2,4,5.0,2,2,75.0,71.9,87.5,95.0,102,93,0,1,0.0,8.0,1.0,20181103030731.0,21077.0
84,,,4.0,8.5,0.0,-8.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,30.0,23,7,2.0,2,4,5.0,2,2,75.0,71.9,87.5,95.0,102,93,0,1,0.0,8.0,1.0,20181103030739.0,21077.0
85,,,4.0,8.5,0.0,-8.5,0.0,1.0,,1.0,11.0,6,10,26.0,24,27,30.0,23,7,2.0,2,4,5.0,2,2,75.0,71.9,87.5,95.0,102,93,0,1,0.0,8.0,1.0,20181103030739.0,1084.0
