,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
51,,上半场,3.5,0.87,-3.5,0.87,93.5,0.83,93.5,0.91,3.5,1.0,,2.0,1.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,8.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,1.5,0.56
52,,上半场,3.5,0.87,-3.5,0.87,93.5,0.83,93.5,0.91,3.5,1.0,,2.0,1.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,1.5,0.56
53,,上半场,3.5,0.87,-3.5,0.87,93.5,0.83,93.5,0.91,3.5,1.0,,2.0,1.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,1.5,0.56
54,,上半场,3.5,0.87,-3.5,0.87,93.5,0.83,93.5,0.91,3.5,1.0,,2.0,1.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,1.5,0.56
55,,上半场,3.5,0.87,-3.5,0.87,93.5,0.83,93.5,0.91,3.5,1.0,,2.0,1.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
56,,上半场,3.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,-2.5,1.0,,2.0,1.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
57,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,2.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,1,18.0,GD,0.0,1.0,,21074.0,1.3,0.63
58,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,2.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,1.3,0.63
59,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,3.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,1,18.0,GD,0.0,1.0,,11075.0,1.3,0.63
60,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,3.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,1.3,0.63
61,,上半场,2.5,0.83,-4.5,0.91,93.5,0.83,93.5,0.91,-4.5,1.0,,3.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,1.3,0.63
62,,上半场,4.5,0.87,-4.5,0.87,93.5,0.83,93.5,0.91,4.5,1.0,,3.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,1.75,0.45
63,,上半场,4.5,0.91,-3.5,0.83,93.5,0.83,93.5,0.91,-3.5,1.0,,3.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
64,,上半场,3.5,0.91,-3.5,0.83,93.5,0.83,93.5,0.91,3.5,1.0,,3.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,1.7,0.47
65,,上半场,3.5,0.87,-3.5,0.87,93.5,0.83,93.5,0.91,3.5,1.0,,3.0,1.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
66,,上半场,3.5,0.87,-3.5,0.87,93.5,0.83,93.5,0.91,3.5,1.0,,3.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,1,18.0,GD,0.0,1.0,,21074.0,0.0,0.0
67,,上半场,3.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,-2.5,1.0,,3.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
68,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,3.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,1.35,0.61
69,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,3.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,1,4.0,GD,56.0,0.0,,11077.0,0.0,0.0
70,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,3.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,1,4.0,GD,56.0,0.0,,11077.0,0.0,0.0
71,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,3.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,1,4.0,GD,56.0,1.0,,11077.0,0.0,0.0
72,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,4.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,1,4.0,GD,56.0,1.0,,11075.0,0.0,0.0
73,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,4.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,1,4.0,GD,56.0,1.0,,21077.0,0.0,0.0
74,,上半场,2.5,0.87,-4.5,0.87,93.5,0.83,93.5,0.91,-4.5,1.0,,4.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,1,4.0,GD,56.0,1.0,,21077.0,0.0,0.0
75,,上半场,4.5,0.87,-4.5,0.87,93.5,0.83,93.5,0.91,4.5,1.0,,4.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,1,4.0,GD,56.0,1.0,,11077.0,0.0,0.0
76,,上半场,4.5,0.87,-4.5,0.87,93.5,0.83,93.5,0.91,4.5,1.0,,4.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,1,4.0,GD,15.0,0.0,,11077.0,0.0,0.0
77,,上半场,4.5,0.87,-4.5,0.87,93.5,0.83,93.5,0.91,4.5,1.0,,4.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,1,4.0,GD,15.0,0.0,,11077.0,0.0,0.0
78,,上半场,4.5,0.87,-4.5,0.87,93.5,0.83,93.5,0.91,4.5,1.0,,4.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
79,,上半场,4.5,0.87,-4.5,0.87,93.5,0.83,93.5,0.91,4.5,1.0,,4.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,12.0,0.0,1,4.0,GD,15.0,1.0,,21077.0,0.0,0.0
80,,上半场,4.5,0.87,-4.5,0.87,93.5,0.83,93.5,0.91,4.5,1.0,,4.0,1.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,14.0,0.0,1,4.0,GD,15.0,1.0,,21074.0,0.0,0.0
81,,上半场,4.5,0.87,-4.5,0.87,93.5,0.83,93.5,0.91,4.5,1.0,,4.0,1.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,14.0,0.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
82,,上半场,4.5,0.83,-3.5,0.91,93.5,0.83,93.5,0.91,-3.5,1.0,,4.0,1.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,14.0,0.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
83,,上半场,3.5,0.83,-3.5,0.91,93.5,0.83,93.5,0.91,3.5,1.0,,4.0,1.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,14.0,1.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
84,,上半场,3.5,0.83,-3.5,0.91,93.5,0.83,93.5,0.91,3.5,1.0,,4.0,1.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,14.0,1.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
85,,上半场,3.5,0.83,-3.5,0.91,93.5,0.83,93.5,0.91,3.5,1.0,,4.0,1.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,14.0,1.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
86,,上半场,3.5,0.83,-3.5,0.91,93.5,0.83,93.5,0.91,3.5,1.0,,4.0,1.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,14.0,1.0,1,4.0,GD,15.0,1.0,,21077.0,0.0,0.0
87,,上半场,3.5,0.83,-3.5,0.91,93.5,0.83,93.5,0.91,3.5,1.0,,4.0,2.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,17.0,1.0,1,4.0,GD,15.0,1.0,,21075.0,0.0,0.0
88,,上半场,3.5,0.83,-3.5,0.91,93.5,0.83,93.5,0.91,3.5,1.0,,4.0,2.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,17.0,1.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
89,,上半场,3.5,0.8,-3.5,0.95,93.5,0.83,93.5,0.91,3.5,1.0,,4.0,2.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,17.0,1.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
90,,上半场,3.5,0.83,-1.5,0.91,93.5,0.83,93.5,0.91,-1.5,1.0,,4.0,2.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,17.0,1.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
91,,上半场,1.5,0.83,-1.5,0.91,93.5,0.83,93.5,0.91,1.5,1.0,,4.0,2.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,1,4.0,GD,15.0,1.0,,11077.0,1.0,0.77
92,,上半场,1.5,0.83,-1.5,0.91,93.5,0.83,93.5,0.91,1.5,1.0,,4.0,2.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,1,4.0,GD,15.0,1.0,,11077.0,1.0,0.77
93,,上半场,1.5,0.83,-1.5,0.91,93.5,0.83,93.5,0.91,1.5,1.0,,4.0,2.0,3.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,1,4.0,GD,15.0,1.0,,11077.0,1.0,0.77
94,,上半场,1.5,0.83,-1.5,0.91,93.5,0.83,93.5,0.91,1.5,1.0,,4.0,2.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,1,4.0,GD,15.0,1.0,,11074.0,1.0,0.77
95,,上半场,1.5,0.83,-1.5,0.91,93.5,0.83,93.5,0.91,1.5,1.0,,4.0,2.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,1,4.0,GD,15.0,1.0,,21077.0,1.0,0.77
96,,上半场,1.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,-2.5,1.0,,4.0,2.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,1,4.0,GD,15.0,1.0,,21077.0,1.0,0.77
97,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,4.0,2.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,1,4.0,GD,15.0,1.0,,21077.0,1.35,0.61
98,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,4.0,2.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,17.0,0.0,1,4.0,GD,15.0,1.0,,11077.0,0.0,0.0
99,,上半场,2.5,0.87,-2.5,0.87,93.5,0.83,93.5,0.91,2.5,1.0,,4.0,2.0,5.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,17.0,0.0,1,4.0,GD,15.0,1.0,,11074.0,0.0,0.0
