,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,KI,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD,XY
10,,,,第1节,-4.5,0.87,4.5,0.87,173.5,0.91,173.5,0.83,173.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#0A0A0A,1,9.0,GD,53.0,0,,11077.0,,0.0,0.0,
11,,,,第1节,-4.5,0.87,4.5,0.87,173.5,0.91,173.5,0.83,173.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#0A0A0A,1,9.0,GD,53.0,0,,11095.0,,0.0,0.0,"0.77,0.47"
12,,,,第1节,-4.5,0.87,4.5,0.87,173.5,0.91,173.5,0.83,173.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#0A0A0A,1,9.0,GD,31.0,0,,21077.0,,0.0,0.0,
13,,,,第1节,-4.5,0.87,4.5,0.87,171.5,0.91,171.5,0.83,171.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#0A0A0A,1,9.0,GD,31.0,0,,21077.0,,0.0,0.0,
14,,,,第1节,-4.5,0.87,4.5,0.87,171.5,0.87,171.5,0.87,171.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#0A0A0A,1,9.0,GD,31.0,0,,11077.0,,0.47,1.7,
15,,,,第1节,-4.5,0.87,4.5,0.87,171.5,0.87,171.5,0.87,171.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#0A0A0A,1,9.0,GD,24.0,0,,11077.0,,0.0,0.0,
16,,,,第1节,-4.5,0.87,4.5,0.87,171.5,0.87,171.5,0.87,171.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,,0.0,#0A0A0A,1,9.0,GD,24.0,0,,11074.0,,0.0,0.0,"0.90,0.52"
17,,,,第1节,-4.5,0.87,4.5,0.87,171.5,0.87,171.5,0.87,171.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,#0A0A0A,1,9.0,GD,19.0,0,,21077.0,,0.0,0.0,
18,,,,第1节,-4.5,0.83,3.5,0.91,171.5,0.87,171.5,0.87,3.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,#0A0A0A,1,9.0,GD,19.0,0,,21077.0,,0.0,0.0,
19,,,,第1节,-3.5,0.83,3.5,0.91,171.5,0.87,173.5,0.87,-3.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,#0A0A0A,1,9.0,GD,19.0,0,,21077.0,,0.0,0.0,
20,,,,第1节,-3.5,0.83,3.5,0.91,173.5,0.87,173.5,0.87,173.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,#0A0A0A,1,9.0,GD,19.0,0,,21077.0,,0.0,0.0,
21,,,,第1节,-3.5,0.83,3.5,0.91,173.5,0.87,173.5,0.87,173.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,#0A0A0A,1,9.0,GD,19.0,0,,21075.0,,0.0,0.0,"0.27,0.18"
22,,,,第1节,-3.5,0.83,3.5,0.91,173.5,0.87,173.5,0.87,173.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,9.0,GD,19.0,0,,11077.0,,0.0,0.0,
23,,,,第1节,-3.5,0.83,4.5,0.91,173.5,0.87,173.5,0.87,4.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,9.0,GD,19.0,0,,11077.0,,0.0,0.0,
24,,,,第1节,-4.5,0.83,4.5,0.91,173.5,0.87,175.5,0.87,-4.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,9.0,GD,19.0,0,,11077.0,,0.0,0.0,
25,,,,第1节,-4.5,0.83,4.5,0.91,175.5,0.87,175.5,0.87,175.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,9.0,GD,19.0,0,,11077.0,,0.0,0.0,
26,,,,第1节,-4.5,0.83,4.5,0.91,175.5,0.87,175.5,0.87,175.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,9.0,GD,7.0,0,,11077.0,,0.47,1.7,
27,,,,第1节,-4.5,0.83,4.5,0.91,175.5,0.87,175.5,0.87,175.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,8.0,GD,7.0,0,,11077.0,,0.47,1.7,
28,,,,第1节,-4.5,0.83,4.5,0.91,175.5,0.87,175.5,0.87,175.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,8.0,GD,53.0,0,,11077.0,,0.47,1.7,
29,,,,第1节,-4.5,0.83,4.5,0.91,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,8.0,GD,53.0,0,,11077.0,,0.47,1.7,
30,,,,第1节,-4.5,0.83,4.5,0.91,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,8.0,GD,36.0,0,,21077.0,,0.45,1.75,
31,,,,第1节,-4.5,0.83,5.5,0.91,174.5,0.87,174.5,0.87,5.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,8.0,GD,36.0,0,,21077.0,,0.45,1.75,
32,,,,第1节,-5.5,0.83,5.5,0.91,174.5,0.87,176.5,0.87,-5.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,8.0,GD,36.0,0,,21077.0,,0.45,1.75,
33,,,,第1节,-5.5,0.83,5.5,0.91,176.5,0.87,176.5,0.87,176.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,#0A0A0A,1,8.0,GD,36.0,0,,21077.0,,0.45,1.75,
34,,,,第1节,-5.5,0.83,5.5,0.91,176.5,0.87,176.5,0.87,176.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,#0A0A0A,1,8.0,GD,36.0,0,,21075.0,,0.0,0.0,"0.26,0.11"
35,,,,第1节,-5.5,0.83,5.5,0.91,176.5,0.87,176.5,0.87,176.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,#0A0A0A,1,8.0,GD,36.0,0,,11077.0,,0.0,0.0,
36,,,,第1节,-5.5,0.83,5.5,0.91,175.5,0.87,175.5,0.87,175.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,#0A0A0A,1,8.0,GD,36.0,0,,21077.0,,0.0,0.0,
37,,,,第1节,-5.5,0.83,5.5,0.91,175.5,0.87,175.5,0.87,175.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,#0A0A0A,1,8.0,GD,23.0,0,,21077.0,,0.0,0.0,
38,,,,第1节,-5.5,0.83,5.5,0.91,175.5,0.87,175.5,0.87,175.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,#0A0A0A,1,8.0,GD,23.0,0,,21077.0,,0.0,0.0,
39,,,,第1节,-5.5,0.83,5.5,0.91,175.5,0.87,175.5,0.87,175.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,#0A0A0A,1,8.0,GD,11.0,0,,21077.0,,0.0,0.0,
40,,,,第1节,-5.5,0.83,5.5,0.91,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,#0A0A0A,1,8.0,GD,11.0,0,,11077.0,,0.0,0.0,
41,,,,第1节,-5.5,0.83,5.5,0.91,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,#0A0A0A,1,8.0,GD,11.0,0,,11095.0,,0.0,0.0,"0.90,0.69"
42,,,,第1节,-5.5,0.83,5.5,0.91,173.5,0.83,173.5,0.91,173.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,#0A0A0A,1,8.0,GD,11.0,0,,21077.0,,0.0,0.0,
43,,,,第1节,-5.5,0.83,5.5,0.91,173.5,0.83,173.5,0.91,173.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,#0A0A0A,1,7.0,GD,57.0,0,,21077.0,,0.0,0.0,
44,,,,第1节,-5.5,0.83,5.5,0.91,173.5,0.83,173.5,0.91,173.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,#0A0A0A,1,7.0,GD,57.0,0,,21074.0,,0.0,0.0,"0.05,0.31"
45,,,,第1节,-5.5,0.87,6.5,0.87,173.5,0.83,173.5,0.91,6.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,#0A0A0A,1,7.0,GD,57.0,0,,11077.0,,0.0,0.0,
46,,,,第1节,-6.5,0.87,6.5,0.87,173.5,0.83,174.5,0.87,-6.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,#0A0A0A,1,7.0,GD,57.0,0,,11077.0,,0.0,0.0,
47,,,,第1节,-6.5,0.87,6.5,0.87,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,#0A0A0A,1,7.0,GD,57.0,0,,11077.0,,0.0,0.0,
48,,,,第1节,-6.5,0.87,6.5,0.87,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,#0A0A0A,1,7.0,GD,57.0,0,,11077.0,,0.0,0.0,
49,,,,第1节,-6.5,0.87,6.5,0.87,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,0.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,#0A0A0A,1,7.0,GD,45.0,0,,11077.0,,0.0,0.0,
50,,,,第1节,-6.5,0.87,6.5,0.87,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,#0A0A0A,1,7.0,GD,45.0,0,,11075.0,,0.0,0.0,"0.88,0.09"
51,,,,第1节,-6.5,0.87,6.5,0.87,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,#0A0A0A,1,7.0,GD,45.0,0,,21077.0,,0.0,0.0,
52,,,,第1节,-6.5,0.87,6.5,0.87,174.5,0.87,174.5,0.87,174.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,#0A0A0A,1,7.0,GD,28.0,0,,21077.0,,0.0,0.0,
53,,,,第1节,-6.5,0.87,5.5,0.87,174.5,0.87,174.5,0.87,5.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,#0A0A0A,1,7.0,GD,28.0,0,,21077.0,,0.0,0.0,
54,,,,第1节,-5.5,0.87,5.5,0.87,174.5,0.87,176.5,0.87,-5.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,#0A0A0A,1,7.0,GD,28.0,0,,21077.0,,0.0,0.0,
55,,,,第1节,-5.5,0.87,5.5,0.87,176.5,0.87,176.5,0.87,176.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,#0A0A0A,1,7.0,GD,28.0,0,,21077.0,,0.0,0.0,
56,,,,第1节,-5.5,0.87,5.5,0.87,176.5,0.87,176.5,0.87,176.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,#0A0A0A,1,7.0,GD,28.0,0,,21074.0,,0.0,0.0,"0.06,0.61"
57,,,,第1节,-5.5,0.87,5.5,0.87,176.5,0.87,176.5,0.87,176.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,#0A0A0A,1,7.0,GD,28.0,0,,11077.0,,0.0,0.0,
58,,,,第1节,-5.5,0.91,6.5,0.83,176.5,0.87,176.5,0.87,6.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,#0A0A0A,1,7.0,GD,28.0,0,,11077.0,,0.0,0.0,
59,,,,第1节,-6.5,0.91,6.5,0.83,176.5,0.87,177.5,0.87,-6.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,#0A0A0A,1,7.0,GD,28.0,0,,11077.0,,0.0,0.0,
60,,,,第1节,-6.5,0.91,6.5,0.83,177.5,0.87,177.5,0.87,177.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,#0A0A0A,1,7.0,GD,28.0,0,,11077.0,,0.0,0.0,
61,,,,第1节,-6.5,0.91,6.5,0.83,177.5,0.87,177.5,0.87,177.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,#0A0A0A,1,7.0,GD,16.0,0,,11077.0,,0.0,0.0,
62,,,,第1节,-6.5,0.91,6.5,0.83,177.5,0.87,177.5,0.87,177.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,#0A0A0A,1,7.0,GD,16.0,0,,11077.0,,0.0,0.0,
63,,,,第1节,-6.5,0.91,6.5,0.83,177.5,0.87,177.5,0.87,177.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,1.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,#0A0A0A,1,7.0,GD,4.0,0,,11077.0,,0.0,0.0,
64,,,,第1节,-6.5,0.91,6.5,0.83,177.5,0.87,177.5,0.87,177.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,#0A0A0A,1,7.0,GD,4.0,0,,11074.0,,0.0,0.0,"0.91,0.66"
65,,,,第1节,-6.5,0.91,5.5,0.87,177.5,0.87,177.5,0.87,5.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,#0A0A0A,1,7.0,GD,4.0,0,,21077.0,,0.0,0.0,
66,,,,第1节,-5.5,0.87,5.5,0.87,177.5,0.87,179.5,0.91,-5.5,"#0A0A0A,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,1.0,9283258.0,,,1.0,2.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,#0A0A0A,1,7.0,GD,4.0,0,,21077.0,,0.0,0.0,
