,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
183,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.87,,1.0,1.0,10.0,6.0,5.0,2.0,66.7,29.0,11.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,11074.0,,0.91,0.83
184,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.87,,1.0,2.0,10.0,6.0,5.0,2.0,66.7,29.0,32.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,21075.0,,0.91,0.83
185,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.87,,1.0,2.0,10.0,6.0,5.0,2.0,66.7,32.0,11.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,11077.0,,0.91,0.83
186,44.0,5.0,,第1节,13.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,13.5,1.0,8764711.0,0.83,,1.0,2.0,10.0,6.0,5.0,2.0,66.7,32.0,11.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,11077.0,,0.91,0.83
187,44.0,5.0,,第1节,-13.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-13.5,1.0,8764711.0,0.91,,1.0,2.0,10.0,6.0,5.0,2.0,66.7,32.0,11.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,11074.0,,0.91,0.83
188,44.0,5.0,,第1节,-13.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-13.5,1.0,8764711.0,0.91,,1.0,2.0,10.0,6.0,5.0,2.0,66.7,32.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,21077.0,,0.91,0.83
189,44.0,5.0,,第1节,11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,11.5,1.0,8764711.0,0.87,,1.0,2.0,10.0,6.0,5.0,2.0,66.7,32.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,21077.0,,0.91,0.83
190,44.0,5.0,,第1节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,1.0,8764711.0,0.87,,1.0,2.0,10.0,6.0,5.0,2.0,66.7,32.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,21077.0,,0.91,0.83
191,44.0,5.0,,第1节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,1.0,8764711.0,0.8,,1.0,2.0,10.0,6.0,5.0,2.0,66.7,32.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,21077.0,,0.91,0.83
192,44.0,5.0,,第1节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,1.0,8764711.0,0.95,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,21074.0,,0.91,0.83
193,44.0,5.0,,第1节,13.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,13.5,1.0,8764711.0,0.95,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,21074.0,,0.91,0.83
194,44.0,5.0,,第1节,-13.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-13.5,1.0,8764711.0,0.91,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,11077.0,,0.91,0.83
195,44.0,5.0,,第1节,12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,12.5,1.0,8764711.0,0.83,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,11077.0,,0.91,0.83
196,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.83,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,21077.0,,0.91,0.83
197,44.0,5.0,,第1节,13.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,13.5,1.0,8764711.0,0.91,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,21077.0,,0.91,0.83
198,44.0,5.0,,第1节,-13.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-13.5,1.0,8764711.0,0.91,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,11077.0,,0.91,0.83
199,44.0,5.0,,第1节,12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,12.5,1.0,8764711.0,0.83,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,13.0,0.0,1,2.0,GD,1.0,1.0,20180513210456.0,11077.0,,0.91,0.83
200,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.83,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,13.0,0.0,1,0.0,GD,35.0,0.0,20180513210456.0,11077.0,,0.91,0.83
201,44.0,5.0,,第1节,-12.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-12.5,1.0,8764711.0,0.83,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,15.0,0.0,1,0.0,GD,35.0,0.0,20180513210456.0,11074.0,,0.91,0.83
202,44.0,5.0,,第1节,11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,11.5,1.0,8764711.0,0.83,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,15.0,0.0,1,0.0,GD,35.0,0.0,20180513210456.0,11074.0,,0.91,0.83
203,44.0,5.0,,第1节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,1.0,8764711.0,0.91,1:1,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,15.0,0.0,1,0.0,GD,35.0,0.0,20180513210456.0,11078.0,,0.91,0.83
204,44.0,5.0,,第1节,10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,10.5,1.0,8764711.0,0.87,1:1,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,15.0,0.0,1,0.0,GD,35.0,0.0,20180513210456.0,11078.0,,0.91,0.83
205,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.87,1:1,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,15.0,0.0,1,0.0,GD,35.0,0.0,20180513210456.0,11078.0,,0.91,0.83
206,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.83,1:1,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,15.0,0.0,1,0.0,GD,35.0,0.0,20180513210456.0,11078.0,,0.91,0.83
207,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,1:1,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,15.0,0.0,1,0.0,GD,35.0,0.0,20180513210456.0,11079.0,,0.91,0.83
208,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,16.0,0.0,1,0.0,GD,35.0,0.0,20180513210456.0,21077.0,,0.91,0.83
209,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,16.0,0.0,1,0.0,GD,35.0,1.0,20180513210658.0,21077.0,,0.91,0.83
210,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,16.0,0.0,1,0.0,GD,35.0,1.0,20180513210658.0,21077.0,,0.91,0.83
211,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,16.0,0.0,1,0.0,GD,28.0,0.0,20180513210658.0,21077.0,,0.91,0.83
212,44.0,5.0,,第1节,9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,9.5,1.0,8764711.0,0.95,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,16.0,0.0,1,0.0,GD,28.0,0.0,20180513210658.0,21077.0,,0.91,0.83
213,44.0,5.0,,第1节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,1.0,8764711.0,0.8,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,16.0,0.0,1,0.0,GD,28.0,1.0,20180513210716.0,21077.0,,0.91,0.83
214,44.0,5.0,,第1节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,1.0,8764711.0,0.8,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,16.0,0.0,1,0.0,GD,28.0,1.0,20180513210716.0,11074.0,,0.91,0.83
215,44.0,5.0,,第1节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,1.0,8764711.0,0.8,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,18.0,0.0,1,0.0,GD,28.0,1.0,20180513210716.0,21077.0,,0.91,0.83
216,44.0,5.0,,第1节,8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,8.5,1.0,8764711.0,0.87,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,18.0,0.0,1,0.0,GD,28.0,1.0,20180513210716.0,21077.0,,0.91,0.83
217,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.87,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,18.0,0.0,1,0.0,GD,12.0,0.0,20180513210716.0,21077.0,,0.91,0.83
218,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.87,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,18.0,0.0,1,0.0,GD,12.0,0.0,20180513210716.0,21077.0,,0.91,0.83
219,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.87,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,18.0,0.0,1,0.0,GD,7.0,0.0,20180513210716.0,21077.0,,0.91,0.83
220,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.87,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,18.0,0.0,1,0.0,GD,7.0,0.0,20180513210716.0,21077.0,,0.91,0.83
221,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.87,,1.0,2.0,11.0,6.0,5.0,2.0,66.7,34.0,18.0,0.0,1,0.0,GD,2.0,0.0,20180513210716.0,21077.0,,0.91,0.83
222,44.0,5.0,,第1节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,1.0,8764711.0,0.87,,1.0,2.0,12.0,6.0,5.0,2.0,66.7,36.0,18.0,0.0,1,0.0,GD,2.0,0.0,20180513210716.0,21074.0,,0.91,0.83
223,44.0,5.0,,第1节,10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,10.5,1.0,8764711.0,0.8,,1.0,2.0,12.0,6.0,5.0,2.0,66.7,36.0,18.0,0.0,1,0.0,GD,2.0,0.0,20180513210716.0,21074.0,,0.91,0.83
224,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.95,,1.0,2.0,12.0,6.0,5.0,2.0,66.7,36.0,18.0,0.0,1,0.0,GD,2.0,1.0,20180513210757.0,21074.0,,0.91,0.83
225,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.83,,1.0,2.0,12.0,6.0,5.0,2.0,66.7,36.0,18.0,0.0,1,0.0,GD,2.0,1.0,20180513210757.0,21074.0,,0.91,0.83
226,44.0,5.0,,第1节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,1.0,0.0,2.0,12.0,6.0,5.0,0.0,66.7,36.0,18.0,0.0,1,0.0,GD,0.0,0.0,20180513210757.0,1082.0,,0.91,0.83
227,44.0,5.0,,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,1.0,0.0,2.0,12.0,6.0,5.0,0.0,66.7,36.0,18.0,0.0,1,0.0,GD,0.0,0.0,20180513210757.0,1082.0,,0.91,0.83
228,44.0,5.0,第2节,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,1.0,8764711.0,0.91,1.0,0.0,2.0,12.0,6.0,5.0,0.0,66.7,36.0,18.0,0.0,1,12.0,GD,0.0,0.0,20180513210757.0,1082.0,,0.91,0.83
229,44.0,5.0,第2节,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,0.0,66.7,36.0,18.0,0.0,1,12.0,GD,0.0,0.0,20180513210757.0,1088.0,,0.91,0.83
230,44.0,5.0,第2节,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,0.0,66.7,36.0,18.0,0.0,1,12.0,GD,0.0,1.0,20180513211150.0,21077.0,,0.91,0.83
231,44.0,5.0,第2节,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,0.0,66.7,36.0,18.0,0.0,1,12.0,GD,0.0,1.0,20180513211150.0,11077.0,,0.91,0.83
232,44.0,5.0,第2节,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,0.0,66.7,36.0,18.0,0.0,1,12.0,GD,0.0,1.0,20180513211150.0,11074.0,,0.91,0.83
233,44.0,5.0,第2节,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,0.0,66.7,36.0,20.0,0.0,1,12.0,GD,0.0,1.0,20180513211150.0,21077.0,,0.91,0.83
234,44.0,5.0,第2节,第2节,8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,8.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,0.0,66.7,36.0,20.0,0.0,1,12.0,GD,0.0,1.0,20180513211150.0,21077.0,,0.91,0.83
235,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.83,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,20.0,0.0,1,12.0,GD,0.0,1.0,20180513211150.0,21086.0,,0.91,0.83
236,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.83,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,20.0,0.0,1,12.0,GD,44.0,1.0,20180513211150.0,11077.0,,0.91,0.83
237,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.83,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,20.0,0.0,1,11.0,GD,44.0,0.0,20180513211150.0,11077.0,,0.91,0.83
238,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.83,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,20.0,0.0,1,11.0,GD,43.0,0.0,20180513211150.0,11077.0,,0.91,0.83
239,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.87,1:1,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,20.0,0.0,1,11.0,GD,43.0,0.0,20180513211150.0,11078.0,,0.91,0.83
240,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.87,1:1,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,20.0,0.0,1,11.0,GD,43.0,0.0,20180513211150.0,11078.0,,0.91,0.83
241,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.83,1:1,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,20.0,0.0,1,11.0,GD,43.0,0.0,20180513211150.0,11078.0,,0.91,0.83
242,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.91,1:1,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,43.0,0.0,20180513211150.0,11079.0,,0.91,0.83
243,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,43.0,1.0,20180513211232.0,21077.0,,0.91,0.83
244,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,43.0,1.0,20180513211232.0,21077.0,,0.91,0.83
245,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,26.0,0.0,20180513211232.0,21077.0,,0.91,0.83
246,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,26.0,0.0,20180513211232.0,11086.0,,0.91,0.83
247,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.87,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,26.0,0.0,20180513211232.0,21077.0,,0.91,0.83
248,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.87,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,21077.0,,0.91,0.83
249,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.83,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,11077.0,,0.91,0.83
250,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.91,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,11077.0,,0.91,0.83
251,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.87,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,11077.0,,0.91,0.83
252,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.87,,0.0,2.0,12.0,6.0,5.0,1.0,66.7,36.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,21077.0,,0.91,0.83
253,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.87,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,36.0,38.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,21074.0,,0.91,0.83
254,44.0,5.0,第2节,第2节,-8.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-8.5,2.0,8764711.0,0.87,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,11077.0,,0.91,0.83
255,44.0,5.0,第2节,第2节,9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,9.5,2.0,8764711.0,0.87,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,11077.0,,0.91,0.83
256,44.0,5.0,第2节,第2节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,2.0,8764711.0,0.95,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,21077.0,,0.91,0.83
257,44.0,5.0,第2节,第2节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,2.0,8764711.0,0.8,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,11077.0,,0.91,0.83
258,44.0,5.0,第2节,第2节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,2.0,8764711.0,0.91,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,11.0,GD,26.0,1.0,20180513211312.0,11077.0,,0.91,0.83
259,44.0,5.0,第2节,第2节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,2.0,8764711.0,0.83,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,10.0,GD,15.0,0.0,20180513211312.0,11077.0,,0.91,0.83
260,44.0,5.0,第2节,第2节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,2.0,8764711.0,0.83,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,10.0,GD,15.0,0.0,20180513211312.0,11077.0,,0.91,0.83
261,44.0,5.0,第2节,第2节,-9.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-9.5,2.0,8764711.0,0.83,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,10.0,GD,15.0,1.0,20180513211805.0,11077.0,,0.91,0.83
262,44.0,5.0,第2节,第2节,10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,10.5,2.0,8764711.0,0.83,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,10.0,GD,15.0,1.0,20180513211805.0,11077.0,,0.91,0.83
263,44.0,5.0,第2节,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,2.0,8764711.0,0.91,,0.0,2.0,13.0,6.0,5.0,1.0,66.7,38.0,21.0,0.0,1,10.0,GD,15.0,1.0,20180513211805.0,21077.0,,0.91,0.83
264,44.0,5.0,第2节,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,2.0,8764711.0,0.91,,0.0,2.0,14.0,6.0,5.0,1.0,66.7,38.0,40.0,0.0,1,10.0,GD,15.0,1.0,20180513211805.0,21074.0,,0.91,0.83
265,44.0,5.0,第2节,第2节,-10.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-10.5,2.0,8764711.0,0.91,,0.0,2.0,14.0,6.0,5.0,1.0,66.7,40.0,21.0,0.0,1,10.0,GD,15.0,1.0,20180513211805.0,11077.0,,0.91,0.83
266,44.0,5.0,第2节,第2节,11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,11.5,2.0,8764711.0,0.87,,0.0,2.0,14.0,6.0,5.0,1.0,66.7,40.0,21.0,0.0,1,10.0,GD,15.0,1.0,20180513211805.0,11077.0,,0.91,0.83
267,44.0,5.0,第2节,第2节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,2.0,8764711.0,0.87,,0.0,2.0,14.0,6.0,5.0,1.0,66.7,40.0,21.0,0.0,1,10.0,GD,15.0,1.0,20180513211805.0,21077.0,,0.91,0.83
268,44.0,5.0,第2节,第2节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,2.0,8764711.0,0.91,,0.0,2.0,14.0,6.0,5.0,1.0,66.7,40.0,21.0,0.0,1,10.0,GD,15.0,1.0,20180513211805.0,21077.0,,0.91,0.83
269,44.0,5.0,第2节,第2节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,2.0,8764711.0,0.83,,0.0,2.0,14.0,6.0,5.0,1.0,66.7,40.0,21.0,0.0,1,9.0,GD,25.0,0.0,20180513211805.0,21077.0,,0.91,0.83
270,44.0,5.0,第2节,第2节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,2.0,8764711.0,0.83,,0.0,2.0,14.0,6.0,5.0,2.0,66.7,40.0,21.0,0.0,1,9.0,GD,25.0,0.0,20180513211805.0,21086.0,,0.91,0.83
271,44.0,5.0,第2节,第2节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,2.0,8764711.0,0.83,,0.0,2.0,14.0,6.0,5.0,2.0,66.7,40.0,21.0,0.0,1,9.0,GD,25.0,0.0,20180513211805.0,11077.0,,0.91,0.83
272,44.0,5.0,第2节,第2节,-11.5,1.5,0.83,-1.5,0.91,204.5,0.87,204.5,0.87,-11.5,2.0,8764711.0,0.91,,0.0,2.0,14.0,6.0,5.0,2.0,66.7,40.0,21.0,0.0,1,9.0,GD,25.0,1.0,20180513211922.0,11077.0,,0.91,0.83
