,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
467,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,6.0,1.0,20180622074733.0,21077.0
468,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,6.0,1.0,20180622074733.0,21077.0
469,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,6.0,1.0,20180622074735.0,21077.0
470,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,3.0,6.0,1.0,20180622074735.0,11077.0
471,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,43.0,1.0,20180622074757.0,11077.0
472,44.0,5.0,第3节,第3节,-29.5,0.87,28.5,0.8,125.5,0.83,125.5,0.83,28.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,43.0,1.0,20180622074757.0,11077.0
473,44.0,5.0,第3节,第3节,-28.5,0.87,28.5,0.8,125.5,0.83,124.5,0.83,-28.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,43.0,1.0,20180622074757.0,11077.0
474,44.0,5.0,第3节,第3节,-28.5,0.87,28.5,0.8,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,43.0,1.0,20180622074757.0,11077.0
475,44.0,5.0,第3节,第3节,-28.5,0.87,28.5,0.8,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,43.0,1.0,20180622074759.0,11077.0
476,44.0,5.0,第3节,第3节,-28.5,0.87,29.5,0.8,124.5,0.83,124.5,0.83,29.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,43.0,1.0,20180622074759.0,11077.0
477,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,124.5,0.83,123.5,0.83,-29.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,43.0,1.0,20180622074759.0,11077.0
478,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,43.0,1.0,20180622074759.0,11077.0
479,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,32.0,1.0,20180622074807.0,11077.0
480,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,32.0,1.0,20180622074807.0,21077.0
481,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,32.0,1.0,20180622074809.0,21077.0
482,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,32.0,1.0,20180622074809.0,11077.0
483,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,22.0,1.0,20180622074817.0,11077.0
484,44.0,5.0,第3节,第3节,-29.5,0.91,28.5,0.77,123.5,0.83,123.5,0.83,28.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,22.0,1.0,20180622074817.0,11077.0
485,44.0,5.0,第3节,第3节,-28.5,0.91,28.5,0.77,123.5,0.83,122.5,0.83,-28.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,22.0,1.0,20180622074817.0,11077.0
486,44.0,5.0,第3节,第3节,-28.5,0.91,28.5,0.77,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,22.0,1.0,20180622074817.0,11077.0
487,44.0,5.0,第3节,第3节,-28.5,0.91,28.5,0.77,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,22.0,1.0,20180622074819.0,11077.0
488,44.0,5.0,第3节,第3节,-28.5,0.77,28.5,0.91,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,22.0,1.0,20180622074819.0,21077.0
489,44.0,5.0,第3节,第3节,-28.5,0.77,28.5,0.91,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,15.0,1.0,20180622074824.0,21077.0
490,44.0,5.0,第3节,第3节,-28.5,0.77,28.5,0.91,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,15.0,1.0,20180622074824.0,21077.0
491,44.0,5.0,第3节,第3节,-28.5,0.77,28.5,0.91,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,14.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,31.0,0.0,1.0,2.0,7.0,1.0,20180622074833.0,21077.0
492,44.0,5.0,第3节,第3节,-28.5,0.77,28.5,0.91,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,51.0,53.0,0.0,1.0,2.0,7.0,1.0,20180622074833.0,21074.0
493,44.0,5.0,第3节,第3节,-28.5,0.77,28.5,0.91,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,7.0,1.0,20180622074833.0,11077.0
494,44.0,5.0,第3节,第3节,-28.5,0.8,29.5,0.87,122.5,0.83,122.5,0.83,29.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,7.0,1.0,20180622074833.0,11077.0
495,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,122.5,0.83,124.5,0.83,-29.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,7.0,1.0,20180622074833.0,11077.0
496,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,7.0,1.0,20180622074833.0,11077.0
497,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,7.0,1.0,20180622074834.0,11077.0
498,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,7.0,1.0,20180622074834.0,11077.0
499,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,7.0,1.0,20180622074835.0,11077.0
500,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,7.0,0.0,20180622074835.0,11077.0
501,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,4.0,0.0,20180622074836.0,11077.0
502,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,4.0,1.0,20180622074836.0,11077.0
503,44.0,5.0,第3节,第3节,-29.5,0.8,29.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,4.0,1.0,20180622074856.0,11077.0
504,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,4.0,1.0,20180622074856.0,11077.0
505,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,3.0,1.0,20180622074857.0,11077.0
506,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,2.0,3.0,1.0,20180622074857.0,11077.0
507,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,1.0,41.0,1.0,20180622074920.0,11077.0
508,44.0,5.0,第3节,第3节,-29.5,0.83,30.5,0.83,124.5,0.83,124.5,0.83,30.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,1.0,41.0,1.0,20180622074920.0,21077.0
509,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,124.5,0.83,122.5,0.83,-30.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,1.0,41.0,1.0,20180622074920.0,21077.0
510,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,1.0,41.0,1.0,20180622074920.0,21077.0
511,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,1.0,41.0,1.0,20180622074921.0,21077.0
512,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,1.0,41.0,1.0,20180622074921.0,11077.0
513,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,11.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,31.0,0.0,1.0,1.0,26.0,1.0,20180622074935.0,11077.0
514,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,33.0,31.0,0.0,1.0,1.0,26.0,1.0,20180622074935.0,11074.0
515,44.0,5.0,第3节,第3节,-30.5,0.83,30.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,26.0,1.0,20180622074935.0,21077.0
516,44.0,5.0,第3节,第3节,-30.5,0.87,29.5,0.8,122.5,0.83,122.5,0.83,29.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,26.0,1.0,20180622074935.0,21077.0
517,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,122.5,0.83,121.5,0.83,-29.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,26.0,1.0,20180622074935.0,21077.0
518,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,121.5,0.83,121.5,0.83,121.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,26.0,1.0,20180622074935.0,21077.0
519,44.0,5.0,第3节,第3节,-29.5,0.87,29.5,0.8,121.5,0.83,121.5,0.83,121.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,25.0,1.0,20180622074936.0,21077.0
520,44.0,5.0,第3节,第3节,-29.5,0.83,28.5,0.83,121.5,0.83,121.5,0.83,28.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,25.0,1.0,20180622074936.0,21077.0
521,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,121.5,0.83,123.5,0.83,-28.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,25.0,1.0,20180622074936.0,21077.0
522,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,25.0,1.0,20180622074936.0,21077.0
523,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,24.0,1.0,20180622074938.0,21077.0
524,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,24.0,0.0,20180622074938.0,21077.0
525,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,14.0,0.0,20180622074946.0,21077.0
526,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,14.0,1.0,20180622074946.0,11077.0
527,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,13.0,1.0,20180622074954.0,11077.0
528,44.0,5.0,第3节,第3节,-28.5,0.87,27.5,0.8,123.5,0.83,123.5,0.83,27.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,13.0,1.0,20180622074954.0,11077.0
529,44.0,5.0,第3节,第3节,-27.5,0.91,27.5,0.77,123.5,0.83,121.5,0.83,-27.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,13.0,1.0,20180622074954.0,11077.0
530,44.0,5.0,第3节,第3节,-27.5,0.91,27.5,0.77,121.5,0.83,121.5,0.83,121.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,1.0,13.0,1.0,20180622074954.0,11077.0
531,44.0,5.0,第3节,第3节,-27.5,0.91,27.5,0.77,121.5,0.83,121.5,0.83,121.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,0.0,53.0,1.0,20180622075013.0,21077.0
532,44.0,5.0,第3节,第3节,-27.5,0.91,28.5,0.77,121.5,0.83,121.5,0.83,28.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,0.0,53.0,1.0,20180622075013.0,21077.0
533,44.0,5.0,第3节,第3节,-28.5,0.91,28.5,0.83,121.5,0.83,121.5,0.83,-28.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,0.0,53.0,1.0,20180622075013.0,21077.0
534,44.0,5.0,第3节,第3节,-28.5,0.83,27.5,0.83,121.5,0.83,121.5,0.83,27.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,0.0,53.0,1.0,20180622075013.0,21077.0
535,44.0,5.0,第3节,第3节,-27.5,0.83,27.5,0.83,121.5,0.71,121.5,1.0,-27.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,0.0,53.0,1.0,20180622075013.0,21077.0
536,44.0,5.0,第3节,第3节,-27.5,0.83,29.5,0.83,121.5,0.71,121.5,1.0,29.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,0.0,53.0,1.0,20180622075013.0,21077.0
537,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,121.5,0.71,124.5,0.83,-29.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,0.0,53.0,1.0,20180622075013.0,21077.0
538,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,0.0,53.0,1.0,20180622075013.0,21077.0
539,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,6.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,33.0,0.0,1.0,0.0,44.0,1.0,20180622075023.0,21077.0
540,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,53.0,56.0,0.0,1.0,0.0,44.0,1.0,20180622075023.0,21075.0
541,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,1.0,0.0,44.0,1.0,20180622075023.0,11077.0
542,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,1.0,0.0,44.0,1.0,20180622075024.0,11077.0
543,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,1.0,0.0,44.0,1.0,20180622075024.0,11077.0
544,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,0.0,0.0,43.0,1.0,20180622075025.0,11077.0
545,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,0.0,0.0,43.0,0.0,20180622075025.0,11077.0
546,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,1.0,0.0,43.0,0.0,20180622075026.0,11077.0
547,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,1.0,0.0,43.0,1.0,20180622075026.0,11077.0
548,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,1.0,0.0,43.0,1.0,20180622075030.0,11077.0
549,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,1.0,0.0,43.0,1.0,20180622075030.0,11077.0
550,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,124.5,0.83,124.5,0.83,124.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,1.0,0.0,35.0,1.0,20180622075032.0,11077.0
551,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,7.0,12.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,33.0,0.0,1.0,0.0,35.0,1.0,20180622075032.0,11077.0
552,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,7.0,13.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,35.0,33.0,0.0,1.0,0.0,35.0,1.0,20180622075032.0,11074.0
553,44.0,5.0,第3节,第3节,-29.5,0.83,29.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,,2.0,7.0,13.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,35.0,0.0,1.0,0.0,31.0,1.0,20180622075035.0,21077.0
554,44.0,5.0,第3节,第3节,-29.5,0.83,28.5,0.83,123.5,0.83,123.5,0.83,28.5,3.0,,2.0,7.0,13.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,35.0,0.0,1.0,0.0,31.0,1.0,20180622075035.0,21077.0
555,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,123.5,0.83,125.5,0.83,-28.5,3.0,,2.0,7.0,13.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,35.0,0.0,1.0,0.0,31.0,1.0,20180622075035.0,21077.0
556,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,7.0,13.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,35.0,0.0,1.0,0.0,31.0,1.0,20180622075035.0,21077.0
557,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,7.0,13.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,35.0,0.0,1.0,0.0,30.0,1.0,20180622075037.0,21077.0
558,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,7.0,13.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,35.0,0.0,1.0,0.0,30.0,0.0,20180622075037.0,21077.0
559,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,7.0,13.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,35.0,0.0,1.0,0.0,0.0,0.0,20180622075116.0,21077.0
560,44.0,5.0,第3节,第3节,-28.5,0.83,28.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,,2.0,7.0,13.0,15.0,3.0,5.0,3.0,5,1.0,1.0,33.3,41.7,56.0,35.0,1.0,1.0,0.0,0.0,0.0,20180622075116.0,21077.0
