,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
184,44.0,5.0,,第2节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,13.0,1.0,20180622072709.0,11077.0
185,44.0,5.0,,第2节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,13.0,1.0,20180622072711.0,11077.0
186,44.0,5.0,,第2节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,13.0,1.0,20180622072711.0,21077.0
187,44.0,5.0,,第2节,-42.5,0.83,42.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,4.0,1.0,20180622072718.0,21077.0
188,44.0,5.0,,第2节,-42.5,0.87,43.5,0.8,130.5,0.83,130.5,0.83,43.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,4.0,1.0,20180622072718.0,21077.0
189,44.0,5.0,,第2节,-43.5,0.87,43.5,0.83,130.5,0.83,130.5,0.83,-43.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,4.0,1.0,20180622072718.0,21077.0
190,44.0,5.0,,第2节,-43.5,0.83,44.5,0.83,130.5,0.83,130.5,0.83,44.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,4.0,1.0,20180622072718.0,21077.0
191,44.0,5.0,,第2节,-44.5,0.83,44.5,0.83,130.5,0.83,132.5,0.83,-44.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,4.0,1.0,20180622072718.0,21077.0
192,44.0,5.0,,第2节,-44.5,0.83,44.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,4.0,1.0,20180622072718.0,21077.0
193,44.0,5.0,,第2节,-44.5,0.83,44.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,11.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,13.0,0.0,1.0,2.0,0.0,1.0,20180622072723.0,21077.0
194,44.0,5.0,,第2节,-44.5,0.83,44.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,43.0,45.0,0.0,1.0,2.0,0.0,1.0,20180622072723.0,21074.0
195,44.0,5.0,,第2节,-44.5,0.83,44.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,2.0,0.0,1.0,20180622072723.0,11077.0
196,44.0,5.0,,第2节,-44.5,0.83,44.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,59.0,1.0,20180622072724.0,11077.0
197,44.0,5.0,,第2节,-44.5,0.8,44.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,59.0,1.0,20180622072724.0,11077.0
198,44.0,5.0,,第2节,-44.5,0.8,44.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,45.0,1.0,20180622072738.0,11077.0
199,44.0,5.0,,第2节,-44.5,0.8,44.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,2.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,45.0,1.0,20180622072738.0,21077.0
200,44.0,5.0,,第2节,-44.5,0.8,44.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,45.0,1.0,20180622072738.0,11086.0
201,44.0,5.0,,第2节,-44.5,0.8,44.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
202,44.0,5.0,,第2节,-44.5,0.87,45.5,0.8,131.5,0.83,131.5,0.83,45.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
203,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,131.5,0.83,130.5,0.83,-45.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
204,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
205,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,1.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
206,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,1.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
207,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,1.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
208,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,1.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
209,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
210,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
211,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21077.0
212,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,,1:2,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21078.0
213,44.0,5.0,,第2节,-45.5,0.8,45.5,0.83,131.5,0.83,131.5,0.83,131.5,,1:2,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21078.0
214,44.0,5.0,,第2节,-45.5,0.83,46.5,0.83,131.5,0.83,131.5,0.83,46.5,,1:2,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21078.0
215,44.0,5.0,,第2节,-46.5,0.83,46.5,0.83,131.5,0.83,132.5,0.83,-46.5,,1:2,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21078.0
216,44.0,5.0,,第2节,-46.5,0.83,46.5,0.83,132.5,0.83,132.5,0.83,132.5,,1:2,0.0,6.0,6.0,12.0,1.0,3.0,3.0,5,3.0,2.0,20.0,37.5,45.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21078.0
217,44.0,5.0,,第2节,-46.5,0.83,46.5,0.83,132.5,0.83,132.5,0.83,132.5,,1:2,0.0,6.0,6.0,12.0,1.0,4.0,3.0,5,3.0,2.0,20.0,44.4,45.0,46.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21079.0
218,44.0,5.0,,第2节,-46.5,0.83,46.5,0.83,132.5,0.83,132.5,0.83,132.5,,2:2,0.0,6.0,6.0,12.0,1.0,4.0,3.0,5,3.0,2.0,20.0,44.4,46.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21078.0
219,44.0,5.0,,第2节,-46.5,0.83,47.5,0.83,132.5,0.83,132.5,0.83,47.5,,2:2,0.0,6.0,6.0,12.0,1.0,4.0,3.0,5,3.0,2.0,20.0,44.4,46.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21078.0
220,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,132.5,0.83,132.5,0.83,-47.5,,2:2,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,46.0,47.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,21079.0
221,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,132.5,0.83,132.5,0.83,-47.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,11077.0
222,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,39.0,0.0,20180622072744.0,11077.0
223,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,39.0,1.0,20180622072818.0,11077.0
224,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,39.0,1.0,20180622072818.0,11077.0
225,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,39.0,1.0,20180622072819.0,11077.0
226,44.0,5.0,,第2节,-47.5,0.8,47.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,39.0,1.0,20180622072819.0,21077.0
227,44.0,5.0,,第2节,-47.5,0.8,47.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,26.0,1.0,20180622072831.0,21077.0
228,44.0,5.0,,第2节,-47.5,0.8,47.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,26.0,1.0,20180622072831.0,21077.0
229,44.0,5.0,,第2节,-47.5,0.8,47.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,26.0,1.0,20180622072833.0,21077.0
230,44.0,5.0,,第2节,-47.5,0.8,47.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,26.0,1.0,20180622072833.0,11077.0
231,44.0,5.0,,第2节,-47.5,0.8,47.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,16.0,1.0,20180622072842.0,11077.0
232,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,16.0,1.0,20180622072842.0,11077.0
233,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,9.0,0.0,20180622072848.0,11077.0
234,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,0.0,1.0,9.0,0.0,20180622072848.0,11077.0
235,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,0.0,1.0,9.0,1.0,20180622072904.0,11077.0
236,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,9.0,1.0,20180622072904.0,11077.0
237,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,6.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,13.0,0.0,1.0,1.0,8.0,1.0,20180622072904.0,11077.0
238,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,15.0,13.0,0.0,1.0,1.0,8.0,1.0,20180622072904.0,11074.0
239,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,15.0,13.0,0.0,1.0,1.0,8.0,1.0,20180622072904.0,21077.0
240,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,1.0,8.0,1.0,20180622072904.0,21077.0
241,44.0,5.0,,第2节,-47.5,0.83,47.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,1.0,1.0,1.0,20180622072913.0,21077.0
242,44.0,5.0,,第2节,-47.5,0.87,46.5,0.8,130.5,0.83,130.5,0.83,46.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,1.0,1.0,1.0,20180622072913.0,21077.0
243,44.0,5.0,,第2节,-46.5,0.87,46.5,0.8,130.5,0.83,133.5,0.83,-46.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,1.0,1.0,1.0,20180622072913.0,21077.0
244,44.0,5.0,,第2节,-46.5,0.87,46.5,0.8,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,1.0,1.0,1.0,20180622072913.0,21077.0
245,44.0,5.0,,第2节,-46.5,0.87,46.5,0.8,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,1.0,1.0,1.0,20180622072914.0,21077.0
246,44.0,5.0,,第2节,-46.5,0.87,46.5,0.8,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,1.0,1.0,1.0,20180622072914.0,11077.0
247,44.0,5.0,,第2节,-46.5,0.87,46.5,0.8,133.5,0.83,133.5,0.83,133.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,50.0,1.0,20180622072921.0,11077.0
248,44.0,5.0,,第2节,-46.5,0.83,45.5,0.83,133.5,0.83,133.5,0.83,45.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,50.0,1.0,20180622072921.0,11077.0
249,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,133.5,0.83,132.5,0.83,-45.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,50.0,1.0,20180622072921.0,11077.0
250,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,50.0,1.0,20180622072921.0,11077.0
251,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,2.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11077.0
252,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,21086.0
253,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11077.0
254,44.0,5.0,,第2节,-45.5,0.83,44.5,0.83,132.5,0.83,132.5,0.83,44.5,,1:2,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11078.0
255,44.0,5.0,,第2节,-44.5,0.83,44.5,0.83,132.5,0.83,133.5,0.83,-44.5,,1:2,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11078.0
256,44.0,5.0,,第2节,-44.5,0.83,44.5,0.83,133.5,0.83,133.5,0.83,133.5,,1:2,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,20.0,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11078.0
257,44.0,5.0,,第2节,-44.5,0.83,44.5,0.83,133.5,0.83,133.5,0.83,133.5,,1:2,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,16.7,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11080.0
258,44.0,5.0,,第2节,-44.5,0.87,45.5,0.8,133.5,0.83,133.5,0.83,45.5,,2:2,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,16.7,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11078.0
259,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,133.5,0.83,132.5,0.83,-45.5,,2:2,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,16.7,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11078.0
260,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,132.5,0.83,132.5,0.83,132.5,,2:2,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,16.7,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11078.0
261,44.0,5.0,,第2节,-45.5,0.87,45.5,0.8,132.5,0.83,132.5,0.83,132.5,,2:2,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,0.0,1.0,0.0,45.0,0.0,20180622072926.0,11080.0
262,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,132.5,0.83,132.5,0.83,132.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,0.0,1.0,0.0,45.0,1.0,20180622073001.0,21077.0
263,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,0.0,1.0,0.0,45.0,1.0,20180622073001.0,21077.0
264,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,0.0,1.0,0.0,34.0,1.0,20180622073002.0,21077.0
265,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,0.0,1.0,0.0,34.0,0.0,20180622073002.0,21077.0
266,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,0.0,1.0,0.0,5.0,0.0,20180622073037.0,21077.0
267,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,1.0,1.0,0.0,5.0,0.0,20180622073037.0,21077.0
268,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,1.0,1.0,0.0,5.0,0.0,20180622073037.0,21077.0
269,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,1.0,1.0,0.0,5.0,0.0,20180622073037.0,21077.0
270,44.0,5.0,,第2节,-45.5,0.8,45.5,0.87,131.5,0.83,131.5,0.83,131.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,1.0,0.0,0.0,0.0,0.0,20180622073037.0,21077.0
271,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,1.0,0.0,0.0,0.0,0.0,20180622073037.0,21077.0
272,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,1.0,1.0,0.0,0.0,0.0,20180622073037.0,21077.0
273,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,1.0,1.0,0.0,0.0,0.0,20180622073037.0,1083.0
274,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,3.0,3.0,14.3,50.0,47.0,15.0,1.0,1.0,0.0,0.0,0.0,20180622073037.0,1083.0
275,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,3.0,14.3,50.0,47.0,15.0,1.0,1.0,0.0,0.0,0.0,20180622073037.0,1083.0
276,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,0.0,0.0,0.0,20180622073037.0,1083.0
277,44.0,5.0,,第2节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
278,44.0,5.0,,第3节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
279,44.0,5.0,第3节,第3节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
280,44.0,5.0,第3节,第3节,-45.5,0.83,45.5,0.83,128.5,0.83,128.5,0.83,128.5,,1.0,0.0,6.0,7.0,12.0,1.0,5.0,3.0,5,0.0,0.0,14.3,50.0,47.0,15.0,1.0,1.0,10.0,0.0,0.0,20180622073037.0,1083.0
