,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
122,44.0,5.0,,第1节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.0,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,21086.0,1.2,0.63
123,44.0,5.0,,第1节,3.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,3.5,,0.8,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11077.0,1.2,0.63
124,44.0,5.0,,第1节,-3.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-3.5,,0.87,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11077.0,1.2,0.63
125,44.0,5.0,,第1节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,,0.87,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11077.0,1.2,0.63
126,44.0,5.0,,第1节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,,0.87,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
127,44.0,5.0,,第1节,2.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,2.5,,0.87,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
128,44.0,5.0,,第1节,-2.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-2.5,,0.87,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
129,44.0,5.0,,第1节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,,0.87,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
130,44.0,5.0,,第1节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,,1.1,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
131,44.0,5.0,,第1节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,,0.66,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
132,44.0,5.0,,第1节,1.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,1.5,,0.87,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
133,44.0,5.0,,第1节,-1.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-1.5,,0.8,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
134,44.0,5.0,,第1节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.8,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
135,44.0,5.0,,第1节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.8,1:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,10.0,0.0,1,0.0,10.0,0,,11079.0,1.2,0.63
136,44.0,5.0,,第1节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.8,2:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,11.0,0.0,1,0.0,10.0,0,,11078.0,1.2,0.63
137,44.0,5.0,,第1节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.8,2:2,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,11.0,0.0,1,0.0,10.0,0,,11079.0,1.2,0.63
138,44.0,5.0,,第1节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.83,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,11.0,0.0,1,0.0,10.0,0,,21077.0,1.2,0.63
139,44.0,5.0,,第1节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,,0.83,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,11.0,0.0,1,0.0,10.0,0,,21077.0,1.2,0.63
140,44.0,5.0,,第1节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,,1.0,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,11.0,0.0,1,0.0,10.0,0,,21077.0,1.2,0.63
141,44.0,5.0,,第1节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,0.0,1,0.0,10.0,0,,21077.0,1.2,0.63
142,44.0,5.0,,第1节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,1,0.0,10.0,0,,21077.0,1.2,0.63
143,44.0,5.0,,第1节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,1,0.0,10.0,0,,21077.0,1.2,0.63
144,44.0,5.0,,第1节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,1,0.0,10.0,0,,21077.0,1.2,0.63
145,44.0,5.0,,第1节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,1,0.0,10.0,0,,21077.0,1.2,0.63
146,44.0,5.0,,第1节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,1,0.0,10.0,0,,21077.0,1.2,0.63
147,44.0,5.0,,第1节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,1,0.0,10.0,0,,21077.0,1.2,0.63
148,44.0,5.0,,第1节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,1,0.0,0.0,0,,21077.0,1.2,0.63
149,44.0,5.0,,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,1,0.0,0.0,0,,21077.0,1.2,0.63
150,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,0.0,10.0,0.0,0,,21077.0,1.2,0.63
151,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,0.0,10.0,0.0,0,,21077.0,1.2,0.63
152,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,,0.71,,1.0,0.0,5.0,4.0,5.0,6.0,80.0,19.0,12.0,1.0,0.0,0.0,0.0,0,,21077.0,1.2,0.63
153,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,1.0,0.0,0.0,0.0,0,,21077.0,1.2,0.63
154,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,1.0,0.0,10.0,0.0,0,,21077.0,1.2,0.63
155,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,0.0,10.0,0.0,0,,21077.0,1.2,0.63
156,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,0.0,10.0,0.0,0,,21077.0,1.2,0.63
157,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,0.0,10.0,0.0,0,,21077.0,1.2,0.63
158,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,0.0,10.0,0.0,0,,21077.0,1.2,0.63
159,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,0.0,10.0,0.0,0,,21077.0,1.2,0.63
160,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,0.0,10.0,0.0,0,,1088.0,1.2,0.63
161,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,10.0,0.0,0,,11077.0,1.2,0.63
162,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,54.0,0,,11077.0,1.2,0.63
163,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,54.0,0,,11077.0,1.2,0.63
164,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,47.0,0,,11077.0,1.2,0.63
165,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,47.0,0,,21077.0,1.2,0.63
166,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,28.0,0,,21077.0,1.2,0.63
167,44.0,5.0,第2节,第2节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,28.0,0,,11077.0,1.2,0.63
168,44.0,5.0,第2节,第2节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,28.0,0,,21077.0,1.2,0.63
169,44.0,5.0,第2节,第2节,140.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,140.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,28.0,0,,21077.0,1.2,0.63
170,44.0,5.0,第2节,第2节,140.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,140.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,24.0,0,,21077.0,1.2,0.63
171,44.0,5.0,第2节,第2节,140.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,140.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,24.0,0,,21077.0,1.2,0.63
172,44.0,5.0,第2节,第2节,140.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,140.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,4.0,0,,21077.0,1.2,0.63
173,44.0,5.0,第2节,第2节,139.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,139.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,0.0,80.0,19.0,12.0,0.0,1.0,9.0,4.0,0,,11077.0,1.2,0.63
174,44.0,5.0,第2节,第2节,139.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,139.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,1.0,80.0,19.0,12.0,0.0,1.0,9.0,4.0,0,,21086.0,1.2,0.63
175,44.0,5.0,第2节,第2节,139.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,139.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,1.0,80.0,19.0,12.0,0.0,1.0,8.0,57.0,0,,11077.0,1.2,0.63
176,44.0,5.0,第2节,第2节,139.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,139.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,2.0,80.0,19.0,12.0,0.0,1.0,8.0,57.0,0,,21086.0,1.2,0.63
177,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,2.0,80.0,19.0,12.0,0.0,1.0,8.0,57.0,0,,11077.0,1.2,0.63
178,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.91,,0.0,0.0,5.0,4.0,5.0,2.0,80.0,19.0,12.0,0.0,1.0,8.0,57.0,0,,11077.0,1.2,0.63
179,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.77,,0.0,0.0,5.0,4.0,5.0,2.0,80.0,19.0,12.0,0.0,1.0,8.0,46.0,0,,11077.0,1.2,0.63
180,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.77,,0.0,0.0,5.0,4.0,5.0,2.0,80.0,19.0,12.0,0.0,1.0,8.0,46.0,0,,11077.0,1.2,0.63
181,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,1.0,,0.0,0.0,5.0,4.0,5.0,2.0,80.0,19.0,12.0,0.0,1.0,8.0,46.0,0,,11077.0,1.2,0.63
182,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.71,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,12.0,0.0,1.0,8.0,46.0,0,,21086.0,1.2,0.63
183,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.77,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,12.0,0.0,1.0,8.0,46.0,0,,11077.0,1.2,0.63
184,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.91,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,12.0,0.0,1.0,8.0,46.0,0,,11077.0,1.2,0.63
185,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.83,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,12.0,0.0,1.0,8.0,46.0,0,,11077.0,1.2,0.63
186,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.83,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,12.0,0.0,1.0,8.0,43.0,0,,11077.0,1.2,0.63
187,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.83,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,12.0,0.0,1.0,8.0,43.0,0,,11075.0,1.2,0.63
188,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.83,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,15.0,0.0,1.0,8.0,43.0,0,,21077.0,1.2,0.63
189,44.0,5.0,第2节,第2节,-2.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-2.5,2.0,0.83,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,15.0,0.0,1.0,8.0,43.0,0,,21077.0,1.2,0.63
190,44.0,5.0,第2节,第2节,2.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,2.5,2.0,0.83,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,15.0,0.0,1.0,8.0,43.0,0,,21077.0,1.2,0.63
191,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.83,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,15.0,0.0,1.0,8.0,43.0,0,,21077.0,1.2,0.63
192,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.63,,0.0,0.0,5.0,4.0,5.0,3.0,80.0,19.0,15.0,0.0,1.0,8.0,43.0,0,,21077.0,1.2,0.63
193,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,1.2,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,19.0,22.0,0.0,1.0,8.0,43.0,0,,21075.0,1.2,0.63
194,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,1.2,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,43.0,0,,11077.0,1.2,0.63
195,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,1.2,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,18.0,0,,11077.0,1.2,0.63
196,44.0,5.0,第2节,第2节,1.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,1.5,2.0,0.77,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,18.0,0,,11077.0,1.2,0.63
197,44.0,5.0,第2节,第2节,-1.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-1.5,2.0,0.91,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,18.0,0,,11077.0,1.2,0.63
198,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.91,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,18.0,0,,11077.0,1.2,0.63
199,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.87,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,18.0,0,,11077.0,1.2,0.63
200,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.8,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,10.0,0,,11077.0,1.2,0.63
201,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.8,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,10.0,0,,11077.0,1.2,0.63
202,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.87,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,10.0,0,,21077.0,1.2,0.63
203,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.91,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,10.0,0,,21077.0,1.2,0.63
204,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.77,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,10.0,0,,21077.0,1.2,0.63
205,44.0,5.0,第2节,第2节,143.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,143.5,2.0,0.77,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,10.0,0,,21077.0,1.2,0.63
206,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.91,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,10.0,0,,21077.0,1.2,0.63
207,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.87,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,8.0,10.0,0,,21077.0,1.2,0.63
208,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.8,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,7.0,57.0,0,,21077.0,1.2,0.63
209,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.8,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,7.0,57.0,0,,11077.0,1.2,0.63
210,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.8,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,7.0,57.0,0,,11074.0,1.2,0.63
211,44.0,5.0,第2节,第2节,-1.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-1.5,2.0,0.83,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,7.0,57.0,0,,21077.0,1.2,0.63
212,44.0,5.0,第2节,第2节,1.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,1.5,2.0,0.83,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,7.0,57.0,0,,21077.0,1.2,0.63
213,44.0,5.0,第2节,第2节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,2.0,0.83,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,15.0,0.0,1.0,7.0,57.0,0,,21077.0,1.2,0.63
214,44.0,5.0,第2节,第2节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,2.0,0.83,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,57.0,0,,21077.0,1.2,0.63
215,44.0,5.0,第2节,第2节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,2.0,0.77,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,57.0,0,,21077.0,1.2,0.63
216,44.0,5.0,第2节,第2节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,2.0,0.91,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,53.0,0,,21077.0,1.2,0.63
217,44.0,5.0,第2节,第2节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,2.0,0.91,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,53.0,0,,21077.0,1.2,0.63
218,44.0,5.0,第2节,第2节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,2.0,0.91,,0.0,1.0,5.0,4.0,5.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,49.0,0,,21077.0,1.2,0.63
219,44.0,5.0,第2节,第2节,144.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,144.5,2.0,0.91,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,49.0,0,,21081.0,1.2,0.63
220,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.91,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,49.0,0,,11077.0,1.2,0.63
221,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.71,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,49.0,0,,11077.0,1.2,0.63
222,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,1.0,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,34.0,0,,11077.0,1.2,0.63
223,44.0,5.0,第2节,第2节,142.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,142.5,2.0,0.87,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,34.0,0,,21077.0,1.2,0.63
224,44.0,5.0,第2节,第2节,141.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,141.5,2.0,0.8,,0.0,1.0,5.0,4.0,4.0,3.0,80.0,22.0,17.0,0.0,1.0,7.0,34.0,0,,21077.0,1.2,0.63
