,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
326,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.8,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11077.0,1.2,0.63
327,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11077.0,1.2,0.63
328,44.0,5.0,第2节,第2节,134.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,134.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11081.0,1.2,0.63
329,44.0,5.0,第2节,第2节,9.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,9.5,2.0,0.8,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11081.0,1.2,0.63
330,44.0,5.0,第2节,第2节,-9.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-9.5,2.0,0.87,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11081.0,1.2,0.63
331,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.87,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11081.0,1.2,0.63
332,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11081.0,1.2,0.63
333,44.0,5.0,第2节,第2节,8.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,8.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11081.0,1.2,0.63
334,44.0,5.0,第2节,第2节,-8.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-8.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11081.0,1.2,0.63
335,44.0,5.0,第2节,第2节,-8.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-8.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,11075.0,1.2,0.63
336,44.0,5.0,第2节,第2节,5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,5.5,2.0,0.87,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,21077.0,1.2,0.63
337,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.8,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,21077.0,1.2,0.63
338,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.8,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,17.0,0.0,1.0,2.0,51.0,0,,21077.0,1.2,0.63
339,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.8,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,20.0,0.0,1.0,2.0,39.0,0,,21077.0,1.2,0.63
340,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,20.0,0.0,1.0,2.0,39.0,0,,21077.0,1.2,0.63
341,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,20.0,0.0,1.0,2.0,11.0,0,,21077.0,1.2,0.63
342,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.0,,1.0,3.0,7.0,5.0,4.0,4.0,83.3,33.0,20.0,0.0,1.0,2.0,11.0,0,,21077.0,1.2,0.63
343,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,33.0,35.0,0.0,1.0,2.0,11.0,0,,21074.0,1.2,0.63
344,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,2.0,11.0,0,,11077.0,1.2,0.63
345,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,2.0,11.0,0,,11077.0,1.2,0.63
346,44.0,5.0,第2节,第2节,135.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,135.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,2.0,10.0,0,,11077.0,1.2,0.63
347,44.0,5.0,第2节,第2节,7.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,7.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,2.0,10.0,0,,11077.0,1.2,0.63
348,44.0,5.0,第2节,第2节,-7.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-7.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,2.0,10.0,0,,11077.0,1.2,0.63
349,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,2.0,10.0,0,,11077.0,1.2,0.63
350,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,2.0,10.0,0,,11077.0,1.2,0.63
351,44.0,5.0,第2节,第2节,138.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,138.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,1.0,56.0,0,,11077.0,1.2,0.63
352,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,1.0,56.0,0,,11077.0,1.2,0.63
353,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,1.0,56.0,0,,11077.0,1.2,0.63
354,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,4.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11077.0,1.2,0.63
355,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,21086.0,1.2,0.63
356,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,0.0,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11077.0,1.2,0.63
357,44.0,5.0,第2节,第2节,136.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,136.5,2.0,0.0,1:2,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11078.0,1.2,0.63
358,44.0,5.0,第2节,第2节,6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,6.5,2.0,0.0,1:2,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11078.0,1.2,0.63
359,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.0,1:2,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11078.0,1.2,0.63
360,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.0,1:2,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11078.0,1.2,0.63
361,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.0,1:2,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11078.0,1.2,0.63
362,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.0,1:2,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11080.0,1.2,0.63
363,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.87,2:2,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11078.0,1.2,0.63
364,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.8,2:2,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,20.0,0.0,1.0,1.0,54.0,0,,11079.0,1.2,0.63
365,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.8,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,54.0,0,,21077.0,1.2,0.63
366,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.8,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,37.0,0,,11077.0,1.2,0.63
367,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,37.0,0,,11077.0,1.2,0.63
368,44.0,5.0,第2节,第2节,137.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,137.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,27.0,0,,21077.0,1.2,0.63
369,44.0,5.0,第2节,第2节,7.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,7.5,2.0,0.8,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,27.0,0,,21077.0,1.2,0.63
370,44.0,5.0,第2节,第2节,-7.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-7.5,2.0,0.87,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,27.0,0,,11077.0,1.2,0.63
371,44.0,5.0,第2节,第2节,6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,6.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,27.0,0,,11077.0,1.2,0.63
372,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,4.0,0,,11077.0,1.2,0.63
373,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,4.0,0,,11077.0,1.2,0.63
374,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,5.0,83.3,35.0,21.0,0.0,1.0,1.0,2.0,0,,11077.0,1.2,0.63
375,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,6.0,83.3,35.0,21.0,0.0,1.0,1.0,2.0,0,,21086.0,1.2,0.63
376,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,,1.0,3.0,8.0,5.0,4.0,6.0,83.3,35.0,21.0,0.0,1.0,1.0,2.0,0,,11077.0,1.2,0.63
377,44.0,5.0,第2节,第2节,5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,5.5,2.0,0.87,1:2,1.0,3.0,8.0,5.0,4.0,6.0,83.3,35.0,21.0,0.0,1.0,1.0,2.0,0,,11078.0,1.2,0.63
378,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.8,,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,21.0,0.0,1.0,1.0,2.0,0,,21081.0,1.2,0.63
379,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.8,1:2,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,21.0,0.0,1.0,1.0,2.0,0,,11079.0,1.2,0.63
380,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.8,2:2,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,22.0,0.0,1.0,1.0,2.0,0,,11078.0,1.2,0.63
381,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.83,2:2,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,22.0,0.0,1.0,1.0,2.0,0,,11078.0,1.2,0.63
382,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.83,2:2,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,22.0,0.0,1.0,1.0,2.0,0,,11079.0,1.2,0.63
383,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.83,,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,23.0,0.0,1.0,1.0,2.0,0,,21077.0,1.2,0.63
384,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.83,,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,23.0,0.0,1.0,0.0,43.0,0,,21077.0,1.2,0.63
385,44.0,5.0,第2节,第2节,-5.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-5.5,2.0,0.83,,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,23.0,0.0,1.0,0.0,43.0,0,,11086.0,1.2,0.63
386,44.0,5.0,第2节,第2节,6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,6.5,2.0,0.83,,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,23.0,0.0,1.0,0.0,43.0,0,,21077.0,1.2,0.63
387,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1:2,1.0,3.0,8.0,5.0,3.0,6.0,83.3,35.0,36.0,0.0,1.0,0.0,43.0,0,,21078.0,1.2,0.63
388,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1:2,1.0,3.0,8.0,6.0,3.0,6.0,85.7,35.0,36.0,0.0,1.0,0.0,43.0,0,,21079.0,1.2,0.63
389,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,2:2,1.0,3.0,8.0,6.0,3.0,6.0,85.7,36.0,23.0,0.0,1.0,0.0,43.0,0,,21078.0,1.2,0.63
390,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,2:2,1.0,3.0,8.0,7.0,3.0,6.0,87.5,36.0,37.0,0.0,1.0,0.0,43.0,0,,21079.0,1.2,0.63
391,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,,1.0,3.0,8.0,7.0,3.0,6.0,87.5,37.0,23.0,0.0,1.0,0.0,43.0,0,,11077.0,1.2,0.63
392,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.87,,1.0,3.0,8.0,7.0,3.0,6.0,87.5,37.0,23.0,0.0,1.0,0.0,43.0,0,,11077.0,1.2,0.63
393,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.8,,1.0,3.0,8.0,7.0,3.0,6.0,87.5,37.0,23.0,0.0,1.0,0.0,43.0,0,,11075.0,1.2,0.63
394,44.0,5.0,第2节,第2节,4.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,4.5,2.0,0.83,,1.0,3.0,8.0,7.0,3.0,6.0,87.5,37.0,23.0,0.0,1.0,0.0,43.0,0,,21077.0,1.2,0.63
395,44.0,5.0,第2节,第2节,-4.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-4.5,2.0,0.83,,1.0,3.0,8.0,7.0,3.0,6.0,87.5,37.0,26.0,0.0,1.0,0.0,30.0,0,,21077.0,1.2,0.63
396,44.0,5.0,第2节,第2节,-4.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-4.5,2.0,0.83,,1.0,3.0,8.0,7.0,3.0,6.0,87.5,37.0,26.0,0.0,1.0,0.0,30.0,0,,21077.0,1.2,0.63
397,44.0,5.0,第2节,第2节,-4.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-4.5,2.0,0.83,,1.0,3.0,8.0,7.0,3.0,6.0,87.5,37.0,26.0,0.0,1.0,0.0,4.0,0,,21077.0,1.2,0.63
398,44.0,5.0,第2节,第2节,-4.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-4.5,2.0,0.83,,1.0,3.0,9.0,7.0,3.0,6.0,87.5,37.0,39.0,0.0,1.0,0.0,4.0,0,,21074.0,1.2,0.63
399,44.0,5.0,第2节,第2节,-4.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-4.5,2.0,0.83,,1.0,3.0,9.0,7.0,3.0,6.0,87.5,39.0,26.0,0.0,1.0,0.0,4.0,0,,11077.0,1.2,0.63
400,44.0,5.0,第2节,第2节,6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,6.5,2.0,0.8,,1.0,3.0,9.0,7.0,3.0,6.0,87.5,39.0,26.0,0.0,1.0,0.0,4.0,0,,11077.0,1.2,0.63
401,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.87,,1.0,3.0,9.0,7.0,3.0,6.0,87.5,39.0,26.0,0.0,1.0,0.0,0.0,0,,11077.0,1.2,0.63
402,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,,1.0,3.0,9.0,7.0,3.0,6.0,87.5,39.0,26.0,0.0,1.0,0.0,0.0,0,,11077.0,1.2,0.63
403,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,,1.0,3.0,9.0,7.0,3.0,6.0,87.5,39.0,26.0,0.0,1.0,0.0,0.0,0,,1083.0,1.2,0.63
404,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,1.0,3.0,9.0,7.0,3.0,6.0,87.5,39.0,26.0,0.0,1.0,0.0,0.0,0,,1083.0,1.2,0.63
405,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,6.0,87.5,39.0,26.0,0.0,1.0,0.0,0.0,0,,1083.0,1.2,0.63
406,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,0.0,1.0,0.0,0.0,0,,1083.0,1.2,0.63
407,44.0,5.0,第2节,第2节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,0.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
408,44.0,5.0,第2节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,0.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
409,44.0,5.0,第2节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,0.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
410,44.0,5.0,第2节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,0.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
411,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,0.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
412,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,1.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
413,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,1.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
414,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,1.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
415,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,0.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
416,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,0.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
417,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,2.0,0.83,1.0,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,1.0,1.0,10.0,0.0,0,,1083.0,1.2,0.63
418,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,3.0,0.83,,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,26.0,1.0,1.0,10.0,0.0,0,,1089.0,1.2,0.63
419,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,3.0,0.83,,0.0,3.0,9.0,7.0,3.0,0.0,87.5,39.0,41.0,1.0,1.0,10.0,0.0,0,,21077.0,1.2,0.63
420,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,3.0,0.83,,0.0,3.0,10.0,7.0,3.0,0.0,87.5,39.0,41.0,1.0,1.0,10.0,0.0,0,,21074.0,1.2,0.63
421,44.0,5.0,第3节,第3节,-6.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-6.5,3.0,0.83,,0.0,3.0,10.0,7.0,3.0,0.0,87.5,41.0,26.0,1.0,1.0,10.0,0.0,0,,11077.0,1.2,0.63
422,44.0,5.0,第3节,第3节,8.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,8.5,3.0,0.83,,0.0,3.0,10.0,7.0,3.0,0.0,87.5,41.0,26.0,1.0,1.0,10.0,0.0,0,,11077.0,1.2,0.63
423,44.0,5.0,第3节,第3节,-8.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-8.5,3.0,0.83,,0.0,3.0,10.0,7.0,3.0,0.0,87.5,41.0,26.0,1.0,1.0,9.0,56.0,0,,11077.0,1.2,0.63
424,44.0,5.0,第3节,第3节,-8.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-8.5,3.0,0.83,,0.0,3.0,10.0,7.0,3.0,0.0,87.5,41.0,26.0,1.0,1.0,9.0,56.0,0,,11077.0,1.2,0.63
425,44.0,5.0,第3节,第3节,-8.5,2.5,0.83,-2.5,0.83,144.5,0.83,144.5,0.83,-8.5,3.0,0.83,,0.0,3.0,10.0,7.0,3.0,0.0,87.5,41.0,26.0,1.0,1.0,9.0,54.0,0,,11077.0,1.2,0.63
