,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
14,,,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,,26,20,,9,12,,2,1,,1,2,,81.8,85.7,82,64,0,1,1.0,43.0,1.0,20181020135739.0,11077.0
15,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,,26,20,,9,12,,2,1,,1,2,,81.8,85.7,82,64,0,1,1.0,40.0,1.0,20181020135743.0,21077.0
16,,,4.0,18.5,0.0,-18.5,0.0,1.0,,7,4,,26,20,,9,12,,2,1,,1,2,,81.8,85.7,82,64,0,1,1.0,32.0,1.0,20181020135751.0,11077.0
17,,,4.0,18.5,0.0,-18.5,0.0,1.0,,7,4,,26,20,,9,12,,2,1,,1,2,,81.8,85.7,82,64,0,1,1.0,31.0,1.0,20181020135752.0,11077.0
18,,,4.0,19.5,0.0,-19.5,0.0,1.0,^,7,4,27.0,26,20,,9,12,,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,26.0,1.0,20181020135757.0,11074^21077
19,,,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,26.0,1.0,20181020135758.0,21077.0
20,,,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,21.0,0.0,20181020135803.0,21077.0
21,44.0,5.0,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,20.0,0.0,20181020135805.0,21081.0
22,44.0,5.0,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,22.0,0.0,20181020135817.0,21081.0
23,44.0,5.0,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,24.0,0.0,20181020135818.0,21081.0
24,44.0,5.0,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,26.0,0.0,20181020135819.0,21081.0
25,44.0,5.0,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,28.0,0.0,20181020135819.0,21081.0
26,,,4.0,19.5,0.0,-19.5,0.0,1.0,^,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,28.0,0.0,20181020135941.0,21077^21077
27,,,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,28.0,1.0,20181020135943.0,21077.0
28,,,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,26.0,1.0,20181020135944.0,21077.0
29,,,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,23.0,1.0,20181020135945.0,21077.0
30,,,4.0,19.5,0.0,-19.5,0.0,1.0,,7,4,27.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,64,0,1,1.0,20.0,1.0,20181020135947.0,21077.0
31,,,4.0,18.5,0.0,-18.5,0.0,1.0,^,7,4,21.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,66,0,1,1.0,16.0,1.0,20181020135951.0,21074^11077
32,,,4.0,18.5,0.0,-18.5,0.0,1.0,,7,4,21.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,66,0,1,1.0,16.0,1.0,20181020135952.0,11077.0
33,,,4.0,18.5,0.0,-18.5,0.0,1.0,,7,4,21.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,66,0,1,1.0,11.0,1.0,20181020135955.0,11077.0
34,,,4.0,18.5,0.0,-18.5,0.0,1.0,,7,4,21.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,66,0,1,1.0,2.0,1.0,20181020140003.0,11077.0
35,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,66,0,1,1.0,0.0,1.0,20181020140007.0,21077.0
36,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,66,0,1,0.0,51.0,1.0,20181020140015.0,21077.0
37,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,66,0,1,0.0,49.0,0.0,20181020140017.0,21077.0
38,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,,9,12,0.0,2,1,,1,2,,81.8,85.7,84,66,0,1,0.0,49.0,0.0,20181020140029.0,21077.0
39,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,,9,12,0.0,2,1,2.0,1,2,,81.8,85.7,84,66,0,1,0.0,49.0,0.0,20181020140031.0,11086.0
40,,,4.0,17.5,0.0,-17.5,0.0,1.0,1:2,7,4,21.0,26,20,,9,12,0.0,2,1,2.0,1,2,80.0,81.8,85.7,84,66,0,1,0.0,49.0,0.0,20181020140031.0,21078.0
41,,,4.0,17.5,0.0,-17.5,0.0,1.0,2:2^,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,49.0,0.0,20181020140055.0,21079^11077
42,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,49.0,0.0,20181020140057.0,11077.0
43,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,49.0,1.0,20181020140057.0,11077.0
44,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,40.0,1.0,20181020140105.0,11077.0
45,,,4.0,16.5,0.0,-16.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,41.0,1.0,20181020140106.0,21077.0
46,,,4.0,16.5,0.0,-16.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,32.0,1.0,20181020140115.0,21077.0
47,,,4.0,16.5,0.0,-16.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,24.0,1.0,20181020140123.0,21077.0
48,,,4.0,16.5,0.0,-16.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,16.0,0.0,20181020140131.0,21077.0
49,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,15.0,0.0,20181020140136.0,11077.0
50,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,15.0,1.0,20181020140145.0,11077.0
51,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,14.0,1.0,20181020140145.0,11077.0
52,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,12.0,1.0,20181020140147.0,11077.0
53,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,10.0,1.0,20181020140147.0,11077.0
54,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,7.0,1.0,20181020140148.0,11077.0
55,,,4.0,17.5,0.0,-17.5,0.0,1.0,,7,4,21.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,84,67,0,1,0.0,5.0,1.0,20181020140149.0,11077.0
56,,,4.0,18.5,0.0,-18.5,0.0,1.0,^,7,4,28.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,86,67,0,1,0.0,3.0,1.0,20181020140152.0,11074^21077
57,,,4.0,18.5,0.0,-18.5,0.0,1.0,,7,4,28.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,86,67,0,1,0.0,0.0,0.0,20181020140156.0,21077.0
58,,,4.0,18.5,0.0,-18.5,0.0,1.0,,7,4,28.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,86,67,0,1,0.0,0.0,0.0,20181020140211.0,21077.0
59,,,4.0,18.5,0.0,-18.5,0.0,1.0,,7,4,28.0,26,20,13.0,9,12,0.0,2,1,2.0,1,2,81.2,81.8,85.7,86,67,0,1,0.0,0.0,0.0,20181020140211.0,1084.0
