,AM,AS,ED,LM,PG,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
19,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,3.0,33.0,1.0,20181019175828.0,21077.0
20,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,3.0,24.0,1.0,20181019175836.0,21077.0
21,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,3.0,16.0,1.0,20181019175845.0,21077.0
22,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,3.0,12.0,0.0,20181019175849.0,21077.0
23,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,3.0,12.0,0.0,20181019175903.0,21077.0
24,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,3.0,12.0,1.0,20181019175906.0,21077.0
25,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,3.0,3.0,1.0,20181019175915.0,21077.0
26,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,58.0,1.0,20181019175920.0,21077.0
27,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,49.0,1.0,20181019175929.0,21077.0
28,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,40.0,1.0,20181019175937.0,21077.0
29,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,36.0,0.0,20181019175942.0,21077.0
30,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,36.0,0.0,20181019175945.0,21077.0
31,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,38.0,0.0,20181019175947.0,21077.0
32,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,38.0,1.0,20181019175956.0,21077.0
33,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,29.0,1.0,20181019180004.0,21077.0
34,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,29.0,1.0,20181019180005.0,21077.0
35,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,27.0,1.0,20181019180007.0,21077.0
36,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,18.0,1.0,20181019180015.0,21077.0
37,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,10.0,1.0,20181019180024.0,21077.0
38,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,2.0,3.0,1.0,20181019180031.0,11077.0
39,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,1.0,55.0,1.0,20181019180038.0,21077.0
40,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,1.0,46.0,1.0,20181019180047.0,21077.0
41,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,1.0,38.0,1.0,20181019180055.0,21077.0
42,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,1.0,32.0,0.0,20181019180102.0,21077.0
43,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,1.0,32.0,1.0,20181019180119.0,21077.0
44,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,1.0,23.0,1.0,20181019180128.0,21077.0
45,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,1.0,15.0,1.0,20181019180136.0,21077.0
46,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,1.0,14.0,1.0,20181019180137.0,11077.0
47,,,,,,,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,76,77,0,1,1.0,5.0,1.0,20181019180145.0,11077.0
48,,,,,^,7.0,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,58.0,1.0,20181019180153.0,11075^21077
49,,,,,^,7.0,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,57.0,1.0,20181019180154.0,11075^21077
50,,,,,^,7.0,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,57.0,0.0,20181019180154.0,11075^21077
51,44.0,5.0,,,,7.0,6,11,21.0,20,15,14.0,16,13,,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,57.0,0.0,20181019180203.0,21081.0
52,44.0,5.0,,,^,7.0,6,11,21.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,59.0,0.0,20181019180205.0,21077^21081
53,,,,,,7.0,6,11,21.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,59.0,1.0,20181019180341.0,21077.0
54,,,,,,7.0,6,11,21.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,50.0,1.0,20181019180349.0,21077.0
55,,,,,,7.0,6,11,21.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,46.0,1.0,20181019180353.0,21077.0
56,,,,,,7.0,6,11,21.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,43.0,1.0,20181019180357.0,11077.0
57,,,,,,7.0,6,11,21.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,34.0,1.0,20181019180405.0,11077.0
58,,,,,,7.0,6,11,21.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,79,77,0,1,0.0,26.0,1.0,20181019180414.0,11077.0
59,,,,,^,7.0,6,11,22.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,23.0,1.0,20181019180417.0,11074^21077
60,,,,,^,7.0,6,11,22.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,22.0,0.0,20181019180418.0,11074^21077
61,,,,,^,7.0,6,11,22.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,22.0,1.0,20181019180421.0,11074^21077
62,,,,,^,7.0,6,11,22.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,21.0,1.0,20181019180422.0,11074^21077
63,,,,,,7.0,6,11,22.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,21.0,1.0,20181019180422.0,21077.0
64,,,,,,7.0,6,11,22.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,11.0,0.0,20181019180431.0,21077.0
65,44.0,5.0,,,,7.0,6,11,22.0,20,15,14.0,16,13,1.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,11.0,0.0,20181019180445.0,11081.0
66,44.0,5.0,,,^,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,11.0,0.0,20181019180458.0,11077^21081
67,,,,,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,11.0,1.0,20181019180617.0,11077.0
68,,,,,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,11.0,0.0,20181019180617.0,11077.0
69,,,,,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,7.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,11.0,0.0,20181019180620.0,21086.0
70,,,,2.0,^1:2,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,59.3,64.0,61.9,81,77,0,1,0.0,11.0,0.0,20181019180621.0,21086^11078
71,,,,1.0,1:2^2:2,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,57.1,64.0,61.9,81,77,0,1,0.0,11.0,0.0,20181019180655.0,11080^11078
72,,,,1.0,2:2^,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,55.2,64.0,61.9,81,77,0,1,0.0,11.0,1.0,20181019180713.0,11080^21077
73,,,,1.0,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,55.2,64.0,61.9,81,77,0,1,0.0,9.0,1.0,20181019180715.0,21077.0
74,,,,1.0,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,55.2,64.0,61.9,81,77,0,1,0.0,2.0,1.0,20181019180722.0,11077.0
75,,,,1.0,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,55.2,64.0,61.9,81,77,0,1,0.0,0.0,0.0,20181019180725.0,11077.0
76,,,,1.0,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,55.2,64.0,61.9,81,77,0,1,0.0,0.0,0.0,20181019180727.0,11077.0
77,,,,1.0,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,55.2,64.0,61.9,81,77,0,1,0.0,0.0,0.0,20181019180727.0,1084.0
78,,,,1.0,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,55.2,64.0,61.9,81,77,0,1,0.0,0.0,0.0,20181019180731.0,1084.0
79,,,,1.0,,7.0,6,11,22.0,20,15,14.0,16,13,0.0,1,2,8.0,10,6,55.2,64.0,61.9,81,77,0,1,0.0,0.0,0.0,20181019180731.0,1084.0
