,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
24,,,,第1节,,-3.5,0.83,3.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.56,,2.0,2.0,0.0,1,8.0,9.0,1.0,20180630123226.0,11077.0,0.66,1.1
25,,,,第1节,,-3.5,0.83,3.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.56,,2.0,2.0,0.0,1,8.0,8.0,1.0,20180630123227.0,11077.0,0.66,1.1
26,,,,第1节,,-3.5,0.83,3.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.56,,2.0,2.0,0.0,1,8.0,8.0,1.0,20180630123227.0,11077.0,0.66,1.1
27,,,,第1节,,-3.5,0.83,3.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.56,,2.0,2.0,0.0,1,7.0,49.0,1.0,20180630123245.0,11077.0,0.66,1.1
28,,,,第1节,,-3.5,0.83,3.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.56,,2.0,2.0,0.0,1,7.0,49.0,0.0,20180630123245.0,11077.0,0.66,1.1
29,,,,第1节,,-3.5,0.83,3.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.56,,2.0,2.0,0.0,1,7.0,49.0,0.0,20180630123245.0,11077.0,0.66,1.1
30,,,,第1节,,-3.5,0.83,3.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.56,,2.0,2.0,0.0,1,7.0,48.0,1.0,20180630123255.0,11077.0,0.66,1.1
31,,,,第1节,,-3.5,0.83,3.5,0.83,131.5,0.83,131.5,0.83,131.5,,0.56,,2.0,2.0,0.0,1,7.0,48.0,1.0,20180630123255.0,11077.0,0.66,1.1
32,,,,第1节,,-3.5,0.83,3.5,0.83,131.5,0.83,131.5,0.83,131.5,,0.56,,2.0,2.0,0.0,1,7.0,40.0,1.0,20180630123304.0,21077.0,0.66,1.1
33,,,,第1节,,-3.5,0.83,3.5,0.83,130.5,0.83,130.5,0.83,130.5,,0.56,,2.0,2.0,0.0,1,7.0,40.0,1.0,20180630123304.0,21077.0,0.66,1.1
34,,,,第1节,,-3.5,0.83,3.5,0.83,130.5,0.83,130.5,0.83,130.5,,0.0,,2.0,2.0,0.0,1,7.0,40.0,1.0,20180630123304.0,21077.0,0.66,1.1
35,,,,第1节,,-3.5,0.83,3.5,0.83,130.5,0.83,130.5,0.83,130.5,,0.0,,2.0,2.0,0.0,1,7.0,40.0,1.0,20180630123305.0,21077.0,0.66,1.1
36,,,,第1节,,-3.5,0.83,3.5,0.83,130.5,0.83,130.5,0.83,130.5,,0.0,,2.0,2.0,0.0,1,7.0,40.0,1.0,20180630123305.0,21074.0,0.66,1.1
37,,,,第1节,,-3.5,0.83,3.5,0.83,130.5,0.83,130.5,0.83,130.5,,0.0,,4.0,2.0,0.0,1,7.0,40.0,1.0,20180630123305.0,11077.0,0.66,1.1
38,,,,第1节,,-3.5,0.8,4.5,0.87,130.5,0.83,130.5,0.83,4.5,,0.0,,4.0,2.0,0.0,1,7.0,40.0,1.0,20180630123305.0,11077.0,0.66,1.1
39,,,,第1节,,-4.5,0.8,4.5,0.87,130.5,0.83,132.5,0.83,-4.5,,0.0,,4.0,2.0,0.0,1,7.0,40.0,1.0,20180630123305.0,11077.0,0.66,1.1
40,,,,第1节,,-4.5,0.8,4.5,0.87,132.5,0.83,132.5,0.83,132.5,,0.0,,4.0,2.0,0.0,1,7.0,40.0,1.0,20180630123305.0,11077.0,0.66,1.1
41,,,,第1节,,-4.5,0.8,4.5,0.87,132.5,0.83,132.5,0.83,132.5,,0.0,,4.0,2.0,0.0,1,7.0,34.0,1.0,20180630123309.0,11077.0,0.66,1.1
42,,,,第1节,,-4.5,0.8,4.5,0.87,132.5,0.83,132.5,0.83,132.5,,0.0,,4.0,2.0,0.0,1,7.0,34.0,1.0,20180630123309.0,11077.0,0.66,1.1
43,,,,第1节,,-4.5,0.8,4.5,0.87,132.5,0.83,132.5,0.83,132.5,,0.45,,4.0,2.0,0.0,1,7.0,33.0,1.0,20180630123312.0,11077.0,0.66,1.1
44,,,,第1节,,-4.5,0.8,4.5,0.87,132.5,0.83,132.5,0.83,132.5,,0.45,,4.0,2.0,0.0,1,7.0,33.0,1.0,20180630123312.0,11077.0,0.66,1.1
45,,,,第1节,,-4.5,0.8,4.5,0.87,132.5,0.83,132.5,0.83,132.5,,0.45,,4.0,2.0,0.0,1,7.0,17.0,1.0,20180630123327.0,11077.0,0.66,1.1
46,,,,第1节,,-4.5,0.87,5.5,0.8,132.5,0.83,132.5,0.83,5.5,,0.45,,4.0,2.0,0.0,1,7.0,17.0,1.0,20180630123327.0,21077.0,0.66,1.1
47,,,,第1节,,-5.5,0.87,5.5,0.8,132.5,0.83,131.5,0.83,-5.5,,0.45,,4.0,2.0,0.0,1,7.0,17.0,1.0,20180630123327.0,21077.0,0.66,1.1
48,,,,第1节,,-5.5,0.87,5.5,0.8,131.5,0.83,131.5,0.83,131.5,,0.45,,4.0,2.0,0.0,1,7.0,17.0,1.0,20180630123327.0,21077.0,0.66,1.1
49,,,,第1节,,-5.5,0.87,5.5,0.8,131.5,0.83,131.5,0.83,131.5,,0.0,,4.0,2.0,0.0,1,7.0,17.0,1.0,20180630123327.0,21077.0,0.66,1.1
50,,,,第1节,,-5.5,0.87,5.5,0.8,131.5,0.83,131.5,0.83,131.5,,0.0,,4.0,2.0,0.0,1,7.0,17.0,1.0,20180630123328.0,21077.0,0.66,1.1
51,,,,第1节,,-5.5,0.87,5.5,0.8,131.5,0.83,131.5,0.83,131.5,,0.0,,4.0,2.0,0.0,1,7.0,17.0,1.0,20180630123328.0,21077.0,0.66,1.1
52,,,,第1节,,-5.5,0.87,5.5,0.8,131.5,0.83,131.5,0.83,131.5,,0.0,,4.0,2.0,0.0,1,7.0,5.0,1.0,20180630123339.0,21077.0,0.66,1.1
53,,,,第1节,,-5.5,0.83,6.5,0.83,131.5,0.83,131.5,0.83,6.5,,0.0,,4.0,2.0,0.0,1,7.0,5.0,1.0,20180630123339.0,21077.0,0.66,1.1
54,,,,第1节,,-6.5,0.83,6.5,0.83,131.5,0.83,131.5,0.83,-6.5,,0.0,,4.0,2.0,0.0,1,7.0,5.0,1.0,20180630123339.0,21074.0,0.66,1.1
55,,,,第1节,,-6.5,0.83,6.5,0.83,131.5,0.83,131.5,0.83,-6.5,,0.0,,6.0,2.0,0.0,1,7.0,5.0,1.0,20180630123339.0,11077.0,0.66,1.1
56,,,,第1节,,-6.5,0.83,6.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,6.0,2.0,0.0,1,7.0,5.0,1.0,20180630123339.0,11077.0,0.66,1.1
57,,,,第1节,,-6.5,0.83,6.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,6.0,2.0,0.0,1,7.0,5.0,1.0,20180630123339.0,11077.0,0.66,1.1
58,,,,第1节,,-6.5,0.83,6.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,6.0,2.0,0.0,1,7.0,4.0,1.0,20180630123340.0,11077.0,0.66,1.1
59,,,,第1节,,-6.5,0.83,6.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.0,,6.0,2.0,0.0,1,7.0,4.0,1.0,20180630123340.0,11077.0,0.66,1.1
60,,,,第1节,,-6.5,0.83,6.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.0,,6.0,2.0,0.0,1,6.0,50.0,1.0,20180630123353.0,21077.0,0.66,1.1
61,,,,第1节,,-6.5,0.83,6.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.0,,6.0,2.0,0.0,1,6.0,50.0,1.0,20180630123353.0,21077.0,0.66,1.1
62,,,,第1节,,-6.5,0.83,6.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.0,,6.0,2.0,0.0,1,6.0,50.0,1.0,20180630123353.0,21074.0,0.66,1.1
63,,,,第1节,,-6.5,0.83,6.5,0.83,132.5,0.83,132.5,0.83,132.5,,0.0,,8.0,2.0,0.0,1,6.0,46.0,1.0,20180630123357.0,11077.0,0.66,1.1
64,,,,第1节,,-6.5,0.8,7.5,0.87,132.5,0.83,132.5,0.83,7.5,,0.0,,8.0,2.0,0.0,1,6.0,46.0,1.0,20180630123357.0,11077.0,0.66,1.1
65,,,,第1节,,-7.5,0.8,7.5,0.87,132.5,0.83,134.5,0.83,-7.5,,0.0,,8.0,2.0,0.0,1,6.0,46.0,1.0,20180630123357.0,11077.0,0.66,1.1
66,,,,第1节,,-7.5,0.8,7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,0.0,1,6.0,46.0,1.0,20180630123357.0,11077.0,0.66,1.1
67,,,,第1节,,-7.5,0.8,7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,0.0,1,6.0,46.0,1.0,20180630123357.0,11077.0,0.66,1.1
68,,,,第1节,,-7.5,0.8,7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,0.0,1,6.0,46.0,1.0,20180630123359.0,11077.0,0.66,1.1
69,,,,第1节,,-7.5,0.8,7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,1.0,1,6.0,46.0,1.0,20180630123359.0,11077.0,0.66,1.1
70,,,,第1节,,-7.5,0.8,7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,1.0,0.0,6.0,45.0,1.0,20180630123359.0,11077.0,0.66,1.1
71,,,,第1节,,-7.5,0.8,7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,0.0,0.0,6.0,45.0,1.0,20180630123359.0,11077.0,0.66,1.1
72,,,,第1节,,-7.5,0.8,7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,11077.0,0.66,1.1
73,,,,第1节,,-7.5,0.8,7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,11086.0,0.66,1.1
74,,,,第1节,,-7.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,8.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
75,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
76,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,1.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
77,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,1.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
78,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,1.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
79,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,1.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
80,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,1.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
81,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,1.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
82,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
83,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
84,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
85,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
86,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,-8.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
87,,,,第1节,,-8.5,0.87,9.5,0.8,134.5,0.83,134.5,0.83,9.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
88,,,,第1节,,-9.5,0.87,9.5,0.8,134.5,0.83,135.5,0.83,-9.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
89,,,,第1节,,-9.5,0.87,9.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
90,,,,第1节,,-9.5,0.87,9.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21077.0,0.66,1.1
91,,,,第1节,,-9.5,0.87,9.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,1:1,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21078.0,0.66,1.1
92,,,,第1节,,-9.5,0.83,8.5,0.83,135.5,0.83,135.5,0.83,8.5,,0.0,1:1,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21080.0,0.66,1.1
93,,,,第1节,,-8.5,0.83,8.5,0.83,135.5,0.83,134.5,0.83,-8.5,,0.0,1:1,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21080.0,0.66,1.1
94,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,1:1,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21080.0,0.66,1.1
95,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,1:1,8.0,2.0,0.0,1.0,6.0,45.0,0.0,20180630123400.0,21080.0,0.66,1.1
96,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,1.0,20180630123432.0,21077.0,0.66,1.1
97,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,8.0,2.0,0.0,1.0,6.0,45.0,1.0,20180630123432.0,21074.0,0.66,1.1
98,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,45.0,1.0,20180630123432.0,11077.0,0.66,1.1
99,,,,第1节,,-8.5,0.83,8.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,32.0,1.0,20180630123443.0,11077.0,0.66,1.1
100,,,,第1节,,-8.5,0.83,10.5,0.83,134.5,0.83,134.5,0.83,10.5,,0.0,,10.0,2.0,0.0,1.0,6.0,32.0,1.0,20180630123443.0,11077.0,0.66,1.1
101,,,,第1节,,-10.5,0.83,10.5,0.83,134.5,0.83,136.5,0.83,-10.5,,0.0,,10.0,2.0,0.0,1.0,6.0,32.0,1.0,20180630123443.0,11077.0,0.66,1.1
102,,,,第1节,,-10.5,0.83,10.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,10.0,2.0,0.0,1.0,6.0,32.0,1.0,20180630123443.0,11077.0,0.66,1.1
103,,,,第1节,,-10.5,0.83,10.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,10.0,2.0,0.0,1.0,6.0,32.0,1.0,20180630123443.0,11077.0,0.66,1.1
104,,,,第1节,,-10.5,0.83,10.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,10.0,2.0,0.0,1.0,6.0,32.0,1.0,20180630123445.0,11077.0,0.66,1.1
105,,,,第1节,,-10.5,0.83,10.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,10.0,2.0,0.0,1.0,6.0,32.0,0.0,20180630123445.0,11077.0,0.66,1.1
106,,,,第1节,,-10.5,0.83,10.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,10.0,2.0,0.0,0.0,6.0,16.0,0.0,20180630123459.0,11077.0,0.66,1.1
107,,,,第1节,,-10.5,0.83,10.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,10.0,2.0,0.0,0.0,6.0,16.0,0.0,20180630123459.0,11077.0,0.66,1.1
108,,,,第1节,,-10.5,0.83,10.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,10.0,2.0,0.0,1.0,6.0,16.0,0.0,20180630123500.0,11077.0,0.66,1.1
109,,,,第1节,,-10.5,0.83,10.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,10.0,2.0,0.0,1.0,6.0,16.0,0.0,20180630123500.0,21086.0,0.66,1.1
110,,,,第1节,,-10.5,0.87,10.5,0.8,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,16.0,0.0,20180630123500.0,11077.0,0.66,1.1
111,,,,第1节,,-10.5,0.87,10.5,0.8,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,16.0,1.0,20180630123552.0,11077.0,0.66,1.1
112,,,,第1节,,-10.5,0.87,10.5,0.8,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,16.0,1.0,20180630123552.0,11077.0,0.66,1.1
113,,,,第1节,,-10.5,0.87,10.5,0.8,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,16.0,1.0,20180630123553.0,11077.0,0.66,1.1
114,,,,第1节,,-10.5,0.83,10.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,16.0,1.0,20180630123553.0,21077.0,0.66,1.1
115,,,,第1节,,-10.5,0.83,10.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,8.0,1.0,20180630123601.0,21077.0,0.66,1.1
116,,,,第1节,,-10.5,0.83,10.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,8.0,1.0,20180630123601.0,21077.0,0.66,1.1
117,,,,第1节,,-10.5,0.83,10.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,8.0,1.0,20180630123602.0,21077.0,0.66,1.1
118,,,,第1节,,-10.5,0.83,10.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,10.0,2.0,0.0,1.0,6.0,8.0,1.0,20180630123602.0,21074.0,0.66,1.1
119,,,,第1节,,-10.5,0.83,10.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,12.0,2.0,0.0,1.0,6.0,8.0,1.0,20180630123602.0,11077.0,0.66,1.1
120,,,,第1节,,-10.5,0.83,10.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,12.0,2.0,0.0,1.0,6.0,3.0,1.0,20180630123608.0,11077.0,0.66,1.1
121,,,,第1节,,-10.5,0.8,11.5,0.87,134.5,0.83,134.5,0.83,11.5,,0.0,,12.0,2.0,0.0,1.0,6.0,3.0,1.0,20180630123608.0,11077.0,0.66,1.1
122,,,,第1节,,-11.5,0.8,11.5,0.87,134.5,0.83,136.5,0.83,-11.5,,0.0,,12.0,2.0,0.0,1.0,6.0,3.0,1.0,20180630123608.0,11077.0,0.66,1.1
123,,,,第1节,,-11.5,0.8,11.5,0.87,136.5,0.83,136.5,0.83,136.5,,0.0,,12.0,2.0,0.0,1.0,6.0,3.0,1.0,20180630123608.0,11077.0,0.66,1.1
124,,,,第1节,,-11.5,0.8,11.5,0.87,136.5,0.83,136.5,0.83,136.5,,0.0,,12.0,2.0,0.0,1.0,6.0,3.0,1.0,20180630123608.0,11077.0,0.66,1.1
125,,,,第1节,,-11.5,0.8,11.5,0.87,136.5,0.83,136.5,0.83,136.5,,0.0,,12.0,2.0,0.0,1.0,6.0,2.0,1.0,20180630123610.0,11077.0,0.66,1.1
126,,,,第1节,,-11.5,0.87,12.5,0.8,136.5,0.83,136.5,0.83,12.5,,0.0,,12.0,2.0,0.0,1.0,6.0,2.0,1.0,20180630123610.0,11077.0,0.66,1.1
127,,,,第1节,,-12.5,0.87,12.5,0.8,136.5,0.83,135.5,0.83,-12.5,,0.0,,12.0,2.0,0.0,1.0,6.0,2.0,1.0,20180630123610.0,11077.0,0.66,1.1
128,,,,第1节,,-12.5,0.87,12.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,12.0,2.0,0.0,1.0,6.0,2.0,1.0,20180630123610.0,11077.0,0.66,1.1
129,,,,第1节,,-12.5,0.87,12.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,12.0,2.0,0.0,1.0,5.0,53.0,1.0,20180630123618.0,11077.0,0.66,1.1
130,,,,第1节,,-12.5,0.87,12.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,12.0,2.0,0.0,1.0,5.0,53.0,1.0,20180630123618.0,21077.0,0.66,1.1
131,,,,第1节,,-12.5,0.87,12.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,12.0,2.0,0.0,1.0,5.0,53.0,1.0,20180630123618.0,21075.0,0.66,1.1
132,,,,第1节,,-12.5,0.87,12.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,15.0,2.0,0.0,1.0,5.0,53.0,1.0,20180630123618.0,11077.0,0.66,1.1
133,,,,第1节,,-12.5,0.87,12.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,15.0,2.0,0.0,1.0,5.0,28.0,1.0,20180630123643.0,11077.0,0.66,1.1
134,,,,第1节,,-12.5,0.83,14.5,0.83,135.5,0.83,135.5,0.83,14.5,,0.0,,15.0,2.0,0.0,1.0,5.0,28.0,1.0,20180630123643.0,11077.0,0.66,1.1
135,,,,第1节,,-14.5,0.83,14.5,0.83,135.5,0.83,137.5,0.83,-14.5,,0.0,,15.0,2.0,0.0,1.0,5.0,28.0,1.0,20180630123643.0,11077.0,0.66,1.1
136,,,,第1节,,-14.5,0.83,14.5,0.83,137.5,0.83,137.5,0.83,137.5,,0.0,,15.0,2.0,0.0,1.0,5.0,28.0,1.0,20180630123643.0,11077.0,0.66,1.1
137,,,,第1节,,-14.5,0.83,14.5,0.83,137.5,0.83,137.5,0.83,137.5,,0.0,,15.0,2.0,0.0,1.0,5.0,28.0,1.0,20180630123643.0,11077.0,0.66,1.1
