,AM,AS,CB,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
1125,,,SGTHUS,第3节,第3节,-1.5,0.8,1.5,0.87,168.5,0.91,168.5,0.77,168.5,3.0,9481210.0,1.2,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,62.0,0.0,0.0,1,0.0,1~GD,34.0,0.0,20180721102310.0,21077.0,,0.83,0.83
1126,,,SGTHUS,第3节,第3节,-1.5,0.8,1.5,0.87,168.5,0.91,168.5,0.77,168.5,3.0,9481210.0,1.2,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,62.0,0.0,0.0,1,0.0,1~GD,34.0,1.0,20180721102325.0,21077.0,,0.83,0.83
1127,,,SGTHUS,第3节,第3节,-1.5,0.8,1.5,0.87,169.5,0.8,168.5,0.87,169.5,3.0,9481210.0,1.2,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,62.0,0.0,0.0,1,0.0,1~GD,34.0,1.0,20180721102325.0,21077.0,,0.83,0.83
1128,,,SGTHUS,第3节,第3节,-1.5,0.8,1.5,0.87,169.5,0.8,169.5,0.87,169.5,3.0,9481210.0,1.2,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,62.0,0.0,0.0,1,0.0,1~GD,36.0,1.0,20180721102325.0,21077.0,,0.83,0.83
1129,,,SGTHUS,第3节,第3节,-1.5,0.8,1.5,0.87,168.5,0.83,169.5,0.83,168.5,3.0,9481210.0,1.2,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,62.0,0.0,0.0,1,0.0,1~GD,36.0,1.0,20180721102325.0,21077.0,,0.83,0.83
1130,,,SGTHUS,第3节,第3节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,3.0,9481210.0,1.2,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,62.0,0.0,0.0,1,0.0,1~GD,28.0,1.0,20180721102333.0,21077.0,,0.83,0.83
1131,,,SGTHUS,第3节,第3节,-1.5,0.8,1.5,0.87,168.5,0.83,168.5,0.83,168.5,3.0,9481210.0,1.2,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,62.0,0.0,0.0,1,0.0,1~GD,28.0,1.0,20180721102333.0,21077.0,,0.83,0.83
1132,,,SGTHUS,第3节,第3节,-1.5,0.8,1.5,0.87,170.5,0.83,168.5,0.83,170.5,3.0,9481210.0,0.56,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,28.0,1.0,20180721102334.0,21077.0,,0.83,0.83
1133,,,SGTHUS,第3节,第3节,-2.5,0.8,1.5,0.87,170.5,0.83,170.5,0.83,170.5,3.0,9481210.0,1.3,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,28.0,1.0,20180721102334.0,21077.0,,0.83,0.83
1134,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.87,170.5,0.83,170.5,0.83,-2.5,3.0,9481210.0,1.3,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,28.0,1.0,20180721102334.0,21077.0,,0.83,0.83
1135,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,170.5,0.83,170.5,0.83,2.5,3.0,9481210.0,1.3,^,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,27.0,1.0,20180721102334.0,21074^11077,,0.83,0.83
1136,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,170.5,0.77,170.5,0.83,2.5,3.0,9481210.0,1.3,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,27.0,1.0,20180721102343.0,11077.0,,0.83,0.83
1137,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,170.5,0.77,170.5,0.91,2.5,3.0,9481210.0,1.3,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,19.0,1.0,20180721102343.0,11077.0,,0.83,0.83
1138,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,170.5,0.77,170.5,0.91,2.5,3.0,9481210.0,1.3,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,19.0,1.0,20180721102351.0,11077.0,,0.83,0.83
1139,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,169.5,0.83,170.5,0.83,169.5,3.0,9481210.0,1.3,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,11.0,1.0,20180721102351.0,11077.0,,0.83,0.83
1140,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,169.5,0.87,169.5,0.83,169.5,3.0,9481210.0,1.3,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,11.0,1.0,20180721102351.0,11077.0,,0.83,0.83
1141,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,168.5,0.87,169.5,0.8,168.5,3.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,3.0,1.0,20180721102359.0,11077.0,,0.83,0.83
1142,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,168.5,0.87,168.5,0.8,168.5,3.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,3.0,1.0,20180721102359.0,11077.0,,0.83,0.83
1143,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,168.5,0.87,168.5,0.8,168.5,3.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,3.0,1.0,20180721102400.0,11077.0,,0.83,0.83
1144,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,168.5,0.87,168.5,0.8,168.5,3.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,3.0,1.0,20180721102400.0,11077.0,,0.83,0.83
1145,,,SGTHUS,第3节,第3节,-2.5,0.83,2.5,0.83,168.5,0.83,168.5,0.83,168.5,3.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,1.0,1.0,20180721102404.0,11077.0,,0.83,0.83
1146,,,SGTHUS,第3节,第3节,-3.5,0.83,3.5,0.83,168.5,0.83,168.5,0.83,-3.5,3.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,1.0,1.0,20180721102404.0,21077.0,,0.83,0.83
1147,,,SGTHUS,第3节,第3节,-3.5,0.83,3.5,0.83,168.5,0.83,168.5,0.83,3.5,3.0,9481210.0,0.47,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,1.0,1.0,20180721102404.0,21077.0,,0.83,0.83
1148,,,SGTHUS,第3节,第3节,-3.5,0.83,3.5,0.83,168.5,0.83,168.5,0.83,3.5,3.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721102406.0,21077.0,,0.83,0.83
1149,,,SGTHUS,第3节,第3节,-2.5,0.77,2.5,0.83,168.5,0.83,168.5,0.83,-2.5,3.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721102406.0,21077.0,,0.83,0.83
1150,,,SGTHUS,第3节,第3节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,3.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180721102407.0,21077.0,,0.83,0.83
1151,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,1.0,5.0,17.0,14.0,1.0,1.0,73.7,61.0,61.0,64.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721102407.0,21077.0,,0.83,0.83
1152,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180721102419.0,1082.0,,0.83,0.83
1153,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,10.0,1~GD,0.0,0.0,20180721102419.0,1082.0,,0.83,0.83
1154,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,10.0,1~GD,0.0,0.0,20180721102419.0,1082.0,,0.83,0.83
1155,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,10.0,1~GD,0.0,0.0,20180721102419.0,1082.0,,0.83,0.83
1156,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,10.0,1~GD,0.0,0.0,20180721102419.0,1082.0,,0.83,0.83
1157,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,10.0,1~GD,0.0,0.0,20180721102419.0,1082.0,,0.83,0.83
1158,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,10.0,1~GD,0.0,0.0,20180721102530.0,1082.0,,0.83,0.83
1159,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,10.0,1~GD,0.0,0.0,20180721102530.0,1082.0,,0.83,0.83
1160,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,10.0,1~GD,0.0,0.0,20180721102632.0,1082.0,,0.83,0.83
1161,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,10.0,1~GD,0.0,1.0,20180721102632.0,1082.0,,0.83,0.83
1162,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,168.5,0.83,168.5,0.83,2.5,4.0,9481210.0,0.0,^,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,9.0,1~GD,59.0,1.0,20180721102633.0,01090^21077,,0.83,0.83
1163,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,167.5,0.87,168.5,0.8,167.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,9.0,1~GD,59.0,1.0,20180721102633.0,11077.0,,0.83,0.83
1164,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,167.5,0.87,167.5,0.8,167.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,9.0,1~GD,51.0,1.0,20180721102641.0,11077.0,,0.83,0.83
1165,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,167.5,0.8,167.5,0.8,167.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,9.0,1~GD,51.0,1.0,20180721102641.0,11077.0,,0.83,0.83
1166,,,SGTHUS,第4节,第4节,-2.5,0.77,2.5,0.91,167.5,0.8,167.5,0.87,167.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,9.0,1~GD,44.0,1.0,20180721102648.0,11077.0,,0.83,0.83
1167,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.91,167.5,0.8,167.5,0.87,-3.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,1.0,1,9.0,1~GD,44.0,1.0,20180721102648.0,11077.0,,0.83,0.83
1168,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.77,167.5,0.87,167.5,0.87,3.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180721102654.0,21077.0,,0.83,0.83
1169,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.77,166.5,0.87,167.5,0.87,166.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180721102654.0,21077.0,,0.83,0.83
1170,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.77,166.5,0.87,166.5,0.8,166.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180721102654.0,21077.0,,0.83,0.83
1171,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.77,166.5,0.87,166.5,0.8,166.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180721102654.0,21077.0,,0.83,0.83
1172,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.77,166.5,0.87,166.5,0.8,166.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180721102654.0,21077.0,,0.83,0.83
1173,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.77,166.5,0.8,166.5,0.87,166.5,4.0,9481210.0,0.45,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180721102654.0,21077.0,,0.83,0.83
1174,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.77,166.5,0.8,166.5,0.87,166.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,0.0,1,9.0,1~GD,30.0,1.0,20180721102702.0,21077.0,,0.83,0.83
1175,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.77,167.5,0.83,166.5,0.83,167.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,64.0,0.0,0.0,1,9.0,1~GD,30.0,1.0,20180721102702.0,21077.0,,0.83,0.83
1176,,,SGTHUS,第4节,第4节,-3.5,0.91,3.5,0.77,167.5,0.83,167.5,0.83,167.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,66.0,0.0,0.0,1,9.0,1~GD,22.0,1.0,20180721102710.0,21077.0,,0.83,0.83
1177,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.77,167.5,0.83,167.5,0.83,-4.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,66.0,0.0,0.0,1,9.0,1~GD,22.0,1.0,20180721102710.0,21077.0,,0.83,0.83
1178,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,167.5,0.83,167.5,0.83,4.5,4.0,9481210.0,0.0,^,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,66.0,0.0,0.0,1,9.0,1~GD,22.0,1.0,20180721102711.0,21074^11077,,0.83,0.83
1179,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,167.5,0.83,167.5,0.83,4.5,4.0,9481210.0,0.0,^,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,66.0,0.0,0.0,1,9.0,1~GD,22.0,1.0,20180721102711.0,21074^11077,,0.83,0.83
1180,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,167.5,0.83,167.5,0.83,4.5,4.0,9481210.0,0.0,^,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,66.0,0.0,0.0,1,9.0,1~GD,20.0,1.0,20180721102712.0,21074^11077,,0.83,0.83
1181,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,166.5,0.91,167.5,0.83,166.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,66.0,0.0,0.0,1,9.0,1~GD,20.0,1.0,20180721102712.0,11077.0,,0.83,0.83
1182,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,166.5,0.91,166.5,0.77,166.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,61.0,61.0,66.0,0.0,0.0,1,9.0,1~GD,12.0,1.0,20180721102720.0,11077.0,,0.83,0.83
1183,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,168.5,0.91,166.5,0.77,168.5,4.0,9481210.0,0.45,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,63.0,61.0,66.0,0.0,0.0,1,9.0,1~GD,12.0,1.0,20180721102720.0,11077.0,,0.83,0.83
1184,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,168.5,0.91,168.5,0.77,168.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,63.0,63.0,66.0,0.0,0.0,1,9.0,1~GD,9.0,1.0,20180721102723.0,11077.0,,0.83,0.83
1185,,,SGTHUS,第4节,第4节,-3.5,0.87,3.5,0.83,168.5,0.91,168.5,0.77,-3.5,4.0,9481210.0,0.0,,0.0,5.0,17.0,14.0,1.0,0.0,73.7,63.0,63.0,66.0,0.0,0.0,1,9.0,1~GD,9.0,1.0,20180721102723.0,11077.0,,0.83,0.83
1186,,,SGTHUS,第4节,第4节,-3.5,0.87,3.5,0.8,168.5,0.91,168.5,0.77,3.5,4.0,9481210.0,0.0,^,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,66.0,0.0,0.0,1,9.0,1~GD,9.0,1.0,20180721102724.0,11074^21077,,0.83,0.83
1187,,,SGTHUS,第4节,第4节,-3.5,0.87,3.5,0.8,168.5,0.8,168.5,0.87,3.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,66.0,0.0,0.0,1,9.0,1~GD,9.0,1.0,20180721102724.0,21077.0,,0.83,0.83
1188,,,SGTHUS,第4节,第4节,-3.5,0.87,3.5,0.8,168.5,0.8,168.5,0.87,3.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,66.0,0.0,0.0,1,9.0,1~GD,1.0,1.0,20180721102732.0,21077.0,,0.83,0.83
1189,,,SGTHUS,第4节,第4节,-3.5,0.87,3.5,0.8,167.5,0.83,168.5,0.83,167.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,66.0,0.0,0.0,1,9.0,1~GD,1.0,1.0,20180721102732.0,21077.0,,0.83,0.83
1190,,,SGTHUS,第4节,第4节,-3.5,0.87,3.5,0.8,167.5,0.83,167.5,0.83,167.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,66.0,0.0,0.0,1,8.0,1~GD,53.0,1.0,20180721102740.0,21077.0,,0.83,0.83
1191,,,SGTHUS,第4节,第4节,-3.5,0.87,3.5,0.8,169.5,0.8,167.5,0.87,169.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,66.0,0.0,0.0,1,8.0,1~GD,53.0,1.0,20180721102740.0,21077.0,,0.83,0.83
1192,,,SGTHUS,第4节,第4节,-3.5,0.87,3.5,0.8,169.5,0.8,169.5,0.87,169.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,68.0,0.0,0.0,1,8.0,1~GD,46.0,1.0,20180721102747.0,21077.0,,0.83,0.83
1193,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.8,169.5,0.8,169.5,0.87,-4.5,4.0,9481210.0,0.0,^,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,68.0,0.0,0.0,1,8.0,1~GD,46.0,1.0,20180721102747.0,21074^11077,,0.83,0.83
1194,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,169.5,0.8,169.5,0.87,4.5,4.0,9481210.0,0.0,^,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,68.0,0.0,0.0,1,8.0,1~GD,45.0,1.0,20180721102748.0,21074^11077,,0.83,0.83
1195,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,168.5,0.83,169.5,0.83,168.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,68.0,0.0,0.0,1,8.0,1~GD,45.0,1.0,20180721102748.0,11077.0,,0.83,0.83
1196,,,SGTHUS,第4节,第4节,-4.5,0.83,4.5,0.83,168.5,0.83,168.5,0.83,168.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,68.0,0.0,0.0,1,8.0,1~GD,38.0,1.0,20180721102755.0,11077.0,,0.83,0.83
1197,,,SGTHUS,第4节,第4节,-5.5,0.91,5.5,0.83,168.5,0.83,168.5,0.83,-5.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,68.0,0.0,0.0,1,8.0,1~GD,38.0,1.0,20180721102755.0,11077.0,,0.83,0.83
1198,,,SGTHUS,第4节,第4节,-5.5,0.91,5.5,0.77,168.5,0.8,168.5,0.83,5.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,68.0,0.0,0.0,1,8.0,1~GD,38.0,1.0,20180721102755.0,21077.0,,0.83,0.83
1199,,,SGTHUS,第4节,第4节,-5.5,0.91,5.5,0.77,170.5,0.8,168.5,0.87,170.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,68.0,0.0,0.0,1,8.0,1~GD,38.0,1.0,20180721102755.0,21077.0,,0.83,0.83
1200,,,SGTHUS,第4节,第4节,-5.5,0.91,5.5,0.77,170.5,0.8,170.5,0.87,170.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,32.0,1.0,20180721102801.0,21077.0,,0.83,0.83
1201,,,SGTHUS,第4节,第4节,-6.5,0.83,6.5,0.77,170.5,0.8,170.5,0.87,-6.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,32.0,1.0,20180721102801.0,21077.0,,0.83,0.83
1202,,,SGTHUS,第4节,第4节,-6.5,0.83,6.5,0.83,170.5,0.77,170.5,0.91,6.5,4.0,9481210.0,0.0,^,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,30.0,0.0,20180721102803.0,21074^11077,,0.83,0.83
1203,,,SGTHUS,第4节,第4节,-6.5,0.87,6.5,0.8,170.5,0.77,170.5,0.91,6.5,4.0,9481210.0,0.0,^,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,30.0,0.0,20180721102803.0,21074^11077,,0.83,0.83
1204,,,SGTHUS,第4节,第4节,-6.5,0.87,6.5,0.8,170.5,0.77,170.5,0.91,6.5,4.0,9481210.0,0.0,^,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,30.0,0.0,20180721102804.0,21074^11077,,0.83,0.83
1205,,,SGTHUS,第4节,第4节,-6.5,0.87,6.5,0.8,170.5,0.8,170.5,0.91,6.5,4.0,9481210.0,0.0,^,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,30.0,0.0,20180721102804.0,21074^11077,,0.83,0.83
1206,44.0,5.0,SGTHUS,第4节,第4节,-6.5,0.87,6.5,0.8,170.5,0.8,170.5,0.87,6.5,4.0,9481210.0,0.0,^,0.0,5.0,18.0,14.0,1.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,31.0,0.0,20180721102805.0,21074^11077,,0.83,0.83
1207,44.0,5.0,SGTHUS,第4节,第4节,-6.5,0.83,6.5,0.83,170.5,0.8,170.5,0.87,6.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,0.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,31.0,0.0,20180721102805.0,11081.0,,0.83,0.83
1208,,,SGTHUS,第4节,第4节,-6.5,0.83,6.5,0.83,170.5,0.8,170.5,0.87,6.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,0.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,31.0,1.0,20180721102937.0,11081.0,,0.83,0.83
1209,,,SGTHUS,第4节,第4节,-6.5,0.83,6.5,0.83,169.5,0.83,170.5,0.83,169.5,4.0,9481210.0,0.0,,0.0,5.0,18.0,14.0,0.0,0.0,73.7,63.0,63.0,70.0,0.0,0.0,1,8.0,1~GD,31.0,1.0,20180721102937.0,11077.0,,0.83,0.83
