,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
200,第2节,第2节,28.5,0.83,-28.5,0.83,156.5,0.83,156.5,0.83,28.5,2.0,,,2.0,2.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,13.0,20.0,1.0,1.0,9.0,GD,46.0,0,,11077.0,0.0,0.0
201,第2节,第2节,28.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,-26.5,2.0,,,2.0,2.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,13.0,20.0,1.0,1.0,9.0,GD,46.0,0,,11077.0,0.0,0.0
202,第2节,第2节,26.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,26.5,2.0,,,2.0,2.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,13.0,20.0,1.0,1.0,9.0,GD,39.0,0,,11077.0,0.0,0.0
203,第2节,第2节,26.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,26.5,2.0,,,2.0,2.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,13.0,20.0,1.0,1.0,9.0,GD,39.0,0,,11077.0,0.0,0.0
204,第2节,第2节,26.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,26.5,2.0,,,2.0,2.0,4.0,3.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,13.0,20.0,1.0,1.0,9.0,GD,17.0,0,,11077.0,0.0,0.0
205,第2节,第2节,26.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,26.5,2.0,,,2.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,13.0,15.0,1.0,1.0,9.0,GD,17.0,0,,21074.0,0.0,0.0
206,第2节,第2节,26.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,26.5,2.0,,,2.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,1.0,1.0,9.0,GD,17.0,0,,11077.0,0.0,0.0
207,第2节,第2节,26.5,0.83,-25.5,0.83,156.5,0.83,156.5,0.83,-25.5,2.0,,,2.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,1.0,1.0,9.0,GD,17.0,0,,11077.0,0.0,0.0
208,第2节,第2节,25.5,0.83,-25.5,0.83,156.5,0.83,156.5,0.83,25.5,2.0,,,2.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,0.0,1.0,9.0,GD,17.0,0,,11077.0,0.0,0.0
209,第2节,第2节,25.5,0.83,-25.5,0.83,156.5,0.83,156.5,0.83,25.5,2.0,,,2.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,0.0,1.0,8.0,GD,58.0,0,,11077.0,0.0,0.0
210,第2节,第2节,25.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,-26.5,2.0,,,2.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,0.0,1.0,8.0,GD,58.0,0,,11077.0,0.0,0.0
211,第2节,第2节,26.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,26.5,2.0,,,3.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,23.0,20.0,0.0,1.0,8.0,GD,58.0,0,,11075.0,0.0,0.0
212,第2节,第2节,26.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,26.5,2.0,,,3.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,23.0,0.0,1.0,8.0,GD,58.0,0,,21077.0,0.0,0.0
213,第2节,第2节,26.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,26.5,2.0,,,3.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,20.0,23.0,1.0,1.0,8.0,GD,58.0,0,,11077.0,0.0,0.0
214,第2节,第2节,26.5,0.87,-26.5,0.8,156.5,0.83,156.5,0.83,26.5,2.0,,,3.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,1.0,0.0,9.0,GD,46.0,0,,11077.0,0.0,0.0
215,第2节,第2节,26.5,0.87,-25.5,0.8,156.5,0.83,156.5,0.83,-25.5,2.0,,,3.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,1.0,0.0,9.0,GD,46.0,0,,11077.0,0.0,0.0
216,第2节,第2节,25.5,0.87,-25.5,0.8,156.5,0.83,156.5,0.83,25.5,2.0,,,3.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,1.0,1.0,7.0,GD,51.0,0,,21077.0,0.0,0.0
217,第2节,第2节,25.5,0.83,-24.5,0.83,156.5,0.83,156.5,0.83,-24.5,2.0,,,3.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,1.0,1.0,7.0,GD,51.0,0,,21077.0,0.0,0.0
218,第2节,第2节,24.5,0.83,-24.5,0.83,156.5,0.83,156.5,0.83,24.5,2.0,,,3.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,20.0,1.0,1.0,7.0,GD,2.0,0,,21077.0,0.0,0.0
219,第2节,第2节,24.5,0.83,-24.5,0.83,156.5,0.83,156.5,0.83,24.5,2.0,,,3.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,15.0,17.0,1.0,1.0,7.0,GD,2.0,0,,21074.0,0.0,0.0
220,第2节,第2节,24.5,0.83,-24.5,0.83,156.5,0.83,156.5,0.83,24.5,2.0,,,3.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,17.0,20.0,1.0,1.0,7.0,GD,2.0,0,,11077.0,0.0,0.0
221,第2节,第2节,24.5,0.83,-24.5,0.83,156.5,0.83,156.5,0.83,24.5,2.0,,,3.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,17.0,20.0,1.0,1.0,6.0,GD,43.0,0,,11077.0,0.0,0.0
222,第2节,第2节,24.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,-23.5,2.0,,,3.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,17.0,20.0,1.0,1.0,6.0,GD,43.0,0,,11077.0,0.0,0.0
223,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,3.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,17.0,20.0,1.0,1.0,6.0,GD,26.0,0,,11077.0,0.0,0.0
224,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,3.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,17.0,20.0,1.0,1.0,9.0,GD,26.0,0,,11077.0,0.0,0.0
225,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,3.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,17.0,20.0,1.0,1.0,9.0,GD,46.0,0,,11077.0,0.0,0.0
226,第2节,第2节,23.5,0.83,-24.5,0.83,156.5,0.83,156.5,0.83,-24.5,2.0,1:1,,3.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,17.0,20.0,1.0,1.0,9.0,GD,46.0,0,,21078.0,0.0,0.0
227,第2节,第2节,24.5,0.83,-24.5,0.83,156.5,0.83,156.5,0.83,24.5,2.0,1:1,,3.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,71.4,20.0,17.0,20.0,1.0,1.0,6.0,GD,26.0,0,,21078.0,0.0,0.0
228,第2节,第2节,24.5,0.83,-24.5,0.83,156.5,0.83,156.5,0.83,24.5,2.0,1:1,,3.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,17.0,18.0,1.0,1.0,6.0,GD,26.0,0,,21079.0,0.0,0.0
229,第2节,第2节,24.5,0.83,-24.5,0.83,156.5,0.83,156.5,0.83,24.5,2.0,,,3.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,18.0,20.0,1.0,1.0,6.0,GD,26.0,0,,11077.0,0.0,0.0
230,第2节,第2节,24.5,0.83,-22.5,0.83,156.5,0.83,156.5,0.83,-22.5,2.0,,,3.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,18.0,20.0,1.0,1.0,6.0,GD,26.0,0,,11077.0,0.0,0.0
231,第2节,第2节,22.5,0.83,-22.5,0.83,156.5,0.83,156.5,0.83,22.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,22.0,20.0,1.0,1.0,6.0,GD,26.0,0,,11074.0,0.0,0.0
232,第2节,第2节,22.5,0.83,-22.5,0.83,156.5,0.83,156.5,0.83,22.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,6.0,GD,26.0,0,,21077.0,0.0,0.0
233,第2节,第2节,22.5,0.83,-22.5,0.83,156.5,0.83,156.5,0.83,22.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,6.0,GD,0.0,0,,21077.0,0.0,0.0
234,第2节,第2节,22.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,-23.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,6.0,GD,0.0,0,,21077.0,0.0,0.0
235,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,5.0,GD,37.0,0,,21077.0,0.0,0.0
236,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,5.0,GD,37.0,0,,21077.0,0.0,0.0
237,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,5.0,GD,33.0,0,,21077.0,0.0,0.0
238,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,5.0,GD,33.0,0,,11086.0,0.0,0.0
239,第2节,第2节,23.5,0.87,-22.5,0.8,156.5,0.83,156.5,0.83,-22.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,5.0,GD,33.0,0,,21077.0,0.0,0.0
240,第2节,第2节,22.5,0.87,-22.5,0.8,156.5,0.83,156.5,0.83,22.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,5.0,GD,33.0,0,,21077.0,0.0,0.0
241,第2节,第2节,22.5,0.87,-20.5,0.8,156.5,0.83,156.5,0.83,-20.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,33.3,18.0,22.0,1.0,1.0,5.0,GD,33.0,0,,21077.0,0.0,0.0
242,第2节,第2节,20.5,0.87,-20.5,0.8,156.5,0.83,156.5,0.83,20.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,33.3,18.0,22.0,0.0,1.0,5.0,GD,33.0,0,,21077.0,0.0,0.0
243,第2节,第2节,20.5,0.87,-20.5,0.8,156.5,0.83,156.5,0.83,20.5,2.0,,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,33.3,18.0,22.0,0.0,1.0,5.0,GD,12.0,0,,21077.0,0.0,0.0
244,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,1:2,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,33.3,18.0,22.0,0.0,1.0,5.0,GD,12.0,0,,21078.0,0.0,0.0
245,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,1:2,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,33.3,18.0,22.0,0.0,1.0,5.0,GD,33.0,0,,21078.0,0.0,0.0
246,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,1:2,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,28.6,18.0,22.0,0.0,1.0,5.0,GD,33.0,0,,21080.0,0.0,0.0
247,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,2:2,,3.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,0.0,71.4,28.6,18.0,22.0,0.0,1.0,5.0,GD,12.0,0,,21078.0,0.0,0.0
248,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,2:2,,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,18.0,19.0,0.0,1.0,5.0,GD,12.0,0,,21079.0,0.0,0.0
249,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,,,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,22.0,0.0,1.0,5.0,GD,12.0,0,,11077.0,0.0,0.0
250,第2节,第2节,20.5,0.83,-18.5,0.83,156.5,0.83,156.5,0.83,-18.5,2.0,,,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,22.0,0.0,1.0,5.0,GD,12.0,0,,11077.0,0.0,0.0
251,第2节,第2节,18.5,0.83,-18.5,0.83,156.5,0.83,156.5,0.83,18.5,2.0,,,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,22.0,0.0,1.0,4.0,GD,56.0,0,,11077.0,0.0,0.0
252,第2节,第2节,18.5,0.83,-18.5,0.83,156.5,0.83,156.5,0.83,18.5,2.0,,,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,22.0,0.0,1.0,4.0,GD,56.0,0,,11077.0,0.0,0.0
253,第2节,第2节,18.5,0.83,-18.5,0.83,156.5,0.83,156.5,0.83,18.5,2.0,,,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,22.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
254,第2节,第2节,18.5,0.83,-18.5,0.83,156.5,0.83,156.5,0.83,18.5,2.0,,,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,25.0,22.0,0.0,1.0,4.0,GD,53.0,0,,11075.0,0.0,0.0
255,第2节,第2节,18.5,0.83,-18.5,0.83,156.5,0.83,156.5,0.83,18.5,2.0,,,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,25.0,0.0,1.0,4.0,GD,53.0,0,,21077.0,0.0,0.0
256,第2节,第2节,18.5,0.87,-19.5,0.8,156.5,0.83,156.5,0.83,-19.5,2.0,,,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,25.0,0.0,1.0,4.0,GD,53.0,0,,21077.0,0.0,0.0
257,第2节,第2节,19.5,0.87,-19.5,0.83,156.5,0.83,156.5,0.83,19.5,2.0,,,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,25.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
258,第2节,第2节,19.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,-20.5,2.0,,,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,25.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
259,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,,,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,25.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
260,第2节,第2节,20.5,0.83,-22.5,0.83,156.5,0.83,156.5,0.83,-22.5,2.0,,,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,25.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
261,第2节,第2节,22.5,0.83,-22.5,0.83,156.5,0.83,156.5,0.83,22.5,2.0,,,4.0,2.0,6.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,27.0,25.0,0.0,1.0,4.0,GD,53.0,0,,11074.0,0.0,0.0
262,第2节,第2节,22.5,0.83,-22.5,0.83,156.5,0.83,156.5,0.83,22.5,2.0,,,4.0,2.0,6.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,27.0,0.0,1.0,4.0,GD,53.0,0,,21077.0,0.0,0.0
263,第2节,第2节,22.5,0.8,-23.5,0.87,156.5,0.83,156.5,0.83,-23.5,2.0,,,4.0,2.0,6.0,5.0,5.0,3.0,5.0,5.0,2.0,0.0,71.4,37.5,19.0,27.0,0.0,1.0,4.0,GD,53.0,0,,21077.0,0.0,0.0
264,第2节,第2节,23.5,0.8,-23.5,0.87,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,6.0,5.0,6.0,3.0,5.0,5.0,2.0,0.0,75.0,37.5,19.0,28.0,0.0,1.0,4.0,GD,53.0,0,,21077.0,0.0,0.0
265,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,6.0,5.0,6.0,4.0,5.0,5.0,2.0,0.0,75.0,44.4,19.0,20.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
266,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,6.0,5.0,6.0,4.0,5.0,5.0,2.0,0.0,75.0,44.4,20.0,28.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
267,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,6.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,20.0,21.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
268,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,6.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,28.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
269,第2节,第2节,23.5,0.87,-22.5,0.8,156.5,0.83,156.5,0.83,-22.5,2.0,,,4.0,2.0,6.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,28.0,0.0,1.0,4.0,GD,53.0,0,,11077.0,0.0,0.0
270,第2节,第2节,22.5,0.87,-22.5,0.8,156.5,0.83,156.5,0.83,22.5,2.0,,,4.0,2.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,30.0,28.0,0.0,1.0,4.0,GD,53.0,0,,11074.0,0.0,0.0
271,第2节,第2节,22.5,0.87,-22.5,0.8,156.5,0.83,156.5,0.83,22.5,2.0,,,4.0,2.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,30.0,0.0,1.0,4.0,GD,53.0,0,,21077.0,0.0,0.0
272,第2节,第2节,22.5,0.87,-22.5,0.8,156.5,0.83,156.5,0.83,22.5,2.0,,,4.0,2.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,30.0,0.0,1.0,4.0,GD,42.0,0,,21077.0,0.0,0.0
273,第2节,第2节,22.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,-23.5,2.0,,,4.0,2.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,30.0,0.0,1.0,4.0,GD,42.0,0,,21077.0,0.0,0.0
274,第2节,第2节,23.5,0.83,-23.5,0.83,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,30.0,0.0,1.0,4.0,GD,16.0,0,,11077.0,0.0,0.0
275,第2节,第2节,23.5,0.87,-23.5,0.8,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,30.0,0.0,1.0,4.0,GD,16.0,0,,11077.0,0.0,0.0
276,第2节,第2节,23.5,0.87,-23.5,0.8,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,30.0,0.0,1.0,4.0,GD,11.0,0,,11077.0,0.0,0.0
277,第2节,第2节,23.5,0.87,-23.5,0.8,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,30.0,0.0,1.0,3.0,GD,11.0,0,,11077.0,0.0,0.0
278,第2节,第2节,23.5,0.87,-23.5,0.8,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,2.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,30.0,0.0,1.0,3.0,GD,56.0,0,,11077.0,0.0,0.0
279,第2节,第2节,23.5,0.87,-23.5,0.8,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,3.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,21.0,24.0,0.0,1.0,3.0,GD,56.0,0,,21075.0,0.0,0.0
280,第2节,第2节,23.5,0.87,-23.5,0.8,156.5,0.83,156.5,0.83,23.5,2.0,,,4.0,3.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,30.0,0.0,1.0,3.0,GD,56.0,0,,11077.0,0.0,0.0
281,第2节,第2节,23.5,0.87,-21.5,0.8,156.5,0.83,156.5,0.83,-21.5,2.0,,,4.0,3.0,7.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,30.0,0.0,1.0,3.0,GD,56.0,0,,11077.0,0.0,0.0
282,第2节,第2节,21.5,0.87,-21.5,0.8,156.5,0.83,156.5,0.83,21.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,32.0,30.0,0.0,1.0,3.0,GD,56.0,0,,11074.0,0.0,0.0
283,第2节,第2节,21.5,0.87,-21.5,0.8,156.5,0.83,156.5,0.83,21.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,3.0,GD,56.0,0,,21077.0,0.0,0.0
284,第2节,第2节,21.5,0.87,-21.5,0.8,156.5,0.83,156.5,0.83,21.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,3.0,GD,35.0,0,,21077.0,0.0,0.0
285,第2节,第2节,21.5,0.83,-22.5,0.83,156.5,0.83,156.5,0.83,-22.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,3.0,GD,35.0,0,,21077.0,0.0,0.0
286,第2节,第2节,22.5,0.83,-22.5,0.83,156.5,0.83,156.5,0.83,22.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,3.0,GD,35.0,0,,21077.0,0.0,0.0
287,第2节,第2节,22.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,-20.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,3.0,GD,35.0,0,,21077.0,0.0,0.0
288,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,3.0,GD,1.0,0,,21077.0,0.0,0.0
289,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,2.0,GD,1.0,0,,21077.0,0.0,0.0
290,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,2.0,GD,46.0,0,,21077.0,0.0,0.0
291,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,2.0,GD,46.0,0,,21077.0,0.0,0.0
292,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,2.0,GD,34.0,0,,21077.0,0.0,0.0
293,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,2.0,GD,34.0,0,,21077.0,0.0,0.0
294,第2节,第2节,20.5,0.83,-20.5,0.83,156.5,0.83,156.5,0.83,20.5,2.0,,,4.0,3.0,8.0,5.0,6.0,5.0,5.0,5.0,2.0,0.0,75.0,50.0,24.0,32.0,0.0,1.0,2.0,GD,30.0,0,,21077.0,0.0,0.0
